DLiP-ID,C000ZU
nF,0
nH,17
nI,0
nN,3
nO,1
nP,0
nS,0
nX,0
ABC,18.441795452253075
AMW,7.68627224790245
IC0,1.4385198655652425
IC1,3.3563763370038386
IC2,4.099410323508964
IC3,4.909636688115637
IC4,5.192798650906777
IC5,5.192798650906777
MID,48.88928102784023
Mpe,0.965662362505978
Mse,0.9967491517595438
NdO,1
NdS,0
NsF,0
NsI,0
NtN,1
SMR,94.91440000000001
SdO,12.30911359914336
SdS,0
Spe,39.5921568627451
SsF,0
SsI,0
Sse,40.866715222141295
StN,9.366101662887377
fMF,0.4878048780487805
nBr,0
nCl,0
AMID,2.0370533761600096
BIC0,0.24996489766732213
BIC1,0.5832218850050599
BIC2,0.712335440435256
BIC3,0.8531247024846149
BIC4,0.9023284380371672
BIC5,0.9023284380371672
CIC0,3.9190321390528413
CIC1,2.001175667614245
CIC2,1.2581416811091195
CIC3,0.44791531650244654
CIC4,0.16475335371130662
CIC5,0.16475335371130662
GGI1,4.0
GGI2,2.666666666666668
GGI3,1.7013888888888888
GGI4,0.9283333333333335
GGI5,0.9516666666666667
GGI6,0.45401360544217684
GGI7,0.21269132653061223
GGI8,0.2131519274376417
GGI9,0.13500771604938272
JGI1,0.15384615384615385
JGI2,0.07619047619047623
JGI3,0.048611111111111105
JGI4,0.030944444444444445
JGI5,0.03172222222222223
JGI6,0.01513378684807256
JGI7,0.008862138605442176
JGI8,0.011218522496717984
JGI9,0.007941630355846043
MIC0,12.55573857473466
MIC1,29.741975237483285
MIC2,36.82697481637383
MIC3,40.75931406848829
MIC4,41.04474132698175
MIC5,41.04474132698175
MPC2,35
MPC3,46
MPC4,58
MPC5,69
MPC6,67
MPC7,70
MPC8,73
MPC9,64
Mare,0.9766829268292684
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,1
RNCG,0.20343550210144637
RPCG,0.1486794349177702
SIC0,0.26850320152287316
SIC1,0.6264757363270989
SIC2,0.765164821540765
SIC3,0.9163955261439639
SIC4,0.9692483892700821
SIC5,0.9692483892700821
SaaN,0
SaaO,0
SaaS,0
Sare,40.044000000000004
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,2.003482221592341
TIC0,58.97931448817494
TIC1,137.6114298171574
TIC2,168.07582326386753
TIC3,201.29510421274114
TIC4,212.90474468717787
TIC5,212.90474468717787
Vabc,297.486246901153
WPol,35
apol,48.83748099999999
bpol,19.632518999999995
nRot,4
ABCGG,15.284683454695116
ATS0Z,948.0
ATS0d,139.0
ATS0i,6498.658680444733
ATS0m,3747.1116559999996
ATS0p,67.609623382433
ATS0s,186.44444444444446
ATS0v,9945.094986941816
ATS1Z,1082.0
ATS1d,173.0
ATS1i,6199.642557871098
ATS1m,4128.481226000001
ATS1p,84.47244925000003
ATS1s,146.0277777777778
ATS1v,12273.101038081719
ATS2Z,1526.0
ATS2d,265.0
ATS2i,10369.037723453692
ATS2m,5728.203586999997
ATS2p,123.13012120939597
ATS2s,217.11111111111114
ATS2v,17416.328750694494
ATS3Z,1635.0
ATS3d,283.0
ATS3i,13614.134686440593
ATS3m,5974.740754999999
ATS3p,136.70766572964095
ATS3s,276.5277777777777
ATS3v,18837.267361577615
ATS4Z,1506.0
ATS4d,274.0
ATS4i,15039.602226825938
ATS4m,5357.162774
ATS4p,130.18938743588603
ATS4s,314.3611111111111
ATS4v,17468.809241499013
ATS5Z,1425.0
ATS5d,237.0
ATS5i,13345.269561396035
ATS5m,5196.705054
ATS5p,118.60637512243298
ATS5s,264.52777777777777
ATS5v,16179.638600373597
ATS6Z,1472.0
ATS6d,219.0
ATS6i,13071.624744947736
ATS6m,5396.217318
ATS6p,110.26396436473497
ATS6s,325.0277777777777
ATS6v,15392.313660201864
ATS7Z,1209.0
ATS7d,184.0
ATS7i,11546.01634362224
ATS7m,4304.432119999999
ATS7p,94.67452495079196
ATS7s,296.47222222222223
ATS7v,13273.36003615593
ATS8Z,957.0
ATS8d,162.0
ATS8i,9726.00817135319
ATS8m,3367.803931
ATS8p,84.089476131943
ATS8s,210.61111111111117
ATS8v,11326.536425467735
C1SP1,1
C1SP2,1
C1SP3,2
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.1
GGI10,0.052549739822467106
JGI10,0.0035033159881644738
JGT10,0.3879738021086511
Kier1,18.781065088757398
Kier2,9.08734693877551
Kier3,4.803402646502835
MAXdO,12.30911359914336
MAXtN,9.366101662887377
MID_C,41.32945546843846
MID_N,5.786957165211433
MID_O,1.772868394190346
MID_X,0.0
MID_h,7.55982555940178
MINdO,12.30911359914336
MINtN,9.366101662887377
MPC10,60
MWC01,26.0
MWC02,4.812184355372417
MWC03,5.652489180268651
MWC04,6.51471269087253
MWC05,7.3758821482150125
MWC06,8.246695943718557
MWC07,9.116578992161708
MWC08,9.992550989276888
MWC09,10.867939679517301
MWC10,11.747768311856284
NaaCH,9
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,1
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.6997000000000018
SRW02,3.970291913552122
SRW03,0.0
SRW04,5.262690188904886
SRW05,2.3978952727983707
SRW06,6.75343791859778
SRW07,4.844187086458591
SRW08,8.329658067569396
SRW09,7.018401799069201
SRW10,9.950514257963883
SaaCH,17.446272166018737
SaaNH,3.267578889197756
SaaSe,0
SaaaC,1.9878174900329486
SaasC,2.7946621058381527
SaasN,0
SdCH2,0
SddsN,0
SdsCH,1.6473148148148147
SdssC,-0.27331632653061155
SdssS,0
SsCH3,1.9332353605022257
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.789999842529604
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.6885260417313934
VE1_D,4.830739814285195
VE2_A,0.1536885850721414
VE2_D,0.20128082559521646
VE3_A,2.180695668920998
VE3_D,2.4504683639484144
VR1_A,653.2983230937562
VR1_D,135.695109703064
VR2_A,27.22076346223984
VR2_D,5.653962904294333
VR3_A,7.3575026123731195
VR3_D,5.785879265985031
WPath,1445
Xc-3d,1.2810275263322053
Xc-4d,0.0
Xc-5d,0.3376731123622283
Xc-6d,0.0
Xp-0d,16.94094682093905
Xp-1d,11.685871848001627
Xp-2d,10.047932275773505
Xp-3d,8.58228267110565
Xp-4d,6.9351095666593965
Xp-5d,5.445932045338019
Xp-6d,3.4552793832366584
Xp-7d,2.3253679687849282
ZMIC0,76.4167489353527
ZMIC1,49.64317792779686
ZMIC2,33.13544594012227
ZMIC3,23.489078634566678
ZMIC4,22.291448446269666
ZMIC5,22.291448446269666
nAcid,0
nAtom,41
nBase,0
nRing,3
piPC1,3.6635616461296463
piPC2,4.244917420701475
piPC3,4.874242669190701
piPC4,5.457189027842106
piPC5,5.962293169807702
piPC6,6.228233598253975
piPC7,6.613289834730932
piPC8,6.992975665083803
piPC9,7.005764228601702
AATS0Z,23.121951219512194
AATS0d,3.3902439024390243
AATS0i,158.5038702547496
AATS0m,91.39296721951219
AATS0p,1.6490152044495854
AATS0s,4.547425474254743
AATS0v,242.56329236443455
AATS1Z,25.162790697674417
AATS1d,4.023255813953488
AATS1i,144.17773390397903
AATS1m,96.0111913023256
AATS1p,1.964475563953489
AATS1s,3.3959948320413442
AATS1v,285.4209543739935
AATS2Z,21.8
AATS2d,3.7857142857142856
AATS2i,148.12911033505273
AATS2m,81.83147981428567
AATS2p,1.7590017315627995
AATS2s,3.101587301587302
AATS2v,248.80469643849278
AATS3Z,18.370786516853933
AATS3d,3.1797752808988764
AATS3i,152.96780546562465
AATS3m,67.13191859550561
AATS3p,1.5360411879734939
AATS3s,3.1070536828963786
AATS3v,211.65468945592826
AATS4Z,15.852631578947369
AATS4d,2.8842105263157896
AATS4i,158.31160238764147
AATS4m,56.39118709473684
AATS4p,1.3704146045882741
AATS4s,3.30906432748538
AATS4v,183.8822025420949
AATS5Z,16.764705882352942
AATS5d,2.788235294117647
AATS5i,157.00317131054157
AATS5m,61.13770651764706
AATS5p,1.3953691190874469
AATS5s,3.112091503267974
AATS5v,190.34868941615997
AATS6Z,17.951219512195124
AATS6d,2.6707317073170733
AATS6i,159.4100578652163
AATS6m,65.80752826829269
AATS6p,1.3446824922528655
AATS6s,3.9637533875338744
AATS6v,187.7111421975837
AATS7Z,17.028169014084508
AATS7d,2.591549295774648
AATS7i,162.61994850172167
AATS7m,60.62580450704223
AATS7p,1.333444013391436
AATS7s,4.17566510172144
AATS7v,186.94873290360465
AATS8Z,15.688524590163935
AATS8d,2.6557377049180326
AATS8i,159.44275690742936
AATS8m,55.20990050819672
AATS8p,1.378516002163
AATS8s,3.452641165755921
AATS8v,185.68092500766778
AMID_C,1.7220606445182691
AMID_N,0.24112321521714306
AMID_O,0.07386951642459776
AMID_X,0.0
AMID_h,0.31499273164174085
ATS0dv,316.0
ATS0pe,251.88840000000002
ATS0se,308.98083199999996
ATS1dv,327.0
ATS1pe,275.108
ATS1se,328.0199999999998
ATS2dv,438.0
ATS2pe,437.9846000000001
ATS2se,528.996124
ATS3dv,420.0
ATS3pe,547.9215
ATS3se,670.2280519999998
ATS4dv,402.0
ATS4pe,581.0951999999997
ATS4se,717.621792
ATS5dv,397.0
ATS5pe,513.9209999999999
ATS5se,635.359384
ATS6dv,406.0
ATS6pe,511.92229999999995
ATS6se,629.06644
ATS7dv,296.0
ATS7pe,454.68899999999996
ATS7se,557.6474319999998
ATS8dv,228.0
ATS8pe,376.7925000000001
ATS8se,464.4109160000001
ATSC0Z,275.9024390243903
ATSC0c,0.5900472220238486
ATSC0d,22.878048780487802
ATSC0i,64.88214963463147
ATSC0m,1321.208695609756
ATSC0p,9.436463615960777
ATSC0s,57.6531165311653
ATSC0v,2079.64945021396
ATSC1Z,5.419393218322425
ATSC1c,-0.30438194958179066
ATSC1d,8.688875669244505
ATSC1i,1.9319871114781693
ATSC1m,27.863977628792192
ATSC1p,0.5104755686084015
ATSC1s,-0.7032685570758144
ATSC1v,105.96180320777991
ATSC2Z,5.337299226650803
ATSC2c,0.051488611866302186
ATSC2d,-2.913741820345031
ATSC2i,-5.745405463541322
ATSC2m,21.342788056513825
ATSC2p,-0.5810094288925758
ATSC2s,3.0664948112895773
ATSC2v,-102.99456892497585
ATSC3Z,-39.81261154074956
ATSC3c,-0.0508667274465677
ATSC3d,-8.515764425936943
ATSC3i,-24.313011820645453
ATSC3m,-194.8777588845926
ATSC3p,-2.851857150926109
ATSC3s,2.8281941965761113
ATSC3v,-511.3982108726999
ATSC4Z,-66.40809042236765
ATSC4c,-0.05148511685216927
ATSC4d,-3.888161808447352
ATSC4i,-0.7204780332424359
ATSC4m,-319.3570151445568
ATSC4p,-1.503417305415126
ATSC4s,10.47380857954921
ATSC4v,-454.6392183021826
ATSC5Z,65.20226055919096
ATSC5c,-0.14520914435754068
ATSC5d,-3.5764425936942303
ATSC5i,-15.012346906107224
ATSC5m,306.61012290660324
ATSC5p,-0.6388631693971788
ATSC5s,1.8946229096437313
ATSC5v,145.30415473288303
ATSC6Z,63.02439024390246
ATSC6c,0.410217910071821
ATSC6d,-4.829268292682929
ATSC6i,-7.810277218892792
ATSC6m,291.0106272682928
ATSC6p,-1.1047521501500972
ATSC6s,3.935636856368562
ATSC6v,-14.251789030013288
ATSC7Z,-117.12373587150505
ATSC7c,-0.1763256871580168
ATSC7d,1.3819155264723366
ATSC7i,13.047173412842943
ATSC7m,-542.0975846900654
ATSC7p,1.226516250931331
ATSC7s,-37.61000396589332
ATSC7v,-96.84047862317456
ATSC8Z,-99.83045806067815
ATSC8c,-0.024732858790991383
ATSC8d,1.5472932778108268
ATSC8i,2.9411099341935656
ATSC8m,-469.60699915110047
ATSC8p,-0.5306489330914299
ATSC8s,-21.07062595016194
ATSC8v,-340.8957915601478
AXp-0d,0.7058727842057938
AXp-1d,0.4494566095385241
AXp-2d,0.2870837793078144
AXp-3d,0.18657136241534023
AXp-4d,0.1195708545975758
AXp-5d,0.07892655138171041
AXp-6d,0.05157133407815908
AXp-7d,0.03321954241121326
GATS1Z,0.7687247130028616
GATS1c,1.5350034534190016
GATS1d,0.6912282441612535
GATS1i,1.0244148845772532
GATS1m,0.7708805768382412
GATS1p,0.8797947457844444
GATS1s,0.5104932104042276
GATS1v,0.8356378310851645
GATS2Z,0.8377702566174984
GATS2c,0.9321765750916914
GATS2d,1.2863234846177278
GATS2i,1.0644084262861797
GATS2m,0.8426532021015705
GATS2p,0.9894193478838934
GATS2s,0.48772814569091727
GATS2v,0.9532562701220539
GATS3Z,0.9887878836037695
GATS3c,1.1193510961178046
GATS3d,1.24745454109868
GATS3i,1.1613642878882047
GATS3m,0.9910630566280827
GATS3p,1.100447895509614
GATS3s,0.7339734211618761
GATS3v,1.0607929653728754
GATS4Z,1.0980235241569267
GATS4c,1.1547942114180314
GATS4d,1.1318594994950062
GATS4i,0.9946340193233313
GATS4m,1.096347783241825
GATS4p,1.0302023588179914
GATS4s,0.9971920258482064
GATS4v,1.0530492368872595
GATS5Z,0.868167068807721
GATS5c,1.231442738110342
GATS5d,1.1107487771227895
GATS5i,1.0783530408625337
GATS5m,0.8704380769341965
GATS5p,1.0118943994236507
GATS5s,0.9410575737298774
GATS5v,0.9495346357111798
GATS6Z,0.914073550212164
GATS6c,0.9815026074191632
GATS6d,1.1407249466950962
GATS6i,1.057176692168407
GATS6m,0.9122968077420769
GATS6p,1.0063548783191367
GATS6s,1.6373272539249788
GATS6v,0.940481333329364
GATS7Z,1.3099139390800245
GATS7c,1.602068262912621
GATS7d,0.8865131085017569
GATS7i,0.9383825003773533
GATS7m,1.2898584500272239
GATS7p,0.8317092766537618
GATS7s,2.7000292627249824
GATS7v,0.9067002040737613
GATS8Z,1.2406381153337815
GATS8c,1.0811168452946986
GATS8d,0.8598692719074418
GATS8i,0.9973113970998476
GATS8m,1.2326990361065746
GATS8p,0.9759246446562372
GATS8s,1.7814287277474083
GATS8v,1.0429917444052752
MATS1Z,0.018728824709713487
MATS1c,-0.4918668180586942
MATS1d,0.3621262458471764
MATS1i,0.028391896017649337
MATS1m,0.020108843332318518
MATS1p,0.05157997092071957
MATS1s,-0.011630913157451718
MATS1v,0.048581912319036635
MATS2Z,0.01133057183269347
MATS2c,0.051110511830309686
MATS2d,-0.07459640572646964
MATS2i,-0.05186582251308255
MATS2m,0.0094616209408939
MATS2p,-0.03606282358377236
MATS2s,0.031153386427429874
MATS2v,-0.029007480257856225
MATS3Z,-0.0664750965465728
MATS3c,-0.039713748199429195
MATS3d,-0.17147409022304216
MATS3i,-0.1726264665251539
MATS3m,-0.06794925559424714
MATS3p,-0.1392234361535992
MATS3s,0.022598535111171197
MATS3v,-0.11328252452161813
MATS4Z,-0.10387850815156704
MATS4c,-0.03765782077574341
MATS4d,-0.07334754797441363
MATS4i,-0.004792429858440939
MATS4m,-0.1043194499769768
MATS4p,-0.06875915433288786
MATS4s,0.07840469958387557
MATS4v,-0.09434893714759036
MATS5Z,0.11399138863466177
MATS5c,-0.11870585141700314
MATS5d,-0.07540449015427068
MATS5i,-0.11160619253368913
MATS5m,0.11193863245823096
MATS5p,-0.03265603951959664
MATS5s,0.015851301505842543
MATS5v,0.03370177911154992
MATS6Z,0.11421499292786425
MATS6c,0.34761447453712513
MATS6d,-0.10554371002132203
MATS6i,-0.06018818167149614
MATS6m,0.11013045411950888
MATS6p,-0.05853634343916327
MATS6s,0.03413203910877126
MATS6v,-0.003426488302763484
MATS7Z,-0.24514039683646427
MATS7c,-0.1725656386171122
MATS7d,0.034880927355175805
MATS7i,0.11612258966186852
MATS7m,-0.23693627528761954
MATS7p,0.07505671367427794
MATS7s,-0.3767090887905227
MATS7v,-0.026890092714001414
MATS8Z,-0.2431988661395413
MATS8c,-0.028173549744271557
MATS8d,0.045457723094131215
MATS8i,0.030467726581897434
MATS8m,-0.23890055543952943
MATS8p,-0.03779654019296797
MATS8s,-0.24564541956085856
MATS8v,-0.11017562577656584
MAXtsC,2.003482221592341
MINtsC,2.003482221592341
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,31.46508760469744
SpAD_D,248.6926701070434
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.3944048406399596
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,592
TMWC10,124.32680229125936
TSRW10,72.52707650491423
VE1_Dt,4.815978167105209
VE2_Dt,0.20066575696271705
VE3_Dt,2.4474079119417573
VR1_Dt,135.8625912669986
VR2_Dt,5.660941302791609
VR3_Dt,5.787112754003021
Xc-3dv,0.5825573011005537
Xc-4dv,0.0
Xc-5dv,0.09248244976573801
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.4306294927478044
Xch-7d,0.5743671031312934
Xp-0dv,13.33607135904663
Xp-1dv,7.700221865070668
Xp-2dv,5.547351112823427
Xp-3dv,3.893057697810035
Xp-4dv,2.650690029287104
Xp-5dv,1.7490780394084424
Xp-6dv,0.8804505225731543
Xp-7dv,0.4867312495578263
Xpc-4d,3.29654204712931
Xpc-5d,5.090819909854495
Xpc-6d,7.281933688787419
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,43
nFRing,1
nHBAcc,2
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.204610965188264
AATS0dv,7.7073170731707314
AATS0pe,6.143619512195122
AATS0se,7.536117853658536
AATS1dv,7.604651162790698
AATS1pe,6.397860465116279
AATS1se,7.628372093023251
AATS2dv,6.257142857142857
AATS2pe,6.256922857142858
AATS2se,7.557087485714286
AATS3dv,4.719101123595506
AATS3pe,6.156421348314607
AATS3se,7.5306522696629195
AATS4dv,4.231578947368421
AATS4pe,6.116791578947366
AATS4se,7.5539136000000005
AATS5dv,4.670588235294118
AATS5pe,6.0461294117647055
AATS5se,7.474816282352941
AATS6dv,4.951219512195122
AATS6pe,6.24295487804878
AATS6se,7.6715419512195115
AATS7dv,4.169014084507042
AATS7pe,6.404070422535211
AATS7se,7.854189183098588
AATS8dv,3.737704918032787
AATS8pe,6.176926229508198
AATS8se,7.613293704918035
AATSC0Z,6.72932778108269
AATSC0c,0.01439139565911826
AATSC0d,0.5580011897679952
AATSC0i,1.5824914545032067
AATSC0m,32.22460233194527
AATSC0p,0.23015764916977505
AATSC0s,1.406173573930861
AATSC0v,50.723157322291705
AATSC1Z,0.12603240042610292
AATSC1c,-0.007078649990274201
AATSC1d,0.20206687602894197
AATSC1i,0.0449299328250737
AATSC1m,0.6479994797393533
AATSC1p,0.011871524851358175
AATSC1s,-0.016355082722693357
AATSC1v,2.464227981576277
AATSC2Z,0.07624713180929718
AATSC2c,0.0007355515980900313
AATSC2d,-0.04162488314778615
AATSC2i,-0.08207722090773317
AATSC2m,0.3048969722359118
AATSC2p,-0.008300134698465368
AATSC2s,0.043807068732708246
AATSC2v,-1.4713509846425121
AATSC3Z,-0.44733271394100627
AATSC3c,-0.0005715362634445809
AATSC3d,-0.09568274635884207
AATSC3i,-0.27317990809713993
AATSC3m,-2.1896377402763214
AATSC3p,-0.03204333877445066
AATSC3s,0.03177746288287765
AATSC3v,-5.746047313176404
AATSC4Z,-0.6990325307617647
AATSC4c,-0.0005419485984438871
AATSC4d,-0.04092801903628791
AATSC4i,-0.007583979297288799
AATSC4m,-3.3616527909953344
AATSC4p,-0.015825445320159223
AATSC4s,0.11025061662683379
AATSC4v,-4.785675982128238
AATSC5Z,0.767085418343423
