DLiP-ID,C0006Z
DLiP-Mol-ID,30381
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H12F3NOS/c1-7-8(2)20-13(18)11(7)12(19)9-4-3-5-10(6-9)14(15,16)17/h3-6H,18H2,1-2H3"
Standard Inchi Key(RDKit),KKDKAWKYGCUOGR-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1sc(N)c(C(=O)c2cccc(C(F)(F)F)c2)c1C
SMILES(SDF),
MW(SDF),
MW(RDKit),299.317
MW Monoisotopic(RDKit),299.059169664
MolLogP(RDKit),4.19694
XLogP(SDF),
XLogP(CDK),3.492
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),43.09
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.84463039506618
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,24245.29948096037
qed,0.8446303950661795
Chi0,15.076985790260121
Chi1,9.21423262080316
TPSA,43.09
Chi0n,10.837141345903538
Chi0v,11.653637926831264
Chi1n,5.789361484850367
Chi1v,6.605858065778093
Chi2n,4.430186867733133
Chi2v,5.686509854288309
Chi3n,3.091691144723741
Chi3v,4.12810092846519
Chi4n,1.9166347366106185
Chi4v,2.849512606885682
MolMR,73.08190000000002
MolWt,299.31700000000006
fr_SH,0
Kappa1,14.586227811599894
Kappa2,4.9378935488021725
Kappa3,2.5577035854260415
fr_ArN,1
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,673.5439190102028
MolLogP,4.196940000000002
NOCount,2
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.491871022320158
SMR_VSA1,17.96578232709628
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,20.023772916824722
SMR_VSA6,5.733667477162185
SMR_VSA7,51.39642143433572
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,117.5866480593941
NHOHCount,2
PEOE_VSA1,5.733667477162185
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,13.171245143024459
PEOE_VSA5,11.336785877934737
PEOE_VSA6,12.13273413692322
PEOE_VSA7,31.54366002800146
PEOE_VSA8,10.440598685398296
PEOE_VSA9,16.127984960081857
RingCount,2
SMR_VSA10,22.121112800987543
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,0
ExactMolWt,299.059169664
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,5.783244946364939
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,6.176298517443475
SlogP_VSA1,5.733667477162185
SlogP_VSA2,5.783244946364939
SlogP_VSA3,6.176298517443475
SlogP_VSA4,13.847474399381248
SlogP_VSA5,31.9254903445611
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,3
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,17.52299495550541
EState_VSA2,5.563451491696996
EState_VSA3,10.564533468384862
EState_VSA4,22.573332822321515
EState_VSA5,23.469520014857956
