DLiP-ID,J0000K
Mv,0.6217730765316508
SZ,34.66666666666667
Si,63.26948758025985
Sm,32.42885688119224
Sp,37.554138323353286
Sv,34.81929228577245
nB,0
nC,23
nF,0
nH,27
nI,0
nN,5
nO,1
nP,0
nS,0
nX,0
ABC,22.765316368412112
AMW,6.95038500864287
IC0,1.449613350233287
IC1,3.439926392366705
IC2,4.593530485431941
IC3,5.186731930947541
IC4,5.329589073804685
IC5,5.329589073804685
MID,59.747219929918565
Mpe,0.9572128851540619
Mse,0.9934320049942773
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,115.53940000000003
SdO,12.464588573887363
SdS,0
Spe,53.60392156862746
SsF,0
SsI,0
Sse,55.63219227967953
StN,0
fMF,0.48214285714285715
nBr,0
nCl,0
AMID,2.06024896310064
BIC0,0.23813095669517756
BIC1,0.5650837601926386
BIC2,0.7545886694050767
BIC3,0.8520350869003758
BIC4,0.8755025226092403
BIC5,0.8755025226092403
CIC0,4.357741571824317
CIC1,2.3674285296908986
CIC2,1.2138244366256625
CIC3,0.6206229911100625
CIC4,0.47776584825291835
CIC5,0.47776584825291835
GGI1,5.5
GGI2,2.222222222222223
GGI3,1.6875
GGI4,1.1255555555555556
GGI5,0.5694444444444444
GGI6,0.5624489795918368
GGI7,0.25779478458049887
GGI8,0.2552437641723356
GGI9,0.15343364197530868
JGI1,0.171875
JGI2,0.05167958656330751
JGI3,0.042187499999999996
JGI4,0.03042042042042042
JGI5,0.015817901234567902
JGI6,0.0175765306122449
JGI7,0.00954795498446292
JGI8,0.009817067852782137
JGI9,0.006671027911969941
MIC0,12.862666978129779
MIC1,30.300282326459904
MIC2,36.811217900134956
MIC3,38.98102210007182
MIC4,39.1250221000718
MIC5,39.1250221000718
MPC2,43
MPC3,54
MPC4,69
MPC5,79
MPC6,77
MPC7,87
MPC8,95
MPC9,94
Mare,0.9696428571428571
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.15156835524062057
RPCG,0.14429078600195927
SIC0,0.24961679967713676
SIC1,0.5923396173533518
SIC2,0.7909849745853673
SIC3,0.893131554823212
SIC4,0.9177309025080834
SIC5,0.9177309025080834
SaaN,4.206363090528082
SaaO,0
SaaS,0
Sare,54.3
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,81.17834761306408
TIC1,192.6358779725355
TIC2,257.2377071841887
TIC3,290.4569881330623
TIC4,298.4569881330624
TIC5,298.4569881330624
Vabc,364.2841827159063
WPol,40
apol,62.71541099999998
bpol,32.514588999999994
nRot,5
ABCGG,16.645282225286252
ATS0Z,1164.0
ATS0d,177.0
ATS0i,9150.698394577223
ATS0m,4582.456757
ATS0p,82.842452430923
ATS0s,180.41666666666669
ATS0v,12013.111482942473
ATS1Z,1401.0
ATS1d,224.0
ATS1i,8760.399728960105
ATS1m,5286.938540000002
ATS1p,106.00289235000002
ATS1s,170.27777777777777
ATS1v,15268.833280668863
ATS2Z,2010.0
ATS2d,358.0
ATS2i,16089.51622613219
ATS2m,7386.447038999999
ATS2p,159.43611524879202
ATS2s,282.3611111111112
ATS2v,22219.82049159928
ATS3Z,2046.0
ATS3d,397.0
ATS3i,22074.60953846888
ATS3m,7162.981424
ATS3p,184.98394544897997
ATS3s,327.61111111111114
ATS3v,24474.840070789724
ATS4Z,1972.0
ATS4d,390.0
ATS4i,24510.350954742516
ATS4m,6853.892021
ATS4p,181.15444951026205
ATS4s,350.6666666666666
ATS4v,23339.66208071709
ATS5Z,1899.0
ATS5d,357.0
ATS5i,23339.26295280101
ATS5m,6624.0117199999995
ATS5p,167.424000795413
ATS5s,361.58333333333326
ATS5v,21965.255828895428
ATS6Z,1728.0
ATS6d,326.0
ATS6i,21046.26997447112
ATS6m,5971.849027999998
ATS6p,156.446852985772
ATS6s,329.38888888888886
ATS6v,20329.267133715523
ATS7Z,1490.0
ATS7d,303.0
ATS7i,19773.807487962767
ATS7m,5093.007802999999
ATS7p,144.634663486319
ATS7s,277.41666666666663
ATS7v,18255.933734413782
ATS8Z,1409.0
ATS8d,269.0
ATS8i,18069.82341652692
ATS8m,4904.338342
ATS8p,125.17707604316799
ATS8s,283.5
ATS8v,16150.95565119079
C1SP1,0
C1SP2,1
C1SP3,3
C2SP1,0
C2SP2,12
C2SP3,3
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.30434782608695654
GGI10,0.11438016528925621
JGI10,0.004973050664750269
JGT10,0.360566040244506
Kier1,22.203125
Kier2,11.039480800432667
Kier3,6.491083676268861
MAXdO,12.464588573887363
MID_C,47.56148078720598
MID_N,10.407471597539082
MID_O,1.7782675451735057
MID_X,0.0
MID_h,12.185739142712588
MINdO,12.464588573887363
MPC10,99
MWC01,32.0
MWC02,5.017279836814924
MWC03,5.84354441703136
MWC04,6.698268054115413
MWC05,7.5352967024440884
MWC06,8.392763113038061
MWC07,9.234349824436535
MWC08,10.092577816525454
MWC09,10.936867746266623
MWC10,11.79549197521667
NaaCH,11
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.8732000000000033
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.4680601411351315
SRW05,2.3978952727983707
SRW06,6.9440872082295275
SRW07,4.59511985013459
SRW08,8.498825534058053
SRW09,6.555356891810665
SRW10,10.093074320321495
SaaCH,22.103495824046583
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.156978013129345
SaasN,1.8218342115418302
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.14475417005900426
SdssS,0
SsCH3,1.9090296114619707
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,6.09185893454923
SssPH,0
SssSe,0
SsssB,0
SsssN,2.4472085039548825
SsssP,0
VE1_A,4.104347419984167
VE1_D,5.30783384843001
VE2_A,0.1415292213787644
VE2_D,0.1830287533941383
VE3_A,2.4767574952701934
VE3_D,2.7338945508681
VR1_A,694.540983660935
VR1_D,181.8025770348188
VR2_A,23.94968909175638
VR2_D,6.269054380510993
VR3_A,7.607961909196509
VR3_D,6.267632093744355
WPath,2740
Xc-3d,1.643623406072676
Xc-4d,0.0
Xc-5d,0.1642664266089148
Xc-6d,0.0
Xp-0d,20.053830996061407
Xp-1d,14.169836433395455
Xp-2d,12.56781882125632
Xp-3d,10.185836776000285
Xp-4d,8.641386279837771
Xp-5d,6.494527647290635
Xp-6d,4.028750760812146
Xp-7d,3.0159021581740837
ZMIC0,98.1860028092849
ZMIC1,54.041767115487076
ZMIC2,32.49063794288058
ZMIC3,25.724380285382292
ZMIC4,25.05137565922709
ZMIC5,25.05137565922709
nAcid,0
nAtom,56
nBase,1
nRing,4
piPC1,3.7495040759303713
piPC2,4.2801323269925415
piPC3,4.765373937528427
piPC4,5.2961274704750005
piPC5,5.663828159149168
piPC6,5.751977223505869
piPC7,6.092016645836003
piPC8,6.390869663836271
piPC9,6.483370122740198
AATS0Z,20.785714285714285
AATS0d,3.1607142857142856
AATS0i,163.40532847459326
AATS0m,81.82958494642857
AATS0p,1.4793295076950537
AATS0s,3.2217261904761907
AATS0v,214.51984790968703
AATS1Z,23.74576271186441
AATS1d,3.7966101694915255
AATS1i,148.48135133830687
AATS1m,89.6091277966102
AATS1p,1.7966591923728819
AATS1s,2.8860640301318266
AATS1v,258.79378441811633
AATS2Z,19.514563106796118
AATS2d,3.4757281553398056
AATS2i,156.20889539934166
AATS2m,71.71307804854368
AATS2p,1.5479234490173983
AATS2s,2.741370010787487
AATS2v,215.72641253979882
AATS3Z,14.826086956521738
AATS3d,2.8768115942028984
AATS3i,159.9609386845571
AATS3m,51.90566249275362
AATS3p,1.3404633728186954
AATS3s,2.3739935587761676
AATS3v,177.35391355644728
AATS4Z,13.059602649006623
AATS4d,2.5827814569536423
AATS4i,162.3202049982948
AATS4m,45.390013384105956
AATS4p,1.1996983411275632
AATS4s,2.3222958057395138
AATS4v,154.5672985477953
AATS5Z,13.373239436619718
AATS5d,2.5140845070422535
AATS5i,164.36100670986627
AATS5m,46.64796985915493
AATS5p,1.1790422591226268
AATS5s,2.546361502347417
AATS5v,154.68490020348892
AATS6Z,13.395348837209303
AATS6d,2.5271317829457365
AATS6i,163.14937964706294
AATS6m,46.29340331782944
AATS6p,1.2127663022152868
AATS6s,2.5534022394487508
AATS6v,157.59121809081802
AATS7Z,12.21311475409836
AATS7d,2.4836065573770494
AATS7i,162.08038924559645
AATS7m,41.74596559836064
AATS7p,1.1855300285763852
AATS7s,2.2739071038251364
AATS7v,149.6388011017523
AATS8Z,12.809090909090909
AATS8d,2.4454545454545453
AATS8i,164.27112196842654
AATS8m,44.58489401818182
AATS8p,1.1379734185742545
AATS8s,2.577272727272727
AATS8v,146.82686955627992
AMID_C,1.6400510616277924
AMID_N,0.3588783309496235
AMID_O,0.061319570523224336
AMID_X,0.0
AMID_h,0.42019790147284786
ATS0dv,352.0
ATS0pe,338.2791000000001
ATS0se,419.19029199999994
ATS1dv,370.0
ATS1pe,379.2096
ATS1se,453.25157599999983
ATS2dv,481.0
ATS2pe,648.7982999999999
ATS2se,787.7946839999996
ATS3dv,424.0
ATS3pe,837.3330000000003
ATS3se,1036.5234079999998
ATS4dv,408.0
ATS4pe,891.4995999999998
ATS4se,1117.764756
ATS5dv,394.0
ATS5pe,851.5836
ATS5se,1066.542256
ATS6dv,354.0
ATS6pe,776.1347999999999
ATS6se,969.2831759999998
ATS7dv,299.0
ATS7pe,713.9596999999999
ATS7se,898.197492
ATS8dv,305.0
ATS8pe,651.5056999999999
ATS8se,819.3022800000001
ATSC0Z,391.42857142857144
ATSC0c,0.7346636684751167
ATSC0d,29.125
ATSC0i,87.10258905767077
ATSC0m,1873.3034175535713
ATSC0p,12.606331414870839
ATSC0s,44.737599206349216
ATSC0v,2844.0982558450587
ATSC1Z,27.244897959183668
ATSC1c,-0.41446592626174794
ATSC1d,7.671875
ATSC1i,-10.63165033618817
ATSC1m,127.55559500605851
ATSC1p,-0.44559396181863564
ATSC1s,-0.1595539257369607
ATSC1v,7.105338275933178
ATSC2Z,-15.877551020408188
ATSC2c,0.279330746929417
ATSC2d,-7.015625
ATSC2i,0.8764024175600889
ATSC2m,-80.31640412531908
ATSC2p,-0.4370747608757062
ATSC2s,11.248503047052157
ATSC2v,-171.8011179289714
ATSC3Z,-150.734693877551
ATSC3c,-0.36424832936111234
ATSC3d,-10.46875
ATSC3i,-7.635479082705955
ATSC3m,-715.1849991855869
ATSC3p,-2.513723527622069
ATSC3s,-10.984321853741497
ATSC3v,-742.1070630757447
ATSC4Z,17.755102040816347
ATSC4c,0.19140804371551753
ATSC4d,-4.265625
ATSC4i,-25.553970698255313
ATSC4m,76.26868418590573
ATSC4p,-2.6855976811383515
ATSC4s,6.989291028911564
ATSC4v,-311.25421441318827
ATSC5Z,13.734693877551013
ATSC5c,-0.07950930980708769
ATSC5d,2.34375
ATSC5i,1.3645540285909419
ATSC5m,73.38727872130093
ATSC5p,1.3479532400454617
ATSC5s,-14.795440051020412
ATSC5v,292.03959570064836
ATSC6Z,-69.18367346938777
ATSC6c,-0.06310013488416834
ATSC6d,-2.859375
ATSC6i,7.6377745695863375
ATSC6m,-329.91317779304836
ATSC6p,-0.751224166739541
ATSC6s,-9.99871563208617
ATSC6v,-359.37256594012683
ATSC7Z,-17.469387755102034
ATSC7c,0.08369624860975083
ATSC7d,-0.46875
ATSC7i,-10.439635072745888
ATSC7m,-93.15434267028056
ATSC7p,-2.3925635856798277
ATSC7s,0.19368268140589576
ATSC7v,-446.76162834940044
ATSC8Z,62.836734693877546
ATSC8c,0.0541997752335132
ATSC8d,2.09375
ATSC8i,-11.058043159194174
ATSC8m,294.11947734119906
ATSC8p,-0.33326249846289774
ATSC8s,9.112156320861681
ATSC8v,108.81988607660038
AXp-0d,0.6915114136572899
AXp-1d,0.44280738854360796
AXp-2d,0.29227485630828653
AXp-3d,0.18862660696296824
AXp-4d,0.12523748231648943
AXp-5d,0.0822092107251979
AXp-6d,0.052321438452105795
AXp-7d,0.034665542047977976
GATS1Z,0.8466380056909564
GATS1c,1.6627632619437793
GATS1d,0.8481850585582309
GATS1i,1.344004553913374
GATS1m,0.851024685030363
GATS1p,1.0921403548198185
GATS1s,0.5909642981777464
GATS1v,1.0016035610222624
GATS2Z,0.9794840904259088
GATS2c,0.9970131828597787
GATS2d,1.3933913913079712
GATS2i,1.148798631714899
GATS2m,0.9808698756306135
GATS2p,1.0108566787057034
GATS2s,0.5180483747920942
GATS2v,1.000658693276513
GATS3Z,1.1281603723685603
GATS3c,1.2935891175331555
GATS3d,1.1973626920445357
GATS3i,1.0811592072244331
GATS3m,1.1267858359214493
GATS3p,1.0621550921289589
GATS3s,0.9467894142206095
GATS3v,1.0789705508458833
GATS4Z,0.9645006525837483
GATS4c,1.0163653588363428
GATS4d,1.0630133871472018
GATS4i,1.0670946730198567
GATS4m,0.9666497470725013
GATS4p,1.0604745659804442
GATS4s,0.853404485741481
GATS4v,1.026609773439859
GATS5Z,1.008809242315205
GATS5c,1.236205605896676
GATS5d,0.9375566704950734
GATS5i,0.9446248126892607
GATS5m,1.0033832170953971
GATS5p,0.9134131681730819
GATS5s,1.746326770370423
GATS5v,0.9174667323019166
GATS6Z,1.0854198494879195
GATS6c,1.1716911728904444
GATS6d,0.9661642878530792
GATS6i,0.934354750832957
GATS6m,1.0822690917846118
GATS6p,0.9900614870112904
GATS6s,1.5591081081243687
GATS6v,1.0173445636884795
GATS7Z,0.9945180686849349
GATS7c,0.9635144624030222
GATS7d,0.9364666150707099
GATS7i,0.993605828306913
GATS7m,0.9980961633947144
GATS7p,1.08031547140935
GATS7s,0.9240026312101582
GATS7v,1.06897380135118
GATS8Z,0.9318430656934307
GATS8c,1.0909409207438487
GATS8d,0.9184549356223176
GATS8i,0.9861628714591271
GATS8m,0.9311659278762385
GATS8p,0.9797730055285516
GATS8s,1.3853932210530981
GATS8v,0.9525190939519845
MATS1Z,0.06606457998267969
MATS1c,-0.5354714061943483
MATS1d,0.25001818578598967
MATS1i,-0.11585256024400369
MATS1m,0.06462899504661998
MATS1p,-0.03354954171895345
MATS1s,-0.003385094795996953
MATS1v,0.0023712436358910116
MATS2Z,-0.022053716958401283
MATS2c,0.20671927914558177
MATS2d,-0.13096379015792325
MATS2i,0.005470453174181378
MATS2m,-0.02331025009923786
MATS2p,-0.018850280218644225
MATS2s,0.13670136720635917
MATS2v,-0.03284219624156676
MATS3Z,-0.15626785147572195
MATS3c,-0.20119535320057386
MATS3d,-0.1458605461217889
MATS3i,-0.035572481983137796
MATS3m,-0.15492418203588423
MATS3p,-0.08091661941796842
MATS3s,-0.09963444728168673
MATS3v,-0.10588413903854156
MATS4Z,0.016822158843718297
MATS4c,0.09662348582459204
MATS4d,-0.054316004888724664
MATS4i,-0.10880238312208393
MATS4m,0.015099035567239308
MATS4p,-0.07900658908667034
MATS4s,0.057939071320386205
MATS4v,-0.04058651148922538
MATS5Z,0.013837771152462212
MATS5c,-0.042680461134489936
MATS5d,0.03173547724112918
MATS5i,0.006178162887328039
MATS5m,0.015449425736238448
MATS5p,0.0421682705112994
MATS5s,-0.13042321295916443
MATS5v,0.040494573120552754
MATS6Z,-0.07672721099983025
MATS6c,-0.03728550599655922
MATS6d,-0.042619023854676114
MATS6i,0.038065723474332465
MATS6m,-0.07645217659408376
MATS6p,-0.025868970586035024
MATS6s,-0.09702191877203926
MATS6v,-0.05485277977693643
MATS7Z,-0.020485820270431963
MATS7c,0.052293249047235556
MATS7d,-0.007387602898754661
MATS7i,-0.05501516880027717
MATS7m,-0.02282565120276765
MATS7p,-0.08711701065429721
MATS7s,0.0019872216540089515
MATS7v,-0.0721040178383581
MATS8Z,0.0817252820172528
MATS8c,0.03755815624233057
MATS8d,0.036597737026921574
MATS8i,-0.06463125040925403
MATS8m,0.07993021883049659
MATS8p,-0.013458388703651465
MATS8s,0.10369166042570264
MATS8v,0.019478657116030276
MAXaaN,4.206363090528082
MINaaN,4.206363090528082
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.207971560077354
SpAD_D,390.81088022892914
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.899619849640489
SssNH2,0
SsssAs,0
SsssCH,0.21044422398589013
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,758
TMWC10,136.54643948588912
TSRW10,77.72680648838346
VE1_Dt,5.3008342898931025
VE2_Dt,0.1827873893066587
VE3_Dt,2.7325749583497267
VR1_Dt,183.68538145697258
VR2_Dt,6.3339786709300885
VR3_Dt,6.277935147696263
Xc-3dv,0.8025500059150231
Xc-4dv,0.0
Xc-5dv,0.05038408760507805
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.4546212512243675
Xch-7d,0.46132442798672374
Xp-0dv,16.713626213171988
Xp-1dv,10.09461110789238
Xp-2dv,7.555341558873551
Xp-3dv,5.408921931642084
Xp-4dv,3.842947923262438
Xp-5dv,2.596361438250249
Xp-6dv,1.3470671827718002
Xp-7dv,0.8477645390339028
Xpc-4d,3.351503345298352
Xpc-5d,5.475939518743194
Xpc-6d,7.170280981965616
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,59
nFRing,0
nHBAcc,4
nHBDon,2
nHRing,2
nSpiro,0
naRing,3
piPC10,6.6500465668437725
AATS0dv,6.285714285714286
AATS0pe,6.040698214285716
AATS0se,7.485540928571427
AATS1dv,6.271186440677966
AATS1pe,6.4272813559322035
AATS1se,7.682230101694913
AATS2dv,4.669902912621359
AATS2pe,6.299012621359223
AATS2se,7.648492077669899
AATS3dv,3.072463768115942
AATS3pe,6.067630434782611
AATS3se,7.511039188405795
AATS4dv,2.7019867549668874
AATS4pe,5.903970860927151
AATS4se,7.402415602649007
AATS5dv,2.7746478873239435
AATS5pe,5.997067605633803
AATS5se,7.510860957746479
AATS6dv,2.744186046511628
AATS6pe,6.016548837209302
AATS6se,7.51382306976744
AATS7dv,2.4508196721311477
AATS7pe,5.852128688524589
AATS7se,7.362274524590164
AATS8dv,2.772727272727273
AATS8pe,5.92277909090909
AATS8se,7.448202545454547
AATSC0Z,6.9897959183673475
AATSC0c,0.013118994079912797
AATSC0d,0.5200892857142857
AATSC0i,1.5554033760298351
AATSC0m,33.45184674202806
AATSC0p,0.2251130609798364
AATSC0s,0.7988857001133789
AATSC0v,50.78746885437605
AATSC1Z,0.4617779315115876
AATSC1c,-0.007024846207826237
AATSC1d,0.13003177966101695
AATSC1i,-0.1801974633252232
AATSC1m,2.161959237390822
AATSC1p,-0.007552440030824333
AATSC1s,-0.0027043038260501813
AATSC1v,0.12042946230395217
AATSC2Z,-0.15415098078066203
AATSC2c,0.0027119489993147282
AATSC2d,-0.06811286407766991
AATSC2i,0.008508761335534843
AATSC2m,-0.7797709138380493
AATSC2p,-0.0042434442803466615
AATSC2s,0.10920876744710832
AATSC2v,-1.6679720187278777
AATSC3Z,-1.0922803904170362
AATSC3c,-0.0026394806475442925
AATSC3d,-0.07586050724637682
AATSC3i,-0.05532955857033301
AATSC3m,-5.182499994098456
AATSC3p,-0.01821538788131934
AATSC3s,-0.07959653517203984
AATSC3v,-5.3775874135923525
AATSC4Z,0.11758345722394932
AATSC4c,0.001267602938513361
AATSC4d,-0.028249172185430462
AATSC4i,-0.1692315940281809
AATSC4m,0.5050906237477201
AATSC4p,-0.0177854151068765
AATSC4s,0.04628669555570573
AATSC4v,-2.0612861881668096
AATSC5Z,0.09672319632078179
AATSC5c,-0.0005599247169513217
