DLiP-ID,I00018
DLiP-Mol-ID,27716
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H28N4O5/c1-15-14-26(23(30)17-8-6-5-7-9-17)12-13-27(15)22(29)16(2)32-19-11-10-18(20(28)24-3)25-21(19)31-4/h5-11,15-16H,12-14H2,1-4H3,(H,24,28)/t15-,16+/m1/s1"
Standard Inchi Key(RDKit),AOYWRFHEAZOZRH-CVEARBPZSA-N
Canonical SMILES(RDKit),CNC(=O)c1ccc(O[C@@H](C)C(=O)N2CCN(C(=O)c3ccccc3)C[C@H]2C)c(OC)n1
SMILES(SDF),
MW(SDF),
MW(RDKit),440.5
MW Monoisotopic(RDKit),440.205969996
MolLogP(RDKit),1.5902
XLogP(SDF),
XLogP(CDK),2.003
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),101.07
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.732197282250463
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,CD4_gp120
Common Target Pref Name,CD4/gp120
RDKit Descriptors
Ipc,13650868.824435404
qed,0.7321972822504628
Chi0,23.250347897697548
Chi1,15.349774308148643
TPSA,101.07000000000001
Chi0n,18.700355005085466
Chi0v,18.700355005085466
Chi1n,10.438871824300472
Chi1v,10.438871824300472
Chi2n,7.540955284670373
Chi2v,7.540955284670373
Chi3n,5.34844203895811
Chi3v,5.34844203895811
Chi4n,3.6253037113350706
Chi4v,3.6253037113350706
MolMR,117.78970000000004
MolWt,440.50000000000017
fr_SH,0
Kappa1,23.051741439679358
Kappa2,10.125207469942463
Kappa3,4.985742509208019
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
