DLiP-ID,I001F6
DLiP-Mol-ID,29868
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H21N3O3S/c1-5-20-19-22(21-13(2)17-7-6-10-25-17)16(12-26-19)15-11-14(23-3)8-9-18(15)24-4/h6-12H,5H2,1-4H3"
Standard Inchi Key(RDKit),YEOMQAMBEFCHPQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCN=c1scc(-c2cc(OC)ccc2OC)n1N=C(C)c1ccco1
SMILES(SDF),
MW(SDF),
MW(RDKit),371.462
MW Monoisotopic(RDKit),371.130362532
MolLogP(RDKit),4.0197
XLogP(SDF),
XLogP(CDK),4.061
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),61.25
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.614987899741596
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,LEDGF_IN
Common Target Pref Name,LEDGF/IN
RDKit Descriptors
Ipc,1259887.262976289
qed,0.6149878997415962
Chi0,18.518297090128673
Chi1,12.672565055446158
TPSA,61.25
Chi0n,15.223192613869257
Chi0v,16.03968919479698
Chi1n,8.204210228418663
Chi1v,9.083863039673558
Chi2n,5.418587544857876
Chi2v,6.25514043731902
Chi3n,3.7890825592919186
Chi3v,4.643048781588152
Chi4n,2.52307390081735
Chi4v,3.4095785025628538
MolMR,103.27000000000002
MolWt,371.4620000000001
fr_SH,0
Kappa1,18.00498866213152
Kappa2,8.052660123966941
Kappa3,3.573620199616629
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,968.3333550203334
MolLogP,4.019700000000004
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.2115071228731793
SMR_VSA1,13.890876844653445
SMR_VSA2,0.0
SMR_VSA3,4.676102440895408
SMR_VSA4,10.093812258375392
SMR_VSA5,13.847474399381248
SMR_VSA6,20.764351488467643
SMR_VSA7,52.536711180749535
SMR_VSA8,0.0
SMR_VSA9,22.756403153113265
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,1
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,155.58742767100378
NHOHCount,0
PEOE_VSA1,13.890876844653445
PEOE_VSA2,4.992404732635669
PEOE_VSA3,4.676102440895408
PEOE_VSA4,5.101407525739723
PEOE_VSA5,11.336785877934737
PEOE_VSA6,0.0
PEOE_VSA7,44.179309741689295
PEOE_VSA8,17.488270668075486
PEOE_VSA9,26.176686073042585
RingCount,3
SMR_VSA10,17.048470880705437
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,371.130362532
NumHDonors,0
PEOE_VSA10,22.970956088212954
PEOE_VSA11,0.0
PEOE_VSA12,4.801402653462074
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,14.275128561062171
SlogP_VSA2,31.152138932133752
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,19.60772181825569
SlogP_VSA6,56.48602430384176
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
fr_amidine,0
