DLiP-ID,C000JE
DLiP-Mol-ID,30913
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H14N2OS/c22-17-9-7-16(8-10-17)20-19-21-18(12-23-19)15-6-5-13-3-1-2-4-14(13)11-15/h1-12,22H,(H,20,21)"
Standard Inchi Key(RDKit),MLBSVOUQVBGEQL-UHFFFAOYSA-N
Canonical SMILES(RDKit),Oc1ccc(Nc2nc(-c3ccc4ccccc4c3)cs2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),318.401
MW Monoisotopic(RDKit),318.082684068
MolLogP(RDKit),5.4125
XLogP(SDF),
XLogP(CDK),4.93
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),45.15
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.496236297842903
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,396045.144039486
qed,0.4962362978429027
Chi0,15.6480536021256
Chi1,11.275989583278102
TPSA,45.15
Chi0n,12.230878711739292
Chi0v,13.047375292667018
Chi1n,7.286073279420328
Chi1v,8.165726090675223
Chi2n,5.271702476275203
Chi2v,6.129805328133223
Chi3n,3.667989358547139
Chi3v,4.4257104253518
Chi4n,2.480624920348108
Chi4v,3.220502194136588
MolMR,96.44550000000001
MolWt,318.40100000000007
fr_SH,0
Kappa1,13.788296582061772
Kappa2,5.7405693986609645
Kappa3,2.889585911818688
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,960.4502601374402
MolLogP,5.412500000000002
NOCount,3
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.618588431862902
SMR_VSA1,5.106527394840706
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.316788604006331
SMR_VSA7,72.11010052354364
SMR_VSA8,0.0
SMR_VSA9,17.00689131982936
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,137.43136325052225
NHOHCount,2
PEOE_VSA1,10.423315998847038
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,36.39820241076966
PEOE_VSA7,41.10428377123764
PEOE_VSA8,16.63090053684647
PEOE_VSA9,5.693927994848461
RingCount,4
SMR_VSA10,32.928179061387226
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,1
ExactMolWt,318.082684068
NumHDonors,2
PEOE_VSA10,5.749511833283905
PEOE_VSA11,5.131558479839333
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,10.090505915787915
SlogP_VSA3,0.0
SlogP_VSA4,0.0
