DLiP-ID,C001MH
AXp-7dv,0.005032645036140631
BertzCT,691.8431795234173
ECIndex,4400000000
GATS1dv,0.34771562518199284
GATS1pe,0.7006697859804176
GATS1se,0.7408208512966226
GATS2dv,0.7768534156426532
GATS2pe,0.7816537561736421
GATS2se,0.7997942492880333
GATS3dv,1.0783932740720346
GATS3pe,1.1184288820095947
GATS3se,1.1492691826301682
GATS4dv,1.1727816279385783
GATS4pe,1.1164749187277565
GATS4se,1.0839151327640897
GATS5dv,1.2340671286859626
GATS5pe,1.026020371814497
GATS5se,1.009328912421139
GATS6dv,1.1428624371959062
GATS6pe,0.7566353947586075
GATS6se,0.6926551970029698
GATS7dv,1.3836786763568885
GATS7pe,0.9258519550986138
GATS7se,0.8328133476266903
GATS8dv,1.9876784675494805
GATS8pe,2.017557618222867
GATS8se,1.9622759150605567
MATS1dv,0.5631879331430898
MATS1pe,0.05774889524304643
MATS1se,0.015598481158200452
MATS2dv,0.31960864247859766
MATS2pe,0.14514322848973205
MATS2se,0.09120763927003733
MATS3dv,0.08079160953192749
MATS3pe,-0.0975210908145665
MATS3se,-0.17011839640585494
MATS4dv,-0.00380486479141188
MATS4pe,0.023966919870221117
MATS4se,0.048968407182417156
MATS5dv,-0.10304842143407168
MATS5pe,-0.013716315743869634
MATS5se,0.007876891012511222
MATS6dv,-0.13701219286217248
MATS6pe,0.10439492402580532
MATS6se,0.15053518507373898
MATS7dv,-0.46475111404754227
MATS7pe,-0.11315597465109402
MATS7se,-0.09156043275072376
MATS8dv,-0.7209791266827595
MATS8pe,-0.6255296553859276
MATS8se,-0.5449556442050377
MAXaaCH,1.6779818594104308
MAXaaaC,0.7429657974300833
MAXaasC,0.5688425925925926
MAXaasN,1.761869567271353
MAXdssC,0.8450504430167132
MAXsCH3,1.9809762114722431
MAXssNH,2.9262414965986396
MDEC-11,0.8416882119417742
MDEC-12,3.066978504311012
MDEC-13,5.310619135408277
MDEC-22,1.3103706971044486
MDEC-23,7.688955427923606
MDEC-33,6.409925916482373
MDEN-22,1.8405786329227294
MDEN-23,1.5905414575341013
MDEO-12,0.4999999999999999
MINaaCH,1.4970370370370372
MINaaaC,0.7055598072562359
MINaasC,0.3518546863189722
MINaasN,1.761869567271353
MINdssC,-0.4281438964474671
MINsCH3,1.7643026161081716
MINssNH,2.9262414965986396
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,81.39999999999999
TpiPC10,8.512003969412804
VAdjMat,5.459431618637297
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.028867513459481287
Xch-6dv,0.06389354634948943
Xch-7dv,0.10076087885527849
Xpc-4dv,1.0001026551906536
Xpc-5dv,1.2921924671412066
Xpc-6dv,1.5716114915142203
Zagreb1,104.0
Zagreb2,122.0
fragCpx,22.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,10
nBondsD,2
nBondsM,12
nBondsO,22
nBondsS,30
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,2
AATS0are,6.28412857142857
AATS1are,6.507257142857143
AATS2are,6.365069999999998
AATS3are,6.489648051948053
AATS4are,6.636724691358023
AATS5are,6.39290987654321
AATS6are,6.295766233766234
AATS7are,6.128758620689655
AATS8are,6.3226067415730345
AATSC0dv,4.326278659611994
AATSC0pe,0.13085034013605434
AATSC0se,0.08545224092970519
AATSC1dv,2.436507936507936
AATSC1pe,0.007556462585033997
AATSC1se,0.001332925170068012
AATSC2dv,1.3827160493827164
AATSC2pe,0.018992040816326494
AATSC2se,0.0077938971655328705
AATSC3dv,0.34952701619368287
AATSC3pe,-0.012760667903525074
AATSC3se,-0.014536998196248211
AATSC4dv,-0.016460905349794257
AATSC4pe,0.0031360796170319927
AATSC4se,0.0041844601284958165
AATSC5dv,-0.4458161865569275
AATSC5pe,-0.001794784580498859
AATSC5se,0.0006730979885781383
AATSC6dv,-0.5927529260862596
AATSC6pe,0.013660111317254179
AATSC6se,0.012863568903318903
AATSC7dv,-2.0106428267347822
AATSC7pe,-0.014806497771522396
AATSC7se,-0.007824044159042916
AATSC8dv,-3.1191566097933148
AATSC8pe,-0.08185076817243749
AATSC8se,-0.04656768100461158
ATSC0are,5.517390476190473
ATSC1are,0.4772238095238077
ATSC2are,1.2106634920634902
ATSC3are,-1.3615587301587317
ATSC4are,0.5728659863945547
ATSC5are,0.09716598639455643
ATSC6are,1.4201412698412685
ATSC7are,-1.361880272108842
ATSC8are,-7.642789342403629
BalabanJ,2.419998038701659e-06
Diameter,100000000
GATS1are,0.7119741302824317
GATS2are,0.8717204561852913
GATS3are,1.2532030167972628
GATS4are,1.2083390551804711
GATS5are,1.09476785347366
GATS6are,0.7875078500313689
GATS7are,0.980501315619209
GATS8are,2.1768381889888553
HybRatio,0.42857142857142855
Lipinski,True
MATS1are,0.08649447806589008
MATS2are,0.131656096912619
MATS3are,-0.1346050096460058
MATS4are,0.05383733920171064
MATS5are,0.009131556581524177
MATS6are,0.14039653603733238
MATS7are,-0.1191613036171522
MATS8are,-0.6536984454658997
MAXssCH2,0.6991731229528847
MINssCH2,0.3061565413202323
NsssssAs,0
RotRatio,0.22727272727272727
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
SMR_VSA3,14.76446326439343
SMR_VSA4,5.101407525739723
SMR_VSA5,34.239705204675076
SMR_VSA6,12.032673361623303
SMR_VSA7,17.957138634923147
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,245.3399999999997
mZagreb2,4.8888888888888875
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,6
nBondsKS,36
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.13136643990929697
AATSC1are,0.011362471655328756
AATSC2are,0.017295192743764145
AATSC3are,-0.01768258091115236
AATSC4are,0.007072419585117958
AATSC5are,0.001199580078945141
AATSC6are,0.01844339311482167
AATSC7are,-0.015653796231136115
AATSC8are,-0.08587403755509695
LabuteASA,134.7029672761156
PEOE_VSA1,4.736862953800049
PEOE_VSA2,5.425791397110385
PEOE_VSA3,14.460318640164214
PEOE_VSA4,10.200089334040761
PEOE_VSA5,12.407033161179976
PEOE_VSA6,0.0
PEOE_VSA7,27.694948798762496
PEOE_VSA8,18.453284980296353
PEOE_VSA9,23.877336025274353
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,9
nAromBond,10
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,5.563451491696996
PEOE_VSA11,5.647177220767728
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.425791397110385
SlogP_VSA2,33.0523355196289
SlogP_VSA3,11.281619359712625
SlogP_VSA4,0.0
SlogP_VSA5,38.05293747453131
SlogP_VSA6,17.495094668965876
SlogP_VSA7,0.0
SlogP_VSA8,11.033401435232523
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,22
EState_VSA1,5.969305287951849
EState_VSA2,12.407033161179976
EState_VSA3,30.049653357573778
EState_VSA4,11.097909217235497
EState_VSA5,6.196843571613076
EState_VSA6,17.802383706448886
EState_VSA7,20.771211599071872
EState_VSA8,20.609859252098353
EState_VSA9,4.736862953800049
GhoseFilter,True
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
TopoPSA(NO),81.39999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.761869567271353
VSA_EState9,47.23813043272865
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,4.794537184071822
FilterItLogS,-4.202417319238302
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.4090909090909091
MDEDescriptor,"0.8416882119417742,3.066978504311012,5.310619135408277,0.0,1.3103706971044486,7.688955427923606,0.0,6.409925916482373,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,1.8405786329227294,1.5905414575341013,0.0"
APolDescriptor,47.25986
BCUTDescriptor,"11.889999999999999,34.96885363469491,-0.31208887652881456,0.296458801545609,2.729995120725974,10.67144747647099"
BPolDescriptor,29.118139999999997
TPSADescriptor,81.39999999999999
ALOGPDescriptor,"0.9268999999999981,0.8591436099999964,81.7634"
XLogPDescriptor,3.9379999999999993
VAdjMaDescriptor,5.459431618637297
WeightDescriptor,325.13055271999997
ChiPathDescriptor,"15.405412915006313,10.078917360319544,8.715603064407091,7.036099300118495,5.918845801391613,4.429044293450048,3.41958844910932,2.599585235371922,13.899009935071495,6.865539993132474,4.63577903436826,2.8524122851535494,1.9099430049178874,1.1937886115301481,0.737192604667808,0.4227421830358126"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.24719387459906544,0.456910021803449,0.0,0.0,0.028867513459481284,0.06389354634948942,0.10076087885527849"
AtomCountDescriptor,42
BondCountDescriptor,22
SmallRingDescriptor,"2,2,1,1,0,0,1,1,0,0,0"
ChiClusterDescriptor,"1.354948271477863,0.0,0.33093309327558146,0.0,0.5928217098327068,0.0,0.07835766746305135,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,2,2,6,0,0,0"
ZagrebIndexDescriptor,104.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.12
WeightedPathDescriptor,"42.91352195123291,1.9506146341469504,22.026770780758525,5.40345705632587,15.623313724432652"
FractionalPSADescriptor,0.2503609682911008
WienerNumbersDescriptor,"2.1000000886E10,32.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.1150980708663956,5.146546009840398,6.943965637730949,1.0001026551906536,1.2921924671412066,1.4093798857181203"
FractionalCSP3Descriptor,0.42857142857142855
KierHallSmartsDescriptor,"0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.045454545454547,9.333333333333334,4.75"
AromaticAtomsCountDescriptor,9
AromaticBondsCountDescriptor,10
FragmentComplexityDescriptor,1302.08
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.42857142857142855
AutocorrelationDescriptorMass,"33.06178948531308,24.879510066213783,34.45727233274136,36.67935111782642,37.619518688937156"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.5021430532872069,-0.21842034225031434,0.060535194449455876,-0.2741838842099212,0.15070279957850907"
EccentricConnectivityIndexDescriptor,1050326996
AutocorrelationDescriptorPolarizability,"1268.3914050877622,1463.8155671733432,2046.8818192371982,2098.446476373577,1937.7663132271832"
