DLiP-ID,C004H4
DLiP-Mol-ID,35302
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H30ClN5O3/c1-15(2)31-21(20-14-29-26(35-4)30-24(20)34-3)13-19-23(31)22(16-5-7-17(27)8-6-16)32(25(19)33)18-9-11-28-12-10-18/h5-8,13-15,18,22,28H,9-12H2,1-4H3"
Standard Inchi Key(RDKit),MMDOZNCKVZBKSH-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ncc(-c2cc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(C2CCNCC2)C3=O)c(OC)n1
SMILES(SDF),
MW(SDF),
MW(RDKit),496.011
MW Monoisotopic(RDKit),495.2037175
MolLogP(RDKit),4.4938
XLogP(SDF),
XLogP(CDK),4.469
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),81.51
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),35
QED Weighted(RDKit),0.542178427964996
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Tumour suppressor p53/oncoprotein Mdm2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,124087612.13500662
qed,0.542178427964996
Chi0,24.68950548645297
Chi1,16.939090705625684
TPSA,81.51
Chi0n,20.41614327385347
Chi0v,21.172072219871925
Chi1n,11.935334377130157
Chi1v,12.313298850139384
Chi2n,9.219580433938715
Chi2v,9.6560162144107
Chi3n,6.865945389528759
Chi3v,7.117921704868245
Chi4n,5.347651006878755
Chi4v,5.473639164548498
MolMR,134.30319999999998
MolWt,496.0110000000003
fr_SH,0
Kappa1,23.6329940022191
Kappa2,9.508747732521917
Kappa3,4.042598460842008
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,4
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1234.5294198865452
MolLogP,4.493800000000004
NOCount,8
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,1.7129230458418843
SMR_VSA1,14.268263091671919
SMR_VSA2,0.0
SMR_VSA3,24.75175502454258
SMR_VSA4,0.0
SMR_VSA5,44.814640132677155
SMR_VSA6,27.30910789438022
SMR_VSA7,58.3721432059049
SMR_VSA8,0.0
SMR_VSA9,23.147832662567666
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
