DLiP-ID,T0050T
DLiP-Mol-ID,21756
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H22N2O4S/c1-12-4-7-16(17(21)10-12)20-18(22)8-9-19-25(23,24)15-6-5-13(2)14(3)11-15/h4-7,10-11,19,21H,8-9H2,1-3H3,(H,20,22)"
Standard Inchi Key(RDKit),PTYSNZPROPKAPC-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(NC(=O)CCNS(=O)(=O)c2ccc(C)c(C)c2)c(O)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),362.451
MW Monoisotopic(RDKit),362.130028184
MolLogP(RDKit),2.62456
XLogP(SDF),
XLogP(CDK),3.101
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),95.5
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.688490446701575
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Rac1/GEFs
Common Target Pref Name,RAC1/TIAM1
RDKit Descriptors
Ipc,243197.92129067628
qed,0.6884904467015748
Chi0,18.61251969619286
Chi1,11.68637773290538
TPSA,95.50000000000001
Chi0n,14.458521934866262
Chi0v,15.275018515793988
Chi1n,7.852487091390826
Chi1v,9.335650338985218
Chi2n,5.962619303805877
Chi2v,7.729572534578274
Chi3n,3.860141580963908
Chi3v,5.318841887429739
Chi4n,2.22340819996907
Chi4v,3.3399868583938526
MolMR,97.19500000000004
MolWt,362.45100000000014
fr_SH,0
Kappa1,18.951526333185402
Kappa2,7.669708963639565
Kappa3,5.04398582677509
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,891.9442329620998
MolLogP,2.6245600000000007
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.9224385603798846
SMR_VSA1,18.318861563241462
SMR_VSA2,0.0
SMR_VSA3,4.722094864452088
SMR_VSA4,0.0
SMR_VSA5,32.08751669751565
SMR_VSA6,11.861545009918906
SMR_VSA7,53.08855688586065
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,147.49440612381156
NHOHCount,3
PEOE_VSA1,10.423315998847038
PEOE_VSA2,4.794537184071822
PEOE_VSA3,13.139891848781026
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,61.7270343480093
PEOE_VSA8,12.965578028838586
PEOE_VSA9,10.582869750201336
RingCount,2
SMR_VSA10,21.61785715744265
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,1
ExactMolWt,362.13002818399997
NumHDonors,3
PEOE_VSA10,5.749511833283905
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
