DLiP-ID,T007DN
ATS8pe,362.1916
ATS8se,450.036
ATSC0Z,532.3589743589744
ATSC0c,0.8322940571593618
ATSC0d,24.923076923076923
ATSC0i,66.67631965700873
ATSC0m,2426.377847589744
ATSC0p,11.69903916079389
ATSC0s,86.15279145611792
ATSC0v,1827.8402543161535
ATSC1Z,69.77646285338592
ATSC1c,-0.5266186405072135
ATSC1d,2.0295857988165693
ATSC1i,-0.9469601275416138
ATSC1m,297.67920789283386
ATSC1p,-0.736009417679835
ATSC1s,-22.704850698913084
ATSC1v,79.08787141910364
ATSC2Z,-25.255752794214366
ATSC2c,0.241280776480144
ATSC2d,-8.668639053254434
ATSC2i,-17.97258664665147
ATSC2m,-115.9777732754763
ATSC2p,-1.9447276940093898
ATSC2s,30.200524980206502
ATSC2v,-478.08155704133645
ATSC3Z,-67.85733070348456
ATSC3c,-0.05894525003444086
ATSC3d,-6.0946745562130165
ATSC3i,-34.29956740612532
ATSC3m,-303.6313151630505
ATSC3p,-3.2092420422371664
ATSC3s,-14.807707877451293
ATSC3v,-419.4560843189884
ATSC4Z,-223.88823142669298
ATSC4c,-0.15562989663114693
ATSC4d,1.7159763313609466
ATSC4i,-0.008626701393619207
ATSC4m,-1002.9031898566733
ATSC4p,-1.1067659549862876
ATSC4s,-16.857158941360602
ATSC4v,-258.09107415597066
ATSC5Z,-34.18803418803418
ATSC5c,0.0011608842226664097
ATSC5d,0.30769230769230754
ATSC5i,14.422160558064748
ATSC5m,-128.78366895726515
ATSC5p,1.757193614851528
ATSC5s,-20.275516536461886
ATSC5v,531.6536984456209
ATSC6Z,-64.05588428665351
ATSC6c,0.15275312422457504
ATSC6d,-2.9349112426035493
ATSC6i,12.627762238226314
ATSC6m,-300.9464117383301
ATSC6p,-0.5133624090149207
ATSC6s,-2.3264511052950603
ATSC6v,-253.9910549949533
ATSC7Z,12.061143984220937
ATSC7c,-0.10098432656515835
ATSC7d,1.047337278106509
ATSC7i,9.353349476896064
ATSC7m,40.58011120118318
ATSC7p,0.2642678999311909
ATSC7s,2.1431940337184585
ATSC7v,-303.0162546788262
ATSC8Z,76.53385930309011
ATSC8c,0.038161152600854495
ATSC8d,-0.16568047337278113
ATSC8i,-7.664507119866656
ATSC8m,349.65821082577224
ATSC8p,-0.11381411495415367
ATSC8s,12.427450152721416
ATSC8v,67.9762962520995
AXp-0d,0.7142578204975373
AXp-1d,0.4441960776046748
AXp-2d,0.2980868339425879
AXp-3d,0.1953486673507349
AXp-4d,0.1259489617143523
AXp-5d,0.08160995755570527
AXp-6d,0.053838996023926576
AXp-7d,0.035132329372654356
GATS1Z,0.6955237171098231
GATS1c,1.5311165118892438
GATS1d,1.0412526347485698
GATS1i,1.1296728406240504
GATS1m,0.6788608473113221
GATS1p,1.088153191994824
GATS1s,0.8651117983584123
GATS1v,0.7869653158379681
GATS2Z,0.7840691527791157
GATS2c,0.6836685082221642
GATS2d,1.2864583333333335
GATS2i,1.230911830287682
GATS2m,0.774957078244108
GATS2p,1.0105197428825796
GATS2s,0.5972618637993897
GATS2v,0.9863321885286438
GATS3Z,1.0837634891135541
GATS3c,1.025223820642031
GATS3d,1.1528154170430593
GATS3i,1.2840308461807484
GATS3m,1.0728125195381846
GATS3p,1.15711601777853
GATS3s,1.0308452368186785
GATS3v,1.044577469677048
GATS4Z,1.332125248799943
GATS4c,1.1667509521501993
GATS4d,0.940556357223024
GATS4i,1.0576994060012577
GATS4m,1.3172180521552481
GATS4p,1.1109343039362591
GATS4s,1.3590324481794034
GATS4v,1.016511346789704
GATS5Z,0.9894422502649072
GATS5c,0.8813441744557992
GATS5d,1.067283950617284
GATS5i,0.8558983863285458
GATS5m,0.9776981445387678
GATS5p,0.9175650664026997
GATS5s,1.452030188153983
GATS5v,0.8070828672854126
GATS6Z,0.7525188618711826
GATS6c,0.552806810278758
GATS6d,0.9303201506591338
GATS6i,0.8590421737563381
GATS6m,0.75895355715228
GATS6p,0.871902356696788
GATS6s,1.0199317689203187
GATS6v,1.0034587467290361
GATS7Z,0.7177696432585172
GATS7c,0.5724757528292128
GATS7d,0.7018420536939055
GATS7i,0.8432178517331526
GATS7m,0.7366586375671488
GATS7p,0.8139561848436216
GATS7s,0.5998409315952916
GATS7v,1.1144946690764375
GATS8Z,0.9733141870986597
GATS8c,0.5693481919027986
GATS8d,0.98200460347353
GATS8i,0.9404480904867324
GATS8m,0.9855049015506298
GATS8p,1.003502549469103
GATS8s,0.46045780952862975
GATS8v,1.1137996780425001
MATS1Z,0.12467664894354363
MATS1c,-0.6018665182421403
MATS1d,0.07746160794941287
MATS1i,-0.013509548145758814
MATS1m,0.11669999015352395
MATS1p,-0.05984307853269205
MATS1s,-0.25068598058466623
MATS1v,0.041157823444465017
MATS2Z,-0.02890948608033912
MATS2c,0.17665688214740596
MATS2d,-0.21195023148148137
MATS2i,-0.16425689126427373
MATS2m,-0.02912734950162348
MATS2p,-0.10129621948000675
MATS2s,0.2136140292005183
MATS2v,-0.15938534460773188
MATS3Z,-0.060623770913559256
MATS3c,-0.033683931479306754
MATS3d,-0.11630532971996384
MATS3i,-0.24466270742290944
MATS3m,-0.0595167054841564
MATS3p,-0.13046770798764298
MATS3s,-0.08174651352470393
MATS3v,-0.1091437862173736
MATS4Z,-0.21301028227143248
MATS4c,-0.09470875273213515
MATS4d,0.034872534872534874
MATS4i,-6.553103501817713e-05
MATS4m,-0.20935072161519205
MATS4p,-0.047915881099640595
MATS4s,-0.09910348112257004
MATS4v,-0.07151689149817951
MATS5Z,-0.03853193333975531
MATS5c,0.0008368803400773041
MATS5d,0.007407407407407403
MATS5i,0.1297806534516674
MATS5m,-0.03184590621411908
MATS5p,0.09011989398618028
MATS5s,-0.1412062188150172
MATS5v,0.17451865299176075
MATS6Z,-0.07953660452031824
MATS6c,0.12131818469672724
MATS6d,-0.07784055241682357
MATS6i,0.12518934626678394
MATS6m,-0.0819866860980802
MATS6p,-0.02900590798549092
MATS6s,-0.017849956872935384
MATS6v,-0.09185288040809282
MATS7Z,0.01402516502217883
MATS7c,-0.07511060109530344
MATS7d,0.026014109347442683
MATS7i,0.0868399568779163
MATS7m,0.01035330142200819
MATS7p,0.01398357694120384
MATS7s,0.015399839532840342
MATS7v,-0.10262466347850176
MATS8Z,0.09503019695369153
MATS8c,0.03030800046134597
MATS8d,-0.0043942247332077865
MATS8i,-0.07598453452731387
MATS8m,0.09525721807746584
MATS8p,-0.006430704094881082
MATS8s,0.09535100426643062
MATS8v,0.024582828754946693
MAXaaN,3.930873325461862
MAXdsN,4.011571341116795
MAXsCl,5.802625522679213
MAXsOH,9.369979859555057
MINaaN,3.930873325461862
MINdsN,3.9923934118464244
MINsCl,5.802625522679213
MINsOH,9.369979859555057
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,-3.7375880720426626
SdssSe,0
SdsssP,0
SpAD_A,33.256601330894206
SpAD_D,315.7837903882713
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,605
TMWC10,128.6201351064352
TSRW10,60.813554277651505
VE1_Dt,5.019440494857702
VE2_Dt,0.19305540364837315
VE3_Dt,2.568829917311852
VR1_Dt,153.06481629546647
VR2_Dt,5.887108319056403
VR3_Dt,5.986372912629593
Xc-3dv,1.1000823515144238
Xc-4dv,0.05103103630798288
Xc-5dv,0.15961173694174774
Xc-6dv,0.017010345435994292
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.25343678769327627
Xch-7d,0.356956301334672
Xp-0dv,14.814842214432717
Xp-1dv,9.242393873005826
Xp-2dv,7.239694777906258
Xp-3dv,4.936420631008238
Xp-4dv,3.1682628353489863
Xp-5dv,2.0950482485267354
Xp-6dv,1.1836151066741485
Xp-7dv,0.643083683307342
Xpc-4d,4.358049775898202
Xpc-5d,5.77094737390921
Xpc-6d,7.778895496194037
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,41
nFRing,0
nHBAcc,6
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.38767056259054
AATS0dv,9.847420069642293
AATS0pe,6.732607692307691
AATS0se,8.133588974358972
AATS1dv,8.059620596205962
AATS1pe,6.756346341463415
AATS1se,8.036537804878046
AATS2dv,8.40798611111111
AATS2pe,6.810709375000001
AATS2se,8.101242656250001
AATS3dv,5.861788617886178
AATS3pe,6.691897560975611
AATS3se,8.114596902439025
AATS4dv,5.790764790764791
AATS4pe,6.792131168831169
AATS4se,8.274852389610386
AATS5dv,6.064957264957265
AATS5pe,6.628664615384615
AATS5se,8.096518923076923
AATS6dv,6.261770244821093
AATS6pe,6.598993220338982
AATS6se,7.9734503050847465
AATS7dv,4.814814814814815
AATS7pe,6.302592063492062
AATS7se,7.713899333333334
AATS8dv,4.350282485875707
AATS8pe,6.138840677966102
AATS8se,7.627728813559322
AATSC0Z,13.650230111768574
AATSC0c,0.021340873260496458
AATSC0d,0.6390532544378699
AATSC0i,1.709649221974583
AATSC0m,62.21481660486523
AATSC0p,0.29997536309727924
AATSC0s,2.2090459347722544
AATSC0v,46.86769882861932
AATSC1Z,1.701864947643559
AATSC1c,-0.012844357085541793
AATSC1d,0.04950209265406266
AATSC1i,-0.023096588476624727
AATSC1m,7.26046848519107
AATSC1p,-0.01795144921170329
AATSC1s,-0.5537768463149533
AATSC1v,1.928972473636674
AATSC2Z,-0.3946211374095995
AATSC2c,0.00377001213250225
AATSC2d,-0.13544748520710054
AATSC2i,-0.28082166635392924
AATSC2m,-1.8121527074293171
AATSC2p,-0.030386370218896716
AATSC2s,0.4718832028157266
AATSC2v,-7.470024328770882
AATSC3Z,-0.8275284232132264
AATSC3c,-0.0007188445126151324
AATSC3d,-0.07432529946601239
AATSC3i,-0.41828740739177217
AATSC3m,-3.7028209166225667
AATSC3p,-0.039137098076063005
AATSC3s,-0.18058180338355234
AATSC3v,-5.115318101451078
AATSC4Z,-2.907639369177831
AATSC4c,-0.0020211674887161937
AATSC4d,0.022285406900791515
