DLiP-ID,I000TN
ATS3s,245.13271604938274
ATS3v,15595.409384426233
ATS4Z,1682.0
ATS4d,250.0
ATS4i,12525.130094434342
ATS4m,6059.43838
ATS4p,117.45812564794298
ATS4s,292.03086419753083
ATS4v,16071.260454811307
ATS5Z,1426.0
ATS5d,214.0
ATS5i,12199.596032757378
ATS5m,5022.244838
ATS5p,109.39606199654699
ATS5s,278.45987654320993
ATS5v,14678.390404352545
ATS6Z,1346.0
ATS6d,202.0
ATS6i,13238.919480221224
ATS6m,4852.3233519999985
ATS6p,100.20962050437598
ATS6s,202.29166666666669
ATS6v,12562.994210963572
ATS7Z,1102.0
ATS7d,158.0
ATS7i,10585.983508263713
ATS7m,3870.007842
ATS7p,76.50353209358403
ATS7s,255.1388888888889
ATS7v,9880.963474607717
ATS8Z,554.0
ATS8d,113.0
ATS8i,9046.461141326388
ATS8m,1715.1470159999997
ATS8p,52.476392211339
ATS8s,165.50000000000003
ATS8v,6788.015534066783
C1SP1,0
C1SP2,0
C1SP3,2
C2SP1,0
C2SP2,7
C2SP3,3
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.35714285714285715
GGI10,0.0
JGI10,0.0
JGT10,0.5442916272990678
Kier1,14.917355371900827
Kier2,5.652892561983471
Kier3,3.4425
MAXdO,12.224087537792894
MID_C,28.395862410483574
MID_N,3.9299554840712827
MID_O,5.456314695077213
MID_X,0.0
MID_h,11.60523323334981
MINdO,12.224087537792894
MPC10,50
MWC01,22.0
MWC02,4.709530201312334
MWC03,5.572154032177765
MWC04,6.481577129276431
MWC05,7.359467638255621
MWC06,8.267448958304849
MWC07,9.151121012316212
MWC08,10.056766423877352
MWC09,10.943781931879723
MWC10,11.847417170204716
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.39914
SRW02,3.8066624897703196
SRW03,1.9459101490553132
SRW04,5.176149732573829
SRW05,3.9318256327243257
SRW06,6.729824070489475
SRW07,5.820082930352362
SRW08,8.361941906144946
SRW09,7.655864017616056
SRW10,10.034735089145801
SaaCH,6.870030234315949
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.383975917527505
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,3.6611184072394387
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.681386290627362
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.20447674759749
VE1_D,4.411264698108077
VE2_A,0.21022383737987452
VE2_D,0.22056323490540386
VE3_A,2.129297030474543
VE3_D,2.17730860852163
VR1_A,102.69941367175839
VR1_D,105.80839799152221
VR2_A,5.13497068358792
VR2_D,5.2904198995761105
VR3_A,5.32495358834241
VR3_D,5.354777072935373
WPath,794
Xc-3d,2.148120826750097
Xc-4d,0.2041241452319315
Xc-5d,0.5611521083485708
Xc-6d,0.10206207261596575
Xp-0d,14.328062645816686
Xp-1d,9.471163677742107
Xp-2d,9.368958321201715
Xp-3d,6.978775339166442
Xp-4d,5.802513594335134
Xp-5d,4.166237692377762
Xp-6d,2.3230941475972284
Xp-7d,1.8538952511372395
ZMIC0,65.54103371780649
ZMIC1,36.704965964494775
ZMIC2,27.97343473095622
ZMIC3,25.289892368522988
ZMIC4,24.807686812646917
ZMIC5,24.807686812646917
nAcid,0
nAtom,36
nBase,0
nRing,3
piPC1,3.417726683613366
piPC2,4.09016919081162
piPC3,4.570837506907586
piPC4,5.1265647611033165
piPC5,5.509641341056904
piPC6,5.747998702244471
piPC7,6.22232822143733
piPC8,6.394687560265375
piPC9,6.650865067013254
AATS0Z,29.61111111111111
AATS0d,3.5
AATS0i,161.66575577432178
AATS0m,117.33595608333336
AATS0p,1.6366116243773334
AATS0s,5.160324740893157
AATS0v,226.64317915246056
AATS1Z,32.973684210526315
AATS1d,4.157894736842105
AATS1i,144.67323481696837
AATS1m,127.05668857894737
AATS1p,1.9752993934210532
AATS1s,2.7097547108512017
AATS1v,276.6833652718129
AATS2Z,24.692307692307693
AATS2d,3.6615384615384614
AATS2i,153.44912649436498
AATS2m,93.26623376923078
AATS2p,1.6149797998275692
AATS2s,3.8409781576448236
AATS2v,222.60307078999335
AATS3Z,22.69333333333333
AATS3d,3.2533333333333334
AATS3i,157.31466788589304
AATS3m,83.83842295999999
AATS3p,1.5484886529778532
AATS3s,3.26843621399177
AATS3v,207.93879179234978
AATS4Z,21.025
AATS4d,3.125
AATS4i,156.56412618042927
AATS4m,75.74297974999999
AATS4p,1.4682265705992872
AATS4s,3.6503858024691356
AATS4v,200.89075568514133
AATS5Z,18.28205128205128
AATS5d,2.7435897435897436
AATS5i,156.4050773430433
AATS5m,64.38775433333333
AATS5p,1.4025136153403461
AATS5s,3.5699984172206403
AATS5v,188.18449236349417
AATS6Z,16.414634146341463
AATS6d,2.4634146341463414
AATS6i,161.45023756367345
AATS6m,59.174675024390226
AATS6p,1.2220685427362925
AATS6s,2.4669715447154474
AATS6v,153.2072464751655
AATS7Z,16.953846153846154
AATS7d,2.4307692307692306
AATS7i,162.86128474251865
AATS7m,59.538582184615386
AATS7p,1.1769774168243696
AATS7s,3.9252136752136755
AATS7v,152.01482268627257
AATS8Z,10.452830188679245
AATS8d,2.1320754716981134
AATS8i,170.68794606276205
AATS8m,32.361264452830184
AATS8p,0.9901206077611131
AATS8s,3.122641509433963
AATS8v,128.0757647937129
AMID_C,1.4197931205241787
AMID_N,0.19649777420356412
AMID_O,0.2728157347538606
AMID_X,0.0
AMID_h,0.5802616616674905
ATS0dv,284.44444444444446
ATS0pe,229.11540000000002
ATS0se,282.26491699999997
ATS1dv,237.33333333333331
ATS1pe,248.7792
ATS1se,299.0310959999999
ATS2dv,416.0
ATS2pe,418.72429999999997
ATS2se,509.5056099999999
ATS3dv,331.3333333333333
ATS3pe,480.0489999999999
ATS3se,590.8404
ATS4dv,345.6666666666667
ATS4pe,521.3729999999999
ATS4se,640.038692
ATS5dv,277.3333333333333
ATS5pe,502.25399999999996
ATS5se,617.439852
ATS6dv,224.66666666666669
ATS6pe,486.3824
ATS6se,614.3912919999999
ATS7dv,260.0
ATS7pe,408.6706
ATS7se,509.77601599999997
ATS8dv,71.0
ATS8pe,332.5189999999999
ATS8se,418.6747759999999
ATSC0Z,407.2222222222222
ATSC0c,0.42093890090941644
ATSC0d,25.999999999999993
ATSC0i,56.585226466808855
ATSC0m,1849.9200687500002
ATSC0p,10.951571400435556
ATSC0s,72.02683232357874
ATSC0v,1836.9270863068978
ATSC1Z,113.20987654320986
ATSC1c,-0.1999472873244058
ATSC1d,8.555555555555555
ATSC1i,-1.1397568541970569
ATSC1m,488.9764982638891
ATSC1p,-0.6644307528250832
ATSC1s,-15.383480377525446
ATSC1v,79.11214679857738
ATSC2Z,90.90432098765433
ATSC2c,0.06808829187563863
ATSC2d,-1.4444444444444478
ATSC2i,-9.244003205308347
ATSC2m,422.382032701389
ATSC2p,0.03563197158469339
ATSC2s,41.828541298857736
ATSC2v,70.60487871237501
ATSC3Z,-35.49074074074073
ATSC3c,-0.059740074576964335
ATSC3d,-6.000000000000003
ATSC3i,14.016308075867537
ATSC3m,-132.1597045625
ATSC3p,2.0873360229342612
ATSC3s,-5.713017538929533
ATSC3v,373.5442006129757
ATSC4Z,-242.04938271604928
ATSC4c,0.08249617799040818
ATSC4d,-14.444444444444445
ATSC4i,-9.461511860851466
ATSC4m,-1078.8040584444443
ATSC4p,-3.3522603454017874
ATSC4s,-24.78291889998137
ATSC4v,-466.2287191599098
ATSC5Z,-243.75925925925927
ATSC5c,-0.06697250660748914
ATSC5d,2.333333333333332
ATSC5i,-18.17212488822941
ATSC5m,-1141.664907125
ATSC5p,-3.0071108539727023
ATSC5s,-44.14639258814713
ATSC5v,-1125.190203573662
ATSC6Z,202.88271604938268
ATSC6c,-0.2539834446058046
ATSC6d,-3.5555555555555554
ATSC6i,-14.905051428325773
ATSC6m,908.0360850694444
ATSC6p,0.20150760443012233
ATSC6s,-4.267379501558029
ATSC6v,229.35008167325088
ATSC7Z,-91.2623456790123
ATSC7c,0.36089140919027385
ATSC7d,-6.444444444444441
ATSC7i,-14.427283028956214
ATSC7m,-389.40821246527776
ATSC7p,-5.7662790180588654
ATSC7s,51.18806157015784
ATSC7v,-475.57900877957496
ATSC8Z,-153.0216049382716
ATSC8c,-0.1787607497242222
ATSC8d,3.5555555555555562
ATSC8i,23.39028407778622
ATSC8m,-708.0485709652778
ATSC8p,2.898564120010206
ATSC8s,-49.20921574402191
ATSC8v,-60.840872221193735
AXp-0d,0.7164031322908343
AXp-1d,0.4305074398973685
AXp-2d,0.28390782791520347
AXp-3d,0.17446938347916105
AXp-4d,0.11377477635951244
AXp-5d,0.07439710164960289
AXp-6d,0.04302026199254127
AXp-7d,0.02942690874821015
GATS1Z,0.8221619875062829
GATS1c,1.4450374093459581
GATS1d,0.938765182186235
GATS1i,1.2222272185466665
GATS1m,0.8107079718955902
GATS1p,1.2755029697733098
GATS1s,0.7449212292761129
GATS1v,0.9636943180168875
GATS2Z,0.8026235701542661
GATS2c,0.9012877246400668
GATS2d,1.2218934911242607
GATS2i,1.1621202220240665
GATS2m,0.7971174660807063
GATS2p,1.0022383935806383
GATS2s,0.5013329289688297
GATS2v,0.9455334772984795
GATS3Z,1.1935334242837656
GATS3c,1.2350941886572122
GATS3d,1.2653846153846156
GATS3i,0.9568703397420583
GATS3m,1.166770242290412
GATS3p,1.041164549410256
GATS3s,0.9923690288650556
GATS3v,0.8762620848293473
GATS4Z,1.391285811732606
GATS4c,1.1644266898496312
GATS4d,1.413461538461539
GATS4i,1.1137739598343446
GATS4m,1.3684953677272225
GATS4p,1.2394606047878254
GATS4s,1.5417516632442645
GATS4v,1.0606991461588091
GATS5Z,1.115122258369189
GATS5c,1.0689243434259088
GATS5d,0.8370315581854045
GATS5i,1.1193376012677525
GATS5m,1.1303943019314246
GATS5p,1.0210532291249181
GATS5s,1.6627901814557304
GATS5v,1.2059019410293297
GATS6Z,0.7399926795993745
GATS6c,1.011844874011831
GATS6d,0.9521575984990621
GATS6i,1.0249869568843142
GATS6m,0.7483194857757125
GATS6p,0.9558708270032363
GATS6s,0.7420740248519909
GATS6v,0.9676910055145949
GATS7Z,1.3427746877951519
GATS7c,0.6302251846045959
GATS7d,1.1286982248520714
GATS7i,1.1215886569139064
GATS7m,1.3166784933202347
GATS7p,1.4063604456880698
GATS7s,0.7055003207655165
GATS7v,1.1262717536465594
GATS8Z,1.0086746119591241
GATS8c,1.3263347005607202
GATS8d,0.6603773584905662
GATS8i,0.5773782992461814
GATS8m,1.0386437901082277
GATS8p,0.5040939369057607
GATS8s,2.1701308658057603
GATS8v,0.8985939427902985
MATS1Z,0.2633733036547713
MATS1c,-0.4500029469289702
MATS1d,0.31174089068825916
MATS1i,-0.01908218308497784
MATS1m,0.25041130204350914
MATS1p,-0.05747674833016895
MATS1s,-0.20233880965468376
MATS1v,0.04080093878376757
MATS2Z,0.12363521880575089
MATS2c,0.08958648985827956
MATS2d,-0.030769230769230847
MATS2i,-0.09047866273725416
MATS2m,0.1264566335687441
MATS2p,0.001801990754984532
MATS2s,0.32163814473045393
MATS2v,0.021287856665144676
MATS3Z,-0.041833560709413374
MATS3c,-0.06812208549742382
MATS3d,-0.11076923076923084
MATS3i,0.11889725104065377
MATS3m,-0.03429156711233716
MATS3p,0.09148653233166136
MATS3s,-0.0380725950346767
MATS3v,0.09760932681041225
MATS4Z,-0.2674761255115961
MATS4c,0.0881916116934804
MATS4d,-0.25000000000000006
MATS4i,-0.07524367406889469
MATS4m,-0.2624231362753034
MATS4p,-0.137744356519541
MATS4s,-0.15483554038431296
MATS4v,-0.11421407261393465
MATS5Z,-0.276272431524819
MATS5c,-0.0734320054483316
MATS5d,0.041420118343195256
MATS5i,-0.14822127766366408
MATS5m,-0.2848351524630829
MATS5p,-0.12673042675528481
MATS5s,-0.2828842732673711
MATS5v,-0.2827104893638512
MATS6Z,0.21872691578211825
MATS6c,-0.26489575246955976
MATS6d,-0.06003752345215762
MATS6i,-0.11564292525564161
MATS6m,0.2154957910351461
MATS6p,0.008077996292013903
MATS6s,-0.026010913199601273
MATS6v,0.054814521768212277
MATS7Z,-0.12412215342638257
MATS7c,0.47483926646913605
MATS7d,-0.13727810650887573
MATS7i,-0.14121168571666434
MATS7m,-0.11658462675943115
MATS7p,-0.29161399212798494
MATS7s,0.3936076335567414
MATS7v,-0.14339034294066025
MATS8Z,-0.2552395171046874
MATS8c,-0.28845610556963874
MATS8d,0.09288824383164011
MATS8i,0.28077540941939816
MATS8m,-0.25997807153980856
MATS8p,0.179776575804123
MATS8s,-0.46406494075739924
MATS8v,-0.022497286788929823
MAXaaN,3.902702690644159
MAXaaO,5.134665637860082
MINaaN,3.902702690644159
MINaaO,5.134665637860082
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,-3.4373261526832954
SdssSe,0
SdsssP,0
SpAD_A,25.4026700242281
SpAD_D,163.75854889796432
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.838864218526917
SssNH2,0
SsssAs,0
SsssCH,0.09974101368942612
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,508
TMWC10,116.38926449760501
TSRW10,73.46299601787243
VE1_Dt,4.423360314581561
VE2_Dt,0.22116801572907807
VE3_Dt,2.1800468399720345
VR1_Dt,104.38600146387282
VR2_Dt,5.219300073193641
VR3_Dt,5.341242761423119
Xc-3dv,1.162284662585558
Xc-4dv,0.05103103630798288
Xc-5dv,0.19165372541139405
Xc-6dv,0.017010345435994292
Xch-3d,0.28867513459481287
Xch-4d,0.2041241452319315
Xch-5d,0.19828711748090339
Xch-6d,0.5943886889495746
Xch-7d,0.6789293013540798
Xp-0dv,12.197668246604364
Xp-1dv,8.011588920777013
Xp-2dv,6.836544287704634
Xp-3dv,4.5950458592033
Xp-4dv,3.4696472013007873
Xp-5dv,2.21523158340506
Xp-6dv,1.2254733504466775
Xp-7dv,0.7888640256251368
Xpc-4d,3.9243022058842785
Xpc-5d,6.399282857737662
Xpc-6d,8.677400774543212
n3Ring,1
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,38
nFRing,0
nHBAcc,4
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,6.67084553190378
AATS0dv,7.901234567901235
AATS0pe,6.364316666666667
AATS0se,7.840692138888888
AATS1dv,6.245614035087719
AATS1pe,6.546821052631579
AATS1se,7.8692393684210495
AATS2dv,6.4
AATS2pe,6.4419123076923075
AATS2se,7.838547846153844
AATS3dv,4.417777777777777
AATS3pe,6.400653333333333
AATS3se,7.877872000000001
AATS4dv,4.320833333333334
AATS4pe,6.5171624999999995
AATS4se,8.00048365
AATS5dv,3.5555555555555554
AATS5pe,6.439153846153846
AATS5se,7.915895538461538
AATS6dv,2.739837398373984
AATS6pe,5.931492682926829
AATS6se,7.492576731707316
AATS7dv,4.0
AATS7pe,6.28724
AATS7se,7.842707938461538
AATS8dv,1.3396226415094339
AATS8pe,6.273943396226413
AATS8se,7.899524075471696
AATSC0Z,11.311728395061728
AATSC0c,0.01169274724748379
AATSC0d,0.722222222222222
AATSC0i,1.571811846300246
AATSC0m,51.38666857638889
AATSC0p,0.30421031667876547
AATSC0s,2.0007453423216317
AATSC0v,51.025752397413825
AATSC1Z,2.979207277452891
AATSC1c,-0.0052617707190633104
AATSC1d,0.22514619883040934
AATSC1i,-0.029993601426238338
AATSC1m,12.867802585891818
AATSC1p,-0.0174850198111864
AATSC1s,-0.40482843098751176
AATSC1v,2.0818985999625625
AATSC2Z,1.398528015194682
AATSC2c,0.0010475121827021327
AATSC2d,-0.02222222222222227
AATSC2i,-0.14221543392782074
AATSC2m,6.498185118482907
AATSC2p,0.0005481841782260521
AATSC2s,0.6435160199824267
AATSC2v,1.0862289032673078
AATSC3Z,-0.4732098765432098
AATSC3c,-0.0007965343276928578
AATSC3d,-0.08000000000000003
AATSC3i,0.18688410767823382
AATSC3m,-1.7621293941666667
AATSC3p,0.027831146972456818
AATSC3s,-0.0761735671857271
AATSC3v,4.9805893415063425
AATSC4Z,-3.025617283950616
AATSC4c,0.0010312022248801021
AATSC4d,-0.18055555555555555
AATSC4i,-0.11826889826064332
AATSC4m,-13.485050730555553
AATSC4p,-0.04190325431752234
AATSC4s,-0.3097864862497671
AATSC4v,-5.827858989498873
AATSC5Z,-3.125118708452042
