DLiP-ID,T003NM
DLiP-Mol-ID,20548
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H22N6O2/c1-13-20(28)27(22)21(26-25-13)24-11-17(14-7-9-15(29-2)10-8-14)18-12-23-19-6-4-3-5-16(18)19/h3-10,12,17,23H,11,22H2,1-2H3,(H,24,26)"
Standard Inchi Key(RDKit),LVLZQRWJINWRND-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(C(CNc2nnc(C)c(=O)n2N)c2c[nH]c3ccccc23)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),390.447
MW Monoisotopic(RDKit),390.180423944
MolLogP(RDKit),2.39442
XLogP(SDF),
XLogP(CDK),2.888
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),110.85
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.436101474945573
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Rac1/GEFs
Common Target Pref Name,RAC1/TIAM1
RDKit Descriptors
Ipc,6083999.104952363
qed,0.43610147494557344
Chi0,20.380104409694468
Chi1,14.07971869811898
TPSA,110.85
Chi0n,16.216097109700033
Chi0v,16.216097109700033
Chi1n,9.234342355346737
Chi1v,9.234342355346737
Chi2n,6.780419002495203
Chi2v,6.780419002495203
Chi3n,5.0303454161314125
Chi3v,5.0303454161314125
Chi4n,3.4235425354715185
Chi4v,3.4235425354715185
MolMR,112.80479999999999
MolWt,390.44700000000006
fr_SH,0
Kappa1,18.54854092000502
Kappa2,7.667499948279405
Kappa3,3.517659174582639
fr_ArN,1
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,2
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,1195.9985921514588
MolLogP,2.39442
NOCount,8
fr_Ar_N,4
fr_COO2,0
fr_urea,0
BalabanJ,1.7198394148415261
SMR_VSA1,4.736862953800049
SMR_VSA2,0.0
SMR_VSA3,19.857444578444692
SMR_VSA4,0.0
SMR_VSA5,12.841643245852017
SMR_VSA6,24.81401282146268
SMR_VSA7,81.90241517667225
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,166.86851017020683
NHOHCount,4
PEOE_VSA1,20.880300349019826
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,4.676102440895408
PEOE_VSA5,10.197363616602075
PEOE_VSA6,30.33183534230805
