DLiP-ID,P0009T
SIC4,0.9223794240555284
SIC5,0.9223794240555284
SaaN,0
SaaO,0
SaaS,0
Sare,59.09600000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.764726770149853
SsSH,0
SssO,10.738637140491406
SssS,0
StCH,0
StsC,0
TIC0,90.10145270009328
TIC1,228.1935262518193
TIC2,305.3938857278572
TIC3,324.9036607321841
TIC4,326.90366073218416
TIC5,326.90366073218416
Vabc,401.04677917642374
WPol,48
apol,66.63020399999998
bpol,34.437796000000006
nRot,9
ABCGG,20.371835520227137
ATS0Z,1346.0
ATS0d,196.0
ATS0i,9697.289713561473
ATS0m,5307.284920000002
ATS0p,87.80768133577199
ATS0s,274.8055555555556
ATS0v,13026.849619064442
ATS1Z,1540.0
ATS1d,248.0
ATS1i,9179.631380316256
ATS1m,5827.481439000002
ATS1p,113.49730033600002
ATS1s,197.41666666666669
ATS1v,16691.915070732557
ATS2Z,2282.0
ATS2d,403.0
ATS2i,16876.678478862836
ATS2m,8478.106129000003
ATS2p,173.77776843733906
ATS2s,353.4166666666666
ATS2v,24765.257922785448
ATS3Z,2393.0
ATS3d,439.0
ATS3i,22611.441450827377
ATS3m,8577.150604
ATS3p,202.8762532118289
ATS3s,389.7777777777778
ATS3v,27597.892162830212
ATS4Z,2534.0
ATS4d,458.0
ATS4i,27307.766209340465
ATS4m,9068.019661000002
ATS4p,207.75922630735596
ATS4s,469.861111111111
ATS4v,28002.149357439455
ATS5Z,2452.0
ATS5d,420.0
ATS5i,26608.305122076174
ATS5m,8597.863756000004
ATS5p,198.18955693716796
ATS5s,511.58333333333337
ATS5v,26626.729952065678
ATS6Z,2209.0
ATS6d,413.0
ATS6i,27944.004605335205
ATS6m,7608.610436
ATS6p,190.33959313620502
ATS6s,469.19444444444446
ATS6v,25281.638282637017
ATS7Z,2255.0
ATS7d,401.0
ATS7i,25034.301838037572
ATS7m,7914.899678000001
ATS7p,185.98845802086598
ATS7s,464.91666666666663
ATS7v,25148.75943311437
ATS8Z,2200.0
ATS8d,385.0
ATS8i,24216.642343067433
ATS8m,7592.156311000001
ATS8p,184.04731484952708
ATS8s,470.3888888888889
ATS8v,24814.240969246264
C1SP1,0
C1SP2,3
C1SP3,3
C2SP1,0
C2SP2,9
C2SP3,3
C3SP2,4
C3SP3,2
C4SP3,0
FCSP3,0.36
GGI10,0.23621059075604534
JGI10,0.007381580961126417
JGT10,0.4241555078710842
Kier1,25.103673469387754
Kier2,11.620158267388588
Kier3,6.3720703125
MAXdO,12.669654268757803
MID_C,51.975251169881204
MID_N,4.067623473884112
MID_O,9.300577180814614
MID_X,0.0
MID_h,13.368200654698725
MINdO,11.927827935227793
MPC10,115
MWC01,35.0
MWC02,5.1298987149230735
MWC03,5.978885764901122
MWC04,6.8658910748834385
MWC05,7.734996194022781
MWC06,8.62604759632832
MWC07,9.503532237601561
MWC08,10.395772352596852
MWC09,11.277721984163579
MWC10,12.170533546909507
NaaCH,7
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.158500000000003
SRW02,4.2626798770413155
SRW03,0.0
SRW04,5.58724865840025
SRW05,3.044522437723423
SRW06,7.089243155027514
SRW07,5.351858133476067
SRW08,8.683893367307235
SRW09,7.4127640174265625
SRW10,10.333677793031093
SaaCH,13.331386047286484
SaaNH,3.1967426668164474
SaaSe,0
SaaaC,2.0600303567612652
SaasC,2.5554228298690793
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.0817848905764458
SdssS,0
SsCH3,4.247051228026156
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.056176776266062
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.005828177559881
VE1_D,5.585736167660864
VE2_A,0.12518213054874627
VE2_D,0.174554255239402
VE3_A,2.5509011548563305
VE3_D,2.8833670452180566
VR1_A,793.1903931593038
VR1_D,209.4395815611504
VR2_A,24.787199786228243
VR2_D,6.54498692378595
VR3_A,7.8392140948793685
VR3_D,6.507586114071608
WPath,3177
Xc-3d,2.2843242083776274
Xc-4d,0.0
Xc-5d,0.4161517330612496
Xc-6d,0.0
Xp-0d,22.664561460070647
Xp-1d,15.418723993369943
Xp-2d,14.20895731596995
Xp-3d,11.129910407102889
Xp-4d,9.946422124893408
Xp-5d,7.526439004440991
Xp-6d,5.2121792995092155
Xp-7d,3.8904195229554235
ZMIC0,107.54667377936522
ZMIC1,46.82527628076289
ZMIC2,29.030884413956784
ZMIC3,25.805201005301242
ZMIC4,25.67497131878096
ZMIC5,25.67497131878096
nAcid,1
nAtom,60
nBase,0
nRing,4
piPC1,3.828641396489095
piPC2,4.415824014257172
piPC3,4.98275009060672
piPC4,5.585139694525429
piPC5,6.028880748493404
piPC6,6.255120044882514
piPC7,6.566705393394956
piPC8,6.776849899650299
piPC9,6.541373780278003
AATS0Z,22.433333333333334
AATS0d,3.2666666666666666
AATS0i,161.62149522602456
AATS0m,88.4547486666667
AATS0p,1.4634613555961997
AATS0s,4.580092592592593
AATS0v,217.1141603177407
AATS1Z,24.444444444444443
AATS1d,3.9365079365079363
AATS1i,145.70843460819452
AATS1m,92.4997053809524
AATS1p,1.8015444497777782
AATS1s,3.1335978835978837
AATS1v,264.95103286877077
AATS2Z,20.55855855855856
AATS2d,3.630630630630631
AATS2i,152.04214845822375
AATS2m,76.37933449549553
AATS2p,1.565565481417469
AATS2s,3.183933933933933
AATS2v,223.11043173680582
AATS3Z,16.39041095890411
AATS3d,3.006849315068493
AATS3i,154.8728866495026
AATS3m,58.74760687671233
AATS3p,1.3895633781632115
AATS3s,2.6697108066971085
AATS3v,189.026658649522
AATS4Z,14.905882352941177
AATS4d,2.6941176470588237
AATS4i,160.63391887847334
AATS4m,53.34129212352942
AATS4p,1.2221130959256232
AATS4s,2.763888888888888
AATS4v,164.71852563199678
AATS5Z,14.771084337349398
AATS5d,2.5301204819277108
AATS5i,160.29099471130226
AATS5m,51.79435997590364
AATS5p,1.1939129935973973
AATS5s,3.081827309236948
AATS5v,160.40198766304624
AATS6Z,12.994117647058824
AATS6d,2.429411764705882
AATS6i,164.37649767844238
AATS6m,44.75653197647059
AATS6p,1.1196446655070884
AATS6s,2.759967320261438
AATS6v,148.7155193096295
AATS7Z,14.548387096774194
AATS7d,2.587096774193548
AATS7i,161.51162476153272
AATS7m,51.06386889032259
AATS7p,1.1999255356184901
AATS7s,2.9994623655913975
AATS7v,162.25006085880239
AATS8Z,14.473684210526315
AATS8d,2.5328947368421053
AATS8i,159.32001541491732
AATS8m,49.94839678289474
AATS8p,1.2108375976942571
AATS8s,3.0946637426900585
AATS8v,163.2515853239886
AMID_C,1.6242265990587876
AMID_N,0.1271132335588785
AMID_O,0.2906430369004567
AMID_X,0.0
AMID_h,0.41775627045933517
ATS0dv,448.0
ATS0pe,375.7337
ATS0se,463.7917439999999
ATS1dv,438.0
ATS1pe,409.666
ATS1se,490.2621319999998
ATS2dv,636.0
ATS2pe,705.7898
ATS2se,858.6427879999997
ATS3dv,588.0
ATS3pe,892.2935000000002
ATS3se,1102.3110159999999
ATS4dv,610.0
ATS4pe,1027.6711999999998
ATS4se,1283.2766679999995
ATS5dv,535.0
ATS5pe,1024.7073999999998
ATS5se,1274.802056
ATS6dv,422.0
ATS6pe,1033.2355000000002
ATS6se,1297.734344
ATS7dv,448.0
ATS7pe,955.8818000000003
ATS7se,1191.9004160000004
ATS8dv,423.0
ATS8pe,945.5025999999999
ATS8se,1175.2737399999999
ATSC0Z,448.9333333333333
ATSC0c,1.5744161806120995
ATSC0d,35.93333333333334
ATSC0i,85.25118431311667
ATSC0m,2131.631018933333
ATSC0p,13.814613251078402
ATSC0s,97.4162037037037
ATSC0v,3007.539473766148
ATSC1Z,14.986666666666645
ATSC1c,-0.8977304308872127
ATSC1d,12.636666666666663
ATSC1i,-1.495442167673863
ATSC1m,73.95242751999996
ATSC1p,0.22096759783467843
ATSC1s,-6.065254629629626
ATSC1v,126.04496070860449
ATSC2Z,43.97333333333329
ATSC2c,0.14674067758244969
ATSC2d,1.6900000000000033
ATSC2i,8.289362451819512
ATSC2m,202.96788830666662
ATSC2p,1.403196800699558
ATSC2s,30.204097222222224
ATSC2v,209.8445954575623
ATSC3Z,-60.271111111111125
ATSC3c,-0.23304864444342396
ATSC3d,-2.871111111111109
ATSC3i,-29.228440238696756
ATSC3m,-294.53644480444444
ATSC3p,-4.27357581483104
ATSC3s,-8.493317901234569
ATSC3v,-745.1601621368708
ATSC4Z,161.15555555555562
ATSC4c,0.15136840129920143
ATSC4d,-8.044444444444444
ATSC4i,-5.426741124152916
ATSC4m,751.3467140888887
ATSC4p,-0.2128154388517996
ATSC4s,26.4832561728395
ATSC4v,457.52361039427757
ATSC5Z,-61.84888888888891
ATSC5c,0.3309415915379634
ATSC5d,-7.715555555555554
ATSC5i,-35.84412538155053
ATSC5m,-315.061173582222
ATSC5p,-5.688381485527839
ATSC5s,-1.5084413580246911
ATSC5v,-1113.1237090740888
ATSC6Z,-40.111111111111086
ATSC6c,-0.559252041794039
ATSC6d,0.8555555555555547
ATSC6i,13.261673925852373
ATSC6m,-168.72777637777787
ATSC6p,2.4855087196352006
ATSC6s,-40.95516975308644
ATSC6v,411.41822522836725
ATSC7Z,-44.37777777777779
ATSC7c,0.5527019521756943
ATSC7d,-10.327777777777778
ATSC7i,12.025211055681524
ATSC7m,-203.6495628444444
ATSC7p,0.9135782698164003
ATSC7s,-20.802507716049377
ATSC7v,1.0419249530352488
ATSC8Z,-225.43111111111105
ATSC8c,-0.3775614997259496
ATSC8d,-8.197777777777775
ATSC8i,-29.350155165502816
ATSC8m,-1070.3721094977773
ATSC8p,-5.494883764599079
ATSC8s,-35.37614197530863
ATSC8v,-1401.5499339021683
AXp-0d,0.7082675456272077
AXp-1d,0.4405349712391412
AXp-2d,0.2899787207340806
AXp-3d,0.17390485011098264
AXp-4d,0.11432669109072882
AXp-5d,0.0752643900444099
AXp-6d,0.049171502825558634
AXp-7d,0.03296965697419851
GATS1Z,0.811482597196883
GATS1c,1.5588043459295664
GATS1d,0.8209647495361779
GATS1i,1.2095234085595765
GATS1m,0.8164215960050527
GATS1p,1.08898932837498
GATS1s,0.6724089509389317
GATS1v,0.973542214488101
GATS2Z,0.8512871350709189
GATS2c,0.8884416492622377
GATS2d,1.235145163716592
GATS2i,1.0490601173263345
GATS2m,0.8562784376277068
GATS2p,0.9985698457573795
GATS2s,0.4618905162582302
GATS2v,0.9637934879265095
GATS3Z,0.9627157829212625
GATS3c,0.788248244287799
GATS3d,1.1077401072508704
GATS3i,1.1867366123839052
GATS3m,0.9697735150515859
GATS3p,1.1630139321238953
GATS3s,0.7680077590784778
GATS3v,1.1189664439077147
GATS4Z,0.8376260067436538
GATS4c,0.8022817174071609
GATS4d,1.0962294008512494
GATS4i,1.0155714028327194
GATS4m,0.842614917308151
GATS4p,0.9890255119082119
GATS4s,0.7092126829298293
GATS4v,0.9443736164807032
GATS5Z,1.0395055123970787
GATS5c,0.906311575408252
GATS5d,1.0237331515300532
GATS5i,1.1350468271591485
GATS5m,1.0423024093189648
GATS5p,1.1235844894980465
GATS5s,1.1695932332831964
GATS5v,1.1079293920681208
GATS6Z,1.0502214399273224
GATS6c,1.1224882880117089
GATS6d,0.9368656553530501
GATS6i,0.9074921070243334
GATS6m,1.0448159721402661
GATS6p,0.876891188814181
GATS6s,1.3651836965069415
GATS6v,0.9154827836512629
GATS7Z,1.04290217193443
GATS7c,0.9227500699008815
GATS7d,1.1705368364354538
GATS7i,0.9191726259553524
GATS7m,1.0397480835163793
GATS7p,0.9420480229462713
GATS7s,1.288360290044947
GATS7v,0.969234457673124
GATS8Z,1.1979345778687884
GATS8c,1.1580147689136584
GATS8d,1.064013524069915
GATS8i,1.1043781249687383
GATS8m,1.195293689331587
GATS8p,1.140670409449973
GATS8s,1.4433410556030937
GATS8v,1.1525390253632615
MATS1Z,0.03179317465031747
MATS1c,-0.5430466056423073
MATS1d,0.33492357982153886
MATS1i,-0.01670628563526875
MATS1m,0.03304084183745106
MATS1p,0.015233530425087684
MATS1s,-0.05929642873550027
MATS1v,0.039913963148140684
MATS2Z,0.052946323216593434
MATS2c,0.05038012576119796
MATS2d,0.025422453993882613
MATS2i,0.05255922831506727
MATS2m,0.05146874439487076
MATS2p,0.05490452344553961
MATS2s,0.16759572246006454
MATS2v,0.03771505313481432
MATS3Z,-0.05517289078932916
MATS3c,-0.06083106659095699
MATS3d,-0.03283604849162577
MATS3i,-0.1408976058937791
MATS3m,-0.05678392437624523
MATS3p,-0.12713088680605011
MATS3s,-0.035829815618374485
MATS3v,-0.10182084268188164
MATS4Z,0.1266968325791856
MATS4c,0.03393266805365409
MATS4d,-0.07901342355123868
MATS4i,-0.022466789314329366
MATS4m,0.12440295288090694
MATS4p,-0.005437092591325009
MATS4s,0.09594945435200297
MATS4v,0.05369137220779939
MATS5Z,-0.04979585702477271
MATS5c,0.07597574529376365
MATS5d,-0.07760913785010168
MATS5i,-0.15197100279159145
MATS5m,-0.05342272260471444
MATS5p,-0.14883091284750194
MATS5s,-0.005596807792049106
MATS5v,-0.13377509231686122
MATS6Z,-0.031534443299149166
MATS6c,-0.1253690580705467
MATS6d,0.008403361344537806
MATS6i,0.05490352814535046
MATS6m,-0.02793681428403989
MATS6p,0.06350075501154358
MATS6s,-0.14838153454605846
MATS6v,0.048280806852290026
MATS7Z,-0.038265135039328595
MATS7c,0.13589109754608164
MATS7d,-0.11125740618828175
MATS7i,0.05460241339937268
MATS7m,-0.03698205183862368
MATS7p,0.025599211124614402
MATS7s,-0.08266164483797228
MATS7v,0.0001341049026254842
MATS8Z,-0.19821643505854028
MATS8c,-0.09466203151215451
MATS8d,-0.09005468215994528
MATS8i,-0.13589943246744446
MATS8m,-0.1982122152604666
MATS8p,-0.15701004621349068
MATS8s,-0.14334644585077239
MATS8v,-0.1839521641485194
MAXsOH,9.764726770149853
MAXssO,5.410538672269823
MINsOH,9.764726770149853
MINssO,5.328098468221583
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,40.96011105330037
SpAD_D,408.4219616446353
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.193204445088056
SssNH2,0
SsssAs,0
SsssCH,0.5075910925027082
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,939
TMWC10,144.68327946633022
TSRW10,83.76588743943347
VE1_Dt,5.556068324072712
VE2_Dt,0.17362713512727224
VE3_Dt,2.8780415319714665
VR1_Dt,211.2100139999679
VR2_Dt,6.600312937498997
VR3_Dt,6.516003775286318
Xc-3dv,1.2511030797394616
Xc-4dv,0.0
Xc-5dv,0.11200841033656814
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.4943877491981309
Xch-7d,0.7224160625755348
Xp-0dv,18.31189308599478
Xp-1dv,10.88474505137734
Xp-2dv,8.678675340671374
Xp-3dv,5.766576647742608
Xp-4dv,4.4057579708894705
Xp-5dv,2.784311355245068
Xp-6dv,1.6739043846168926
Xp-7dv,1.0801545920465143
Xpc-4d,4.5546782769920435
Xpc-5d,7.989078132436679
Xpc-6d,11.59381224853425
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,63
nFRing,2
nHBAcc,4
nHBDon,3
nHRing,2
nSpiro,0
naRing,3
piPC10,6.654721180952144
AATS0dv,7.466666666666667
AATS0pe,6.262228333333334
AATS0se,7.729862399999998
AATS1dv,6.9523809523809526
AATS1pe,6.502634920634921
AATS1se,7.781938603174599
AATS2dv,5.72972972972973
AATS2pe,6.358466666666667
AATS2se,7.73552061261261
AATS3dv,4.027397260273973
AATS3pe,6.111599315068495
AATS3se,7.550075452054794
AATS4dv,3.588235294117647
AATS4pe,6.045124705882351
AATS4se,7.548686282352938
AATS5dv,3.2228915662650603
AATS5pe,6.172936144578312
AATS5se,7.6795304578313255
AATS6dv,2.4823529411764707
AATS6pe,6.077855882352942
AATS6se,7.633731435294117
AATS7dv,2.890322580645161
AATS7pe,6.166979354838712
AATS7se,7.689680103225809
AATS8dv,2.7828947368421053
AATS8pe,6.220411842105262
AATS8se,7.732064078947367
AATSC0Z,7.482222222222221
AATSC0c,0.026240269676868325
AATSC0d,0.5988888888888889
AATSC0i,1.4208530718852779
AATSC0m,35.52718364888889
AATSC0p,0.23024355418464004
AATSC0s,1.6236033950617283
AATSC0v,50.12565789610247
AATSC1Z,0.23788359788359753
AATSC1c,-0.014249689379162107
AATSC1d,0.20058201058201053
AATSC1i,-0.02373717726466449
AATSC1m,1.173848055873015
AATSC1p,0.0035074221878520387
AATSC1s,-0.09627388300999407
AATSC1v,2.000713662041341
AATSC2Z,0.39615615615615574
AATSC2c,0.0013219880863283755
AATSC2d,0.015225225225225255
AATSC2i,0.074678941007383
AATSC2m,1.8285395342942938
AATSC2p,0.012641412618914938
AATSC2s,0.272108983983984
AATSC2v,1.8904918509690296
AATSC3Z,-0.4128158295281584
AATSC3c,-0.0015962235920782464
AATSC3d,-0.019665144596651432
AATSC3i,-0.20019479615545724
AATSC3m,-2.0173729096194823
AATSC3p,-0.029271067224870138
AATSC3s,-0.058173410282428555
AATSC3v,-5.103836726964868
AATSC4Z,0.9479738562091508
AATSC4c,0.0008904023605835378
AATSC4d,-0.0473202614379085
AATSC4i,-0.031922006612664214
