DLiP-ID,I000B7
DLiP-Mol-ID,28144
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H10N4O2/c17-11-4-2-1-3-9(11)7-15-16-12(18)10-8-13-5-6-14-10/h1-8,17H,(H,16,18)"
Standard Inchi Key(RDKit),FNOAOFIHRVSHJT-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(NN=Cc1ccccc1O)c1cnccn1
SMILES(SDF),
MW(SDF),
MW(RDKit),242.238
MW Monoisotopic(RDKit),242.08037556
MolLogP(RDKit),0.9461
XLogP(SDF),
XLogP(CDK),1.173
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),87.47
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.619168085209333
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,LEDGF_IN
Common Target Pref Name,LEDGF/IN
RDKit Descriptors
Ipc,16094.253662815008
qed,0.6191680852093331
Chi0,12.794682450997078
Chi1,8.770856947829097
TPSA,87.47
Chi0n,9.315904825980704
Chi0v,9.315904825980704
Chi1n,5.145773969183099
Chi1v,5.145773969183099
Chi2n,3.348595055247719
Chi2v,3.348595055247719
Chi3n,2.1022984630548702
Chi3v,2.1022984630548702
Chi4n,1.230764510338805
Chi4v,1.230764510338805
MolMR,65.19900000000001
MolWt,242.238
fr_SH,0
Kappa1,11.717444247615811
Kappa2,5.533207216600876
Kappa3,2.880866671624033
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,569.2999105735727
MolLogP,0.9460999999999999
NOCount,6
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,2.0044722321200332
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,15.393748439004803
SMR_VSA4,5.101407525739723
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,54.113378475231116
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,103.02875405819012
NHOHCount,2
PEOE_VSA1,5.106527394840706
PEOE_VSA2,9.77851570501903
PEOE_VSA3,10.409769918057593
PEOE_VSA4,5.101407525739723
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,12.13273413692322
PEOE_VSA8,17.957138634923147
PEOE_VSA9,12.411444151148393
RingCount,2
SMR_VSA10,12.121780308886823
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,1
ExactMolWt,242.08037556
NumHDonors,2
PEOE_VSA10,11.443439828132366
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,5.425791397110385
SlogP_VSA2,27.196264745621946
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,16.051916670617278
SlogP_VSA6,47.95740651442539
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,1
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,5.907179729351506
EState_VSA2,11.443439828132366
EState_VSA3,5.563451491696996
EState_VSA4,0.0
EState_VSA5,30.871498362836157
EState_VSA6,18.19910120538483
EState_VSA7,0.0
EState_VSA8,20.495155964744523
EState_VSA9,0.0
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
