DLiP-ID,T001LV
DLiP-Mol-ID,17373
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H20O4/c1-2-3-4-5-6-7-8-10-13(17)11(15)9-12(16)14(10)18/h9,15,18H,2-8H2,1H3"
Standard Inchi Key(RDKit),FQAUQBOULILEAV-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCCCCCCCC1=C(O)C(=O)C=C(O)C1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),252.31
MW Monoisotopic(RDKit),252.13615912
MolLogP(RDKit),3.1428
XLogP(SDF),
XLogP(CDK),4.527
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),74.6
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.538873722876303
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,XIAP/Caspase9 or SMAC (BIR3 domanin)
Common Target Pref Name,XIAP/SMAC
RDKit Descriptors
Ipc,8994.726606978651
qed,0.5388737228763032
Chi0,13.543605595440512
Chi1,8.574586062669972
TPSA,74.6
Chi0n,10.738021509423103
Chi0v,10.738021509423103
Chi1n,6.493472326933269
Chi1v,6.493472326933269
Chi2n,4.567880034996066
Chi2v,4.567880034996066
Chi3n,3.0741107804140944
Chi3v,3.0741107804140944
Chi4n,1.9829685215914703
Chi4v,1.9829685215914703
MolMR,68.37360000000004
MolWt,252.31
fr_SH,0
Kappa1,14.48090133982948
Kappa2,6.988371139305397
Kappa3,3.7205287554848296
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,390.59817213886765
MolLogP,3.142800000000001
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.4311138159100283
SMR_VSA1,19.802129157825057
SMR_VSA2,0.0
SMR_VSA3,0.0
