DLiP-ID,C0029F
DLiP-Mol-ID,29458
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H8N4O3S/c15-9-2-1-7(5-8(9)14(16)17)6-12-13-10-11-3-4-18-10/h1-6,15H,(H,11,13)/b12-6-"
Standard Inchi Key(RDKit),YVFBHCHPXSDCKT-SDQBBNPISA-N
Canonical SMILES(RDKit),O=[N+]([O-])c1cc(/C=N\Nc2nccs2)ccc1O
SMILES(SDF),
MW(SDF),
MW(RDKit),264.266
MW Monoisotopic(RDKit),264.031711116
MolLogP(RDKit),2.2029
XLogP(SDF),
XLogP(CDK),3.257
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),100.65
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.500548721141904
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,17094.317662000936
qed,0.5005487211419037
Chi0,12.957819157813608
Chi1,8.66470379794645
TPSA,100.65
Chi0n,8.977700868529178
Chi0v,9.794197449456904
Chi1n,4.825842087432528
Chi1v,5.705494898687423
Chi2n,3.2125208978976536
Chi2v,4.107087016336065
Chi3n,2.002300430508017
Chi3v,2.6800560516791867
Chi4n,1.2076816088328006
Chi4v,1.6854225556408167
MolMR,68.09190000000001
MolWt,264.266
fr_SH,0
Kappa1,11.98960467611348
Kappa2,5.233391530402026
Kappa3,2.798262743374797
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,582.8136574325333
MolLogP,2.2029
NOCount,7
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.1178532372082617
SMR_VSA1,10.029838443658377
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,5.101407525739723
SMR_VSA5,0.0
SMR_VSA6,5.425791397110385
SMR_VSA7,45.45377730792639
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,1
fr_oxime,0
fr_quatN,0
LabuteASA,105.57598085571458
NHOHCount,2
PEOE_VSA1,5.106527394840706
PEOE_VSA2,15.540109665875956
