DLiP-ID,T007DJ
AATSC5Z,-0.22684310018903592
AATSC5c,0.0014347913989386954
AATSC5d,0.036501117030417585
AATSC5i,0.19925478321875573
AATSC5m,-1.0137901844830448
AATSC5p,0.013590355276369193
AATSC5s,0.05761012774245293
AATSC5v,0.9538321264246263
AATSC6Z,0.17335452826946207
AATSC6c,-0.0015111328764070983
AATSC6d,-0.005692558858910465
AATSC6i,-0.03235849221711517
AATSC6m,0.7821040550516553
AATSC6p,0.007514275691817827
AATSC6s,-0.3374052433598748
AATSC6v,2.6197937127577777
AATSC7Z,0.26800815839219977
AATSC7c,0.005922302530536592
AATSC7d,0.004526912745000493
AATSC7i,0.061733541151588384
AATSC7m,1.1690917066260131
AATSC7p,-0.004784239592563949
AATSC7s,-0.01374241369018001
AATSC7v,0.13233138570189706
AATSC8Z,-1.7019070388079616
AATSC8c,-0.008924891981919121
AATSC8d,-0.0026409429556321605
AATSC8i,0.0854370930908679
AATSC8m,-7.878399407766
AATSC8p,0.015422919573689135
AATSC8s,-0.5621656350000616
AATSC8v,-1.6091975812046928
ATS0are,306.2046999999999
ATS1are,313.416
ATS2are,510.9049000000001
ATS3are,714.99
ATS4are,773.4210000000002
ATS5are,714.8130000000001
ATS6are,557.243
ATS7are,493.3887999999998
ATS8are,447.75300000000016
ATSC0dv,204.43478260869563
ATSC0pe,8.138043478260867
ATSC0se,5.6394206086956515
ATSC1dv,39.28544423440452
ATSC1pe,-1.0090931947069937
ATSC1se,-0.6411452438563324
ATSC2dv,16.417769376181464
ATSC2pe,1.960833081285444
ATSC2se,1.449530680529299
ATSC3dv,-62.667296786389414
ATSC3pe,-2.3112058601134207
ATSC3se,-1.6739912211720225
ATSC4dv,-25.65595463137996
ATSC4pe,-0.0876568998109642
ATSC4se,-0.2894176748582231
ATSC5dv,-10.909262759924385
ATSC5pe,-0.33673875236294826
ATSC5se,-0.05726197731568942
ATSC6dv,-2.3100189035916827
ATSC6pe,-1.182670132325142
ATSC6se,-1.0435075992438567
ATSC7dv,-18.413988657844996
ATSC7pe,0.08827599243856349
ATSC7se,-0.14440735349716435
ATSC8dv,-63.07750472589794
ATSC8pe,-2.8703903591682396
ATSC8se,-1.6128322041587888
AXp-0dv,0.5282159084634795
AXp-1dv,0.2867327614893152
AXp-2dv,0.15423402347707904
AXp-3dv,0.08558608099904368
AXp-4dv,0.04671699408661312
AXp-5dv,0.026022972046719915
AXp-6dv,0.013941620604850663
AXp-7dv,0.0076133730953048505
BertzCT,1002.9404744889872
ECIndex,718
ETA_eta,21.581447449264097
GATS1dv,0.4677530837941303
GATS1pe,0.6984671764391613
GATS1se,0.7114224852839877
GATS2dv,0.6988781369629946
GATS2pe,0.4649447542406838
GATS2se,0.46207040683966644
GATS3dv,1.0131374567053535
GATS3pe,0.9358698529832664
GATS3se,0.9423176429720845
GATS4dv,1.0281396214376863
GATS4pe,0.9711632496326967
GATS4se,0.9877303248867516
GATS5dv,1.0975938672131784
GATS5pe,1.1224679747926711
GATS5se,1.1234674435838625
GATS6dv,1.024304212907467
GATS6pe,1.0861832175771338
GATS6se,1.0918118705567637
GATS7dv,1.0701843000738769
GATS7pe,1.0270657736567945
GATS7se,1.0576605140611346
GATS8dv,1.241406973252934
GATS8pe,1.3163054195900346
GATS8se,1.301909870248057
LogEE_A,4.252790850522889
LogEE_D,169.63376652113527
MATS1dv,0.1841592230256628
MATS1pe,-0.11883048394995767
MATS1se,-0.10895283422347254
MATS2dv,0.04617715865589109
MATS2pe,0.13854423667690668
MATS2se,0.14779534975972
MATS3dv,-0.12590007291729963
MATS3pe,-0.11664293346562613
MATS3se,-0.12191538039129736
MATS4dv,-0.048107188430455125
MATS4pe,-0.004128979119362457
MATS4se,-0.019672844025486826
MATS5dv,-0.022315455705502495
MATS5pe,-0.017303670604805876
MATS5se,-0.004246166308226389
MATS6dv,-0.005906577471868839
MATS6pe,-0.07596591667982083
MATS6se,-0.09672445438487828
MATS7dv,-0.05451767444984219
MATS7pe,0.006565485437916965
MATS7se,-0.015498835228949369
MATS8dv,-0.2087221958115446
MATS8pe,-0.23859969044382803
MATS8se,-0.19346553938356947
MAXaaCH,1.642820819685899
MAXaasC,0.7192947447574072
MAXdssC,-0.21537727981104027
MAXsNH2,5.300707719123563
MAXssNH,2.5868371021248007
MDEC-22,8.259081495596293
MDEC-23,25.49262021402087
MDEC-33,12.492144295699797
MDEN-11,0.4999999999999999
MDEN-12,0.2857142857142857
MDEO-11,0.9939022874158859
MINaaCH,1.0192099684637006
MINaasC,-0.7964349640523121
MINdssC,-1.0106465483869498
MINsNH2,5.300707719123563
MINssNH,2.5868371021248007
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.7619047619047623
SM1_Dzi,1.7219886934026896
SM1_Dzm,1.7923518247588088
SM1_Dzp,-7.881927179765617
SM1_Dzv,-3.1006114622630965
SddssSe,0
SpAD_Dt,565.1262664690876
SpAbs_A,34.820143323519886
SpAbs_D,339.26753304227054
SpMAD_A,1.2435765472685674
SpMAD_D,12.116697608652519
SpMax_A,2.4354764735523617
SpMax_D,169.63376652113527
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,133.34
TpiPC10,8.380728930707077
VAdjMat,5.906890595608519
VE1_DzZ,5.196644269369719
VE1_Dzi,5.194267699419093
VE1_Dzm,5.196622551596424
VE1_Dzp,5.189576425582608
VE1_Dzv,5.198443018543541
VE2_DzZ,0.18559443819177565
VE2_Dzi,0.18550956069353905
VE2_Dzm,0.18559366255701515
VE2_Dzp,0.18534201519937885
VE2_Dzv,0.1856586792336979
VE3_DzZ,2.6776325016381772
VE3_Dzi,2.6771750692204637
VE3_Dzm,2.6776283224376103
VE3_Dzp,2.676271497460489
VE3_Dzv,2.677978578422711
VR1_DzZ,171.4541759529138
VR1_Dzi,171.75159708493715
VR1_Dzm,171.43655311033152
VR1_Dzp,173.44754924327364
VR1_Dzv,171.98762513168688
VR2_DzZ,6.123363426889779
VR2_Dzi,6.133985610176326
VR2_Dzm,6.122734039654697
VR2_Dzp,6.194555330116915
VR2_Dzv,6.142415183274531
VR3_DzZ,6.173935452474214
VR3_Dzi,6.175668647133757
VR3_Dzm,6.17383266262833
VR3_Dzp,6.185494661026202
VR3_Dzv,6.177041944497511
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.08419691425682042
Xch-7dv,0.15612885605700733
Xpc-4dv,1.6651006937308657
Xpc-5dv,2.1222394778920415
Xpc-6dv,2.689898469233961
Zagreb1,146.0
Zagreb2,171.0
fragCpx,144.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,4
nBondsM,16
nBondsO,30
nBondsS,32
nBondsT,0
nFARing,1
nFHRing,0
nFaRing,0
nHetero,8
naHRing,0
AATS0are,6.656623913043476
AATS1are,6.5295
AATS2are,6.386311250000001
AATS3are,6.383839285714286
AATS4are,6.445175000000002
AATS5are,6.498300000000001
AATS6are,6.332306818181819
AATS7are,6.4919578947368395
AATS8are,6.584602941176473
AATSC0dv,4.444234404536862
AATSC0pe,0.17691398865784494
AATSC0se,0.1225961001890359
AATSC1dv,0.8184467548834276
AATSC1pe,-0.021022774889729035
AATSC1se,-0.013357192580340259
AATSC2dv,0.2052221172022683
AATSC2pe,0.02451041351606805
AATSC2se,0.018119133506616238
AATSC3dv,-0.5595294355927626
AATSC3pe,-0.020635766608155543
AATSC3se,-0.014946350189035914
AATSC4dv,-0.21379962192816632
AATSC4pe,-0.0007304741650913683
AATSC4se,-0.002411813957151859
AATSC5dv,-0.09917511599931259
AATSC5pe,-0.0030612613851177116
AATSC5se,-0.0005205634301426311
AATSC6dv,-0.02625021481354185
AATSC6pe,-0.013439433321876615
AATSC6se,-0.011858040900498372
AATSC7dv,-0.24228932444532889
AATSC7pe,0.001161526216296888
AATSC7se,-0.0019000967565416362
AATSC8dv,-0.9276103636161461
AATSC8pe,-0.0422116229289447
AATSC8se,-0.023718120649393954
AETA_eta,0.7707659803308606
ATSC0are,9.075393478260866
ATSC1are,-1.1404105860113416
ATSC2are,2.2491591682419654
ATSC3are,-2.632973251417769
ATSC4are,-0.13534168241965994
ATSC5are,-0.22535614366729678
ATSC6are,-1.4751940453686196
ATSC7are,0.06838034026464934
ATSC8are,-3.0532860113421556
BCUTZ-1h,9.004070486514424
BCUTZ-1l,5.685131434411192
BCUTc-1h,0.4336392734254214
BCUTc-1l,-0.38439483714786304
BCUTd-1h,3.2178653182610386
BCUTd-1l,0.9714969995232164
BCUTi-1h,17.424772645918225
BCUTi-1l,10.946158194147108
BCUTm-1h,19.00014248482151
BCUTm-1l,11.696861165589896
BCUTp-1h,2.001322828017046
BCUTp-1l,0.5458521555921245
BCUTs-1h,8.001921948400305
BCUTs-1l,1.226022297232848
BCUTv-1h,20.906315968815726
BCUTv-1l,13.304118814475252
BalabanJ,1.484992399271943
Diameter,16
ETA_beta,36.25
GATS1are,0.7100518578545281
GATS2are,0.4617382441915921
GATS3are,0.9379839762435912
GATS4are,0.9718896785167537
GATS5are,1.1156022677922195
GATS6are,1.092786014395743
GATS7are,1.0331739939184006
GATS8are,1.3130082133644392
HybRatio,0.2
Lipinski,True
LogEE_Dt,282.5631332345438
MATS1are,-0.12042381202300247
MATS2are,0.14250252893574386
MATS3are,-0.1191573380097785
MATS4are,-0.005716664339143529
MATS5are,-0.010384105341875774
MATS6are,-0.0849686751242463
MATS7are,0.00456047451668504
MATS8are,-0.22758883007010186
MAXssCH2,0.5182541088060568
MAXsssCH,-0.5422892417504062
MINssCH2,-0.2020875564235678
MINsssCH,-0.5422892417504062
NsssssAs,0
RotRatio,0.16666666666666666
SM1_Dzpe,1.8777328349212405
SM1_Dzse,1.728268180212008
SMR_VSA1,23.880553994730988
SMR_VSA2,5.409283605791522
SMR_VSA3,0.0
SMR_VSA4,11.651573523323577
SMR_VSA5,19.26246486877803
SMR_VSA6,5.316788604006331
SMR_VSA7,64.46922921860354
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,271.5316348510298
SpAD_Dzi,267.2981153457544
SpAD_Dzm,271.4278960795709
SpAD_Dzp,339.81876284675843
SpAD_Dzv,311.45672303819777
SpAbs_Dt,565.1262664690873
SpDiam_A,4.870952947104723
SpDiam_D,261.1987348812759
SpMAD_Dt,20.183080945324555
SpMax_Dt,282.5631332345438
SsssssAs,0
VE1_Dzpe,5.196333114761285
VE1_Dzse,5.196693789465607
VE2_Dzpe,0.18558332552718876
VE2_Dzse,0.18559620676662883
VE3_Dzpe,2.6775726237808457
VE3_Dzse,2.6776420308376716
VMcGowan,272.26000000000033
VR1_Dzpe,171.4663469579783
VR1_Dzse,171.46145830409557
VR2_Dzpe,6.123798105642082
VR2_Dzse,6.123623510860556
VR3_Dzpe,6.174006436881716
VR3_Dzse,6.173977925610201
mZagreb1,10.722222222222221
mZagreb2,6.083333333333331
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,38
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.19729116257088838
AATSC1are,-0.023758553875236284
AATSC2are,0.028114489603024567
AATSC3are,-0.023508689744801508
AATSC4are,-0.0011278473534971662
AATSC5are,-0.0020486922151572435
AATSC6are,-0.016763568697370678
AATSC7are,0.0008997413192717019
AATSC8are,-0.04490126487267876
AETA_beta,1.2946428571428572
BCUTdv-1h,7.004064282538552
BCUTdv-1l,1.892731373474328
BCUTpe-1h,3.988677226067195
BCUTpe-1l,2.2337528080902835
BCUTse-1h,4.009962928077428
BCUTse-1l,2.4296472524016997
ETA_alpha,12.819047619047621
ETA_dBeta,1.75
ETA_eta_B,0.6572856115516323
ETA_eta_F,30.85816626665411
ETA_eta_L,5.9805708451723545
ETA_eta_R,52.439613715918206
ETA_psi_1,0.5131528783835307
LabuteASA,159.42164242234372
LogEE_DzZ,135.82874259558295
LogEE_Dzi,133.71055726907016
LogEE_Dzm,135.77796060495544
LogEE_Dzp,168.28285552828098
LogEE_Dzv,155.17468090083761
PEOE_VSA1,16.156983476009223
PEOE_VSA2,19.792895158006985
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,48.73693007985707
PEOE_VSA8,22.73219530423895
PEOE_VSA9,11.984273114623004
SM1_Dzare,2.090104302625157
SpAD_Dzpe,270.21902351684594
SpAD_Dzse,271.7834118792959
SpAbs_DzZ,269.89558042926103
SpAbs_Dzi,265.6991258447377
SpAbs_Dzm,269.7635693851521
SpAbs_Dzp,344.44763823632763
SpAbs_Dzv,313.4499732639383
SpDiam_Dt,399.68152349761147
SpMAD_DzZ,9.697558387536779
SpMAD_Dzi,9.546361262348372
SpMAD_Dzm,9.693853431413247
SpMAD_Dzp,12.13638438738423
SpMAD_Dzv,11.12345439422135
SpMax_DzZ,135.82874259558295
SpMax_Dzi,133.71055726907016
SpMax_Dzm,135.77796060495544
SpMax_Dzp,168.28285552828098
SpMax_Dzv,155.17468090083761
VE1_Dzare,5.196037265253719
VE2_Dzare,0.18557275947334712
VE3_Dzare,2.677515687875595
VR1_Dzare,171.46021497035312
VR2_Dzare,6.12357910608404
VR3_Dzare,6.173970674194853
n10AHRing,0
n10FARing,1
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.45782312925170077
AETA_dBeta,0.0625
AETA_eta_B,0.023474486126844014
AETA_eta_F,1.1020773666662182
AETA_eta_L,0.21359181589901266
AETA_eta_R,1.8728433469970789
BCUTare-1h,4.10772365974481
BCUTare-1l,2.1840564228018433
ETA_beta_s,17.25
ETA_dPsi_A,0.20084712161646923
ETA_dPsi_B,0.0
ETA_eta_BR,0.9152856115516323
ETA_eta_FL,7.276357105649109
ETA_eta_RL,13.256927950821463
LogEE_Dzpe,135.17657364538445
LogEE_Dzse,135.95342980322695
PEOE_VSA10,11.652840626803165
PEOE_VSA11,5.783244946364939
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,11.050456081168516
SlogP_VSA2,28.60187714426627
SlogP_VSA3,11.21535880699783
SlogP_VSA4,17.14441049299881
SlogP_VSA5,44.68452358078364
SlogP_VSA6,36.39820241076966
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,268.3108341435593
SpAbs_Dzpe,268.4754144558476
SpAbs_Dzse,270.17859142624184
SpDiam_DzZ,209.48173415389317
SpDiam_Dzi,205.53067526585755
SpDiam_Dzm,209.43665479164497
SpDiam_Dzp,258.5421231650679
SpDiam_Dzv,240.11261405924049
SpMAD_Dzpe,9.650679411315926
SpMAD_Dzse,9.706550424260568
SpMax_Dzpe,135.17657364538445
SpMax_Dzse,135.95342980322695
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6160714285714286
AETA_eta_BR,0.03268877184112973
AETA_eta_FL,0.25986989663032534
AETA_eta_RL,0.473461712529338
DetourIndex,3884
EState_VSA1,23.611611904510646
EState_VSA2,29.166589338442208
EState_VSA3,24.09248101223258
EState_VSA4,11.629818560158606
EState_VSA5,18.19910120538483
EState_VSA6,12.13273413692322
EState_VSA7,0.0
EState_VSA8,5.316788604006331
EState_VSA9,16.249478477794412
ETA_beta_ns,19.0
ETA_shape_p,0.18870728083209504
ETA_shape_x,0.0
ETA_shape_y,0.42904903417533424
GhoseFilter,True
LogEE_Dzare,134.23006365401625
SlogP_VSA10,10.077801322358383
SlogP_VSA11,0.0
SpAbs_Dzare,266.37002300540735
SpDiam_Dzpe,208.4037290460097
SpDiam_Dzse,209.6682865720706
SpMAD_Dzare,9.582529790841404
SpMax_Dzare,134.23006365401625
TopoPSA(NO),133.34
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,14.129731151964407
VSA_EState9,66.87026884803562
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6785714285714286
EState_VSA10,18.774026599890284
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04217687074829923
FilterItLogS,-4.5020570844112076
SpDiam_Dzare,206.88208449192
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.660455486542443
ETA_epsilon_2,0.8921768707482988
ETA_epsilon_3,0.43999999999999984
ETA_epsilon_4,0.5858784893267649
ETA_epsilon_5,0.8024531024531021
AETA_beta_ns_d,0.03571428571428571
ETA_dEpsilon_A,0.22045548654244318
ETA_dEpsilon_B,0.07457699721567812
ETA_dEpsilon_C,-0.14587848932676506
ETA_dEpsilon_D,0.08972376829519668
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6428571428571429
MDEDescriptor,"0.0,0.0,0.0,0.0,8.259081495596293,25.49262021402087,0.0,12.492144295699797,0.0,0.0,0.9939022874158859,0.0,0.0,0.4999999999999999,0.2857142857142857,0.0,0.0,0.0,0.0"
APolDescriptor,54.26727399999998
BCUTDescriptor,"11.85000000000002,18.99840803848543,-0.33178204874833034,0.2593933812338079,4.0098120479025186,9.937280983750025"
BPolDescriptor,23.754725999999998
TPSADescriptor,133.34
ALOGPDescriptor,"2.107299999999999,4.440713289999996,97.0372"
XLogPDescriptor,2.2960000000000007
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,383.1281344199999
ChiPathDescriptor,"20.421920772951363,13.256927950821467,12.600381750890344,9.906204653457552,8.214138039519817,6.411400680068861,4.402789568684616,3.3136685886726576,14.790045436977426,8.601982844679458,6.632063009514397,4.707234454947402,3.2701895860629175,2.2639985680646295,1.3105123368559621,0.7994041750070089"
ChiChainDescriptor,"0.0,0.0,0.0,0.1916383190435099,0.4555242425599862,0.0,0.0,0.0,0.08419691425682044,0.1561288560570073"
AtomCountDescriptor,46
BondCountDescriptor,30
SmallRingDescriptor,"3,2,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.3817259065259435,0.0,0.6019506031372952,0.0,0.858633453928799,0.0,0.13047208273454522,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,9,4,0,3,1,0"
ZagrebIndexDescriptor,146.0
LargestChainDescriptor,17
MannholdLogPDescriptor,2.7800000000000002
WeightedPathDescriptor,"56.385213158506794,2.013757612803814,20.434265340064776,9.963024663013547,7.9190948732183015"
FractionalPSADescriptor,0.3480297791282212
WienerNumbersDescriptor,"2284.0,46.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.000866122640643,7.517221764594655,10.271006206002188,1.6651006937308657,2.1222394778920406,2.477828021719149"
FractionalCSP3Descriptor,0.2
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,3,0,0,6,1,0,0,4,6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,2
HBondDonorCountDescriptor,4
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"22.68,9.871281773931855,5.586776859504132"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,1548.08
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.2
AutocorrelationDescriptorMass,"33.679861185035875,32.57488075277719,48.34285070849939,52.06363859421209,50.42986188992948"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.6029121791453239,-0.2467524300661177,0.06046648365903132,-0.08249045519208412,-0.13401475905906773"
EccentricConnectivityIndexDescriptor,718
AutocorrelationDescriptorPolarizability,"1763.9145684549762,2073.463746692863,2904.366892783357,2996.0884066541475,2514.3913161400897"
