DLiP-ID,C1023L
DLiP-Mol-ID,40807
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H15F3N6S2/c1-2-9-7-10-11(19-8-20-12(10)25-9)23-3-5-24(6-4-23)14-22-21-13(26-14)15(16,17)18/h7-8H,2-6H2,1H3"
Standard Inchi Key(RDKit),KRHNUCOENKRGON-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCc1cc2c(N3CCN(c4nnc(C(F)(F)F)s4)CC3)ncnc2s1
SMILES(SDF),
MW(SDF),
MW(RDKit),400.455
MW Monoisotopic(RDKit),400.07517114
MolLogP(RDKit),3.4506
XLogP(SDF),
XLogP(CDK),3.894
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),58.04
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.671277902838767
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1296284.0498034842
qed,0.6712779028387673
Chi0,18.311190308942127
Chi1,12.452839606072642
TPSA,58.040000000000006
Chi0n,13.823906017267147
Chi0v,15.4568991791226
Chi1n,8.094403361472562
Chi1v,9.727396523328014
Chi2n,5.8440135240077895
Chi2v,7.915184243266066
Chi3n,4.214434381283717
Chi3v,6.430697549502007
Chi4n,2.886561240968796
Chi4v,4.579675751964583
MolMR,96.13000000000002
MolWt,400.4550000000001
fr_SH,0
Kappa1,17.406137960061233
Kappa2,6.6165803886142935
Kappa3,3.203927404546202
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,6
fr_NH1,0
