DLiP-ID,P0002Y
DLiP-Mol-ID,22820
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H17NO3/c21-17-13-18(20-9-11-22-12-10-20)23-19-15(7-4-8-16(17)19)14-5-2-1-3-6-14/h1-8,13H,9-12H2"
Standard Inchi Key(RDKit),CZQHHVNHHHRRDU-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12
SMILES(SDF),
MW(SDF),
MW(RDKit),307.349
MW Monoisotopic(RDKit),307.120843404
MolLogP(RDKit),3.2966
XLogP(SDF),
XLogP(CDK),4.966
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),42.68
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.728378895008173
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD4-1/H4
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,352914.19926629023
qed,0.7283788950081733
Chi0,15.6480536021256
Chi1,11.326499840494924
TPSA,42.68000000000001
Chi0n,12.696538014344373
Chi0v,12.696538014344373
Chi1n,7.777835842237952
Chi1v,7.777835842237952
Chi2n,5.596591914245144
Chi2v,5.596591914245144
Chi3n,4.149244549238133
Chi3v,4.149244549238133
Chi4n,2.9495432212089034
Chi4v,2.9495432212089034
MolMR,90.95200000000003
MolWt,307.34900000000005
fr_SH,0
