DLiP-ID,C100MH
AATSC4c,-0.007090728695757284
AATSC4d,-0.0017644163416758144
AATSC4i,-0.14355578722464277
AATSC4m,-6.3040465219529755
AATSC4p,-0.017699640790135945
AATSC4s,-0.0888284493135781
AATSC4v,-2.6667069983698557
AATSC5Z,1.3370157256482942
AATSC5c,0.008317214844730508
AATSC5d,0.032336849937121666
AATSC5i,0.03306586873145338
AATSC5m,5.945421746489127
AATSC5p,-0.0049726701453588085
AATSC5s,0.36887853479292537
AATSC5v,-1.067264805284031
AATSC6Z,-0.6251400104325461
AATSC6c,-0.0023255426313709485
AATSC6d,-0.025915577247344345
AATSC6i,-0.03855946463033886
AATSC6m,-2.5101758837862875
AATSC6p,-0.0003976368345375233
AATSC6s,-0.17133643337989735
AATSC6v,2.2112544482203313
AATSC7Z,-0.11348994656481803
AATSC7c,-4.3198231915988165e-05
AATSC7d,-0.06842450397440782
AATSC7i,-0.046554596290692515
AATSC7m,-0.2891527386505622
AATSC7p,-0.006776912604513046
AATSC7s,-0.20390273737622103
AATSC7v,0.02018231725395443
AATSC8Z,-2.9836397755616813
AATSC8c,0.002275906356842689
AATSC8d,0.032935714987669
AATSC8i,0.12713221338944325
AATSC8m,-13.45756230858865
AATSC8p,-0.003821744593585005
AATSC8s,-0.6089686082480023
AATSC8v,-3.595470272265846
ATS0are,324.6772
ATS1are,340.87899999999996
ATS2are,546.4678
ATS3are,685.3059000000001
ATS4are,709.4137999999999
ATS5are,675.9058
ATS6are,656.601
ATS7are,616.779
ATS8are,588.277
ATSC0dv,202.07709750566895
ATSC0pe,6.994991836734692
ATSC0se,5.291898979591835
ATSC1dv,27.228083977355123
ATSC1pe,-0.5574729695960009
ATSC1se,-0.5238172028321529
ATSC2dv,-22.556897588967548
ATSC2pe,1.6441240316534798
ATSC2se,1.5665735243648475
ATSC3dv,-53.25295015965569
ATSC3pe,-1.8426496876301532
ATSC3se,-1.2326755476884628
ATSC4dv,-12.052390721972841
ATSC4pe,-1.9792857559350272
ATSC4se,-1.5329797501041227
ATSC5dv,54.76461968007157
ATSC5pe,3.8952640982923787
ATSC5se,3.1097511245314444
ATSC6dv,23.124911945125746
ATSC6pe,-0.9185134527280325
ATSC6se,-1.2602414877134518
ATSC7dv,-45.97884112072644
ATSC7pe,-1.5481210745522695
ATSC7se,-1.537831348604748
ATSC8dv,-69.1795908083566
ATSC8pe,-3.4708892544772976
ATSC8se,-2.5898568404831317
AXp-0dv,0.5596540075829292
AXp-1dv,0.30082301881897966
AXp-2dv,0.16492330975985162
AXp-3dv,0.08929098038371461
AXp-4dv,0.04861804084026445
AXp-5dv,0.026760498303645325
AXp-6dv,0.01442865176133911
AXp-7dv,0.007690222350780222
BertzCT,1299.4355115293192
ECIndex,972
ETA_eta,25.466882734457158
GATS1dv,0.5449670323093727
GATS1pe,0.6738931271258484
GATS1se,0.7126166907200491
GATS2dv,0.8480422880984867
GATS2pe,0.549518110744433
GATS2se,0.5128015273880718
GATS3dv,1.0340131906375436
GATS3pe,0.9856982115671534
GATS3se,0.9581588801211557
GATS4dv,1.0352284458662664
GATS4pe,1.1127410477562454
GATS4se,1.1037374166846652
GATS5dv,0.8617870660849878
GATS5pe,0.7149026018609402
GATS5se,0.6858284278059827
GATS6dv,0.9677986337141614
GATS6pe,1.0064432239864738
GATS6se,1.0297513790153583
GATS7dv,1.148622609657856
GATS7pe,1.1667970972247361
GATS7se,1.21213622800106
GATS8dv,1.3035160333886247
GATS8pe,1.4558884881617762
GATS8se,1.4870839556394373
LogEE_A,4.426157183991663
LogEE_D,225.59460832162011
MATS1dv,0.12696754503781305
MATS1pe,-0.07509816734098472
MATS1se,-0.09327407448543314
MATS2dv,-0.06589921785981392
MATS2pe,0.13876033925821368
MATS2se,0.17476611219077776
MATS3dv,-0.12181949411705918
MATS3pe,-0.12177153500955172
MATS3se,-0.1076781166153031
MATS4dv,-0.026568039114607634
MATS4pe,-0.12604472704378006
MATS4se,-0.1290411628051004
MATS5dv,0.12892639403411663
MATS5pe,0.26491622110413193
MATS5se,0.27955865592758106
MATS6dv,0.054440467711792485
MATS6pe,-0.062467937164181156
MATS6se,-0.11329247979689419
MATS7dv,-0.1186066806755548
MATS7pe,-0.11536815229793276
MATS7se,-0.15148352100477264
MATS8dv,-0.18848073509262483
MATS8pe,-0.2731867416500041
MATS8se,-0.2694450977839303
MAXaaCH,1.7391669891990058
MAXaasC,0.5904822707901924
MAXaasN,1.7020421459730068
MAXdsCH,1.5371428909794709
MAXdssC,0.1607704644708614
MAXssNH,2.618053338337117
MAXsssN,0.8750811634809348
MDEC-22,13.894542208078294
MDEC-23,25.937820705060407
MDEC-33,8.754224817728222
MDEN-23,0.40824829046386313
MDEN-33,0.19999999999999996
MDEO-11,1.37666982389507
MINaaCH,1.4815961303830651
MINaasC,0.12423474718500382
MINaasN,1.7020421459730068
MINdsCH,1.5371428909794709
MINdssC,-1.0522663640739889
MINssNH,2.618053338337117
MINsssN,0.8750811634809348
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.95063025210084
SM1_Dzi,1.5861801030900966
SM1_Dzm,2.960371900650826
SM1_Dzp,-6.3079338910782905
SM1_Dzv,-2.7120787701113374
SddssSe,0
SpAD_Dt,719.3376256928979
SpAbs_A,42.44429776492626
SpAbs_D,451.18921664324023
SpMAD_A,1.2861908413614018
SpMAD_D,13.672400504340613
SpMax_A,2.4519490649321662
SpMax_D,225.59460832162011
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,134.01000000000002
TpiPC10,8.791613099474556
VAdjMat,6.169925001442312
VE1_DzZ,5.650185975519022
VE1_Dzi,5.656100153337018
VE1_Dzm,5.650284445203338
VE1_Dzp,5.651674014732717
VE1_Dzv,5.656232247939302
VE2_DzZ,0.17121775683390975
VE2_Dzi,0.171396974343546
VE2_Dzm,0.17122074076373753
VE2_Dzp,0.17126284893129445
VE2_Dzv,0.17140097721028189
VE3_DzZ,2.9256109291101295
VE3_Dzi,2.926657104359899
VE3_Dzm,2.92562835664733
VE3_Dzp,2.9258742555402177
VE3_Dzv,2.9266804584477395
VR1_DzZ,221.24702158959258
VR1_Dzi,220.78757871318862
VR1_Dzm,221.23579530176622
VR1_Dzp,221.9281298625604
VR1_Dzv,220.9422594655456
VR2_DzZ,6.704455199684624
VR2_Dzi,6.690532688278443
VR2_Dzm,6.704115009144431
VR2_Dzp,6.7250948443200125
VR2_Dzv,6.695219983804412
VR3_DzZ,6.593202290527909
VR3_Dzi,6.591123525465006
VR3_Dzm,6.59315154827352
VR3_Dzp,6.59627605857198
VR3_Dzv,6.591823866466724
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.1114984679793393
Xch-6dv,0.2457597914683422
Xch-7dv,0.2765232661639945
Xpc-4dv,2.042428608010623
Xpc-5dv,2.6543621943461524
Xpc-6dv,3.095059889613414
Zagreb1,174.0
Zagreb2,204.0
fragCpx,240.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,5
nBondsM,22
nBondsO,36
nBondsS,30
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,10
naHRing,1
AATS0are,6.62606530612245
AATS1are,6.555365384615384
AATS2are,6.583949397590362
AATS3are,6.46515
AATS4are,6.449216363636363
AATS5are,6.562192233009709
AATS6are,6.3747669902912625
AATS7are,6.561478723404255
AATS8are,6.6098539325842705
AATSC0dv,4.124022398074876
AATSC0pe,0.14275493544356513
AATSC0se,0.10799793835901704
AATSC1dv,0.5236169995645216
AATSC1pe,-0.010720634030692325
AATSC1se,-0.010073407746772171
AATSC2dv,-0.27176985046948854
AATSC2pe,0.019808723272933492
AATSC2se,0.01887437981162467
AATSC3dv,-0.5023863222609027
AATSC3pe,-0.01738348761915239
AATSC3se,-0.011629014600834554
AATSC4dv,-0.10956718838157128
AATSC4pe,-0.017993506872136612
AATSC4se,-0.013936179546401115
AATSC5dv,0.531695336699724
AATSC5pe,0.03781809804167358
AATSC5se,0.03019175849059655
AATSC6dv,0.22451370820510433
AATSC6pe,-0.008917606337165365
AATSC6se,-0.012235354249645163
AATSC7dv,-0.4891366076673026
AATSC7pe,-0.016469373133534783
AATSC7se,-0.0163599079638803
AATSC8dv,-0.7772987731276022
AATSC8pe,-0.03899875566828424
AATSC8se,-0.02909951506160822
AETA_eta,0.7717237192259745
ATSC0are,7.430212244897956
ATSC1are,-0.6590374843815071
ATSC2are,1.9028445647646812
ATSC3are,-1.767620366513952
ATSC4are,-1.964790753852561
ATSC5are,4.319394668887962
ATSC6are,-1.0416012494793843
ATSC7are,-2.1883949187838385
ATSC8are,-3.4196957101207817
BCUTZ-1h,17.00110491812329
BCUTZ-1l,5.693117608083249
BCUTc-1h,0.45953953511520884
BCUTc-1l,-0.4407822892420345
BCUTd-1h,3.212238795286065
BCUTd-1l,0.9724788861996603
BCUTi-1h,14.55130134260914
BCUTi-1l,10.337558448508668
BCUTm-1h,35.45051805575722
BCUTm-1l,11.70503595695879
BCUTp-1h,2.916627303383373
BCUTp-1l,0.7413673424154467
BCUTs-1h,7.0115507411633935
BCUTs-1l,0.6284505524979658
BCUTv-1h,24.434241124393132
BCUTv-1l,14.70034382248754
BalabanJ,1.2769499663843513
Diameter,18
ETA_beta,45.5
GATS1are,0.7095065984157515
GATS2are,0.5580563477552019
GATS3are,0.9740873117948881
GATS4are,1.1180603165474636
GATS5are,0.7414201043377776
GATS6are,1.022836362091066
GATS7are,1.2401421177791287
GATS8are,1.471018211571962
HybRatio,0.043478260869565216
Lipinski,True
LogEE_Dt,359.66881284644893
MATS1are,-0.08357985890352364
MATS2are,0.15118896087072417
MATS3are,-0.10997095385504008
MATS4are,-0.11779272829947354
MATS5are,0.2765543688776393
MATS6are,-0.06668975591575038
MATS7are,-0.15352980719923748
MATS8are,-0.2533916604097658
MAXssCH2,-0.4243037335840365
MINssCH2,-0.4243037335840365
NsssssAs,0
RotRatio,0.16666666666666666
SM1_Dzpe,1.981823164402027
SM1_Dzse,1.9444032572524377
SMR_VSA1,24.284676131127995
SMR_VSA2,0.0
SMR_VSA3,9.467009378641833
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,11.861545009918906
SMR_VSA7,88.04566357040602
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
SpAD_DzZ,337.96523330122477
SpAD_Dzi,341.09879453787573
SpAD_Dzm,337.9391323195848
SpAD_Dzp,471.80845073748594
SpAD_Dzv,433.8360570191031
SpAbs_Dt,719.3376256928976
SpDiam_A,4.790077485479248
SpDiam_D,341.8793825091412
SpMAD_Dt,21.798109869481753
SpMax_Dt,359.66881284644893
SsssssAs,0
VE1_Dzpe,5.656565341423166
VE1_Dzse,5.656127535573447
VE2_Dzpe,0.17141107095221714
VE2_Dzse,0.17139780410828626
VE3_Dzpe,2.926739346354348
VE3_Dzse,2.9266619455348084
VMcGowan,323.4700000000008
VR1_Dzpe,220.5276457239091
VR1_Dzse,220.55843327435727
VR2_Dzpe,6.682655931027549
VR2_Dzse,6.6835888871017355
VR3_Dzpe,6.589945532932936
VR3_Dzse,6.5900851317639315
mZagreb1,11.083333333333334
mZagreb2,7.166666666666667
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,13
nBondsKS,39
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15163698458975422
AATSC1are,-0.012673797776567445
AATSC2are,0.022925838129694953
AATSC3are,-0.016675663835037283
AATSC4are,-0.017861734125932373
AATSC5are,0.04193587057172778
AATSC6are,-0.01011263349009111
AATSC7are,-0.023280797008338707
AATSC8are,-0.038423547304727884
AETA_beta,1.378787878787879
BCUTdv-1h,6.025809191055623
BCUTdv-1l,0.6606463678886805
BCUTpe-1h,3.502433977097797
BCUTpe-1l,2.241299145974464
BCUTse-1h,3.7153087288509994
BCUTse-1l,2.4371282923509883
ETA_alpha,15.914285714285716
ETA_dBeta,2.5
ETA_eta_B,0.601642718885806
ETA_eta_F,38.731008835937786
ETA_eta_L,6.5569035116318775
ETA_eta_R,64.19789157039494
ETA_psi_1,0.5471512770137528
LabuteASA,197.0002783127268
LogEE_DzZ,168.98284975626814
LogEE_Dzi,170.59746333266787
LogEE_Dzm,168.96987620251326
LogEE_Dzp,234.8458698497923
LogEE_Dzv,216.50710748377708
PEOE_VSA1,14.99041564663839
PEOE_VSA2,19.28352128306594
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,17.667306958694127
PEOE_VSA7,72.43520867237949
PEOE_VSA8,28.288177429569988
PEOE_VSA9,10.468588005587042
SM1_Dzare,2.0775922958175825
SpAD_Dzpe,348.94834718991166
SpAD_Dzse,351.74050115965497
SpAbs_DzZ,335.3722552008939
SpAbs_Dzi,339.60874656224587
SpAbs_Dzm,335.33759337658876
SpAbs_Dzp,475.9996735906632
SpAbs_Dzv,435.7262937376656
SpDiam_Dt,532.8673805205533
SpMAD_DzZ,10.24137070609772
SpMAD_Dzi,10.336327107208355
SpMAD_Dzm,10.240579767260146
SpMAD_Dzp,14.297225779923817
SpMAD_Dzv,13.146547182397065
SpMax_DzZ,168.98284975626814
SpMax_Dzi,170.59746333266787
SpMax_Dzm,168.96987620251326
SpMax_Dzp,234.8458698497923
SpMax_Dzv,216.50710748377708
VE1_Dzare,5.65614838595263
VE2_Dzare,0.17139843593795848
VE3_Dzare,2.926665631862711
VR1_Dzare,220.5648427739816
VR2_Dzare,6.683783114363079
VR3_Dzare,6.590114191666108
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4822510822510823
AETA_dBeta,0.07575757575757576
AETA_eta_B,0.018231597541994122
AETA_eta_F,1.1736669344223571
AETA_eta_L,0.1986940458070266
AETA_eta_R,1.9453906536483316
BCUTare-1h,3.556290809551171
BCUTare-1l,2.1917105269001285
ETA_beta_s,21.5
ETA_dPsi_A,0.1668487229862472
ETA_dPsi_B,0.0
ETA_eta_BR,0.945642718885806
ETA_eta_FL,9.255667331855413
ETA_eta_RL,15.81257084348729
LogEE_Dzpe,174.53422884236196
LogEE_Dzse,175.9291718906533
PEOE_VSA10,6.544756405912575
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,11.146391442523793
SlogP_VSA1,5.316788604006331
SlogP_VSA2,44.14116963922226
SlogP_VSA3,9.589074368143644
SlogP_VSA4,0.0
SlogP_VSA5,16.051916670617278
SlogP_VSA6,71.76565077011924
SlogP_VSA7,5.022633313741326
SlogP_VSA8,11.763406381517443
SlogP_VSA9,0.0
SpAD_Dzare,345.47043199476667
SpAbs_Dzpe,347.0866345203219
SpAbs_Dzse,349.9139405240543
SpDiam_DzZ,260.38609345184204
SpDiam_Dzi,261.57168841513555
SpDiam_Dzm,260.3776254675404
SpDiam_Dzp,363.7535715211287
SpDiam_Dzv,335.03933666822724
SpMAD_Dzpe,10.574192339088231
SpMAD_Dzse,10.65880306544409
SpMax_Dzpe,174.53422884236196
SpMax_Dzse,175.9291718906533
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6515151515151515
AETA_eta_BR,0.028655839966236545
AETA_eta_FL,0.2804747676319822
AETA_eta_RL,0.4791688134390088
DetourIndex,5743
EState_VSA1,29.567632865739718
EState_VSA2,10.468588005587042
EState_VSA3,22.09133385795691
EState_VSA4,16.66179468024159
EState_VSA5,18.208754243757102
EState_VSA6,59.294879767097314
EState_VSA7,0.0
EState_VSA8,5.316788604006331
EState_VSA9,11.600939890232516
ETA_beta_ns,24.0
ETA_shape_p,0.14961101137043684
ETA_shape_x,0.0
ETA_shape_y,0.36445242369838415
GhoseFilter,False
LogEE_Dzare,172.79817333968083
SlogP_VSA10,10.481923458755384
SlogP_VSA11,0.0
SpAbs_Dzare,343.5187543835442
SpDiam_Dzpe,268.5476726206963
SpDiam_Dzse,270.9356854340615
SpMAD_Dzare,10.468800969538384
SpMax_Dzare,172.79817333968083
TopoPSA(NO),108.71000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.7020421459730068
VSA_EState9,80.35028059635924
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7272727272727273
EState_VSA10,24.284676131127995
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.017748917748917684
FilterItLogS,-4.473135928239427
SpDiam_Dzare,265.6463301571474
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6915451895043726
ETA_epsilon_2,0.8813852813852809
ETA_epsilon_3,0.4419354838709669
ETA_epsilon_4,0.5863539445628986
ETA_epsilon_5,0.8481632653061221
AETA_beta_ns_d,0.030303030303030304
ETA_dEpsilon_A,0.24960970563340568
ETA_dEpsilon_B,0.10519124494147403
ETA_dEpsilon_C,-0.14441846069193165
ETA_dEpsilon_D,0.03322201607915887
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7878787878787878
MDEDescriptor,"0.0,0.0,0.0,0.0,13.894542208078294,25.937820705060407,0.0,8.754224817728222,0.0,0.0,1.37666982389507,0.0,0.0,0.0,0.0,0.0,0.0,0.4082482904638629,0.19999999999999996"
APolDescriptor,63.538687999999965
BCUTDescriptor,"11.849999999999998,34.968854425089674,-0.3278296635571136,0.2908889501145865,4.2759418118582175,11.935513927054329"
BPolDescriptor,28.643311999999995
TPSADescriptor,134.01000000000002
ALOGPDescriptor,"4.5886999999999984,21.056167689999985,124.1202"
XLogPDescriptor,3.2680000000000002
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,481.04991942
ChiPathDescriptor,"23.53480494807372,15.812570843487293,14.719833413782894,11.997024527933538,9.816109968157209,7.700357114271333,4.8365280376103055,3.7225564389664334,18.46858225023666,10.829628677483269,8.411088797752434,5.893204705325161,4.1325334714224775,2.676049830364532,1.4861511314179277,0.9305169044444063"
ChiChainDescriptor,"0.0,0.0,0.19641855032959654,0.5862873331187656,0.8351574153569638,0.0,0.0,0.1114984679793393,0.2457597914683422,0.2765232661639945"
AtomCountDescriptor,49
BondCountDescriptor,36
SmallRingDescriptor,"4,3,4,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"2.4817922915228565,0.0,0.5737669400163349,0.0,1.1003627363501234,0.0,0.14618842635714557,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,16,1,1,0,0,0"
ZagrebIndexDescriptor,174.0
LargestChainDescriptor,19
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"67.10188566815233,2.033390474792495,28.081708528128132,12.526616246130224,9.971265481107924"
FractionalPSADescriptor,0.2785781570477662
WienerNumbersDescriptor,"3586.0,50.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.443410650935852,8.063944493167932,10.836005959238141,2.0424286080106224,2.6543621943461533,2.8681060063982984"
FractionalCSP3Descriptor,0.043478260869565216
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"26.074074074074073,11.82314494425221,6.6115702479338845"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1648.1
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.043478260869565216
AutocorrelationDescriptorMass,"51.79298902783296,44.28125639965044,68.33800747773202,65.36305638551836,60.493824546141454"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.7763191113889794,-0.43739370482275153,0.19346332694886462,-0.061914954820265024,-0.4000880502787884"
EccentricConnectivityIndexDescriptor,972
AutocorrelationDescriptorPolarizability,"2424.4200624510668,2863.763881629183,3999.786046910661,3780.3581050561634,3509.568330412936"
