DLiP-ID,T001HM
AATSC5p,0.0022500815368590417
AATSC5s,0.12325334297211317
AATSC5v,1.053531933087056
AATSC6Z,0.23765432098765443
AATSC6c,-0.005106926774034276
AATSC6d,-0.07769097222222222
AATSC6i,0.0901891865589979
AATSC6m,1.3059305509259236
AATSC6p,0.012705781114513757
AATSC6s,-0.5548436162061912
AATSC6v,6.804253149720874
AATSC7Z,-3.4567810457516344
AATSC7c,0.003621009298298029
AATSC7d,-0.06594669117647059
AATSC7i,-0.0526647763291307
AATSC7m,-15.663041367647065
AATSC7p,-0.04465742820533342
AATSC7s,0.41490210936519345
AATSC7v,-10.35856787662909
AATSC8Z,-1.739392551892552
AATSC8c,0.0009908778319646868
AATSC8d,0.014208447802197802
AATSC8i,-0.18878854226764136
AATSC8m,-7.869815293956043
AATSC8p,-0.040004956655070534
AATSC8s,-0.33550275785498745
AATSC8v,-5.776570425502431
ATS0are,306.4485000000001
ATS1are,312.555
ATS2are,571.813
ATS3are,725.9358
ATS4are,812.886
ATS5are,784.4160000000002
ATS6are,680.9180000000001
ATS7are,577.2810000000001
ATS8are,552.979
ATSC0dv,221.962962962963
ATSC0pe,7.711181249999996
ATSC0se,5.600409812499999
ATSC1dv,39.73225308641976
ATSC1pe,0.18551289062500226
ATSC1se,0.2072831289062495
ATSC2dv,24.40200617283952
ATSC2pe,1.0825222656250029
ATSC2se,0.6354439726562489
ATSC3dv,-63.57870370370368
ATSC3pe,-1.2515992187499951
ATSC3se,-0.7460060546875008
ATSC4dv,44.56095679012347
ATSC4pe,2.1245433593750045
ATSC4se,1.8433986210937483
ATSC5dv,54.15354938271604
ATSC5pe,1.988993359374997
ATSC5se,1.0021784960937496
ATSC6dv,-76.84259259259258
ATSC6pe,-3.1733453124999977
ATSC6se,-2.652035828125001
ATSC7dv,20.59336419753088
ATSC7pe,1.0938457031250097
ATSC7se,1.5626054570312462
ATSC8dv,-28.253858024691365
ATSC8pe,-1.6880644531250013
ATSC8se,-1.377357894531249
AXp-0dv,0.6165590779823469
AXp-1dv,0.372677768539055
AXp-2dv,0.22090276513038692
AXp-3dv,0.12519225899235528
AXp-4dv,0.07093928821271062
AXp-5dv,0.04159344278186696
AXp-6dv,0.029256344509378782
AXp-7dv,0.018576235566256375
BertzCT,726.0098964878692
ECIndex,513
ETA_eta,22.729577456735296
GATS1dv,0.5764224929083931
GATS1pe,0.607725784356241
GATS1se,0.6127214287750512
GATS2dv,0.9289376932263671
GATS2pe,0.8467422010434087
GATS2se,0.8702028497582712
GATS3dv,1.1237452466474043
GATS3pe,0.999713093198156
GATS3se,0.9930416720841362
GATS4dv,0.9338729830471507
GATS4pe,0.948581038081634
GATS4se,0.9586033940495151
GATS5dv,0.8923757507117883
GATS5pe,0.9051238441254422
GATS5se,0.9297242321404536
GATS6dv,1.2918312104863081
GATS6pe,1.3660012638573806
GATS6se,1.4216566085216946
GATS7dv,1.1394205003877071
GATS7pe,1.262997386386928
GATS7se,1.2797226188283886
GATS8dv,0.9683742754825684
GATS8pe,1.0227921583720674
GATS8se,1.0321879261777487
LogEE_A,4.123011573166207
LogEE_D,130.18554294052657
MATS1dv,0.17535083447695782
MATS1pe,0.02356667641099844
MATS1se,0.0362567861580732
MATS2dv,0.059292020465824394
MATS2pe,0.07571242514187684
MATS2se,0.06119397821109458
MATS3dv,-0.12060561883601038
MATS3pe,-0.06834091012149926
MATS3se,-0.05608657634284517
MATS4dv,0.07587723735434122
MATS4pe,0.10413151911278673
MATS4se,0.12440475115227162
MATS5dv,0.09221125433740936
MATS5pe,0.09748772558724937
MATS5se,0.06763364417769097
MATS6dv,-0.1538646939948458
MATS6pe,-0.18290008349167572
MATS6se,-0.21046363208045651
MATS7dv,0.052392497129003485
MATS7pe,0.08010460173545815
MATS7se,0.15756212900934932
MATS8dv,-0.06714243540540889
MATS8pe,-0.11546967899715428
MATS8se,-0.12972594402664295
MAXaaCH,1.7440612927269674
MAXaasC,1.0177880445872873
MAXdssC,-0.6187645584200416
MAXsCH3,2.0123133872688137
MAXsssN,1.2176286008230452
MDEC-11,0.43067436424814404
MDEC-12,3.9004527392485193
MDEC-13,3.6893769654206294
MDEC-22,7.260532167080688
MDEC-23,13.529915971327577
MDEC-33,3.6279779504770735
MDEO-11,1.346165863147035
MDEO-12,1.559237307615671
MDEO-22,0.25
MINaaCH,1.5089792768959436
MINaasC,0.09085879104728356
MINdssC,-0.6327443415637848
MINsCH3,1.2148976396616429
MINsssN,1.2176286008230452
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.267857142857143
SM1_Dzi,1.1771542054576627
SM1_Dzm,2.2634523555072885
SM1_Dzp,-6.587809473182247
SM1_Dzv,-2.555712621420115
SddssSe,0
SpAD_Dt,386.1179599881501
SpAbs_A,30.918567784207823
SpAbs_D,260.3710858810533
SpMAD_A,1.236742711368313
SpMAD_D,10.414843435242133
SpMax_A,2.4103106342003766
SpMax_D,130.18554294052657
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,98.35999999999999
TpiPC10,7.316714276344557
VAdjMat,5.700439718141092
VE1_DzZ,4.893916255963082
VE1_Dzi,4.918180668831373
VE1_Dzm,4.89389476356509
VE1_Dzp,4.8875214236476845
VE1_Dzv,4.910110887380186
VE2_DzZ,0.19575665023852326
VE2_Dzi,0.1967272267532549
VE2_Dzm,0.19575579054260359
VE2_Dzp,0.19550085694590738
VE2_Dzv,0.19640443549520742
VE3_DzZ,2.504283585175505
VE3_Dzi,2.5092294112340174
VE3_Dzm,2.5042791935095954
VE3_Dzp,2.5029760405310575
VE3_Dzv,2.5075872574133875
VR1_DzZ,142.16154143466312
VR1_Dzi,140.282355484673
VR1_Dzm,142.16427252776228
VR1_Dzp,143.43049913682609
VR1_Dzv,141.41178186351965
VR2_DzZ,5.686461657386525
VR2_Dzi,5.611294219386919
VR2_Dzm,5.686570901110491
VR2_Dzp,5.737219965473043
VR2_Dzv,5.656471274540786
VR3_DzZ,5.873254758618035
VR3_Dzi,5.859947948313065
VR3_Dzm,5.8732739696285385
VR3_Dzp,5.882141323177192
VR3_Dzv,5.867966804804076
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.06504557740277428
Xch-7dv,0.08732599797447468
Xpc-4dv,2.7228211843435672
Xpc-5dv,3.1054216372731154
Xpc-6dv,3.6828018047774838
Zagreb1,126.0
Zagreb2,146.0
fragCpx,76.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,6
nBondsD,4
nBondsM,10
nBondsO,26
nBondsS,39
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,0
AATS0are,6.384343750000002
AATS1are,6.378673469387755
AATS2are,6.424865168539326
AATS3are,6.367857894736842
AATS4are,6.40067716535433
AATS5are,6.176503937007875
AATS6are,6.304796296296297
AATS7are,6.791541176470589
AATS8are,6.0766923076923085
AATSC0dv,4.624228395061729
AATSC0pe,0.16064960937499992
AATSC0se,0.1166752044270833
AATSC1dv,0.8108623078861176
AATSC1pe,0.003785977359693924
AATSC1se,0.004230267936862235
AATSC2dv,0.2741798446386463
AATSC2pe,0.012163171523876437
AATSC2se,0.007139819917485943
AATSC3dv,-0.5577079272254709
AATSC3pe,-0.010978940515350834
AATSC3se,-0.006543912760416674
AATSC4dv,0.3508736755127832
AATSC4pe,0.016728687869094525
AATSC4se,0.01451494977239172
AATSC5dv,0.4264059006513074
AATSC5pe,0.015661365034448795
AATSC5se,0.007891169260580706
AATSC6dv,-0.7115054869684498
AATSC6pe,-0.029382826967592573
AATSC6se,-0.024555887297453713
AATSC7dv,0.24227487291212801
AATSC7pe,0.012868772977941291
AATSC7se,0.018383593612132307
AATSC8dv,-0.31048195631528974
AATSC8pe,-0.018550158825549466
AATSC8se,-0.015135801038804934
AETA_eta,0.9091830982694118
ATSC0are,8.395331249999998
ATSC1are,-0.09588398437499954
ATSC2are,1.2156753906250013
ATSC3are,-1.358411718749998
ATSC4are,2.7478464843750015
ATSC5are,2.062252734374999
ATSC6are,-3.9925328124999986
ATSC7are,1.9553425781250056
ATSC8are,-1.7855738281250004
BCUTZ-1h,16.013012067453374
BCUTZ-1l,5.692623247699111
BCUTc-1h,0.4643311405622762
BCUTc-1l,-0.49839527074814705
BCUTd-1h,4.043817201673256
BCUTd-1l,0.9712655427360785
BCUTi-1h,14.543338706427498
BCUTi-1l,10.311704285080529
BCUTm-1h,32.06648891063711
BCUTm-1l,11.703686586449297
BCUTp-1h,2.95693817508983
BCUTp-1l,0.7408139493159616
BCUTs-1h,7.015025222763389
BCUTs-1l,0.29519066712454484
BCUTv-1h,24.443290562918058
BCUTv-1l,14.699913018223203
BalabanJ,1.9395713901041223
Diameter,13
ETA_beta,27.75
GATS1are,0.6454725800663289
GATS2are,0.8536288105622375
GATS3are,1.0071873045666397
GATS4are,0.9403816851218937
GATS5are,0.9073668505445273
GATS6are,1.4050198921462933
GATS7are,1.2503387102276424
GATS8are,1.012861421383122
HybRatio,0.5294117647058824
Lipinski,True
LogEE_Dt,193.05897999407503
MATS1are,-0.011188024101770435
MATS2are,0.07809640084116787
MATS3are,-0.06812867913310361
MATS4are,0.12370639354758085
MATS5are,0.09284137589338222
MATS6are,-0.2113625984415776
MATS7are,0.13152470379085474
MATS8are,-0.112186298796714
MAXddssS,-3.791292162698413
MAXssCH2,0.2523485303977726
MAXsssCH,0.2847688884701174
MINddssS,-3.791292162698413
MINssCH2,-0.692936980347695
MINsssCH,-0.9122528018451537
NsssssAs,0
RotRatio,0.19230769230769232
SM1_Dzpe,1.725137698898409
SM1_Dzse,1.7025878985853349
SMR_VSA1,27.480597260072678
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,30.702704750208376
SMR_VSA6,32.62117148296274
SMR_VSA7,29.828919765543436
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,190.28040878634081
SpAD_Dzi,222.69032744395798
SpAD_Dzm,190.2993932213201
SpAD_Dzp,268.37062253185957
SpAD_Dzv,252.98411463800065
SpAbs_Dt,386.1179599881499
SpDiam_A,4.820621268400752
SpDiam_D,194.95516073662282
SpMAD_Dt,15.444718399526005
SpMax_Dt,193.05897999407503
SsssssAs,0
VE1_Dzpe,4.917570988043859
VE1_Dzse,4.915960898925032
VE2_Dzpe,0.19670283952175435
VE2_Dzse,0.19663843595700128
VE3_Dzpe,2.5091054388505
VE3_Dzse,2.508777969706814
VMcGowan,268.7200000000002
VR1_Dzpe,140.16387148776033
VR1_Dzse,140.31165091673444
VR2_Dzpe,5.606554859510413
VR2_Dzse,5.612466036669377
VR3_Dzpe,5.859102980596856
VR3_Dzse,5.860156758419479
mZagreb1,10.340277777777779
mZagreb2,5.569444444444444
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,42
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.17490273437499995
AATSC1are,-0.001956816007653052
AATSC2are,0.013659274051966307
AATSC3are,-0.011915892269736824
AATSC4are,0.021636586491141745
AATSC5are,0.016238210506889755
AATSC6are,-0.03696789641203702
AATSC7are,0.023004030330882417
AATSC8are,-0.019621690418956048
AETA_beta,1.11
BCUTdv-1h,6.029255059078636
BCUTdv-1l,0.6398743197201071
BCUTpe-1h,3.5362219989679886
BCUTpe-1l,2.2362506197778345
BCUTse-1h,3.7674038098656992
BCUTse-1l,2.435309349933893
ETA_alpha,11.733333333333333
ETA_dBeta,-3.75
ETA_eta_B,0.6561575221957199
ETA_eta_F,23.86739084133895
ETA_eta_L,6.354547681582087
ETA_eta_R,46.596968298074245
ETA_psi_1,0.5153733528550514
LabuteASA,147.37530193542167
LogEE_DzZ,94.8531668168157
LogEE_Dzi,111.31916081245723
LogEE_Dzm,94.86224683021813
LogEE_Dzp,133.101064949869
LogEE_Dzv,126.16080354066712
PEOE_VSA1,14.373635638450576
PEOE_VSA2,4.794537184071822
PEOE_VSA3,13.212334168400758
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,25.980208536304467
PEOE_VSA7,23.61409167478161
PEOE_VSA8,6.544756405912575
PEOE_VSA9,25.219044945821146
SM1_Dzare,1.8753633027942849
SpAD_Dzpe,218.61204635126379
SpAD_Dzse,216.92251133773073
SpAbs_DzZ,188.55683735776944
SpAbs_Dzi,221.70151791137363
SpAbs_Dzm,188.57916943113452
SpAbs_Dzp,272.8503329736236
SpAbs_Dzv,254.87731970275428
SpDiam_Dt,283.9778467635081
SpMAD_DzZ,7.611216351453632
SpMAD_Dzi,8.90761309775832
SpMAD_Dzm,7.611975728852803
SpMAD_Dzp,10.734824901274383
SpMAD_Dzv,10.119364585520026
SpMax_DzZ,94.8531668168157
SpMax_Dzi,111.31916081245723
SpMax_Dzm,94.86224683021813
SpMax_Dzp,133.101064949869
SpMax_Dzv,126.16080354066712
VE1_Dzare,4.918543786558157
VE2_Dzare,0.19674175146232628
VE3_Dzare,2.5093032402262994
VR1_Dzare,140.03927051583003
VR2_Dzare,5.601570820633201
VR3_Dzare,5.8582136188341565
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4693333333333333
AETA_dBeta,-0.15
AETA_eta_B,0.026246300887828797
AETA_eta_F,0.9546956336535579
AETA_eta_L,0.2541819072632835
AETA_eta_R,1.8638787319229697
BCUTare-1h,3.5805694913760835
BCUTare-1l,2.182090332213433
ETA_beta_s,15.75
ETA_dPsi_A,0.1986266471449486
ETA_dPsi_B,0.0
ETA_eta_BR,0.8281575221957198
ETA_eta_FL,5.403508358595289
ETA_eta_RL,11.758056040177376
LogEE_Dzpe,109.32996357991236
LogEE_Dzse,108.49634823437458
PEOE_VSA10,5.752853606746789
PEOE_VSA11,15.879093965565463
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,63.85720404459346
SlogP_VSA3,28.900053412161242
SlogP_VSA4,0.0
SlogP_VSA5,25.328831937239638
SlogP_VSA6,29.160951749364212
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,218.51213327624947
SpAbs_Dzpe,217.16293068418912
SpAbs_Dzse,215.49233750291907
SpDiam_DzZ,140.60607349637712
SpDiam_Dzi,169.2176012925688
SpDiam_Dzm,140.61486803159025
SpDiam_Dzp,196.14669547028478
SpDiam_Dzv,188.770769295281
SpMAD_Dzpe,8.744481854050552
SpMAD_Dzse,8.676900453509228
SpMax_Dzpe,109.32996357991236
SpMax_Dzse,108.49634823437458
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.63
AETA_eta_BR,0.033126300887828794
AETA_eta_FL,0.21614033434381155
AETA_eta_RL,0.470322241607095
DetourIndex,2338
EState_VSA1,33.50843258961561
EState_VSA2,30.57190985661758
EState_VSA3,0.0
EState_VSA4,5.563451491696996
EState_VSA5,24.14244140905123
EState_VSA6,12.13273413692322
EState_VSA7,13.847474399381248
EState_VSA8,4.736862953800049
EState_VSA9,4.736862953800049
ETA_beta_ns,12.0
ETA_shape_p,0.2414772727272727
ETA_shape_x,0.07102272727272728
ETA_shape_y,0.2897727272727273
GhoseFilter,True
LogEE_Dzare,109.2749340282918
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,216.93682810190225
SpDiam_Dzpe,166.2818468323553
SpDiam_Dzse,164.6217051085514
SpMAD_Dzare,8.740485331049978
SpMax_Dzare,109.2749340282918
TopoPSA(NO),89.97999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,25.035073381204334
VSA_EState9,46.00621878149407
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.48
EState_VSA10,18.00687135247258
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0306666666666667
FilterItLogS,-2.8721543402782386
SpDiam_Dzare,166.5590306829289
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6180555555555557
ETA_epsilon_2,0.9106666666666663
ETA_epsilon_3,0.4369863013698634
ETA_epsilon_4,0.5827160493827163
ETA_epsilon_5,0.9106666666666663
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.1810692541856923
ETA_dEpsilon_B,0.03533950617283943
ETA_dEpsilon_C,-0.14572974801285288
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.6
MDEDescriptor,"0.43067436424814404,3.9004527392485193,3.6893769654206294,0.0,7.260532167080688,13.529915971327577,0.0,3.6279779504770735,0.0,0.0,1.346165863147035,1.559237307615671,0.25,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,54.068238999999984
BCUTDescriptor,"11.850000000000005,31.972072284707863,-0.37725615204745977,0.2814922260414182,4.678232416891875,11.759273119577076"
BPolDescriptor,39.34776099999999
TPSADescriptor,98.35999999999999
ALOGPDescriptor,"0.6512000000000011,0.42406144000000145,89.7339"
XLogPDescriptor,1.4029999999999998
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,369.12460864
ChiPathDescriptor,"18.612519696192855,11.758056040177376,11.023408225787374,8.648506208688737,6.619211646002093,4.753550196080642,3.115876646611877,2.2531733838462866,14.80122213952919,8.449649288288072,6.6802890140726445,4.545044390474483,2.9238901614906245,1.8462611996892337,1.1303549849562728,0.6993028180889334"
ChiChainDescriptor,"0.0,0.0,0.0,0.16666666666666666,0.18600423396407312,0.0,0.0,0.0,0.06504557740277428,0.07030503102921122"
AtomCountDescriptor,48
BondCountDescriptor,26
SmallRingDescriptor,"2,1,2,1,0,0,0,2,0,0,0"
ChiClusterDescriptor,"2.4383844307162965,0.20412414523193154,0.7631340244814354,0.10206207261596577,1.0819241592403037,0.03606186020065962,0.24595523044251347,0.012020620066886539"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,5,1,6,1,1,0"
ZagrebIndexDescriptor,126.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.45
WeightedPathDescriptor,"49.41493214680198,1.9765972858720793,22.647333160443715,15.746910814985293,3.437663424204234"
FractionalPSADescriptor,0.26646828116498883
WienerNumbersDescriptor,"1570.0,40.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0"
ChiPathClusterDescriptor,"5.026429319575255,7.156638165968109,9.07590461257324,2.021979673969396,2.2338240815763166,2.2978153946723254"
FractionalCSP3Descriptor,0.5294117647058824
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,4,0,0,4,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.301775147928993,9.273922571219869,5.489603024574669"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,1801.08
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.5294117647058824
AutocorrelationDescriptorMass,"36.134547552972165,36.943466974747196,47.76531080872231,53.654913648570975,51.86371451904018"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.8632181344988327,-0.3846130509778605,-0.09766266007638033,-0.005653287596088093,0.15780711906193737"
EccentricConnectivityIndexDescriptor,513
AutocorrelationDescriptorPolarizability,"1767.6283001205215,2038.7582126706932,2846.741740971561,2904.532992734065,2580.5477939512057"
