DLiP-ID,C000M6
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,6.065429456762128
SsLi,0
SsOH,9.952135928445452
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,54.87572718363886
TIC1,120.14410815101267
TIC2,160.25998605212607
TIC3,183.9114705065294
TIC4,188.66635800869278
TIC5,188.66635800869278
Vabc,262.89813280275644
WPol,35
apol,44.47427399999999
bpol,20.277725999999998
nRot,1
ABCGG,12.924900824089098
ATS0Z,1032.0
ATS0d,124.0
ATS0i,6048.872566395882
ATS0m,4179.645759000002
ATS0p,62.01993628728202
ATS0s,114.2275186709343
ATS0v,8722.970638094484
ATS1Z,998.0
ATS1d,158.0
ATS1i,5734.109352539448
ATS1m,3797.105714999999
ATS1p,77.36726125600002
ATS1s,111.3261316872428
ATS1v,10960.079991994193
ATS2Z,1495.0
ATS2d,259.0
ATS2i,10570.081085242991
ATS2m,5598.701120999998
ATS2p,120.11051558909398
ATS2s,172.90637860082305
ATS2v,16537.81184239106
ATS3Z,1878.0
ATS3d,319.0
ATS3i,14843.247947626327
ATS3m,6888.436549999999
ATS3p,154.60458955448993
ATS3s,229.8261316872428
ATS3v,20543.940871158695
ATS4Z,1682.0
ATS4d,318.0
ATS4i,18422.787303095905
ATS4m,5911.000896000001
ATS4p,159.364715282074
ATS4s,240.11934156378604
ATS4v,20040.837762687475
ATS5Z,1646.0
ATS5d,304.0
ATS5i,18575.5263452595
ATS5m,5854.006267999999
ATS5p,148.816327380866
ATS5s,246.6152263374486
ATS5v,18910.27238887664
ATS6Z,1556.0
ATS6d,224.0
ATS6i,15024.135606227357
ATS6m,5454.783158999999
ATS6p,131.131777432188
ATS6s,250.48971193415645
ATS6v,16611.13771237128
ATS7Z,1052.0
ATS7d,173.0
ATS7i,14946.778681782847
ATS7m,3542.6893840000007
ATS7p,98.85551356946999
ATS7s,202.5987654320988
ATS7v,11533.080630215962
ATS8Z,542.0
ATS8d,80.0
ATS8i,9019.27231450563
ATS8m,1686.5758979999998
ATS8p,50.73199221182901
ATS8s,112.44444444444444
ATS8v,5404.12967067367
C1SP1,0
C1SP2,0
C1SP3,2
C2SP1,0
C2SP2,9
C2SP3,1
C3SP2,3
C3SP3,1
C4SP3,0
FCSP3,0.29411764705882354
GGI10,0.0
JGI10,0.0
JGT10,0.43709270640607045
Kier1,14.917355371900827
Kier2,6.40582726326743
Kier3,3.276621058893516
MID_C,35.35243715320472
MID_N,2.1362557535231748
MID_O,1.7692585513935137
MID_X,1.767670396817316
MID_h,5.673184701734004
MPC10,76
MWC01,22.0
MWC02,4.672828834461906
MWC03,5.5254529391317835
MWC04,6.408528791059498
MWC05,7.2868764117507
MWC06,8.176672771948455
MWC07,9.0642735958414
MWC08,9.95679132455844
MWC09,10.84807415356513
MWC10,11.74175681007405
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.6654000000000027
SRW02,3.8066624897703196
SRW03,0.0
SRW04,5.1298987149230735
SRW05,0.0
SRW06,6.647688373563329
SRW07,2.70805020110221
SRW08,8.255568653283746
SRW09,5.293304824724492
SRW10,9.913685377512573
SaaCH,14.226038219814672
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.341380647938189
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,2.1421471088435373
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.3359315948601664
SsssP,0
VE1_A,4.027190135527624
VE1_D,4.408117610243889
VE2_A,0.2013595067763812
VE2_D,0.22040588051219445
VE3_A,2.0862160764941056
VE3_D,2.176594933144436
VR1_A,121.86055606330636
VR1_D,106.28107933095964
VR2_A,6.0930278031653184
VR2_D,5.3140539665479825
VR3_A,5.496024588502218
VR3_D,5.359234456941576
WPath,735
Xc-3d,1.3655785156950866
Xc-4d,0.0
Xc-5d,0.35830498571017655
Xc-6d,0.0
Xp-0d,14.11251969619286
Xp-1d,9.647867045540842
Xp-2d,8.830075507067086
Xp-3d,7.405451677751835
Xp-4d,5.955212479929644
Xp-5d,5.364373637290296
Xp-6d,3.74793107661874
Xp-7d,2.6316337816004407
ZMIC0,66.56453252372884
ZMIC1,43.68647750151624
ZMIC2,27.3307592009116
ZMIC3,22.41100927032707
ZMIC4,21.957774992059413
ZMIC5,21.957774992059413
nAcid,0
nAtom,38
nBase,1
nRing,3
piPC1,3.367295829986474
piPC2,3.9512437185814275
piPC3,4.48863636973214
piPC4,5.0238805208462765
piPC5,5.593781579441872
piPC6,5.736370664249352
piPC7,5.997539805298402
piPC8,6.303248356397923
piPC9,6.545708791241494
AATS0Z,27.157894736842106
AATS0d,3.263157894736842
AATS0i,159.18085701041795
AATS0m,109.9906778684211
AATS0p,1.6321035865074216
AATS0s,3.0059873334456397
AATS0v,229.55185889722327
AATS1Z,24.95
AATS1d,3.95
AATS1i,143.3527338134862
AATS1m,94.92764287499998
AATS1p,1.9341815314000006
AATS1s,2.78315329218107
AATS1v,274.00199979985484
AATS2Z,21.357142857142858
AATS2d,3.7
AATS2i,151.00115836061417
AATS2m,79.98144458571426
AATS2p,1.7158645084156283
AATS2s,2.470091122868901
AATS2v,236.25445489130087
AATS3Z,19.163265306122447
AATS3d,3.2551020408163267
AATS3i,151.46171375128904
AATS3m,70.29016887755101
AATS3p,1.5775978525968362
AATS3s,2.345164609053498
AATS3v,209.63204970570098
AATS4Z,14.254237288135593
AATS4d,2.694915254237288
AATS4i,156.1253161279314
AATS4m,50.093227932203405
AATS4p,1.3505484345938474
AATS4s,2.034909674269373
AATS4v,169.83760815836843
AATS5Z,14.189655172413794
AATS5d,2.6206896551724137
AATS5i,160.1338478039612
AATS5m,50.46557127586206
AATS5p,1.2828993739729828
AATS5s,2.1259933304952465
AATS5v,163.0195895592814
AATS6Z,16.208333333333332
AATS6d,2.3333333333333335
AATS6i,156.5014125648683
AATS6m,56.820657906249984
AATS6p,1.365956014918625
AATS6s,2.609267832647463
AATS6v,173.0326845038675
AATS7Z,11.56043956043956
AATS7d,1.901098901098901
AATS7i,164.25031518442688
AATS7m,38.93065257142858
AATS7p,1.0863243249392307
AATS7s,2.2263600596933935
AATS7v,126.73714978259298
AATS8Z,10.226415094339623
AATS8d,1.509433962264151
AATS8i,170.1749493302949
AATS8m,31.822186754716977
AATS8p,0.9572074002231888
AATS8s,2.1215932914046123
AATS8v,101.96471076742775
AMID_C,1.7676218576602358
AMID_N,0.10681278767615873
AMID_O,0.08846292756967569
AMID_X,0.0883835198408658
AMID_h,0.2836592350867002
ATS0dv,215.60493827160494
ATS0pe,228.72330000000002
ATS0se,284.750101
ATS1dv,230.11111111111111
ATS1pe,253.56650000000002
ATS1se,304.5480899999999
ATS2dv,306.44444444444446
ATS2pe,433.44250000000005
ATS2se,528.527968
ATS3dv,341.33333333333337
ATS3pe,595.6179000000002
ATS3se,733.90211
ATS4dv,290.6666666666667
ATS4pe,686.0249999999999
ATS4se,862.232636
ATS5dv,283.8888888888889
ATS5pe,675.2265000000002
ATS5se,851.94226
ATS6dv,213.55555555555554
ATS6pe,582.982
ATS6se,726.4601260000001
ATS7dv,100.44444444444444
ATS7pe,523.1595
ATS7se,670.2282820000001
ATS8dv,31.666666666666664
ATS8pe,306.61050000000006
ATS8se,398.25606
ATSC0Z,424.0
ATSC0c,0.5360250422775397
ATSC0d,22.84210526315789
ATSC0i,53.30995817332102
ATSC0m,2000.136354552631
ATSC0p,9.968329765516842
ATSC0s,27.183573789297206
ATSC0v,2065.76459994473
ATSC1Z,6.0
ATSC1c,-0.21688970504393087
ATSC1d,8.32409972299169
ATSC1i,-2.686679443817988
ATSC1m,30.918161181440755
ATSC1p,0.36678696325079807
ATSC1s,-2.396512106078012
ATSC1v,79.66273452714509
ATSC2Z,15.0
ATSC2c,-0.11062255758795805
ATSC2d,-3.340720221606648
ATSC2i,19.05601249226588
ATSC2m,77.06030021883691
ATSC2p,2.039053378037975
ATSC2s,1.0036472127542888
ATSC2v,302.6294648506457
ATSC3Z,-30.0
ATSC3c,0.04752042751268957
ATSC3d,-0.9612188365650959
ATSC3i,-11.748327806923117
ATSC3m,-158.05445239889156
ATSC3p,-2.8543270333679076
ATSC3s,-2.8386554837385862
ATSC3v,-570.9643733435845
ATSC4Z,-30.0
ATSC4c,0.027069325132332477
ATSC4d,-7.457063711911356
ATSC4i,-26.544512681424866
ATSC4m,-149.9722940318561
ATSC4p,-3.090535308185457
ATSC4s,0.7997538864971007
ATSC4v,-532.9802427256593
ATSC5Z,94.0
ATSC5c,-0.05263114826745181
ATSC5d,-8.833795013850418
ATSC5i,6.079656407105262
ATSC5m,451.4845522077558
ATSC5p,2.168744417153324
ATSC5s,4.227861184258024
ATSC5v,608.5992075318927
ATSC6Z,-184.0
ATSC6c,0.10555205319505342
ATSC6d,-11.548476454293626
ATSC6i,-23.950066699897707
ATSC6m,-886.6575951855951
ATSC6p,-6.13052194755497
ATSC6s,-7.225722982823461
ATSC6v,-1384.7273667629133
ATSC7Z,16.0
ATSC7c,-0.0791965476493686
ATSC7d,-0.8060941828254858
ATSC7i,-6.2305134209269415
ATSC7m,77.0760197292239
ATSC7p,0.048351465527193965
ATSC7s,-1.4713755704509275
ATSC7v,-99.28329253106159
ATSC8Z,-110.0
ATSC8c,-0.04447597946003244
ATSC8d,7.351800554016618
ATSC8i,5.165905736162056
ATSC8m,-506.43577892867074
ATSC8p,0.25649833698198254
ATSC8s,-6.9267157384291735
ATSC8v,10.474714915417021
AXp-0d,0.705625984809643
AXp-1d,0.43853941116094736
AXp-2d,0.28484114538926086
AXp-3d,0.18062077262809353
AXp-4d,0.1102817125912897
AXp-5d,0.07249153563905805
AXp-6d,0.04627075403233012
AXp-7d,0.03096039743059342
GATS1Z,0.6566627358490567
GATS1c,1.3055883061965516
GATS1d,0.7896601382488481
GATS1i,1.1587682439094489
GATS1m,0.6613519135715967
GATS1p,0.8869108144527291
GATS1s,0.9687125639773069
GATS1v,0.90069913457393
GATS2Z,0.7193059299191373
GATS2c,0.9895743583586862
GATS2d,1.3768433179723505
GATS2i,0.9253297199003542
GATS2m,0.7226511177257813
GATS2p,0.7995533678216632
GATS2s,0.5866091956164162
GATS2v,0.8548789916589775
GATS3Z,0.8668535810550636
GATS3c,0.7333809378549168
GATS3d,1.1570111915734038
GATS3i,1.1153052426234433
GATS3m,0.873022217434787
GATS3p,1.062017987381268
GATS3s,0.8166081655579048
GATS3v,1.0678916868682835
GATS4Z,0.8467580748321074
GATS4c,0.5701642455703186
GATS4d,1.1119073654612202
GATS4i,1.1268471850680766
GATS4m,0.8533440881844773
GATS4p,1.05853522187686
GATS4s,0.5851021098958255
GATS4v,1.0709104315649791
GATS5Z,0.785377358490566
GATS5c,0.821726520722695
GATS5d,1.1799519307166695
GATS5i,0.9444135830410189
GATS5m,0.7880718808280381
GATS5p,0.8754256242315581
GATS5s,0.6829156228830637
GATS5v,0.8797323669731827
GATS6Z,1.2121535966981132
GATS6c,1.1595919323257624
GATS6d,0.98707517281106
GATS6i,1.1505264673618751
GATS6m,1.2124602439087628
GATS6p,1.2180368545546938
GATS6s,1.510950089087124
GATS6v,1.217697808992876
GATS7Z,1.0332650839726312
GATS7c,1.2949142326984342
GATS7d,0.774307489745278
GATS7i,0.9405833321821695
GATS7m,1.0314453610981287
GATS7p,0.9855647129490521
GATS7s,1.3648226610093328
GATS7v,1.0060806268771334
GATS8Z,1.828430936276255
GATS8c,1.6585127920931646
GATS8d,0.4431571167724546
GATS8i,0.7319319536892513
GATS8m,1.8060306433394173
GATS8p,1.0830496548635529
GATS8s,2.0211057147647806
GATS8v,1.002787441365331
MATS1Z,0.013443396226415095
MATS1c,-0.3843947643122419
MATS1d,0.34619815668202775
MATS1i,-0.047877461530337694
MATS1m,0.014685125369334326
MATS1p,0.03495546629021374
MATS1s,-0.08375228799645522
MATS1v,0.03663515087963685
MATS2Z,0.01920485175202156
MATS2c,-0.1120325373094326
MATS2d,-0.0793943383805135
MATS2i,0.19404803249270755
MATS2m,0.020914941278525064
MATS2p,0.11104314533855202
MATS2s,0.020042878194582458
MATS2v,0.0795272446035735
MATS3Z,-0.027435502502887947
MATS3c,0.034375797333859474
MATS3d,-0.016317125928712484
MATS3i,-0.08545259091691092
MATS3m,-0.03064112113078682
MATS3p,-0.11102962041946941
MATS3s,-0.04049148045387433
MATS3v,-0.10717307715188644
MATS4Z,-0.022785417332906937
MATS4c,0.01626274821007201
MATS4d,-0.10513160977895807
MATS4i,-0.16034964555057507
MATS4m,-0.024146435004246188
MATS4p,-0.09984191500037788
MATS4s,0.00947439301946038
MATS4v,-0.08308676859363676
MATS5Z,0.07262524398178269
MATS5c,-0.03216498645713925
MATS5d,-0.12668838391863982
MATS5i,0.03735909105692439
MATS5m,0.07394501459537123
MATS5p,0.07127079200378907
MATS5s,0.05094948218992276
MATS5v,0.09651085410261856
MATS6Z,-0.17177672955974846
MATS6c,0.07794602445969717
MATS6d,-0.20012480798771118
MATS6i,-0.17783234240316026
MATS6m,-0.17547235248675447
MATS6p,-0.24343746592015195
MATS6s,-0.10521729174404601
MATS6v,-0.2653357741527366
MATS7Z,0.015757827078581796
MATS7c,-0.06169690447872981
MATS7d,-0.014736415658074665
MATS7i,-0.04880425620728434
MATS7m,0.016091698239922427
MATS7p,0.0020254869515195784
MATS7s,-0.022602641309897177
MATS7v,-0.02006954583391173
MATS8Z,-0.18600925596297616
MATS8c,-0.05949057523120066
MATS8d,0.23076254238761845
MATS8i,0.06947776869129565
MATS8m,-0.18154007214224005
MATS8p,0.018448874821636933
MATS8s,-0.18269579011937315
MATS8v,0.0036355415125346137
MAXsCl,6.065429456762128
MAXsOH,9.952135928445452
MINsCl,6.065429456762128
MINsOH,9.952135928445452
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,26.228957597733242
SpAD_D,151.75819186403155
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.9352086482741244
SssNH2,0
SsssAs,0
SsssCH,0.2795061728395061
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,657
TMWC10,115.68125563239137
TSRW10,61.75485863487974
VE1_Dt,4.45137882049541
VE2_Dt,0.2225689410247705
VE3_Dt,2.1863610760476715
VR1_Dt,101.61307765984502
VR2_Dt,5.080653882992251
VR3_Dt,5.314319424545447
Xc-3dv,0.8355024612939661
Xc-4dv,0.0
Xc-5dv,0.13976187702984247
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1576176281715213
Xch-7d,0.2806791112968079
Xp-0dv,12.268443107104249
Xp-1dv,7.274758725946427
Xp-2dv,5.885146285789479
Xp-3dv,4.345860305957166
Xp-4dv,3.129264963605747
Xp-5dv,2.4572233557526357
Xp-6dv,1.587115360242848
Xp-7dv,0.9674437875905147
Xpc-4d,3.2172449282994546
Xpc-5d,4.6855137223079035
Xpc-6d,8.056304210527122
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,1
n8Ring,0
n9Ring,0
nARing,1
nBonds,40
nFRing,1
nHBAcc,2
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,6.687809733591493
AATS0dv,5.673814165042235
AATS0pe,6.019034210526317
AATS0se,7.493423710526315
AATS1dv,5.752777777777778
AATS1pe,6.3391625000000005
AATS1se,7.613702249999998
AATS2dv,4.377777777777778
AATS2pe,6.192035714285715
AATS2se,7.550399542857143
AATS3dv,3.482993197278912
AATS3pe,6.07773367346939
AATS3se,7.488797040816326
AATS4dv,2.463276836158192
AATS4pe,5.813771186440677
AATS4se,7.307056237288135
AATS5dv,2.4473180076628354
AATS5pe,5.820918103448277
AATS5se,7.344329827586207
AATS6dv,2.2245370370370368
AATS6pe,6.072729166666666
AATS6se,7.567292979166667
AATS7dv,1.1037851037851039
AATS7pe,5.749005494505495
AATS7se,7.365145956043958
AATS8dv,0.5974842767295597
AATS8pe,5.785103773584907
AATS8se,7.514265283018868
AATSC0Z,11.157894736842104
AATSC0c,0.014105922165198412
AATSC0d,0.6011080332409972
AATSC0i,1.4028936361400268
AATSC0m,52.63516722506924
AATSC0p,0.2623244675136011
AATSC0s,0.7153572049815055
AATSC0v,54.362226314335
AATSC1Z,0.15
AATSC1c,-0.005422242626098272
AATSC1d,0.20810249307479226
AATSC1i,-0.0671669860954497
AATSC1m,0.7729540295360189
AATSC1p,0.009169674081269952
AATSC1s,-0.0599128026519503
AATSC1v,1.9915683631786272
AATSC2Z,0.21428571428571427
AATSC2c,-0.0015803222512565437
AATSC2d,-0.04772457459438068
AATSC2i,0.27222874988951257
AATSC2m,1.1008614316976701
AATSC2p,0.029129333971971073
AATSC2s,0.014337817325061269
AATSC2v,4.323278069294939
AATSC3Z,-0.30612244897959184
AATSC3c,0.0004849023215580568
AATSC3d,-0.009808355475154039
AATSC3i,-0.11988089598901139
AATSC3m,-1.612800534682567
AATSC3p,-0.029125786054774568
AATSC3s,-0.028965872283046798
AATSC3v,-5.826167074934536
AATSC4Z,-0.2542372881355932
AATSC4c,0.00022940106044349557
AATSC4d,-0.06319545518568946
AATSC4i,-0.22495349730021072
AATSC4m,-1.2709516443377635
AATSC4p,-0.02619097718801235
AATSC4s,0.006777575309297464
AATSC4v,-4.516781718014062
AATSC5Z,0.8103448275862069
AATSC5c,-0.00045371679540906734
AATSC5d,-0.07615340529181394
AATSC5i,0.05241083109573502
AATSC5m,3.8921082086875503
AATSC5p,0.018696072561666586
AATSC5s,0.03644707917463814
