DLiP-ID,T006NO
CIC4,0.25606875005151153
CIC5,0.2084497024324632
GGI1,7.0
GGI2,2.88888888888889
GGI3,1.8472222222222223
GGI4,1.3194444444444446
GGI5,0.8647222222222224
GGI6,0.4335600907029479
GGI7,0.2864937641723356
GGI8,0.18996441169060213
GGI9,0.2271913580246914
JGI1,0.24999999999999997
JGI2,0.07407407407407413
JGI3,0.05277777777777778
JGI4,0.03998316498316499
JGI5,0.02789426523297492
JGI6,0.01667538810395953
JGI7,0.011937240173847315
JGI8,0.009045924366219149
JGI9,0.013364197530864201
MIC0,23.470741003512053
MIC1,42.04880920106997
MIC2,48.05571305341867
MIC3,49.67961781532344
MIC4,50.34757019627581
MIC5,51.01457019627581
MPC2,39
MPC3,46
MPC4,56
MPC5,62
MPC6,62
MPC7,66
MPC8,64
MPC9,62
Mare,0.9933333333333333
NaaN,1
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.15606086979514405
RPCG,0.12352049325587411
SIC0,0.34544550373515015
SIC1,0.6788682761799342
SIC2,0.8200487122219181
SIC3,0.926019582744986
SIC4,0.952512300375753
SIC5,0.9613432062526754
SaaN,3.9196351104314493
SaaO,0
SaaS,1.2186273940186605
Sare,41.72
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,78.2355759532887
TIC1,153.74827580350737
TIC2,185.72244425454446
TIC3,209.72244425454446
TIC4,215.72244425454446
TIC5,217.72244425454448
Vabc,326.18527009721765
WPol,35
apol,53.76268799999999
bpol,29.247311999999997
nRot,5
ABCGG,15.778993252093848
ATS0Z,1720.0
ATS0d,150.0
ATS0i,6652.038730363284
ATS0m,6848.998079000001
ATS0p,85.88151447758399
ATS0s,204.62217078189303
ATS0v,10893.49719774887
ATS1Z,1649.0
ATS1d,181.0
ATS1i,6403.612752470597
ATS1m,6412.324485000001
ATS1p,95.79369293000002
ATS1s,125.75771604938274
ATS1v,13039.504721238904
ATS2Z,2300.0
ATS2d,266.0
ATS2i,10658.979941981805
ATS2m,8820.199519000002
ATS2p,135.74734647454702
ATS2s,280.9567901234567
ATS2v,18287.70583571943
ATS3Z,2287.0
ATS3d,275.0
ATS3i,13397.665241563529
ATS3m,8447.502297
ATS3p,148.91619070624495
ATS3s,283.0032578875171
ATS3v,18910.188050869925
ATS4Z,2309.0
ATS4d,255.0
ATS4i,14682.993505359598
ATS4m,8612.091739
ATS4p,141.311332616735
ATS4s,311.4537037037037
ATS4v,17892.213386191692
ATS5Z,1962.0
ATS5d,227.0
ATS5i,13051.249455753765
ATS5m,7268.260972000001
ATS5p,127.94442950128197
ATS5s,263.662037037037
ATS5v,16194.185808593738
ATS6Z,1610.0
ATS6d,198.0
ATS6i,10379.019555833404
ATS6m,5855.795784999999
ATS6p,114.11551831309399
ATS6s,209.7870370370371
ATS6v,14286.152656246266
ATS7Z,1561.0
ATS7d,191.0
ATS7i,9792.8381596957
ATS7m,5787.184135999999
ATS7p,109.179002655943
ATS7s,180.42163923182449
ATS7v,13672.337663337905
ATS8Z,1474.0
ATS8d,173.0
ATS8i,9994.84560089916
ATS8m,5388.473956000001
ATS8p,97.528228213641
ATS8s,188.4567901234568
ATS8v,12194.64701967302
C1SP1,0
C1SP2,2
C1SP3,1
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.058823529411764705
GGI10,0.11223140495867769
JGI10,0.006235078053259871
JGT10,0.5019871102961418
Kier1,20.727040816326532
Kier2,9.467455621301776
Kier3,6.260869565217392
MAXdO,12.298720534172027
MAXdS,5.274328918110709
MID_C,34.94690688668878
MID_N,8.054787366044852
MID_O,3.48884528202551
MID_X,0.0
MID_h,17.55587934069521
MINdO,12.298720534172027
MINdS,5.274328918110709
MPC10,70
MWC01,28.0
MWC02,4.90527477843843
MWC03,5.720311776607412
MWC04,6.586171654854675
MWC05,7.416378479192928
MWC06,8.283241441385425
MWC07,9.120087382998621
MWC08,9.987874655796293
MWC09,10.828599264916061
MWC10,11.697519437869847
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,3
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.061220000000001
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.3612921657094255
SRW05,2.3978952727983707
SRW06,6.851184927493743
SRW07,4.442651256490317
SRW08,8.417372856134026
SRW09,6.259581464064923
SRW10,10.024686967937972
SaaCH,17.39844408942259
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.2006285558181933
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.4216395928205996
SdssS,0
SsCH3,2.0132214743387857
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,8.53213799312383
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.099747992361407
VE1_D,5.020323844291265
VE2_A,0.15768261509082335
VE2_D,0.1930893786265871
VE3_A,2.3664369515709254
VE3_D,2.569005887465334
VR1_A,359.81089068949046
VR1_D,151.97727345458773
VR2_A,13.838880411134248
VR2_D,5.8452797482533745
VR3_A,6.841090034816993
VR3_D,5.9792424379488365
WPath,1989
Xc-3d,2.3845370878347767
Xc-4d,0.2041241452319315
Xc-5d,0.34846171252933794
Xc-6d,0.10206207261596575
Xp-0d,18.570703332935967
Xp-1d,12.420653420525285
Xp-2d,11.763311056222816
Xp-3d,8.848277476195877
Xp-4d,7.10390971793468
Xp-5d,5.06880800991139
Xp-6d,3.2453087346019758
Xp-7d,2.2973435454643143
ZMIC0,87.80485529185907
ZMIC1,50.57087826703875
ZMIC2,35.502934791387815
ZMIC3,31.269217550169106
ZMIC4,29.976906151015292
ZMIC5,28.846133676755702
nAcid,0
nAtom,42
nBase,0
nRing,3
piPC1,3.7013019741124933
piPC2,4.3208159036289855
piPC3,4.752512023886019
piPC4,5.2668911968606675
piPC5,5.63210743794931
piPC6,5.755742213586912
piPC7,6.01874527106157
piPC8,6.112713790740852
piPC9,6.174306801648666
AATS0Z,40.95238095238095
AATS0d,3.5714285714285716
AATS0i,158.38187453245914
AATS0m,163.07138283333336
AATS0p,2.044797963752
AATS0s,4.871956447187929
AATS0v,259.3689808987826
AATS1Z,37.47727272727273
AATS1d,4.113636363636363
AATS1i,145.53665346524085
AATS1m,145.73464738636366
AATS1p,2.1771293847727278
AATS1s,2.858129910213244
AATS1v,296.3523800281569
AATS2Z,32.394366197183096
AATS2d,3.7464788732394365
AATS2i,150.12647805608177
AATS2m,124.22816223943664
AATS2p,1.9119344573879862
AATS2s,3.9571378890627704
AATS2v,257.57332162985114
AATS3Z,26.28735632183908
AATS3d,3.160919540229885
AATS3i,153.99615220187965
AATS3m,97.09772755172415
AATS3p,1.7116803529453442
AATS3s,3.252911010201346
AATS3v,217.35848334333247
AATS4Z,25.097826086956523
AATS4d,2.7717391304347827
AATS4i,159.5977554930391
AATS4m,93.60969281521739
AATS4p,1.535992745834076
AATS4s,3.385366344605475
AATS4v,194.4805802846923
AATS5Z,23.926829268292682
AATS5d,2.768292682926829
AATS5i,159.16157872870446
AATS5m,88.63732892682928
AATS5p,1.560297920747341
AATS5s,3.215390695573622
AATS5v,197.490070836509
AATS6Z,24.393939393939394
AATS6d,3.0
AATS6i,157.25787205808186
AATS6m,88.72417856060605
AATS6p,1.7290230047438482
AATS6s,3.1785914702581377
AATS6v,216.4568584279737
AATS7Z,24.390625
AATS7d,2.984375
AATS7i,153.01309624524532
AATS7m,90.42475212499998
AATS7p,1.7059219164991093
AATS7s,2.8190881129972576
AATS7v,213.63027598965476
AATS8Z,23.03125
AATS8d,2.703125
AATS8i,156.16946251404937
AATS8m,84.19490556250001
AATS8p,1.5238785658381406
AATS8s,2.9446373456790127
AATS8v,190.54135968239095
AMID_C,1.344111803334184
AMID_N,0.30979951407864814
AMID_O,0.13418635700098117
AMID_X,0.0
AMID_h,0.6752261284882773
ATS0dv,333.3333333333333
ATS0pe,268.58529999999996
ATS0se,329.4257189999999
ATS1dv,280.66666666666663
ATS1pe,290.2026
ATS1se,347.86215399999986
ATS2dv,461.00000000000006
ATS2pe,468.44180000000017
ATS2se,564.5982199999999
ATS3dv,399.1111111111111
ATS3pe,556.3061000000001
ATS3se,682.0047430000001
ATS4dv,373.3333333333333
ATS4pe,584.2016
ATS4se,723.0575279999998
ATS5dv,360.66666666666663
ATS5pe,513.9362
ATS5se,639.4155660000001
ATS6dv,278.0
ATS6pe,422.8707999999999
ATS6se,520.796862
ATS7dv,250.44444444444446
ATS7pe,394.61459999999994
ATS7se,487.5031030000001
ATS8dv,228.0
ATS8pe,395.24219999999997
ATS8se,490.98717
ATSC0Z,670.0
ATSC0c,0.7402223877735357
ATSC0d,26.571428571428577
ATSC0i,78.21590051596195
ATSC0m,2952.873330404762
ATSC0p,17.061833025551998
ATSC0s,71.51904312822522
ATSC0v,2202.8548347716164
ATSC1Z,84.0
ATSC1c,-0.6025278519295816
ATSC1d,3.4489795918367374
ATSC1i,-5.255005873678037
ATSC1m,369.4443979331067
ATSC1p,-0.45415538180799814
ATSC1s,-20.325664719477192
ATSC1v,115.99094390182785
ATSC2Z,45.0
ATSC2c,0.5560162123238284
ATSC2d,-7.061224489795916
ATSC2i,-16.849307434577018
ATSC2m,200.30120241099783
ATSC2p,-3.1974704989569975
ATSC2s,34.8370781640274
ATSC2v,-332.3242041460673
ATSC3Z,-158.0
ATSC3c,-0.42586623966112463
ATSC3d,-7.61224489795918
ATSC3i,-32.51849645370699
ATSC3m,-753.1510420527209
ATSC3p,-5.008475382266999
ATSC3s,-3.9590791306234423
ATSC3v,-977.7664763155279
ATSC4Z,124.0
ATSC4c,0.08460374125909775
ATSC4d,2.5102040816326525
ATSC4i,0.12015372690902204
ATSC4m,559.4618890181407
ATSC4p,2.052153685918999
ATSC4s,-7.74498242941438
ATSC4v,140.78051339406142
ATSC5Z,-8.0
ATSC5c,-0.009685264606871915
ATSC5d,1.6938775510204074
ATSC5i,1.0317002048610027
ATSC5m,32.39250178117885
ATSC5p,1.9176881592659996
ATSC5s,-2.4704356136601855
ATSC5v,704.1749373443727
ATSC6Z,-295.0
ATSC6c,0.17015102726828554
ATSC6d,-0.6122448979591834
ATSC6i,30.09836289426798
ATSC6m,-1291.571562493197
ATSC6p,-0.6681457031620005
ATSC6s,-5.662244956281552
ATSC6v,-144.76903531715354
ATSC7Z,61.0
ATSC7c,-0.41673165020727926
ATSC7d,-4.918367346938775
ATSC7i,-4.533468299162013
ATSC7m,219.1158470498867
ATSC7p,0.7663182927430006
ATSC7s,-8.135434260581231
ATSC7v,-237.65806955948432
ATSC8Z,-11.0
ATSC8c,0.4973602778594732
ATSC8d,4.510204081632652
ATSC8i,-8.174896941268983
ATSC8m,-74.37071568820852
ATSC8p,-6.153294803318996
ATSC8s,4.844724469577497
ATSC8v,-603.6370590909564
AXp-0d,0.7142578204975372
AXp-1d,0.4435947650187602
AXp-2d,0.30162336041596965
AXp-3d,0.19235385817817124
AXp-4d,0.12685553067740502
AXp-5d,0.08175496790179661
AXp-6d,0.0523436892677738
AXp-7d,0.0348082355373381
GATS1Z,0.7294606512890095
GATS1c,1.8831907936967271
GATS1d,1.0345185728250241
GATS1i,1.1354395605897503
GATS1m,0.7192222111666141
GATS1p,0.9288679933853171
GATS1s,0.8187083367260248
GATS1v,0.7884571591339755
GATS2Z,0.8084507042253521
GATS2c,0.6192924750778824
GATS2d,1.293086475844313
GATS2i,1.1592247617859157
GATS2m,0.8037806920263437
GATS2p,0.998009560295844
GATS2s,0.5823256112493524
GATS2v,0.9509566151419218
GATS3Z,1.0642134156802197
GATS3c,1.404613497649602
GATS3d,1.1882956371276725
GATS3i,1.206842468452081
GATS3m,1.0699807159487356
GATS3p,1.1009923647162048
GATS3s,0.9673352857512323
GATS3v,1.1418055132413871
GATS4Z,0.8776687216093446
GATS4c,1.0426966218743534
GATS4d,0.8972942964001869
GATS4i,0.9688269470345061
GATS4m,0.8791304272397085
GATS4p,0.8980446433318571
GATS4s,1.3028119357846564
GATS4v,0.937932878833065
GATS5Z,1.082089552238806
GATS5c,1.0778258954554947
GATS5d,0.9784946236559138
GATS5i,0.9668707611767002
GATS5m,1.0685548872045556
GATS5p,0.9915225892006365
GATS5s,1.1945996127846872
GATS5v,0.8476040359427509
GATS6Z,1.3680574400723655
GATS6c,1.0474809735035202
GATS6d,0.9468475073313781
GATS6i,0.8197678221616698
GATS6m,1.3566989642662926
GATS6p,1.0887207781248034
GATS6s,0.9901221623437837
GATS6v,0.9944732114857057
GATS7Z,0.769706156716418
GATS7c,1.1776855268741055
GATS7d,1.0126008064516128
GATS7i,0.9590361011517003
GATS7m,0.7873147951615488
GATS7p,0.8447103118505151
GATS7s,0.7715263477934798
GATS7v,1.0445555483122315
GATS8Z,0.9920125932835822
GATS8c,0.4309806504458339
GATS8d,0.6991767473118279
GATS8i,1.0268692185055746
GATS8m,0.9990797162789399
GATS8p,1.2138845642206328
GATS8s,0.6567219727136877
GATS8v,1.186957972787028
MATS1Z,0.11967435549525103
MATS1c,-0.7769830145591027
MATS1d,0.12390029325513204
MATS1i,-0.0641319979344272
MATS1m,0.11942654875276679
MATS1p,-0.025408287299081376
MATS1s,-0.2712811863800635
MATS1v,0.050261427363372066
MATS2Z,0.03973092285053605
MATS2c,0.4443407876770071
MATS2d,-0.15720127214902307
MATS2i,-0.1274318377908404
MATS2m,0.04012635219025781
MATS2p,-0.11085921536598965
MATS2s,0.2881449213159819
MATS2v,-0.08924153595071448
MATS3Z,-0.11384457025218735
MATS3c,-0.27774166500891245
MATS3d,-0.13830181683351864
MATS3i,-0.2007083520273391
MATS3m,-0.12313097026160255
MATS3p,-0.1417130658634543
MATS3s,-0.02672406532165528
MATS3v,-0.2142788476171225
MATS4Z,0.08449059052563271
MATS4c,0.052178166635458635
MATS4d,0.04312762973352032
MATS4i,0.0007012997102848155
MATS4m,0.08649423323443078
MATS4p,0.05490926843883843
MATS4s,-0.049437921615809705
MATS4v,0.029175488005770283
MATS5Z,-0.006115762650163815
MATS5c,-0.006701695825990453
MATS5d,0.032651455546813514
MATS5i,0.006756066333827346
MATS5m,0.005618690523999471
MATS5p,0.05756887428968849
MATS5s,-0.017692421697291166
MATS5v,0.1637307017307324
MATS6Z,-0.2801899592944369
MATS6c,0.14627756230007607
MATS6d,-0.014662756598240458
MATS6i,0.2448799225431145
MATS6m,-0.2783421719005374
MATS6p,-0.024920161195350437
MATS6s,-0.05038164148674068
MATS6v,-0.04182107158996284
MATS7Z,0.05974813432835821
MATS7c,-0.3694567334974956
MATS7d,-0.12147177419354835
MATS7i,-0.038036876794865115
MATS7m,0.04869656044703334
MATS7p,0.029474932667518827
MATS7s,-0.0746497506116581
MATS7v,-0.07080044753134232
MATS8Z,-0.010774253731343284
MATS8c,0.44093867969464356
MATS8d,0.11139112903225801
MATS8i,-0.06858932879783121
MATS8m,-0.016528234268585046
MATS8p,-0.2366744363651072
MATS8s,0.04445459969955179
MATS8v,-0.17982883564341184
MAXaaN,3.9196351104314493
MAXaaS,1.2186273940186605
MINaaN,3.9196351104314493
MINaaS,1.2186273940186605
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,-3.659437529762204
SdssSe,0
SdsssP,0
SpAD_A,32.91478913907781
SpAD_D,317.2315674293886
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,581
TMWC10,128.5454588720597
TSRW10,73.79771617846332
VE1_Dt,5.013871388511652
VE2_Dt,0.19284120725044815
VE3_Dt,2.567719793958223
VR1_Dt,153.26714773254957
VR2_Dt,5.894890297405753
VR3_Dt,5.987693907434349
Xc-3dv,1.2816053720974365
Xc-4dv,0.05103103630798288
Xc-5dv,0.11735402420532191
Xc-6dv,0.017010345435994292
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.2687287392826324
Xch-7d,0.2938821665057408
Xp-0dv,16.211447482498713
Xp-1dv,10.364469954892037
Xp-2dv,8.397499556095493
Xp-3dv,5.762625523976458
Xp-4dv,4.119905244356438
Xp-5dv,2.5893823624413606
Xp-6dv,1.565312944054149
Xp-7dv,0.9808748401569182
Xpc-4d,3.965657678316764
Xpc-5d,5.794725455605123
Xpc-6d,7.425960885754364
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,44
nFRing,0
nHBAcc,5
nHBDon,3
nHRing,1
nSpiro,0
naRing,3
piPC10,6.605678430412681
AATS0dv,7.936507936507936
AATS0pe,6.394888095238095
AATS0se,7.843469499999998
AATS1dv,6.378787878787878
AATS1pe,6.595513636363637
AATS1se,7.905958045454542
AATS2dv,6.492957746478874
AATS2pe,6.597771830985918
AATS2se,7.952087605633801
AATS3dv,4.587484035759897
AATS3pe,6.394322988505748
AATS3se,7.839134977011495
AATS4dv,4.057971014492753
AATS4pe,6.350017391304347
AATS4se,7.859320956521737
AATS5dv,4.398373983739837
AATS5pe,6.267514634146341
AATS5se,7.79775080487805
AATS6dv,4.212121212121212
AATS6pe,6.4071333333333325
AATS6se,7.890861545454546
AATS7dv,3.9131944444444446
AATS7pe,6.165853124999999
AATS7se,7.617235984375002
AATS8dv,3.5625
AATS8pe,6.1756593749999995
AATS8se,7.67167453125
AATSC0Z,15.952380952380953
AATSC0c,0.017624342566036563
AATSC0d,0.6326530612244899
AATSC0i,1.8622833456181416
AATSC0m,70.30650786678004
AATSC0p,0.4062341196559999
AATSC0s,1.7028343601958387
AATSC0v,52.44892463741944
AATSC1Z,1.9090909090909092
AATSC1c,-0.0136938148165814
AATSC1d,0.0783858998144713
AATSC1i,-0.11943195167450084
AATSC1m,8.39646358938879
AATSC1p,-0.010321713222909049
AATSC1s,-0.46194692544266347
AATSC1v,2.6361578159506327
AATSC2Z,0.6338028169014085
AATSC2c,0.00783121425808209
AATSC2d,-0.09945386605346361
AATSC2i,-0.23731418921939462
AATSC2m,2.821143695929547
AATSC2p,-0.04503479575995771
AATSC2s,0.4906630727327803
AATSC2v,-4.680622593606581
AATSC3Z,-1.8160919540229885
AATSC3c,-0.004895014248978444
AATSC3d,-0.08749706779263426
AATSC3i,-0.37377582130697684
AATSC3m,-8.656908529341619
AATSC3p,-0.057568682554793096
AATSC3s,-0.04550665667383267
AATSC3v,-11.23869513006354
AATSC4Z,1.3478260869565217
AATSC4c,0.0009196058832510626
AATSC4d,0.027284826974267963
AATSC4i,0.0013060187707502396
AATSC4m,6.081107489327616
AATSC4p,0.02230601832520651
AATSC4s,-0.08418459162406934
