DLiP-ID,T0015B
DLiP-Mol-ID,15335
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H22N4O3/c18-16(19)11-6-7-14-12(9-11)13(10-21-14)17(24)20-8-4-2-1-3-5-15(22)23/h6-7,9-10,21H,1-5,8H2,(H3,18,19)(H,20,24)(H,22,23)"
Standard Inchi Key(RDKit),DFKPPACAEPPOSH-UHFFFAOYSA-N
Canonical SMILES(RDKit),N=C(N)c1ccc2[nH]cc(C(=O)NCCCCCCC(=O)O)c2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),330.388
MW Monoisotopic(RDKit),330.169190564
MolLogP(RDKit),2.21687
XLogP(SDF),
XLogP(CDK),2.72
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),132.06
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.273787638525427
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,255474.3975159991
qed,0.27378763852542665
Chi0,17.526733258565955
Chi1,11.486071002992368
TPSA,132.05999999999997
Chi0n,13.393102209495101
Chi0v,13.393102209495101
Chi1n,7.943021144897414
Chi1v,7.943021144897414
Chi2n,5.6902413209913005
Chi2v,5.6902413209913005
Chi3n,3.8403539440682293
Chi3v,3.8403539440682293
Chi4n,2.527942224124101
Chi4v,2.527942224124101
MolMR,92.36880000000002
MolWt,330.38800000000003
fr_SH,0
Kappa1,17.52270978816457
Kappa2,8.143282544643442
