DLiP-ID,C000QG
DLiP-Mol-ID,31221
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H6N2O3/c11-4-7(5-12)1-6-2-8(13)10(15)9(14)3-6/h1-3,13-15H"
Standard Inchi Key(RDKit),YZOFLYUAQDJWKV-UHFFFAOYSA-N
Canonical SMILES(RDKit),N#CC(C#N)=Cc1cc(O)c(O)c(O)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),202.169
MW Monoisotopic(RDKit),202.037842052
MolLogP(RDKit),1.23396
XLogP(SDF),
XLogP(CDK),1.03
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),108.27
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.468471556032749
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,2024.262325704768
qed,0.4684715560327487
Chi0,11.422285251880869
Chi1,7.078917360319542
TPSA,108.27000000000001
Chi0n,7.468118785068668
Chi0v,7.468118785068668
Chi1n,3.850084796318773
Chi1v,3.850084796318773
Chi2n,2.6893822540789443
Chi2v,2.6893822540789443
Chi3n,1.6439178342629406
Chi3v,1.6439178342629406
Chi4n,0.9648891494590602
Chi4v,0.9648891494590602
MolMR,50.639400000000016
MolWt,202.16899999999998
fr_SH,0
Kappa1,10.421037277147487
Kappa2,4.032328875372661
Kappa3,2.172290869740507
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,467.37439039710307
MolLogP,1.2339599999999997
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,3.2642558863863362
SMR_VSA1,15.319582184522117
SMR_VSA2,10.523783109476973
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,23.269290158689483
SMR_VSA8,0.0
SMR_VSA9,29.38697812543626
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,3
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,85.36942916442462
NHOHCount,3
PEOE_VSA1,15.319582184522117
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,10.523783109476973
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,23.772205735454097
PEOE_VSA8,0.0
PEOE_VSA9,0.0
RingCount,1
SMR_VSA10,6.076020106833881
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,3
ExactMolWt,202.037842052
NumHDonors,3
PEOE_VSA10,17.711547155653815
PEOE_VSA11,17.248535499851716
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,15.319582184522117
SlogP_VSA3,0.0
SlogP_VSA4,22.66222573506152
SlogP_VSA5,5.563451491696996
SlogP_VSA6,17.705838666992488
SlogP_VSA7,0.0
SlogP_VSA8,6.076020106833881
SlogP_VSA9,0.0
fr_amidine,0
