DLiP-ID,T007LM
DLiP-Mol-ID,25748
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H25N3O9/c1-26(23(30)15-6-4-14(5-7-15)22(24)25-31)11-17(27)16-8-9-18(34-12-20(28)32-2)19(10-16)35-13-21(29)33-3/h4-10,31H,11-13H2,1-3H3,(H2,24,25)"
Standard Inchi Key(RDKit),YGBGOBRRVFAVGC-UHFFFAOYSA-N
Canonical SMILES(RDKit),COC(=O)COc1ccc(C(=O)CN(C)C(=O)c2ccc(C(=N)NO)cc2)cc1OCC(=O)OC
SMILES(SDF),
MW(SDF),
MW(RDKit),487.465
MW Monoisotopic(RDKit),487.15907938
MolLogP(RDKit),1.04927
XLogP(SDF),
XLogP(CDK),1.639
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),10
HBA Lipinski(RDKit),12
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),164.55
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),11
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),35
QED Weighted(RDKit),0.137129206975913
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,38476774.59623453
qed,0.13712920697591252
Chi0,25.95745467888409
Chi1,16.692309563249736
TPSA,164.54999999999995
Chi0n,19.323185742597843
Chi0v,19.323185742597843
Chi1n,10.107556217527883
Chi1v,10.107556217527883
Chi2n,7.039674635091027
Chi2v,7.039674635091027
Chi3n,4.6718790930724925
Chi3v,4.6718790930724925
Chi4n,2.7476669994361766
Chi4v,2.7476669994361766
MolMR,120.94790000000003
MolWt,487.4650000000002
fr_SH,0
Kappa1,26.799547293682707
Kappa2,12.699697946723155
Kappa3,7.537219824562436
fr_ArN,0
fr_COO,0
fr_C_O,4
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,1
fr_azo,0
BertzCT,1099.9159688562709
MolLogP,1.0492700000000001
NOCount,12
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.147993282667028
SMR_VSA1,43.33285357626477
SMR_VSA2,5.409283605791522
SMR_VSA3,10.38000632897168
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,41.02578740017067
SMR_VSA7,59.15492395432226
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,2
fr_ether,4
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,200.34644900687647
NHOHCount,3
PEOE_VSA1,23.847361546050674
PEOE_VSA2,25.68570759683366
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,30.33183534230805
PEOE_VSA8,23.738026457768175
PEOE_VSA9,20.764351488467643
RingCount,2
SMR_VSA10,29.464655037377412
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,0
ExactMolWt,487.15907938
NumHDonors,3
PEOE_VSA10,5.835619785757269
PEOE_VSA11,30.496032541958584
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,11.938610575903699
SlogP_VSA1,14.9538225057213
SlogP_VSA2,80.59760519317584
SlogP_VSA3,19.06280027574374
SlogP_VSA4,5.409283605791522
SlogP_VSA5,26.27942884323463
SlogP_VSA6,42.46456947923127
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,1
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,2
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,36.842799180645976
EState_VSA2,35.006302841631644
EState_VSA3,5.563451491696996
EState_VSA4,0.0
EState_VSA5,68.631746275314
EState_VSA6,5.480096598121202
EState_VSA7,0.0
EState_VSA8,9.473725907600098
EState_VSA9,20.09026253816891
SlogP_VSA10,0.0
