DLiP-ID,C003D2
DLiP-Mol-ID,33860
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H11N3O2/c19-9-13-16(11-5-7-20-8-6-11)14-10-23-15-4-2-1-3-12(15)17(14)21-18(13)22/h1-8H,10H2,(H,21,22)"
Standard Inchi Key(RDKit),GXUJILPZVBWOIY-UHFFFAOYSA-N
Canonical SMILES(RDKit),N#Cc1c(-c2ccncc2)c2c([nH]c1=O)-c1ccccc1OC2
SMILES(SDF),
MW(SDF),
MW(RDKit),301.305
MW Monoisotopic(RDKit),301.085126592
MolLogP(RDKit),2.86798
XLogP(SDF),
XLogP(CDK),2.859
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),78.77
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.749275158950263
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,321084.887465213
qed,0.7492751589502631
Chi0,15.81119030894213
Chi1,11.292024997884276
TPSA,78.77
Chi0n,12.036832706631198
Chi0v,12.036832706631198
Chi1n,7.11184859794217
Chi1v,7.11184859794217
Chi2n,5.190204216888806
Chi2v,5.190204216888806
Chi3n,3.928352917247743
