DLiP-ID,C001GO
AATSC5i,0.019708730029464352
AATSC5m,-1.4942683393354834
AATSC5p,-9.16180429181438e-05
AATSC5s,-0.20054772777556526
AATSC5v,-2.37848480597196
AATSC6Z,1.2799333333333331
AATSC6c,0.0009010708918137391
AATSC6d,0.006666666666666672
AATSC6i,-0.06566191534964595
AATSC6m,5.709955097100001
AATSC6p,-0.0002495775786737285
AATSC6s,0.25061051668952905
AATSC6v,0.8326203937471561
AATSC7Z,1.1630814814814816
AATSC7c,9.303742009346367e-05
AATSC7d,-0.03259259259259259
AATSC7i,0.053245177183653826
AATSC7m,5.460701511118518
AATSC7p,0.01944417298247775
AATSC7s,0.14212644413961284
AATSC7v,4.742564273538158
AATSC8Z,-1.8813166666666665
AATSC8c,-0.0010298565083094687
AATSC8d,-0.023333333333333334
AATSC8i,-0.12393120891305183
AATSC8m,-8.585068563233333
AATSC8p,-0.026426394407752896
AATSC8s,-0.229624622770919
AATSC8v,-5.1581917886377076
ATS0are,303.0632
ATS1are,326.2749
ATS2are,572.8138
ATS3are,729.36
ATS4are,783.466
ATS5are,739.0639
ATS6are,704.9859
ATS7are,637.5459000000001
ATS8are,578.3648000000002
ATSC0dv,185.07555555555555
ATSC0pe,5.056761999999996
ATSC0se,3.0651464199999983
ATSC1dv,63.55253333333333
ATSC1pe,0.5322715199999979
ATSC1se,0.1935845631999984
ATSC2dv,20.168355555555564
ATSC2pe,0.394966679999998
ATSC2se,0.24774045879999798
ATSC3dv,-74.22879999999999
ATSC3pe,-0.9945492800000005
ATSC3se,-0.7231393847999998
ATSC4dv,-106.08159999999998
ATSC4pe,-2.7032719599999995
ATSC4se,-1.4960289236000026
ATSC5dv,-15.720711111111115
ATSC5pe,-0.788199759999999
ATSC5se,-0.40228642159999994
ATSC6dv,52.82755555555554
ATSC6pe,2.207693200000001
ATSC6se,1.6027335520000014
ATSC7dv,17.6768
ATSC7pe,1.2228980799999998
ATSC7se,0.4352560728000007
ATSC8dv,-77.33173333333332
ATSC8pe,-2.17619104
ATSC8se,-1.2886914864000014
AXp-0dv,0.6085113533443217
AXp-1dv,0.363590841553647
AXp-2dv,0.20036265693723132
AXp-3dv,0.11717931703871044
AXp-4dv,0.06755457395111678
AXp-5dv,0.040512081315309895
AXp-6dv,0.023655427061716833
AXp-7dv,0.01421875120987609
BertzCT,730.507211998359
ECIndex,669
ETA_eta,23.735128697769913
GATS1dv,0.4995303373443232
GATS1pe,0.6006679007998825
GATS1se,0.6014473439337111
GATS2dv,0.9027666959485177
GATS2pe,0.8205498437176211
GATS2se,0.7722621219819652
GATS3dv,1.1445062362164302
GATS3pe,1.0138872415608717
GATS3se,1.037746392338498
GATS4dv,1.3094170353500434
GATS4pe,1.4285231439382748
GATS4se,1.5377002393643993
GATS5dv,1.0303212404969548
GATS5pe,1.14878410781062
GATS5se,1.2064279968867402
GATS6dv,0.8338611457983126
GATS6pe,0.7950923766368015
GATS6se,0.7688437468945885
GATS7dv,0.9585174423258569
GATS7pe,0.88788170799446
GATS7se,0.9294385413381305
GATS8dv,1.2497804950530715
GATS8pe,1.3484032206116618
GATS8se,1.4187351848975187
LogEE_A,4.173580837482992
LogEE_D,156.25755600406188
MATS1dv,0.3301797741185859
MATS1pe,0.10121092083462435
MATS1se,0.06072760565771656
MATS2dv,0.0585879744034275
MATS2pe,0.04199281623682387
MATS2se,0.04345430097064089
MATS3dv,-0.16437416196289842
MATS3pe,-0.0806053684026313
MATS3se,-0.09668986720962874
MATS4dv,-0.22216277617745048
MATS4pe,-0.20720370653342293
MATS4se,-0.18917731569181803
MATS5dv,-0.03425085715259563
MATS5pe,-0.06285098722679999
MATS5se,-0.05292153931563035
MATS6dv,0.1189324079855274
MATS6pe,0.18190932590196407
MATS6se,0.21787071648820863
MATS7dv,0.044218177160879245
MATS7pe,0.11196028575569086
MATS7se,0.06574153841274295
MATS8dv,-0.21762433360549438
MATS8pe,-0.22414201683475196
MATS8se,-0.21897599348614516
MAXaaCH,1.979949056902416
MAXaasC,1.147574456777164
MAXaasN,1.730220344721642
MAXdssC,0.15071162324995346
MAXsCH3,2.0181832247493716
MAXsssN,1.850862412866381
MDEC-12,1.6855824704660303
MDEC-13,0.9425841796025287
MDEC-22,16.260769106862075
MDEC-23,16.821973427844704
MDEC-33,3.3416253097913438
MDEN-22,0.4999999999999999
MDEN-23,1.3212657272055228
MDEN-33,0.19999999999999996
MDEO-11,0.16666666666666669
MINaaCH,1.4944411237386752
MINaasC,0.7437788316147806
MINaasN,1.730220344721642
MINdssC,0.1253205758887581
MINsCH3,2.0181832247493716
MINsssN,1.850862412866381
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.6964285714285716
SM1_Dzi,1.1603662183174017
SM1_Dzm,1.693890574559076
SM1_Dzp,-3.8131778703710935
SM1_Dzv,-1.9177085939182985
SddssSe,0
SpAD_Dt,460.72235011760233
SpAbs_A,34.23663763930188
SpAbs_D,312.5151120081239
SpMAD_A,1.3167937553577647
SpMAD_D,12.019812000312452
SpMax_A,2.364300275307167
SpMax_D,156.25755600406188
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,93.39
TpiPC10,7.399665631634973
VAdjMat,5.807354922057604
VE1_DzZ,5.03383616159764
VE1_Dzi,5.01966766537563
VE1_Dzm,5.033841561215034
VE1_Dzp,5.02405839860944
VE1_Dzv,5.022767249120166
VE2_DzZ,0.19360908313837077
VE2_Dzi,0.1930641409759858
VE2_Dzm,0.19360929081596284
VE2_Dzp,0.1932330153311323
VE2_Dzv,0.193183355735391
VE3_DzZ,2.5716937948457272
VE3_Dzi,2.568875174423209
VE3_Dzm,2.571694867509661
VE3_Dzp,2.569749498052815
VE3_Dzv,2.569492471696102
VR1_DzZ,150.16519034409004
VR1_Dzi,151.63474403900616
VR1_Dzm,150.1648078955274
VR1_Dzp,151.3016483746623
VR1_Dzv,151.36927846882173
VR2_DzZ,5.775584244003463
VR2_Dzi,5.832105539961775
VR2_Dzm,5.7755695344433615
VR2_Dzp,5.819294168256243
VR2_Dzv,5.821895325723913
VR3_DzZ,5.967247402132467
VR3_Dzi,5.976986074292797
VR3_Dzm,5.967244855276909
VR3_Dzp,5.974786960505706
VR3_Dzv,5.975233849118301
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.029814239699997195
Xch-6dv,0.11340935128235727
Xch-7dv,0.12736642204766635
Xpc-4dv,1.6138936301198326
Xpc-5dv,1.988573243577909
Xpc-6dv,2.357578217376152
Zagreb1,130.0
Zagreb2,149.0
fragCpx,134.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,11
nBondsD,2
nBondsM,13
nBondsO,28
nBondsS,39
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.0612639999999995
AATS1are,6.2745173076923075
AATS2are,6.159288172043011
AATS3are,5.978360655737705
AATS4are,6.073379844961241
AATS5are,5.960192741935484
AATS6are,5.8748825
AATS7are,5.9032027777777785
AATS8are,6.024633333333335
AATSC0dv,3.701511111111111
AATSC0pe,0.10113523999999993
AATSC0se,0.06130292839999996
AATSC1dv,1.2221641025641026
AATSC1pe,0.010235990769230728
AATSC1se,0.003722780061538431
AATSC2dv,0.21686403823178027
AATSC2pe,0.004246953548387076
AATSC2se,0.002663875901075247
AATSC3dv,-0.6084327868852458
AATSC3pe,-0.008152043278688528
AATSC3se,-0.0059273720065573755
AATSC4dv,-0.8223379844961238
AATSC4pe,-0.020955596589147283
AATSC4se,-0.01159712343875971
AATSC5dv,-0.1267799283154122
AATSC5pe,-0.006356449677419347
AATSC5se,-0.0032442453354838705
AATSC6dv,0.4402296296296295
AATSC6pe,0.01839744333333334
AATSC6se,0.013356112933333346
AATSC7dv,0.16367407407407408
AATSC7pe,0.011323130370370369
AATSC7se,0.0040301488222222286
AATSC8dv,-0.8055388888888887
AATSC8pe,-0.022668656666666665
AATSC8se,-0.013423869650000015
AETA_eta,0.9128895652988428
ATSC0are,5.2855919999999985
ATSC1are,0.5322603200000036
ATSC2are,0.5819748800000044
ATSC3are,-1.1034564799999984
ATSC4are,-2.656147359999994
ATSC5are,-0.7199321599999994
ATSC6are,2.292243199999996
ATSC7are,1.146197279999997
ATSC8are,-2.2346686399999967
BCUTZ-1h,16.002213366945828
BCUTZ-1l,5.693262096177078
BCUTc-1h,0.3781373028426287
BCUTc-1l,-0.4134373501417285
BCUTd-1h,3.168816087637273
BCUTd-1l,0.977262926476735
BCUTi-1h,14.693076787476333
BCUTi-1l,10.335567949372972
BCUTm-1h,32.061103737191075
BCUTm-1l,11.704615988624973
BCUTp-1h,2.918044951121506
BCUTp-1l,0.7515429984934247
BCUTs-1h,7.009356422839954
BCUTs-1l,0.6294019140589184
BCUTv-1h,24.434776637388826
BCUTv-1l,14.701783966594764
BalabanJ,1.3934328801216396
Diameter,16
ETA_beta,30.0
GATS1are,0.6031519997410666
GATS2are,0.8063427757441705
GATS3are,1.0177662466470245
GATS4are,1.4472448377464826
GATS5are,1.15243713476182
GATS6are,0.7902740601242016
GATS7are,0.8968936476536381
GATS8are,1.362350845310547
HybRatio,0.47368421052631576
Lipinski,True
LogEE_Dt,230.36117505880117
MATS1are,0.09682714239592705
MATS2are,0.05919672203796849
MATS3are,-0.08556019123214229
MATS4are,-0.19477751605121113
MATS5are,-0.054921989023453084
MATS6are,0.18069902734326299
MATS7are,0.10039497730602129
MATS8are,-0.2202004840075937
MAXssCH2,0.8830537708910725
MAXsssCH,-0.09431017468715885
MINssCH2,0.4753875008068731
MINsssCH,-0.09431017468715885
NsssssAs,0
RotRatio,0.25
SM1_Dzpe,1.1738066095471238
SM1_Dzse,1.129397677045838
SMR_VSA1,9.589074368143644
SMR_VSA2,0.0
SMR_VSA3,19.66437299524391
SMR_VSA4,5.917906046161393
SMR_VSA5,37.12352637313439
SMR_VSA6,19.345281995336556
SMR_VSA7,42.48355991507252
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,260.4905446308534
SpAD_Dzi,262.9906237112315
SpAD_Dzm,260.52244039801485
SpAD_Dzp,330.5479253131545
SpAD_Dzv,312.0505268913081
SpAbs_Dt,460.72235011760245
SpDiam_A,4.728258297876694
SpDiam_D,237.516545454402
SpMAD_Dt,17.72009038913855
SpMax_Dt,230.36117505880117
SsssssAs,0
VE1_Dzpe,5.0218172418638
VE1_Dzse,5.023233199115534
VE2_Dzpe,0.19314681699476152
VE2_Dzse,0.193201276889059
VE3_Dzpe,2.569303313596023
VE3_Dzse,2.5695852349799786
VMcGowan,283.9000000000003
VR1_Dzpe,151.37479020477994
VR1_Dzse,151.24759078451117
VR2_Dzpe,5.822107315568459
VR2_Dzse,5.817215030173506
VR3_Dzpe,5.975270260969294
VR3_Dzse,5.9744296131140775
mZagreb1,7.777777777777779
mZagreb2,5.916666666666668
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,45
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.10571183999999997
AATSC1are,0.010235775384615453
AATSC2are,0.006257794408602198
AATSC3are,-0.009044725245901625
AATSC4are,-0.020590289612403057
AATSC5are,-0.005805904516129027
AATSC6are,0.019102026666666636
AATSC7are,0.010612937777777751
AATSC8are,-0.023277798333333297
AETA_beta,1.1538461538461537
BCUTdv-1h,6.023204323126829
BCUTdv-1l,0.6309162630478263
BCUTpe-1h,3.490438204919921
BCUTpe-1l,2.2378868089878883
BCUTse-1h,3.703389821293699
BCUTse-1l,2.4358447280301223
ETA_alpha,12.600000000000001
ETA_dBeta,-3.0
ETA_eta_B,0.24517846677707666
ETA_eta_F,20.370724374967953
ETA_eta_L,7.27347299477699
ETA_eta_R,44.105853072737865
ETA_psi_1,0.5833333333333336
LabuteASA,157.529898763958
LogEE_DzZ,130.1970289794971
LogEE_Dzi,131.539941325551
LogEE_Dzm,130.2122625028341
LogEE_Dzp,164.7933918384633
LogEE_Dzv,155.80398937712502
PEOE_VSA1,4.899909730850478
PEOE_VSA2,14.270877303288827
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,5.098681808301038
PEOE_VSA5,11.761884949391115
PEOE_VSA6,12.13273413692322
PEOE_VSA7,37.650968189212655
PEOE_VSA8,42.431931854039895
PEOE_VSA9,0.0
SM1_Dzare,1.289509417266132
SpAD_Dzpe,267.0683975857062
SpAD_Dzse,268.15224577826325
SpAbs_DzZ,259.0849972943708
SpAbs_Dzi,261.9976756457524
SpAbs_Dzm,259.11888463194055
SpAbs_Dzp,333.3999615472976
SpAbs_Dzv,313.52568734816816
SpDiam_Dt,337.9648337663592
SpMAD_DzZ,10.018867101186668
SpMAD_Dzi,10.115023988893519
SpMAD_Dzm,10.02009386146211
SpMAD_Dzp,12.713381742813635
SpMAD_Dzv,12.001943341973389
SpMax_DzZ,130.1970289794971
SpMax_Dzi,131.539941325551
SpMax_Dzm,130.2122625028341
SpMax_Dzp,164.7933918384633
SpMax_Dzv,155.80398937712502
VE1_Dzare,5.020795384425305
VE2_Dzare,0.19310751478558863
VE3_Dzare,2.5690998092929003
VR1_Dzare,151.45375315701972
VR2_Dzare,5.825144352193066
VR3_Dzare,5.975791763685998
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48461538461538467
AETA_dBeta,-0.11538461538461539
AETA_eta_B,0.009429941029887564
AETA_eta_F,0.7834893990372289
AETA_eta_L,0.27974896133757654
AETA_eta_R,1.6963789643360718
BCUTare-1h,3.54517013189318
BCUTare-1l,2.185648997273925
ETA_beta_s,16.5
ETA_dPsi_A,0.13066666666666638
ETA_dPsi_B,0.0
ETA_eta_BR,0.5031784667770767
ETA_eta_FL,5.3955621008190295
ETA_eta_RL,12.66903509559602
LogEE_Dzpe,133.5793452009126
LogEE_Dzse,134.11956126132569
PEOE_VSA10,12.654640149529083
PEOE_VSA11,5.783244946364939
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,50.70007966629691
SlogP_VSA3,11.339293589984397
SlogP_VSA4,5.917906046161393
SlogP_VSA5,36.04127516747286
SlogP_VSA6,41.815591898893295
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,265.27832340343184
SpAbs_Dzpe,266.0233826775103
SpAbs_Dzse,267.1384943879626
SpDiam_DzZ,203.54654308910298
SpDiam_Dzi,203.04463032727068
SpDiam_Dzm,203.57146459779847
SpDiam_Dzp,257.77596656813483
SpDiam_Dzv,242.6313031555959
SpMAD_Dzpe,10.271861445604085
SpMAD_Dzse,10.313547914548586
SpMax_Dzpe,133.5793452009126
SpMax_Dzse,134.11956126132569
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.6346153846153846
AETA_eta_BR,0.01935301795296449
AETA_eta_FL,0.20752161926227036
AETA_eta_RL,0.4872705805998469
DetourIndex,2892
EState_VSA1,0.0
EState_VSA2,17.608330721877838
EState_VSA3,19.51033443475116
EState_VSA4,36.26615624190538
EState_VSA5,6.3273200747645415
EState_VSA6,22.77100795930084
EState_VSA7,35.42114718820832
EState_VSA8,10.082660329248245
EState_VSA9,0.0
ETA_beta_ns,13.5
ETA_shape_p,0.09259259259259257
ETA_shape_x,0.0
ETA_shape_y,0.26190476190476186
GhoseFilter,True
LogEE_Dzare,132.68875821776462
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,264.1398727908298
SpDiam_Dzpe,206.72417216710812
SpDiam_Dzse,207.79652245100095
SpMAD_Dzare,10.203012438593532
SpMax_Dzare,132.68875821776462
TopoPSA(NO),68.09
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.730220344721642
VSA_EState9,54.94175984632913
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5192307692307693
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.01538461538461533
FilterItLogS,-3.694237745048873
SpDiam_Dzare,205.19806482345808
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5760000000000002
ETA_epsilon_2,0.8307692307692306
ETA_epsilon_3,0.44054054054054076
ETA_epsilon_4,0.5464285714285717
ETA_epsilon_5,0.8307692307692306
AETA_beta_ns_d,0.019230769230769232
ETA_dEpsilon_A,0.13545945945945942
ETA_dEpsilon_B,0.02957142857142847
ETA_dEpsilon_C,-0.10588803088803095
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8461538461538461
MDEDescriptor,"0.0,1.6855824704660303,0.9425841796025287,0.0,16.260769106862075,16.821973427844704,0.0,3.3416253097913438,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,1.3212657272055228,0.19999999999999996"
APolDescriptor,58.34703199999998
BCUTDescriptor,"11.850000000000009,31.97207230148918,-0.2934952939707283,0.20260962414769407,5.215881922984481,10.29175297639413"
BPolDescriptor,35.712968
TPSADescriptor,93.39000000000001
ALOGPDescriptor,"0.8925000000000012,0.7965562500000021,102.0432"
XLogPDescriptor,2.207
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,372.1619972000001
ChiPathDescriptor,"18.355160383312143,12.66903509559602,10.79360587349627,9.262551785057227,7.031572730804284,5.013768898962251,3.4262493825153246,2.4447130570811373,15.821295186952366,10.180543563502116,7.413418306677558,5.507427900819392,3.7155015673114242,2.511749041549213,1.5139473319498769,0.9810938334814499"
ChiChainDescriptor,"0.0,0.0,0.14433756729740646,0.2687287392826324,0.2754319160449886,0.0,0.0,0.0298142396999972,0.11340935128235724,0.12736642204766635"
AtomCountDescriptor,50
BondCountDescriptor,28
SmallRingDescriptor,"3,2,3,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.3364006405892541,0.0,0.3103012199276332,0.0,0.7487233903661027,0.0,0.08137949880079427,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,6,1,3,4,1,0"
ZagrebIndexDescriptor,130.0
LargestChainDescriptor,17
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"52.769907178993,2.0296118145766537,20.683224324507602,5.144618394916604,12.757857555825195"
FractionalPSADescriptor,0.25093910905097644
WienerNumbersDescriptor,"1952.0,36.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.4442988661193206,4.689315897685532,5.638329410537101,1.6138936301198328,1.988573243577908,2.1548875439412507"
FractionalCSP3Descriptor,0.47368421052631576
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,7,0,0,6,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,8
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.727040816326532,10.51862673484295,5.9972838388411045"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,2054.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.47368421052631576
AutocorrelationDescriptorMass,"35.11661231463782,33.69319013009114,43.77254207238634,42.66130584811658,37.04670833031721"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.5131951588238736,-0.28278437012528473,0.08553589289892581,-0.0686491943892711,0.009685855120362907"
EccentricConnectivityIndexDescriptor,669
AutocorrelationDescriptorPolarizability,"1746.5599353334583,1977.575248285868,2583.8141251702095,2494.663362289854,2169.3019117527933"
