DLiP-ID,T000EM
BIC1,0.5743186341571258
BIC2,0.758718590066577
BIC3,0.8491525479665226
BIC4,0.8645098085447235
BIC5,0.8645098085447235
CIC0,4.1516808917326635
CIC1,2.2808338256563037
CIC2,1.1828802885447471
CIC3,0.6444187500832088
CIC4,0.5529786058108357
CIC5,0.5529786058108357
GGI1,5.0
GGI2,2.666666666666668
GGI3,1.1875
GGI4,1.3155555555555556
GGI5,0.6736111111111112
GGI6,0.446530612244898
GGI7,0.36111111111111116
GGI8,0.20508944318468125
GGI9,0.18250000000000002
JGI1,0.16666666666666669
JGI2,0.06837606837606841
JGI3,0.03125
JGI4,0.04111111111111111
JGI5,0.021050347222222224
JGI6,0.015397607318789582
JGI7,0.012452107279693484
JGI8,0.0073246229708814736
JGI9,0.007604166666666667
MIC0,14.593784136375888
MIC1,31.919601075361836
MIC2,39.09806848718751
MIC3,40.64695362538568
MIC4,40.739125290812225
MIC5,40.739125290812225
MPC2,39
MPC3,47
MPC4,55
MPC5,66
MPC6,57
MPC7,61
MPC8,64
MPC9,68
Mare,0.991846153846154
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,3
NssS,0
NtCH,0
NtsC,0
RNCG,0.16894007165601763
RPCG,0.14368978105589109
SIC0,0.27169111559581177
SIC1,0.5998845811143704
SIC2,0.792493150172197
SIC3,0.8869527997932495
SIC4,0.9029936929161736
SIC5,0.9029936929161736
SaaN,0
SaaO,0
SaaS,0
Sare,51.57600000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,16.049086591800453
SssS,0
StCH,0
StsC,0
TIC0,80.53545897323825
TIC1,177.81950640920897
TIC2,234.91309033900993
TIC3,262.9130903390099
TIC4,267.6679778411733
TIC5,267.6679778411733
Vabc,357.7557561764778
WPol,38
apol,57.283031999999984
bpol,33.300968
nRot,6
ABCGG,15.835690962299653
ATS0Z,1198.0
ATS0d,162.0
ATS0i,8450.441681104478
ATS0m,4726.164180000002
ATS0p,74.87362971637597
ATS0s,235.16666666666666
ATS0v,11208.447034343404
ATS1Z,1351.0
ATS1d,200.0
ATS1i,7920.002039802999
ATS1m,5123.574434
ATS1p,93.65601143
ATS1s,171.77777777777777
ATS1v,13952.583603428004
ATS2Z,1905.0
ATS2d,306.0
ATS2i,14576.536385380838
ATS2m,7026.845710999999
ATS2p,133.95539546164102
ATS2s,304.97222222222223
ATS2v,19439.8475209268
ATS3Z,1992.0
ATS3d,337.0
ATS3i,18241.522480074633
ATS3m,7122.748138
ATS3p,151.76400029303696
ATS3s,355.52777777777777
ATS3v,21226.894702119134
ATS4Z,1804.0
ATS4d,304.0
ATS4i,19462.03546686448
ATS4m,6301.754000000001
ATS4p,141.83409309582905
ATS4s,361.6666666666667
ATS4v,19399.158883274173
ATS5Z,1747.0
ATS5d,282.0
ATS5i,19379.11091198266
ATS5m,6253.5167519999995
ATS5p,122.31012349941298
ATS5s,390.3333333333333
ATS5v,17216.917428041274
ATS6Z,1531.0
ATS6d,249.0
ATS6i,14959.812804572635
ATS6m,5431.292101000001
ATS6p,108.57839297473502
ATS6s,327.3888888888889
ATS6v,15744.709308752266
ATS7Z,1463.0
ATS7d,242.0
ATS7i,13106.47122363474
ATS7m,5271.661717000001
ATS7p,117.89980197649001
ATS7s,266.41666666666663
ATS7v,16211.526236395495
ATS8Z,1429.0
ATS8d,263.0
ATS8i,15716.078712452178
ATS8m,5050.388736
ATS8p,127.86556176067799
ATS8s,258.55555555555554
ATS8v,16944.237424054514
C1SP1,0
C1SP2,1
C1SP3,7
C2SP1,0
C2SP2,10
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.3333333333333333
GGI10,0.13192531374349556
JGI10,0.006943437565447134
JGT10,0.3781761351775468
Kier1,22.68
Kier2,12.0
Kier3,7.650520597555455
MAXdO,12.129489261588258
MID_C,43.046866310190104
MID_N,4.217333274684995
MID_O,9.587092616496887
MID_X,0.0
MID_h,13.804425891181882
MINdO,11.988046007827997
MPC10,71
MWC01,30.0
MWC02,4.9344739331306915
MWC03,5.739792912179234
MWC04,6.569481420414296
MWC05,7.388327859577107
MWC06,8.219056661060598
MWC07,9.043458999670106
MWC08,9.874830843286324
MWC09,10.70245764183374
MWC10,11.534618461255294
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.981320000000001
SRW02,4.110873864173311
SRW03,0.0
SRW04,5.37989735354046
SRW05,0.0
SRW06,6.836259277277067
SRW07,0.0
SRW08,8.371242135931933
SRW09,0.0
SRW10,9.94467747936099
SaaCH,14.697248640110883
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.933580954452592
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.5872583626367327
SdssS,0
SsCH3,1.8506594912222618
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.7184717953603235
SssPH,0
SssSe,0
SsssB,0
SsssN,1.7311749265722376
SsssP,0
VE1_A,4.32348960414013
VE1_D,5.20797280076654
VE2_A,0.15441034300500464
VE2_D,0.185999028598805
VE3_A,2.4936822720956626
VE3_D,2.6798100994867187
VR1_A,317.03647322076597
VR1_D,168.60441860247934
VR2_A,11.322731186455927
VR2_D,6.021586378659976
VR3_A,6.788636241918592
VR3_D,6.1571746700121395
WPath,2566
Xc-3d,1.5016612791830408
Xc-4d,0.0
Xc-5d,0.23570226039551584
Xc-6d,0.0
Xp-0d,19.769373945685235
Xp-1d,13.614193540729628
Xp-2d,11.791425812547335
Xp-3d,9.437963972713398
Xp-4d,7.250938723238276
Xp-5d,5.868127755486473
Xp-6d,3.2384715641212543
Xp-7d,2.2958811552684977
ZMIC0,94.44463668310212
ZMIC1,51.29883088963636
ZMIC2,31.302048854262353
ZMIC3,26.522856143246763
ZMIC4,26.139433531662995
ZMIC5,26.139433531662995
nAcid,0
nAtom,52
nBase,0
nRing,3
piPC1,3.6635616461296463
piPC2,4.143134726391533
piPC3,4.553876891600541
piPC4,4.969813299576001
piPC5,5.433176002994675
piPC6,5.316586956597781
piPC7,5.489325047832176
piPC8,5.69194181659315
piPC9,5.874316075698114
AATS0Z,23.03846153846154
AATS0d,3.1153846153846154
AATS0i,162.5084938673938
AATS0m,90.88777269230772
AATS0p,1.4398774945456918
AATS0s,4.522435897435897
AATS0v,215.54705835275777
AATS1Z,25.01851851851852
AATS1d,3.7037037037037037
AATS1i,146.66670444079628
AATS1m,94.88100803703703
AATS1p,1.7343705820370372
AATS1s,3.1810699588477367
AATS1v,258.38117784125933
AATS2Z,20.483870967741936
AATS2d,3.2903225806451615
AATS2i,156.7369503804391
AATS2m,75.55748076344085
AATS2p,1.4403805963617313
AATS2s,3.2792712066905616
AATS2v,209.03061850458926
AATS3Z,17.321739130434782
AATS3d,2.9304347826086956
AATS3i,158.62193460934463
AATS3m,61.93694033043478
AATS3p,1.3196869590698865
AATS3s,3.0915458937198066
AATS3v,184.58169306190553
AATS4Z,14.909090909090908
AATS4d,2.512396694214876
AATS4i,160.84326832119405
AATS4m,52.08061157024794
AATS4p,1.1721825875688352
AATS4s,2.988980716253444
AATS4v,160.3236271344973
AATS5Z,14.931623931623932
AATS5d,2.41025641025641
AATS5i,165.6334265981424
AATS5m,53.448861128205124
AATS5p,1.0453856709351537
AATS5s,3.336182336182336
AATS5v,147.15314041060918
AATS6Z,16.824175824175825
AATS6d,2.7362637362637363
AATS6i,164.39354730299598
AATS6m,59.68452858241759
AATS6p,1.1931691535685167
AATS6s,3.5976800976800978
AATS6v,173.01878361266228
AATS7Z,17.416666666666668
AATS7d,2.880952380952381
AATS7i,156.029419328985
AATS7m,62.75787758333335
AATS7p,1.4035690711486906
AATS7s,3.1716269841269837
AATS7v,192.99435995708922
AATS8Z,14.434343434343434
AATS8d,2.6565656565656566
AATS8i,158.74826982274928
AATS8m,51.014027636363636
AATS8p,1.2915713309159393
AATS8s,2.6116722783389448
AATS8v,171.153913374288
AMID_C,1.5373880825067894
AMID_N,0.1506190455244641
AMID_O,0.34239616487488883
AMID_X,0.0
AMID_h,0.4930152103993529
ATS0dv,414.0
ATS0pe,330.36369999999994
ATS0se,406.7558239999999
ATS1dv,377.0
ATS1pe,355.1965
ATS1se,424.2978479999999
ATS2dv,500.0
ATS2pe,608.9139
ATS2se,740.1197879999999
ATS3dv,484.0
ATS3pe,734.8458
ATS3se,902.5050239999999
ATS4dv,437.0
ATS4pe,754.1589999999999
ATS4se,936.7847119999999
ATS5dv,448.0
ATS5pe,731.8671999999999
ATS5se,916.5985999999999
ATS6dv,391.0
ATS6pe,599.6955999999999
ATS6se,739.8190999999999
ATS7dv,359.0
ATS7pe,525.4247
ATS7se,645.536436
ATS8dv,292.0
ATS8pe,593.6257
ATS8se,741.0219519999999
ATSC0Z,397.69230769230774
ATSC0c,1.338029888787239
ATSC0d,26.3076923076923
ATSC0i,73.83890419651583
ATSC0m,1884.0879756923077
ATSC0p,11.770826733433228
ATSC0s,79.39743589743588
ATSC0v,2557.0628779478284
ATSC1Z,24.39644970414202
ATSC1c,-0.7842226097511503
ATSC1d,6.526627218934911
ATSC1i,-17.121966785838033
ATSC1m,112.81267939644977
ATSC1p,-1.5580889235791215
ATSC1s,-3.096482577251808
ATSC1v,-95.55054919897364
ATSC2Z,-10.065088757396445
ATSC2c,0.0767588369338073
ATSC2d,-7.01183431952663
ATSC2i,8.61763591666888
ATSC2m,-48.38241991124259
ATSC2p,0.9161490970638767
ATSC2s,8.944115713346482
ATSC2v,17.192299372128765
ATSC3Z,-118.01183431952664
ATSC3c,0.16701671334105367
ATSC3d,-10.680473372781066
ATSC3i,-3.3469118488481913
ATSC3m,-564.0129221656802
ATSC3p,-2.188269873644182
ATSC3s,-8.444115713346486
ATSC3v,-698.4333952373115
ATSC4Z,-99.89940828402368
ATSC4c,-0.3000560659070789
ATSC4d,-3.7928994082840246
ATSC4i,-30.088484126999642
ATSC4m,-480.9594808994083
ATSC4p,-5.738036352657248
ATSC4s,-21.254930966469427
ATSC4v,-959.661773711536
ATSC5Z,162.07692307692307
ATSC5c,0.39157030966652817
ATSC5d,7.384615384615384
ATSC5i,-1.7870935938263242
ATSC5m,776.6027630769229
ATSC5p,2.3727573739982297
ATSC5s,10.14102564102564
ATSC5v,922.9784498685182
ATSC6Z,-120.61538461538458
ATSC6c,-0.49416194900158844
ATSC6d,1.8461538461538463
ATSC6i,21.40275046459775
ATSC6m,-539.2843263846154
ATSC6p,4.576911882866537
ATSC6s,-38.66880341880343
ATSC6v,400.5745733277885
ATSC7Z,-45.27218934911244
ATSC7c,0.30626901362082737
ATSC7d,-4.035502958579883
ATSC7i,-4.123312529485813
ATSC7m,-224.8247514260354
ATSC7p,-1.226229739303218
ATSC7s,5.159270216962525
ATSC7v,-417.4785911994266
ATSC8Z,10.355029585798814
ATSC8c,0.2698779849281181
ATSC8d,-5.27810650887574
ATSC8i,16.421218502367037
ATSC8m,46.4768089704142
ATSC8p,0.48388574545427254
ATSC8s,-2.768408941485865
ATSC8v,62.165219988705736
AXp-0d,0.7060490694887583
AXp-1d,0.4538064513576543
AXp-2d,0.3023442516037778
AXp-3d,0.20080774410028507
AXp-4d,0.1318352495134232
AXp-5d,0.08891102659827989
AXp-6d,0.05681529059861849
AXp-7d,0.03763739598800816
GATS1Z,0.7694390715667311
GATS1c,1.619332574188151
GATS1d,0.8436484730344382
GATS1i,1.4368658880563308
GATS1m,0.7771365768957696
GATS1p,1.24314977209748
GATS1s,0.5869926320636801
GATS1v,1.0485840182454604
GATS2Z,0.9631777625257377
GATS2c,1.1925711161722767
GATS2d,1.3549330315034904
GATS2i,1.0357873701519946
GATS2m,0.96226209883905
GATS2p,0.9614456575256772
GATS2s,0.6344719758173033
GATS2v,0.950722058103063
GATS3Z,1.0922689428979901
GATS3c,1.095813013154431
GATS3d,1.306445461479787
GATS3i,1.0740487724387298
GATS3m,1.0930182095224124
GATS3p,1.0748308956746098
GATS3s,0.9555943245880693
GATS3v,1.086519085315071
GATS4Z,1.0895087680035804
GATS4c,1.1542024930619967
GATS4d,0.9933304335218214
GATS4i,1.158620553104895
GATS4m,1.0907311773285076
GATS4p,1.1832393837558999
GATS4s,1.2792202072988297
GATS4v,1.133395553580359
GATS5Z,0.8883623468729851
GATS5c,1.2383632555861905
GATS5d,0.8698830409356728
GATS5i,0.8912590457770366
GATS5m,0.8801630354245873
GATS5p,0.8410443835424145
GATS5s,1.2911575793458567
GATS5v,0.7895418219827643
GATS6Z,1.2542138712351478
GATS6c,1.6199982046979053
GATS6d,1.0651629072681708
GATS6i,0.8000544029373549
GATS6m,1.2335033476832153
GATS6p,0.694816058746811
GATS6s,1.9983852736961085
GATS6v,0.8033321047477124
GATS7Z,0.9709588284056367
GATS7c,0.629265040320716
GATS7d,1.1770050125313287
GATS7i,1.1172827695144842
GATS7m,0.979319400250941
GATS7p,1.0972209044513677
GATS7s,0.9133776229690973
GATS7v,1.1063903146778349
GATS8Z,0.897678916827853
GATS8c,0.5110570606269709
GATS8d,1.1944887471203265
GATS8i,0.8939966543069007
GATS8m,0.9053025367709763
GATS8p,1.0053527538255806
GATS8s,0.7800335014932142
GATS8v,1.021303331849367
MATS1Z,0.05907299949853143
MATS1c,-0.5643949617545474
MATS1d,0.23889971843188224
MATS1i,-0.22329448205194286
MATS1m,0.05765889566355222
MATS1p,-0.1274661466341969
MATS1s,-0.037555344245693574
MATS1v,-0.035983331017353
MATS2Z,-0.014151119985025263
MATS2c,0.03207620392904154
MATS2d,-0.14902848519147344
MATS2i,0.0652564274297365
MATS2m,-0.014358424985123238
MATS2p,0.043519068007007694
MATS2s,0.06298705846061603
MATS2v,0.0037593516595017134
MATS3Z,-0.13417879068202843
MATS3c,0.056441639643442766
MATS3d,-0.1835748792270532
MATS3i,-0.0204957839471388
MATS3m,-0.13536094562093415
MATS3p,-0.08406194177936417
MATS3s,-0.048089825586157375
MATS3v,-0.12350629468218376
MATS4Z,-0.10795274709464968
MATS4c,-0.09637282048384864
MATS4d,-0.061959305978444776
MATS4i,-0.17511890731008112
MATS4m,-0.10970471299701756
MATS4p,-0.20949530851536177
MATS4s,-0.11504591294089704
MATS4v,-0.1612852908629988
MATS5Z,0.18113045347087897
MATS5c,0.13006529241167944
MATS5d,0.12475633528265109
MATS5i,-0.010756711900335116
MATS5m,0.18319568302691158
MATS5p,0.08959088913379291
MATS5s,0.056766600283474175
MATS5v,0.16042337007966906
MATS6Z,-0.17330754352030942
MATS6c,-0.21104032050306268
MATS6d,0.04010025062656643
MATS6i,0.16563278200984433
MATS6m,-0.1635605535386669
MATS6p,0.22219154847911385
MATS6s,-0.27830192306213636
MATS6v,0.0895166709279403
MATS7Z,-0.07047066408768538
MATS7c,0.14169721114517167
MATS7d,-0.09495962127541081
MATS7i,-0.034568860842978916
MATS7m,-0.07386981333614179
MATS7p,-0.06448948894685094
MATS7s,0.0402259078990873
MATS7v,-0.10106874184211292
MATS8Z,0.013676415997499164
MATS8c,0.10594239656487776
MATS8d,-0.10538129836375454
MATS8i,0.11681222222822168
MATS8m,0.012956964638776524
MATS8p,0.02159255381881109
MATS8s,-0.01831436709524874
MATS8v,0.012769509527333828
MAXssO,5.5911805446784015
MINssO,5.22169974114821
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,36.72605796745755
SpAD_D,380.4546499143013
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.489500693701732
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,586
TMWC10,132.00649873240738
TSRW10,62.64295011028376
VE1_Dt,5.195656502751496
VE2_Dt,0.18555916081255344
VE3_Dt,2.6774424057887867
VR1_Dt,170.21567613156748
VR2_Dt,6.079131290413124
VR3_Dt,6.166685733259875
Xc-3dv,0.6204186508662912
Xc-4dv,0.0
Xc-5dv,0.07394152788506181
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2721655269759087
Xch-7d,0.29536077535649696
Xp-0dv,15.849897888455569
Xp-1dv,9.183083704512724
Xp-2dv,6.445293109774258
Xp-3dv,4.373457542343075
Xp-4dv,2.784462195644804
Xp-5dv,1.7586056264593117
Xp-6dv,0.7657000435336905
Xp-7dv,0.4268548678888422
Xpc-4d,3.1985599045917366
Xpc-5d,4.300859692317191
Xpc-6d,6.069294440554861
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,54
nFRing,0
nHBAcc,5
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,5.955432494768017
AATS0dv,7.961538461538462
AATS0pe,6.353148076923076
AATS0se,7.822227384615383
AATS1dv,6.981481481481482
AATS1pe,6.577712962962964
AATS1se,7.8573675555555536
AATS2dv,5.376344086021505
AATS2pe,6.54746129032258
AATS2se,7.958277290322579
AATS3dv,4.208695652173913
AATS3pe,6.38996347826087
AATS3se,7.847869773913043
AATS4dv,3.6115702479338845
AATS4pe,6.2327190082644615
AATS4se,7.74202241322314
AATS5dv,3.8290598290598292
AATS5pe,6.255275213675213
AATS5se,7.834176068376068
AATS6dv,4.2967032967032965
AATS6pe,6.590061538461537
AATS6se,8.129880219780219
AATS7dv,4.273809523809524
AATS7pe,6.255055952380952
AATS7se,7.684957571428571
AATS8dv,2.9494949494949494
AATS8pe,5.9962191919191925
AATS8se,7.485070222222221
AATSC0Z,7.647928994082841
AATSC0c,0.025731344015139213
AATSC0d,0.5059171597633134
AATSC0i,1.4199789268560736
AATSC0m,36.232461071005915
AATSC0p,0.22636205256602362
AATSC0s,1.5268737672583823
AATSC0v,49.17428611438132
AATSC1Z,0.4517861056322597
AATSC1c,-0.014522640921317598
AATSC1d,0.12086346701731315
AATSC1i,-0.3170734589970006
AATSC1m,2.0891236925268477
AATSC1p,-0.028853498584798548
AATSC1s,-0.05734226994910756
AATSC1v,-1.7694546147958081
AATSC2Z,-0.10822676083221984
AATSC2c,0.0008253638379979281
AATSC2d,-0.07539606795189925
AATSC2i,0.09266275179213848
AATSC2m,-0.5202410743144364
AATSC2p,0.009851065559826632
AATSC2s,0.09617328724028476
AATSC2v,0.18486343410891146
AATSC3Z,-1.0261898636480578
AATSC3c,0.001452319246443945
AATSC3d,-0.09287368150244404
AATSC3i,-0.029103581294332097
AATSC3m,-4.904460192745045
AATSC3p,-0.01902843368386245
AATSC3s,-0.07342709315953466
AATSC3v,-6.073333871628796
AATSC4Z,-0.8256149444960634
AATSC4c,-0.0024798021975791645
AATSC4d,-0.03134627610152087
AATSC4i,-0.2486651580743772
AATSC4m,-3.974871742970316
AATSC4p,-0.047421788038489655
AATSC4s,-0.17566058649974733
AATSC4v,-7.931089038938314
AATSC5Z,1.3852728468113082
AATSC5c,0.0033467547834746
AATSC5d,0.06311637080867849
