DLiP-ID,T000BK
AATSC4p,0.0023341821553310815
AATSC4s,-0.33064567243951953
AATSC4v,-2.586677567011464
AATSC5Z,-0.5402968511582747
AATSC5c,0.0034345525460415735
AATSC5d,0.05209599112220835
AATSC5i,0.04183400681093039
AATSC5m,-2.3144305748869467
AATSC5p,-0.014254437648946518
AATSC5s,0.07623804815692008
AATSC5v,-0.2403518233280354
AATSC6Z,0.1787892309980666
AATSC6c,9.495138273218353e-06
AATSC6d,0.09625464822251971
AATSC6i,0.7060240674503641
AATSC6m,1.1130563424483098
AATSC6p,0.07578767155199659
AATSC6s,-0.08302329013253645
AATSC6v,11.36197992077195
AATSC7Z,-0.10763345505129542
AATSC7c,-0.0019813197368345847
AATSC7d,-0.11666840549469656
AATSC7i,0.06990584371311673
AATSC7m,-0.6479243649521814
AATSC7p,0.003595862060665373
AATSC7s,-0.09750585572402386
AATSC7v,-2.469903014253423
AATSC8Z,-1.1942820012995454
AATSC8c,0.0022932358613461366
AATSC8d,-0.03566601689408707
AATSC8i,-0.41719826584790076
AATSC8m,-5.677305023073423
AATSC8p,-0.0787122149077731
AATSC8s,0.14180594885068692
AATSC8v,-13.296583533125244
ATS0are,286.2731999999999
ATS1are,302.1747000000001
ATS2are,487.8768999999999
ATS3are,602.9337999999999
ATS4are,656.2267999999998
ATS5are,568.6797000000001
ATS6are,521.6809
ATS7are,431.8669
ATS8are,460.8738999999999
ATSC0dv,184.79012345679018
ATSC0pe,5.482831111111108
ATSC0se,3.6626831111111096
ATSC1dv,25.043895747599453
ATSC1pe,-0.04713916049382652
ATSC1se,0.30909539506172795
ATSC2dv,44.23593964334704
ATSC2pe,2.567089679012347
ATSC2se,1.6531039012345683
ATSC3dv,-59.418381344307285
ATSC3pe,-1.2151138765432101
ATSC3se,-1.0745765432098753
ATSC4dv,-61.07956104252401
ATSC4pe,-2.7339898271604923
ATSC4se,-1.8672906049382707
ATSC5dv,34.94101508916323
ATSC5pe,0.34877846913580246
ATSC5se,0.1308858024691361
ATSC6dv,-6.857338820301793
ATSC6pe,-0.37311516049382687
ATSC6se,-0.0916939382716046
ATSC7dv,-35.67626886145405
ATSC7pe,-0.2455357530864192
ATSC7se,-0.04882475308642002
ATSC8dv,-2.912208504801095
ATSC8pe,0.4799385679012347
ATSC8se,0.2333323456790119
AXp-0dv,0.5779110565264967
AXp-1dv,0.33076254586753956
AXp-2dv,0.18605871630840004
AXp-3dv,0.1028182429765873
AXp-4dv,0.058106344368053904
AXp-5dv,0.030587250234695402
AXp-6dv,0.018059774403967943
AXp-7dv,0.0097960970737503
BertzCT,1073.9425574765908
ECIndex,663
ETA_eta,18.204972716005987
GATS1dv,0.6360803757235292
GATS1pe,0.673378625344443
GATS1se,0.609597941556307
GATS2dv,0.7635816056710454
GATS2pe,0.5305825909805507
GATS2se,0.5530445251898326
GATS3dv,1.106526547414626
GATS3pe,1.0533050352978937
GATS3se,1.1066493119169247
GATS4dv,1.2577286991125618
GATS4pe,1.5219271098867873
GATS4se,1.600055765115026
GATS5dv,0.9799287168431229
GATS5pe,1.0742703135051668
GATS5se,1.0943480048538075
GATS6dv,1.0823234144488156
GATS6pe,1.0976481228670976
GATS6se,1.0553154359356556
GATS7dv,0.9723673414081492
GATS7pe,0.6897870532303388
GATS7se,0.6276929267278885
GATS8dv,0.8257194295198174
GATS8pe,0.6499182690566273
GATS8se,0.626876738296023
LogEE_A,4.216513972449986
LogEE_D,158.4524359216023
MATS1dv,0.12975908889318485
MATS1pe,-0.008231739744677018
MATS1se,0.0807993458755457
MATS2dv,0.14174097724267903
MATS2pe,0.27722672450392005
MATS2se,0.26723893134476073
MATS3dv,-0.15393122348954363
MATS3pe,-0.1060954531971275
MATS3se,-0.14045029976461407
MATS4dv,-0.14726796704256206
MATS4pe,-0.2221688494032581
MATS4se,-0.22714527448258498
MATS5dv,0.09560470576931156
MATS5pe,0.0321637965124281
MATS5se,0.0180682337849069
MATS6dv,-0.02011922623685552
MATS6pe,-0.036895419168578324
MATS6se,-0.01357299539231717
MATS7dv,-0.12236433028959431
MATS7pe,-0.028383375085329628
MATS7se,-0.008448796988965068
MATS8dv,-0.009331310304087305
MATS8pe,0.0518298204500403
MATS8se,0.0377202465379564
MAXaaCH,1.7034283045748142
MAXaasC,0.6942959150750666
MAXsCH3,1.7756313355658455
MAXssNH,2.417767649568245
MDEC-11,0.25
MDEC-12,2.5742370739148432
MDEC-13,3.7831685343223724
MDEC-22,9.545103982576752
MDEC-23,14.622425943547162
MDEC-33,5.190459212729808
MDEN-22,1.5503438738188353
MDEO-11,0.4814111366353723
MINaaCH,1.425495874275636
MINaasC,0.058028050726463665
MINsCH3,1.7756313355658455
MINssNH,2.417767649568245
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9464285714285716
SM1_Dzi,1.333500404195703
SM1_Dzm,1.9431561536577697
SM1_Dzp,-4.8954721347102454
SM1_Dzv,-2.316703071976324
SddssSe,0
SpAD_Dt,495.35688889923773
SpAbs_A,34.17087198139028
SpAbs_D,316.90487184320443
SpMAD_A,1.2655878511626029
SpMAD_D,11.737217475674242
SpMax_A,2.387938029501383
SpMax_D,158.4524359216023
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,112.39
TpiPC10,8.649415915607644
VAdjMat,5.857980995127572
VE1_DzZ,5.111213802427088
VE1_Dzi,5.121665997083544
VE1_Dzm,5.111206601587062
VE1_Dzp,5.116693455154651
VE1_Dzv,5.121466655673581
VE2_DzZ,0.18930421490470695
VE2_Dzi,0.18969133322531645
VE2_Dzm,0.18930394820692822
VE2_Dzp,0.1895071650057278
VE2_Dzv,0.18968395021013262
VE3_DzZ,2.6246886837405348
VE3_Dzi,2.6267315491892167
VE3_Dzm,2.6246872749078434
VE3_Dzp,2.6257601938967854
VE3_Dzv,2.6266926272272064
VR1_DzZ,161.07842336809972
VR1_Dzi,160.67108000878147
VR1_Dzm,161.07886208080322
VR1_Dzp,160.74286153523988
VR1_Dzv,160.42995112366918
VR2_DzZ,5.965867532151841
VR2_Dzi,5.95078074106598
VR2_Dzm,5.96588378077049
VR2_Dzp,5.953439316119995
VR2_Dzv,5.941850041617378
VR3_DzZ,6.075143121064457
VR3_Dzi,6.072611066949834
VR3_Dzm,6.075145844657703
VR3_Dzp,6.073057727896195
VR3_Dzv,6.071109178714923
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.07345631086110876
Xch-7dv,0.11916645710115116
Xpc-4dv,2.040422698564136
Xpc-5dv,2.490286543560887
Xpc-6dv,2.7910548960054076
Zagreb1,140.0
Zagreb2,161.0
fragCpx,139.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,18
nBondsD,3
nBondsM,21
nBondsO,29
nBondsS,26
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,1
AATS0are,6.361626666666665
AATS1are,6.4292489361702145
AATS2are,6.419432894736841
AATS3are,6.414189361702126
AATS4are,6.497295049504949
AATS5are,6.3896595505618
AATS6are,6.285312048192771
AATS7are,6.082632394366197
AATS8are,6.064130263157893
AATSC0dv,4.106447187928671
AATSC0pe,0.12184069135802462
AATSC0se,0.08139295802469132
AATSC1dv,0.5328488456936054
AATSC1pe,-0.001002960861570777
AATSC1se,0.006576497767270807
AATSC2dv,0.582051837412461
AATSC2pe,0.03377749577647825
AATSC2se,0.02175136712150748
AATSC3dv,-0.6321104398330563
AATSC3pe,-0.012926743367480958
AATSC3se,-0.011431665353296545
AATSC4dv,-0.6047481291339011
AATSC4pe,-0.027069206209509825
AATSC4se,-0.018488025791468028
AATSC5dv,0.3925956751591374
AATSC5pe,0.003918859203773061
AATSC5se,0.001470626994035237
AATSC6dv,-0.08261854000363607
AATSC6pe,-0.004495363379443697
AATSC6se,-0.0011047462442362
AATSC7dv,-0.5024826600204796
AATSC7pe,-0.003458250043470693
AATSC7se,-0.0006876725786819722
AATSC8dv,-0.03831853295790914
AATSC8pe,0.006314981156595193
AATSC8se,0.0030701624431448936
AETA_eta,0.6742582487409625
ATSC0are,5.922479999999996
ATSC1are,-0.28558800000000006
ATSC2are,2.8691560000000003
ATSC3are,-1.4875759999999993
ATSC4are,-2.9518239999999976
ATSC5are,0.42536399999999996
ATSC6are,-0.2626519999999996
ATSC7are,-0.17572400000000016
ATSC8are,0.6264759999999995
BCUTZ-1h,16.013123073763264
BCUTZ-1l,5.68545467464935
BCUTc-1h,0.46319256344417725
BCUTc-1l,-0.38009213854255014
BCUTd-1h,4.043822494756926
BCUTd-1l,0.9715554409560949
BCUTi-1h,14.737101293039245
BCUTi-1l,10.319768132826031
BCUTm-1h,32.066544124657824
BCUTm-1l,11.697312178025715
BCUTp-1h,2.954582290847356
BCUTp-1l,0.760993745488399
BCUTs-1h,7.014209809268101
BCUTs-1l,0.29893953007518576
BCUTv-1h,24.44183210186828
BCUTv-1l,14.701854548314612
BalabanJ,1.4548060198647415
Diameter,15
ETA_beta,40.5
GATS1are,0.723892406200163
GATS2are,0.5314945410493045
GATS3are,1.083645379149678
GATS4are,1.5539232226906288
GATS5are,1.0844010989019333
GATS6are,1.0894874224783402
GATS7are,0.6622297168620457
GATS8are,0.6197959211965971
HybRatio,0.10526315789473684
Lipinski,True
LogEE_Dt,247.67844444961887
MATS1are,-0.04616905741326884
MATS2are,0.28684645088224087
MATS3are,-0.12024311552061145
MATS4are,-0.2220639172966208
MATS5are,0.03631446377079509
MATS6are,-0.02404426637945385
MATS7are,-0.018805359612389282
MATS8are,0.06263250139166451
MAXddssS,-3.78506019728828
MINddssS,-3.78506019728828
NsssssAs,0
RotRatio,0.1724137931034483
SM1_Dzpe,1.432527539779682
SM1_Dzse,1.3778924772647763
SMR_VSA1,13.524324379169643
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,10.228500251258795
SMR_VSA5,18.742957874899023
SMR_VSA6,4.722094864452088
SMR_VSA7,71.92105017116155
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,201.22078016916066
SpAD_Dzi,223.2598256357237
SpAD_Dzm,201.2498086545018
SpAD_Dzp,300.8465787924143
SpAD_Dzv,285.376242396918
SpAbs_Dt,495.3568888992378
SpDiam_A,4.7758760590027665
SpDiam_D,242.4378366869084
SpMAD_Dt,18.34655144071251
SpMax_Dt,247.67844444961887
SsssssAs,0
VE1_Dzpe,5.121125370896529
VE1_Dzse,5.12047999287671
VE2_Dzpe,0.18967131003320478
VE2_Dzse,0.18964740714358186
VE3_Dzpe,2.6266259869126665
VE3_Dzse,2.626499956276306
VMcGowan,276.8700000000003
VR1_Dzpe,160.5163494533473
VR1_Dzse,160.53714562626044
VR2_Dzpe,5.945049979753604
VR2_Dzse,5.945820208380017
VR3_Dzpe,6.071647576145333
VR3_Dzse,6.071777125726702
mZagreb1,9.340277777777779
mZagreb2,5.847222222222222
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,12
nBondsKS,35
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.13161066666666657
AATSC1are,-0.0060763404255319165
AATSC2are,0.03775205263157895
AATSC3are,-0.015825276595744675
AATSC4are,-0.029225980198019776
AATSC5are,0.004779370786516853
AATSC6are,-0.0031644819277108385
AATSC7are,-0.00247498591549296
AATSC8are,0.008243105263157888
AETA_beta,1.5
BCUTdv-1h,6.017561224785065
BCUTdv-1l,0.644232225514594
BCUTpe-1h,3.536868801923759
BCUTpe-1l,2.233879680095273
BCUTse-1h,3.768201422429533
BCUTse-1l,2.4297938296372346
ETA_alpha,12.933333333333334
ETA_dBeta,7.5
ETA_eta_B,0.5660397869192462
ETA_eta_F,30.762120730219724
ETA_eta_L,4.88314247235926
ETA_eta_R,48.96709344622571
ETA_psi_1,0.5606936416184973
LabuteASA,157.046773414073
LogEE_DzZ,100.29401450965275
LogEE_Dzi,111.67701822877771
LogEE_Dzm,100.3081109547237
LogEE_Dzp,149.36533569867382
LogEE_Dzv,142.25910211105594
PEOE_VSA1,5.106527394840706
PEOE_VSA2,4.722094864452088
PEOE_VSA3,13.401775505276145
PEOE_VSA4,10.228500251258795
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,67.4389468620065
PEOE_VSA8,6.196843571613076
PEOE_VSA9,16.2702560248849
SM1_Dzare,1.5752237029804181
SpAD_Dzpe,226.1421188514688
SpAD_Dzse,226.0996850371019
SpAbs_DzZ,199.6147226143569
SpAbs_Dzi,222.12388084696443
SpAbs_Dzm,199.64635346291288
SpAbs_Dzp,303.62614353205777
SpAbs_Dzv,286.83490729408834
SpDiam_Dt,363.87589470136857
SpMAD_DzZ,7.452621487746691
SpMAD_Dzi,8.26888243095273
SpMAD_Dzm,7.4536966168334
SpMAD_Dzp,11.142465881200529
SpMAD_Dzv,10.56949045914511
SpMax_DzZ,100.29401450965275
SpMax_Dzi,111.67701822877771
SpMax_Dzm,100.3081109547237
SpMax_Dzp,149.36533569867382
SpMax_Dzv,142.25910211105594
VE1_Dzare,5.121500571448709
VE2_Dzare,0.18968520634995217
VE3_Dzare,2.6266992494831163
VR1_Dzare,160.49693097080265
VR2_Dzare,5.944330776696394
VR3_Dzare,6.07152659372029
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,18
nAromBond,18
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47901234567901235
AETA_dBeta,0.2777777777777778
AETA_eta_B,0.020964436552564674
AETA_eta_F,1.1393378048229528
AETA_eta_L,0.1808571286058985
AETA_eta_R,1.8135960535639153
BCUTare-1h,3.5808410394564136
BCUTare-1l,2.18419083232472
ETA_beta_s,16.5
ETA_dPsi_A,0.15330635838150264
ETA_dPsi_B,0.0
ETA_eta_BR,0.8240397869192462
ETA_eta_FL,7.96503130309459
ETA_eta_RL,12.84817377545385
LogEE_Dzpe,113.12411600128179
LogEE_Dzse,113.10087557326447
PEOE_VSA10,11.567374611118932
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
SlogP_VSA1,4.722094864452088
SlogP_VSA2,18.508302900116853
SlogP_VSA3,10.023291153407584
SlogP_VSA4,13.847474399381248
SlogP_VSA5,11.126902983393991
SlogP_VSA6,75.91813091454415
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,224.4878809283287
SpAbs_Dzpe,224.87767961533146
SpAbs_Dzse,224.87456647979238
SpDiam_DzZ,153.66685015454237
SpDiam_Dzi,171.10289384148982
SpDiam_Dzm,153.6902544295138
SpDiam_Dzp,232.70532665284884
SpDiam_Dzv,220.56660415067904
SpMAD_Dzpe,8.375634031535881
SpMAD_Dzse,8.374062408781551
SpMax_Dzpe,113.12411600128179
SpMax_Dzse,113.10087557326447
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,27
AETA_beta_s,0.6111111111111112
AETA_eta_BR,0.030519992108120227
AETA_eta_FL,0.2950011593738737
AETA_eta_RL,0.4758582879797722
DetourIndex,3238
EState_VSA1,10.023291153407584
EState_VSA2,16.462858086636707
EState_VSA3,22.501675532761116
EState_VSA4,0.0
EState_VSA5,18.329577708536295
EState_VSA6,56.31204387861251
EState_VSA7,0.0
EState_VSA8,19.93457363665809
EState_VSA9,0.0
ETA_beta_ns,24.0
ETA_shape_p,0.15463917525773194
ETA_shape_x,0.06443298969072166
ETA_shape_y,0.2706185567010309
GhoseFilter,True
LogEE_Dzare,112.30228208279327
SlogP_VSA10,17.192635327202154
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,223.1058712635574
SpDiam_Dzpe,173.62540855881332
SpDiam_Dzse,173.58281255040143
SpMAD_Dzare,8.314365960308471
SpMax_Dzare,112.30228208279327
TopoPSA(NO),104.01
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,25.007333674822853
VSA_EState9,46.861059855798764
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8888888888888888
EState_VSA10,13.524324379169643
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.020987654320987644
FilterItLogS,-5.7549924881787735
SpDiam_Dzare,172.35202099426516
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.6325925925925927
ETA_epsilon_2,0.8543209876543207
ETA_epsilon_3,0.44025974025974035
ETA_epsilon_4,0.5453551912568306
ETA_epsilon_5,0.8160919540229883
AETA_beta_ns_d,0.07407407407407407
ETA_dEpsilon_A,0.19233285233285236
ETA_dEpsilon_B,0.08723740133576208
ETA_dEpsilon_C,-0.10509545099709028
ETA_dEpsilon_D,0.038229033631332454
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.8148148148148148
MDEDescriptor,"0.25,2.5742370739148432,3.7831685343223724,0.0,9.545103982576752,14.622425943547162,0.0,5.190459212729808,0.0,0.0,0.4814111366353723,0.0,0.0,0.0,0.0,0.0,1.5503438738188353,0.0,0.0"
APolDescriptor,55.14827399999997
BCUTDescriptor,"11.996157095085909,31.972072364176043,-0.3859864392348283,0.24632622171923263,5.362012127718456,11.867179224028556"
BPolDescriptor,29.453725999999996
TPSADescriptor,112.39000000000001
ALOGPDescriptor,"4.898500000000001,23.995302250000012,102.4389"
XLogPDescriptor,4.355000000000001
VAdjMaDescriptor,5.857980995127573
WeightDescriptor,382.10996158
ChiPathDescriptor,"19.44094682093905,12.848173775453855,12.15476065316252,9.61603742174674,7.409945705720019,5.757495466817761,3.4815355088616435,2.394558397299713,14.990843716185925,8.479046812793072,6.365817800104227,4.125976331529673,2.7002325152327744,1.6188401642375967,0.8154181542974088,0.4249486202245376"
ChiChainDescriptor,"0.0,0.0,0.0,0.24095096150485462,0.3787113921468349,0.0,0.0,0.0,0.07345631086110876,0.1021454901558877"
AtomCountDescriptor,45
BondCountDescriptor,29
SmallRingDescriptor,"3,3,3,3,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.471041429166058,0.20412414523193154,0.6206272395052467,0.10206207261596577,0.8871163902557624,0.025499585890087693,0.12319009575217436,0.008499861963362563"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,13,2,2,0,0,0"
ZagrebIndexDescriptor,140.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"54.49400501328941,2.0182964819736817,23.240886614176475,7.490391981770601,12.262262746368213"
FractionalPSADescriptor,0.29412999215009894
WienerNumbersDescriptor,"2072.0,41.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.851662159315795,6.801178390145435,9.2083283961306,1.4649354877943268,1.7692314938189684,1.8328366299214767"
FractionalCSP3Descriptor,0.10526315789473684
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,25
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.702734839476815,9.666864961332541,5.9904"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,18
FragmentComplexityDescriptor,1507.08
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.10526315789473684
AutocorrelationDescriptorMass,"36.891081350178766,39.419021323190904,51.240915384944294,53.60409578735249,47.54856111690759"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.37611980614497587,-0.17158054325799574,0.06754238056365137,-0.10905178734662398,-0.044383021772309364"
EccentricConnectivityIndexDescriptor,663
AutocorrelationDescriptorPolarizability,"1924.0139227526631,2212.3227760980567,3049.0988201043006,2966.8566559923806,2523.0368932488054"
