DLiP-ID,P0000R
NtN,0
SMR,82.53580000000004
SdO,0
SdS,0
Spe,42.45882352941176
SsF,26.470904771968986
SsI,0
Sse,43.779315367807726
StN,0
fMF,0.4186046511627907
nBr,0
nCl,0
AMID,2.02183985645518
BIC0,0.294223846217775
BIC1,0.6173397844927847
BIC2,0.7790513880745615
BIC3,0.8233674823248287
BIC4,0.8233674823248287
BIC5,0.8233674823248287
CIC0,3.765707679046582
CIC1,1.9420877907983005
CIC2,1.0294107559648928
CIC3,0.7792970931238825
CIC4,0.7792970931238825
CIC5,0.7792970931238825
GGI1,7.0
GGI2,2.6666666666666674
GGI3,2.2222222222222223
GGI4,1.1566666666666667
GGI5,0.7566666666666666
GGI6,0.6204535147392289
GGI7,0.35154478458049887
GGI8,0.30084719072814303
GGI9,0.15188271604938272
JGI1,0.28
JGI2,0.0720720720720721
JGI3,0.065359477124183
JGI4,0.03855555555555555
JGI5,0.027023809523809523
JGI6,0.02215905409782961
JGI7,0.017577239229024946
JGI8,0.01583406266990227
JGI9,0.00949266975308642
MIC0,16.963691382387964
MIC1,34.62055103747276
MIC2,37.78076267896402
MIC3,38.032877251107756
MIC4,38.032877251107756
MIC5,38.032877251107756
MPC2,37
MPC3,45
MPC4,59
MPC5,69
MPC6,71
MPC7,74
MPC8,84
MPC9,86
Mare,1.0031627906976746
NaaN,1
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.2818871530028491
RPCG,0.1626577058827295
SIC0,0.3060221258493828
SIC1,0.6420949071614326
SIC2,0.8102910929525023
SIC3,0.8563842480320211
SIC4,0.8563842480320211
SIC5,0.8563842480320211
SaaN,3.933124469025443
SaaO,5.1769160132295955
SaaS,0
Sare,43.136
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.997524722852104
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,71.40395425318718
TIC1,149.8196094478633
TIC2,189.06472194569983
TIC3,199.81960944786326
TIC4,199.81960944786326
TIC5,199.81960944786326
Vabc,282.24562917741804
WPol,34
apol,46.64385999999998
bpol,25.736139999999995
nRot,3
ABCGG,14.96136239777259
ATS0Z,1020.0
ATS0d,144.0
ATS0i,7254.34771091998
ATS0m,4099.018085299541
ATS0p,60.63046409698001
ATS0s,258.72916666666663
ATS0v,9094.960130093588
ATS1Z,1126.0
ATS1d,177.0
ATS1i,6674.8403526162465
ATS1m,4292.145520670403
ATS1p,79.08376987600005
ATS1s,145.08333333333334
ATS1v,11704.891876419862
ATS2Z,1760.0
ATS2d,292.0
ATS2i,12853.895599497837
ATS2m,6696.275971490571
ATS2p,119.673881123339
ATS2s,305.75000000000006
ATS2v,17567.522910024876
ATS3Z,1795.0
ATS3d,308.0
ATS3i,16994.37138012384
ATS3m,6401.449848745603
ATS3p,137.935159896792
ATS3s,344.38888888888886
ATS3v,19485.03930499488
ATS4Z,1644.0
ATS4d,314.0
ATS4i,19289.490199074873
ATS4m,5749.4117586495995
ATS4p,137.72691163722502
ATS4s,339.3194444444444
ATS4v,18474.19273537076
ATS5Z,1500.0
ATS5d,267.0
ATS5i,15796.699596908433
ATS5m,5292.953363670399
ATS5p,128.67750219758398
ATS5s,271.91666666666674
ATS5v,17175.293056634386
ATS6Z,1512.0
ATS6d,270.0
ATS6i,17880.639705612164
ATS6m,5405.748941372799
ATS6p,120.42559456886599
ATS6s,315.7500000000001
ATS6v,16140.135803580679
ATS7Z,1261.0
ATS7d,224.0
ATS7i,14389.489468372094
ATS7m,4295.378987340802
ATS7p,100.80104526279203
ATS7s,295.6666666666667
ATS7v,13614.39155172808
ATS8Z,1066.0
ATS8d,194.0
ATS8i,14694.125537022968
ATS8m,3768.8482880432007
ATS8p,83.82579970316804
ATS8s,240.91666666666669
ATS8v,11316.683269161544
C1SP1,0
C1SP2,0
C1SP3,5
C2SP1,0
C2SP2,6
C2SP3,3
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.47058823529411764
GGI10,0.16161412100806039
JGI10,0.020201765126007548
JGT10,0.5682757051514711
Kier1,17.8112
Kier2,7.086924762600439
Kier3,4.345679012345679
MAXsF,13.235452385984493
MID_C,35.072369729706445
MID_N,4.206986506930646
MID_O,3.765032046642509
MID_X,3.4579284151895404
MID_h,11.429946968762696
MINsF,13.235452385984493
MPC10,84
MWC01,25.0
MWC02,4.8283137373023015
MWC03,5.666426688112432
MWC04,6.566672429803241
MWC05,7.421177528595393
MWC06,8.31996102188653
MWC07,9.18142636181154
MWC08,10.078490728522404
MWC09,10.943923262151136
MWC10,11.83965756293206
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.895140000000003
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.293304824724492
SRW05,2.3978952727983707
SRW06,6.825460036255307
SRW07,4.727387818712341
SRW08,8.435332164935916
SRW09,6.78332520060396
SRW10,10.085850775128717
SaaCH,5.2994212962962965
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.198427527308751
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,3.6746475760490913
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.9893809051398337
SsssP,0
VE1_A,4.14406208792169
VE1_D,4.730209417386506
VE2_A,0.18017661251833436
VE2_D,0.20566127901680462
VE3_A,2.2545856103866333
VE3_D,2.3868785987477703
VR1_A,176.0656857367124
VR1_D,128.6418297021509
VR2_A,7.655029814639669
VR2_D,5.593123030528299
VR3_A,6.0037662627592185
VR3_D,5.689941151695508
WPath,1233
Xc-3d,2.653212504814033
Xc-4d,0.25
Xc-5d,0.21269039581923277
Xc-6d,0.0
Xp-0d,16.61251969619286
Xp-1d,10.838137074321784
Xp-2d,10.89094335838672
Xp-3d,8.138107889895513
Xp-4d,6.876331004798225
Xp-5d,5.214756019885628
Xp-6d,3.4834255531398397
Xp-7d,2.235407533045798
ZMIC0,74.14275810006151
ZMIC1,36.161686171866364
ZMIC2,28.54588907571913
ZMIC3,27.34969450378008
ZMIC4,27.34969450378008
ZMIC5,27.34969450378008
nAcid,0
nAtom,43
nBase,1
nRing,3
piPC1,3.449987545831587
piPC2,4.056123349401903
piPC3,4.544623686120057
piPC4,5.116120801942233
piPC5,5.4917746074918865
piPC6,5.748596490445994
piPC7,6.0688595218590775
piPC8,6.433994600858689
piPC9,6.557355249382233
AATS0Z,23.72093023255814
AATS0d,3.3488372093023258
AATS0i,168.7057607190693
AATS0m,95.32600198371026
AATS0p,1.4100107929530237
AATS0s,6.016957364341084
AATS0v,211.5107006998509
AATS1Z,25.022222222222222
AATS1d,3.933333333333333
AATS1i,148.32978561369436
AATS1m,95.38101157045341
AATS1p,1.7574171083555565
AATS1s,3.2240740740740743
AATS1v,260.10870836488584
AATS2Z,21.728395061728396
AATS2d,3.6049382716049383
AATS2i,158.69006912960293
AATS2m,82.67007372210581
AATS2p,1.477455322510358
AATS2s,3.774691358024692
AATS2v,216.882998889196
AATS3Z,17.259615384615383
AATS3d,2.9615384615384617
AATS3i,163.4074171165754
AATS3m,61.552402391784646
AATS3p,1.3262996143922305
AATS3s,3.3114316239316235
AATS3v,187.35614716341232
AATS4Z,14.172413793103448
AATS4d,2.706896551724138
AATS4i,166.28870861271443
AATS4m,49.56389447111724
AATS4p,1.187300962389871
AATS4s,2.9251676245210723
AATS4v,159.26028220147208
AATS5Z,15.0
AATS5d,2.67
AATS5i,157.96699596908434
AATS5m,52.929533636703994
AATS5p,1.2867750219758398
AATS5s,2.7191666666666676
AATS5v,171.75293056634385
AATS6Z,14.0
AATS6d,2.5
AATS6i,165.5614787556682
AATS6m,50.05323093863703
AATS6p,1.115051801563574
AATS6s,2.923611111111112
AATS6v,149.4457018850063
AATS7Z,14.329545454545455
AATS7d,2.5454545454545454
AATS7i,163.51692577695562
AATS7m,48.81112485614548
AATS7p,1.1454664234408185
AATS7s,3.359848484848485
AATS7v,154.70899490600092
AATS8Z,12.541176470588235
AATS8d,2.2823529411764705
AATS8i,172.87206514144668
AATS8m,44.33939162403765
AATS8p,0.9861858788608006
AATS8s,2.8343137254901962
AATS8v,133.13745022542992
AMID_C,1.5248856404220192
AMID_N,0.18291245682307156
AMID_O,0.16369704550619604
AMID_X,0.15034471370389307
AMID_h,0.4969542160331607
ATS0dv,370.0
ATS0pe,281.17369999999994
ATS0se,341.66475599999995
ATS1dv,340.0
ATS1pe,297.5056000000001
ATS1se,354.14397199999974
ATS2dv,473.0
ATS2pe,528.1988999999999
ATS2se,636.8328559999997
ATS3dv,381.0
ATS3pe,680.0405000000001
ATS3se,827.2160240000002
ATS4dv,372.0
ATS4pe,722.2559000000003
ATS4se,895.0809039999999
ATS5dv,344.0
ATS5pe,610.9401000000001
ATS5se,757.2190080000004
ATS6dv,330.0
ATS6pe,654.6242000000003
ATS6se,819.0067679999999
ATS7dv,261.0
ATS7pe,565.4122000000001
ATS7se,697.222888
ATS8dv,244.0
ATS8pe,519.9449999999999
ATS8se,653.3575079999999
ATSC0Z,347.90697674418607
ATSC0c,0.8030938671567497
ATSC0d,30.046511627906977
ATSC0i,102.74555595022177
ATSC0m,1682.4305057694405
ATSC0p,10.03396001094279
ATSC0s,112.66957364341083
ATSC0v,2096.18580341182
ATSC1Z,14.702001081665763
ATSC1c,-0.3301409996122738
ATSC1d,8.114115738236892
ATSC1i,-5.198367991203158
ATSC1m,67.87728618160483
ATSC1p,0.033797279071497335
ATSC1s,-8.005464665584997
ATSC1v,30.96198953563876
ATSC2Z,112.31476473769607
ATSC2c,0.009652474956695783
ATSC2d,-4.506219578150351
ATSC2i,6.404784460734519
ATSC2m,554.9852463699386
ATSC2p,0.7411503255509522
ATSC2s,44.565744997295795
ATSC2v,440.07780717349664
ATSC3Z,-232.49594375338023
ATSC3c,-0.1918451335957582
ATSC3d,-8.949702541914549
ATSC3i,0.17431727001422104
ATSC3m,-1125.8999706672398
ATSC3p,-1.22494937689568
ATSC3s,-53.22909155098853
ATSC3v,-717.1809921028743
ATSC4Z,-77.33044889129259
ATSC4c,0.13635131965273584
ATSC4d,-6.962682531097892
ATSC4i,42.38851063529741
ATSC4m,-392.90585475955015
ATSC4p,1.1470996551677033
ATSC4s,-20.609424764136776
ATSC4v,-83.19031855868757
ATSC5Z,-72.10924824229312
ATSC5c,-0.13897727504745575
ATSC5d,-0.3174689021092481
ATSC5i,-27.129494303761977
ATSC5m,-345.26064855260296
ATSC5p,-4.038045924335048
ATSC5s,-10.276624752118263
ATSC5v,-834.1842889971663
ATSC6Z,159.81503515413735
ATSC6c,0.25855402828344154
ATSC6d,-7.04705246078962
ATSC6i,-7.611960186225654
ATSC6m,741.4509884992162
ATSC6p,0.3204954251520148
ATSC6s,14.808590228952584
ATSC6v,505.2255405838906
ATSC7Z,-253.55381287182252
ATSC7c,-0.1459031606190143
ATSC7d,-1.8626284478096269
ATSC7i,-39.31825627411176
ATSC7m,-1190.012631604739
ATSC7p,-5.3745534735616145
ATSC7s,-33.58443753380204
ATSC7v,-1507.245512253357
ATSC8Z,117.34667387777183
ATSC8c,-0.12553011209902165
ATSC8d,-0.7431043807463504
ATSC8i,2.6812941607913183
ATSC8m,574.1953484825236
ATSC8p,3.7255627240313234
ATSC8s,-19.121056426897418
ATSC8v,1052.1819770064678
AXp-0d,0.7222834650518635
AXp-1d,0.43352548297287136
AXp-2d,0.29434982049693836
AXp-3d,0.1808468419976781
AXp-4d,0.11654798313217331
AXp-5d,0.07557617420124098
AXp-6d,0.04906233173436394
AXp-7d,0.030208209906024297
GATS1Z,0.744451871657754
GATS1c,1.3513091540598012
GATS1d,0.9784829721362228
GATS1i,1.0657843286270872
GATS1m,0.7418002253491639
GATS1p,1.1400744819109376
GATS1s,0.6361275711316564
GATS1v,1.0320100510626138
GATS2Z,0.7101728064963357
GATS2c,0.9030696403981865
GATS2d,1.38057562206169
GATS2i,1.0014186786569166
GATS2m,0.7059765253953849
GATS2p,1.006941280532101
GATS2s,0.5318321030124945
GATS2v,0.8922338672352926
GATS3Z,1.2281134306869599
GATS3c,1.0196969410762766
GATS3d,1.1155781138366279
GATS3i,1.1407948141690851
GATS3m,1.2313087155389801
GATS3p,1.0739076492915032
GATS3s,1.2794229942278752
GATS3v,1.1104214624535715
GATS4Z,1.0386248386501935
GATS4c,0.7009893265262777
GATS4d,1.0363243300950145
GATS4i,0.801255945873098
GATS4m,1.0439156530230944
GATS4p,0.938827047869449
GATS4s,0.9269409248289211
GATS4v,1.0055753156195006
GATS5Z,0.9543068181818181
GATS5c,0.9337312055564712
GATS5d,0.887623839009288
GATS5i,0.8411206498789948
GATS5m,0.9455072515187332
GATS5p,1.1858573808992312
GATS5s,0.5295813803483124
GATS5v,1.2014872674978647
GATS6Z,0.7684844771241829
GATS6c,0.7906629342459545
GATS6d,1.048374613003096
GATS6i,0.8174536427889576
GATS6m,0.7729770110451638
GATS6p,0.9508516957822318
GATS6s,0.6893347507903519
GATS6v,0.9144022621724119
GATS7Z,1.32176789620807
GATS7c,1.6836059051623744
GATS7d,0.9371833661694342
GATS7i,0.9718106605520546
GATS7m,1.2972608724917596
GATS7p,1.2004868262219146
GATS7s,1.0711295713531792
GATS7v,1.2928494757814655
GATS8Z,0.8649370871343188
GATS8c,1.320504376524963
GATS8d,0.9702604261518849
GATS8i,0.873131514654069
GATS8m,0.8634095000615365
GATS8p,0.7199792914749821
GATS8s,1.1176290993714195
GATS8v,0.7122076268642749
MATS1Z,0.04038027332144978
MATS1c,-0.392815932480031
MATS1d,0.2580495356037154
MATS1i,-0.04834592959157208
MATS1m,0.038551677281436124
MATS1p,0.003218587451435969
MATS1s,-0.06789469409207097
MATS1v,0.014114159662601294
MATS2Z,0.1713788208886248
MATS2c,0.006380516128475086
MATS2d,-0.07961625195887322
MATS2i,0.03309214429433082
MATS2m,0.17511677091286723
MATS2p,0.03921185378397541
MATS2s,0.20998001226339205
MATS2v,0.111450784360838
MATS3Z,-0.27630411867544225
MATS3c,-0.09876875833168278
MATS3d,-0.12315432245772803
MATS3i,0.000701475465035329
MATS3m,-0.27669275636022744
MATS3p,-0.05047553043428991
MATS3s,-0.19533385431310615
MATS3v,-0.14146014912780647
MATS4Z,-0.08239443112668264
MATS4c,0.06293663260475493
MATS4d,-0.08589996797267002
MATS4i,0.1529310172625201
MATS4m,-0.08656888668898126
MATS4p,0.04237788222783213
MATS4s,-0.0678062436208256
MATS4v,-0.014711382192366042
MATS5Z,-0.08912433155080213
MATS5c,-0.07441250732243711
MATS5d,-0.004543343653250772
MATS5i,-0.11353953407259236
MATS5m,-0.08824262183104069
MATS5p,-0.1730483025216803
MATS5s,-0.03922042571490003
MATS5v,-0.17111996640991983
MATS6Z,0.18289388987918395
MATS6c,0.12818278381548587
MATS6d,-0.09338091961930975
MATS6i,-0.0294970212959039
MATS6m,0.17546480345027213
MATS6p,0.012717278111041464
MATS6s,0.05233012414693774
MATS6v,0.09596220576115788
MATS7Z,-0.35611706976178886
MATS7c,-0.08877366988286588
MATS7d,-0.030291303124120462
MATS7i,-0.18698939912897655
MATS7m,-0.34562107795516017
MATS7p,-0.26173138647416
MATS7s,-0.14565225464709441
MATS7v,-0.3513500401614998
MATS8Z,0.1706307014784524
MATS8c,-0.07907353183812567
MATS8d,-0.012511382261883098
MATS8i,0.013201733023331035
MATS8m,0.17265217965444124
MATS8p,0.18783176680069494
MATS8s,-0.08585285896771093
MATS8v,0.25392801219432654
MAXaaN,3.933124469025443
MAXaaO,5.1769160132295955
MAXsOH,9.997524722852104
MINaaN,3.933124469025443
MINaaO,5.1769160132295955
MINsOH,9.997524722852104
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,28.60420437669724
SpAD_D,221.23878268146555
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.0541235722684137
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-2.544470854138513
SssssN,0
TMPC10,657
TMWC10,122.84604932111705
TSRW10,71.48038172588343
VE1_Dt,4.745178553390269
VE2_Dt,0.2063121110169682
VE3_Dt,2.390038184086751
VR1_Dt,127.34458218932429
VR2_Dt,5.53672096475323
VR3_Dt,5.6798057807726385
Xc-3dv,1.0001969082402933
Xc-4dv,0.03571428571428571
Xc-5dv,0.07429970120607214
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.38821581067811123
Xch-7d,0.6367097939556419
Xp-0dv,13.27340273648381
Xp-1dv,7.703270676975386
Xp-2dv,6.219404544017711
Xp-3dv,4.293367765671225
Xp-4dv,3.1012430692792563
Xp-5dv,2.0402977858897775
Xp-6dv,1.1185888218191131
Xp-7dv,0.6220341584580781
Xpc-4d,4.0995762394002035
Xpc-5d,6.545215509292772
Xpc-6d,8.768606914270855
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,45
nFRing,0
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,6.693488230317472
AATS0dv,8.604651162790697
AATS0pe,6.538923255813952
AATS0se,7.945691999999999
AATS1dv,7.555555555555555
AATS1pe,6.611235555555557
AATS1se,7.869866044444438
AATS2dv,5.839506172839506
AATS2pe,6.520974074074072
AATS2se,7.862134024691354
AATS3dv,3.6634615384615383
AATS3pe,6.538850961538462
AATS3se,7.954000230769233
AATS4dv,3.206896551724138
AATS4pe,6.226343965517244
AATS4se,7.716214689655172
AATS5dv,3.44
AATS5pe,6.109401000000002
AATS5se,7.572190080000004
AATS6dv,3.0555555555555554
AATS6pe,6.061335185185188
AATS6se,7.583395999999999
AATS7dv,2.965909090909091
AATS7pe,6.425138636363638
AATS7se,7.922987363636364
AATS8dv,2.8705882352941177
AATS8pe,6.116999999999999
AATS8se,7.686558917647058
AATSC0Z,8.090859924283397
AATSC0c,0.018676601561784877
AATSC0d,0.6987560843699296
AATSC0i,2.389431533726088
AATSC0m,39.126290831847456
AATSC0p,0.23334790723122767
AATSC0s,2.620222642870019
AATSC0v,48.74850705608883
AATSC1Z,0.32671113514812805
AATSC1c,-0.007336466658050529
AATSC1d,0.18031368307193094
AATSC1i,-0.11551928869340351
AATSC1m,1.5083841373689961
AATSC1p,0.0007510506460332741
AATSC1s,-0.1778992147907777
AATSC1v,0.6880442119030836
AATSC2Z,1.3866020337987168
AATSC2c,0.00011916635749007139
AATSC2d,-0.05563234047099199
AATSC2i,0.07907141309548789
AATSC2m,6.8516697082708475
AATSC2p,0.009150004019147558
AATSC2s,0.5501943826826642
AATSC2v,5.433059347820946
AATSC3Z,-2.235537920705579
AATSC3c,-0.0018446647461130596
AATSC3d,-0.08605483213379374
AATSC3i,0.001676127596290587
AATSC3m,-10.825961256415768
AATSC3p,-0.011778359393227692
AATSC3s,-0.5118181879902743
AATSC3v,-6.895971077912252
AATSC4Z,-0.6666418007870051
AATSC4c,0.0011754424107994468
AATSC4d,-0.06002312526808527
AATSC4i,0.3654181951318742
AATSC4m,-3.387119437582329
AATSC4p,0.009888790130756064
AATSC4s,-0.17766745486324806
