DLiP-ID,C000QT
JGI3,0.06351626016260162
JGI4,0.0430911680911681
JGI5,0.02970138888888889
JGI6,0.020963412391983814
JGI7,0.015687003968253968
JGI8,0.01223151297556059
JGI9,0.011791666666666667
MIC0,22.588512882307004
MIC1,40.63159152486191
MIC2,49.807561055442555
MIC3,52.60283809344365
MIC4,52.71803809344365
MIC5,52.71803809344365
MPC2,39
MPC3,52
MPC4,69
MPC5,85
MPC6,87
MPC7,94
MPC8,101
MPC9,103
Mare,1.0461714285714288
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,1
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.20196629321898266
RPCG,0.11692757821161431
SIC0,0.36730890596911125
SIC1,0.698883805384073
SIC2,0.8459741039102373
SIC3,0.9777189689264242
SIC4,0.9999999999999998
SIC5,0.9999999999999998
SaaN,0
SaaO,0
SaaS,0
Sare,36.61600000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,5.821655140310893
SsLi,0
SsOH,9.445978269432455
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,65.94109666759992
TIC1,125.46704918210388
TIC2,151.87342113867058
TIC3,175.52490559307378
TIC4,179.52490559307378
TIC5,179.52490559307378
Vabc,292.21074078933367
WPol,41
apol,42.87793
bpol,14.584069999999999
nRot,4
ABCGG,16.674989499910755
ATS0Z,1342.0
ATS0d,142.0
ATS0i,5607.02226294189
ATS0m,5443.517228000001
ATS0p,60.666949048490004
ATS0s,327.08862978204536
ATS0v,9402.975235198506
ATS1Z,1208.0
ATS1d,176.0
ATS1i,5501.22729043305
ATS1m,4729.008944
ATS1p,73.026942756
ATS1s,157.68724279835394
ATS1v,11269.524908640085
ATS2Z,1838.0
ATS2d,261.0
ATS2i,8547.8844036656
ATS2m,7169.9495289999995
ATS2p,109.35618588999999
ATS2s,297.6008230452675
ATS2v,16634.09226610421
ATS3Z,2125.0
ATS3d,281.0
ATS3i,11615.651085350637
ATS3m,8160.236068
ATS3p,120.61010034739598
ATS3s,333.21502057613174
ATS3v,18220.270769573843
ATS4Z,2022.0
ATS4d,271.0
ATS4i,12218.249568280426
ATS4m,7665.248064999999
ATS4p,114.850226539094
ATS4s,389.0802469135803
ATS4v,17406.348212588942
ATS5Z,1987.0
ATS5d,260.0
ATS5i,11927.758602247675
ATS5m,7540.748533
ATS5p,110.95663730509399
ATS5s,381.1563786008231
ATS5v,17197.913939159163
ATS6Z,2001.0
ATS6d,231.0
ATS6i,11885.786429171698
ATS6m,7586.209778999999
ATS6p,102.51158166769798
ATS6s,500.37448559670787
ATS6v,16093.62426978567
ATS7Z,1697.0
ATS7d,180.0
ATS7i,10329.618053444043
ATS7m,6460.61302
ATS7p,88.094684053943
ATS7s,383.26954732510285
ATS7v,13215.143679797357
ATS8Z,1316.0
ATS8d,136.0
ATS8i,7583.624243424635
ATS8m,5029.566913
ATS8p,69.94540679624498
ATS8s,251.58847736625515
ATS8v,10303.662586788147
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.09488827670645852
JGI10,0.01054314185627317
JGT10,0.496699344175186
Kier1,19.753086419753085
Kier2,8.347140039447732
Kier3,4.295857988165681
MAXdO,12.163163772710728
MID_C,33.84285435141484
MID_N,6.102121672446351
MID_O,8.74816730467046
MID_X,1.760220376953194
MID_h,16.610509354070004
MINdO,11.214481602252164
MPC10,101
MWC01,27.0
MWC02,4.890349128221754
MWC03,5.752572638825633
MWC04,6.650279048587422
MWC05,7.536363938404511
MWC06,8.438799123988225
MWC07,9.333707785926467
MWC08,10.238565961087293
MWC09,11.138013809905521
MWC10,12.044629607641635
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,1
NdsCH,0
NdssC,4
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.4334
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.351858133476067
SRW05,2.3978952727983707
SRW06,6.88653164253051
SRW07,4.844187086458591
SRW08,8.50976567558744
SRW09,7.002155954403621
SRW10,10.180550945839768
SaaCH,9.733731773199365
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,-0.053714732198526516
SaasN,0
SdCH2,0
SddsN,-0.6314955349551314
SdsCH,0
SdssC,-1.7392799403712105
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,4.8408353804484765
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.172735778444968
VE1_D,4.927009673312711
VE2_A,0.16690943113779874
VE2_D,0.19708038693250846
VE3_A,2.3448626145474973
VE3_D,2.5110229787611718
VR1_A,211.82031592079088
VR1_D,146.76763575951853
VR2_A,8.472812636831636
VR2_D,5.870705430380741
VR3_A,6.272029080747309
VR3_D,5.9051413588952055
WPath,1436
Xc-3d,1.9996259217223025
Xc-4d,0.0
Xc-5d,0.6238192930322557
Xc-6d,0.0
Xp-0d,18.137463722575188
Xp-1d,11.87991785310972
Xp-2d,11.157006077916275
Xp-3d,9.163754491722964
Xp-4d,7.60051338088047
Xp-5d,6.090989632959772
Xp-6d,3.9813957969730205
Xp-7d,2.737675198411099
ZMIC0,79.63643412728327
ZMIC1,50.376588752969425
ZMIC2,32.945355924583666
ZMIC3,27.3230059195901
ZMIC4,26.96537357479639
ZMIC5,26.96537357479639
nAcid,0
nAtom,35
nBase,0
nRing,3
piPC1,3.6375861597263857
piPC2,4.248495242049359
piPC3,4.812184355372417
piPC4,5.367143557477889
piPC5,5.877735781779639
piPC6,6.037572546057475
piPC7,6.3505584380340245
piPC8,6.669656706719184
piPC9,6.98442692639609
AATS0Z,38.34285714285714
AATS0d,4.057142857142857
AATS0i,160.20063608405403
AATS0m,155.52906365714287
AATS0p,1.7333414013854287
AATS0s,9.345389422344153
AATS0v,268.6564352913859
AATS1Z,32.648648648648646
AATS1d,4.756756756756757
AATS1i,148.68181866035272
AATS1m,127.81105254054054
AATS1p,1.9737011555675674
AATS1s,4.261817372928485
AATS1v,304.5817542875699
AATS2Z,31.689655172413794
AATS2d,4.5
AATS2i,147.3773173045793
AATS2m,123.61981946551724
AATS2p,1.8854514808620688
AATS2s,5.131048673194266
AATS2v,286.794694243176
AATS3Z,28.333333333333332
AATS3d,3.7466666666666666
AATS3i,154.87534780467516
AATS3m,108.80314757333333
AATS3p,1.608134671298613
AATS3s,4.442866941015089
AATS3v,242.9369435943179
AATS4Z,26.25974025974026
AATS4d,3.5194805194805197
AATS4i,158.6785658218237
AATS4m,99.54867616883115
AATS4p,1.4915613836245973
AATS4s,5.052990219656887
AATS4v,226.05647029336288
AATS5Z,26.493333333333332
AATS5d,3.466666666666667
AATS5i,159.03678136330234
AATS5m,100.54331377333334
AATS5p,1.4794218307345866
AATS5s,5.082085048010974
AATS5v,229.30551918878885
AATS6Z,27.410958904109588
AATS6d,3.164383561643836
AATS6i,162.8189921804342
AATS6m,103.92068190410957
AATS6p,1.40426824202326
AATS6s,6.85444500817408
AATS6v,220.46060643542015
AATS7Z,26.515625
AATS7d,2.8125
AATS7i,161.40028208506317
AATS7m,100.9470784375
AATS7p,1.3764794383428594
AATS7s,5.988586676954732
AATS7v,206.4866199968337
AATS8Z,27.416666666666668
AATS8d,2.8333333333333335
AATS8i,157.99217173801324
AATS8m,104.78264402083333
AATS8p,1.4571959749217704
AATS8s,5.2414266117969825
AATS8v,214.65963722475306
AMID_C,1.3537141740565937
AMID_N,0.24408486689785405
AMID_O,0.3499266921868184
AMID_X,0.07040881507812777
AMID_h,0.6644203741628002
ATS0dv,437.60493827160496
ATS0pe,249.31840000000003
ATS0se,297.27200899999997
ATS1dv,407.1111111111111
ATS1pe,258.3032
ATS1se,303.339918
ATS2dv,609.4444444444445
ATS2pe,400.1528
ATS2se,472.19259200000005
ATS3dv,628.3333333333334
ATS3pe,513.8461
ATS3se,615.21879
ATS4dv,633.4444444444445
ATS4pe,530.1771
ATS4se,637.508976
ATS5dv,644.1111111111111
ATS5pe,522.6899
ATS5se,626.3367860000001
ATS6dv,650.2222222222222
ATS6pe,528.8697000000001
ATS6se,631.077328
ATS7dv,437.0
ATS7pe,444.60350000000005
ATS7se,539.573436
ATS8dv,318.1111111111111
ATS8pe,327.62960000000004
ATS8se,396.88937000000004
ATSC0Z,374.6857142857143
ATSC0c,1.205561648174597
ATSC0d,24.97142857142857
ATSC0i,55.22409309765854
ATSC0m,1746.3767341714286
ATSC0p,8.137895303207141
ATSC0s,134.9164913885079
ATSC0v,1443.1105130262333
ATSC1Z,-8.9534693877551
ATSC1c,-0.6111127038620969
ATSC1d,5.3159183673469395
ATSC1i,10.465721776363182
ATSC1m,-38.20642052408154
ATSC1p,1.4920596254447371
ATSC1s,-12.539722603261692
ATSC1v,159.86735634393503
ATSC2Z,8.063673469387757
ATSC2c,0.1410787717715126
ATSC2d,-2.2097959183673446
ATSC2i,-14.718886651404244
ATSC2m,28.68407551591853
ATSC2p,-1.200528014711547
ATSC2s,31.759323273891184
ATSC2v,-296.99200676288433
ATSC3Z,-7.897959183673464
ATSC3c,-0.0570392283368059
ATSC3d,-5.824489795918367
ATSC3i,-17.804980611072093
ATSC3m,-43.59561002448973
ATSC3p,-2.717674973929875
ATSC3s,-16.64646395366559
ATSC3v,-322.21642896894963
ATSC4Z,-66.13714285714286
ATSC4c,-0.1540417608866709
ATSC4d,-1.8228571428571425
ATSC4i,-13.47049562859314
ATSC4m,-306.57789920571435
ATSC4p,-1.6986590068139997
ATSC4s,-0.1789849108367539
ATSC4v,-149.28704648561137
ATSC5Z,-72.29795918367347
ATSC5c,0.11153774162703348
ATSC5d,-6.710204081632653
ATSC5i,-3.476172401322363
ATSC5m,-328.89112925306137
ATSC5p,-1.345848894388163
ATSC5s,-40.14407864654778
ATSC5v,-44.76069945270133
ATSC6Z,-87.28734693877551
ATSC6c,0.022543381902618325
ATSC6d,-5.826122448979591
ATSC6i,12.561541351751002
ATSC6m,-406.7378864432653
ATSC6p,0.8038786220702432
ATSC6s,-2.174604481024254
ATSC6v,-256.69007281566155
ATSC7Z,48.660408163265316
ATSC7c,-0.19142483208815753
ATSC7d,0.8522448979591827
ATSC7i,4.838660556757907
ATSC7m,232.7601292293877
ATSC7p,1.9679406351725086
ATSC7s,-15.66338058222833
ATSC7v,223.86203544002703
ATSC8Z,35.0595918367347
ATSC8c,0.28100877742843766
ATSC8d,-3.3893877551020415
ATSC8i,-8.142564973311321
ATSC8m,155.7452175077551
ATSC8p,-1.5046174106010815
ATSC8s,10.842466087486667
ATSC8v,-145.79500365619992
AXp-0d,0.7254985489030075
AXp-1d,0.4399969575225822
AXp-2d,0.28607707892093015
AXp-3d,0.1762260479177493
AXp-4d,0.11015236783884738
AXp-5d,0.07165870156423261
AXp-6d,0.045763170080149664
AXp-7d,0.029124204238415947
GATS1Z,0.5346462827017959
GATS1c,1.398337273324092
GATS1d,0.791174469664172
GATS1i,0.9557807226469675
GATS1m,0.535419341828456
GATS1p,0.6640210437276431
GATS1s,0.6275323036225899
GATS1v,0.6662900317530257
GATS2Z,0.5874808706673048
GATS2c,0.7890619114802021
GATS2d,1.1033299139903732
GATS2i,1.223255974001852
GATS2m,0.593173275661945
GATS2p,0.9702869467001388
GATS2s,0.4769271864710276
GATS2v,0.9528007865750461
GATS3Z,0.8844390219104264
GATS3c,0.9325384582517421
GATS3d,1.1255530129672005
GATS3i,1.160534105091226
GATS3m,0.8877527140379019
GATS3p,1.0988141900468804
GATS3s,0.7858572573715392
GATS3v,1.0459942202876817
GATS4Z,1.0087761864489027
GATS4c,1.0147628253140624
GATS4d,1.0432702309132516
GATS4i,1.1127294801919658
GATS4m,1.0096387083205323
GATS4p,1.0435436052515283
GATS4s,0.8802990761655204
GATS4v,1.016611788252701
GATS5Z,0.9352549438259367
GATS5c,0.9208359066000668
GATS5d,1.1346300533943554
GATS5i,1.0413637407372611
GATS5m,0.9343710491887994
GATS5p,0.9992189734303236
GATS5s,1.1444564092721183
GATS5v,0.9503278012516456
GATS6Z,0.890645989541659
GATS6c,1.063614812295995
GATS6d,1.0351556377543023
GATS6i,0.9278283163410748
GATS6m,0.8900084177798171
GATS6p,0.831803366570983
GATS6s,1.2361813112730629
GATS6v,0.948607048068381
GATS7Z,1.0321984139087998
GATS7c,0.970883326852844
GATS7d,0.9254326372997711
GATS7i,0.8438226670211111
GATS7m,1.029322945669276
GATS7p,0.8955306897402402
GATS7s,1.2846682577403687
GATS7v,0.9574553830823737
GATS8Z,1.115379238472879
GATS8c,0.6340907350487767
GATS8d,0.9644355453852022
GATS8i,1.0072721754802567
GATS8m,1.117654814605943
GATS8p,1.1853350296457572
GATS8s,0.8396898108226684
GATS8v,1.1321255868291609
MATS1Z,-0.022604272718654287
MATS1c,-0.4795105962517272
MATS1d,0.2013729977116705
MATS1i,0.17926970875269493
MATS1m,-0.020694966840020448
MATS1p,0.17343646006883873
MATS1s,-0.08792031009526038
MATS1v,0.10479161246321833
MATS2Z,0.012986910540459527
MATS2c,0.07061749327806088
MATS2d,-0.053400931113390615
MATS2i,-0.1608371686012478
MATS2m,0.009911581834598178
MATS2p,-0.08902259535291485
MATS2s,0.1420516400547916
MATS2v,-0.12418959796090166
MATS3Z,-0.009836815616897964
MATS3c,-0.02207958970615915
MATS3d,-0.10884820747520975
MATS3i,-0.15045952745914695
MATS3m,-0.01164961580931796
MATS3p,-0.1558447576325366
MATS3s,-0.05757894950495019
MATS3v,-0.10419691734962994
MATS4Z,-0.08023347706129466
MATS4c,-0.0580799682266215
MATS4d,-0.033180778032036604
MATS4i,-0.11087466022526743
MATS4m,-0.07979583546969808
MATS4p,-0.09487929023438144
MATS4s,-0.0006030158123427147
MATS4v,-0.04702186547047703
MATS5Z,-0.09004626099334044
MATS5c,0.04317568178402875
MATS5d,-0.12540045766590388
MATS5i,-0.029375109599627813
MATS5m,-0.08788626416142792
MATS5p,-0.07717754947444747
MATS5s,-0.13885554816603174
MATS5v,-0.014474516139070567
MATS6Z,-0.11169387102772109
MATS6c,0.00896550648537437
MATS6d,-0.11186169712548195
MATS6i,0.10905850100304704
MATS6m,-0.1116662353558709
MATS6p,0.04736129463413858
MATS6s,-0.007727880973350455
MATS6v,-0.08528146787507106
MATS7Z,0.07102261895684003
MATS7c,-0.08683542248272479
MATS7d,0.018664187643020573
MATS7i,0.04791644993241501
MATS7m,0.07288845137570771
MATS7p,0.13224765062237023
MATS7s,-0.06349046856873537
MATS7v,0.08483380137986654
MATS8Z,0.0682286106451121
MATS8c,0.16996412738562325
MATS8d,-0.09897025171624717
MATS8i,-0.10751262042830918
MATS8m,0.06502847803528801
MATS8p,-0.13481579954269607
MATS8s,0.058598950907290295
MATS8v,-0.07366646966607834
MAXsCl,5.821655140310893
MAXsOH,9.445978269432455
MINsCl,5.821655140310893
MINsOH,9.445978269432455
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,31.435973406457656
SpAD_D,237.43555339044198
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,783
TMWC10,128.02328104258845
TSRW10,74.18027789632683
VE1_Dt,4.9418438778440645
VE2_Dt,0.1976737551137626
VE3_Dt,2.5140292480561124
VR1_Dt,144.02035118020936
VR2_Dt,5.760814047208374
VR3_Dt,5.886245349104688
Xc-3dv,0.7215219508510131
Xc-4dv,0.0
Xc-5dv,0.13340964521561077
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.4094260320591947
Xch-7d,0.6832348892624973
Xp-0dv,13.225268243255838
Xp-1dv,7.40729232036644
Xp-2dv,5.550927808642403
Xp-3dv,3.859097994418845
Xp-4dv,2.6134750372078352
Xp-5dv,1.6677850478603011
Xp-6dv,0.880309101681992
Xp-7dv,0.4886261750004668
Xpc-4d,4.677218833241703
Xpc-5d,7.198426705827754
Xpc-6d,11.325456789191605
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,37
nFRing,0
nHBAcc,6
nHBDon,3
nHRing,1
nSpiro,0
naRing,2
piPC10,7.228388451573604
AATS0dv,12.502998236331571
AATS0pe,7.1233828571428575
AATS0se,8.493485971428571
AATS1dv,11.003003003003002
AATS1pe,6.981167567567567
AATS1se,8.198376162162162
AATS2dv,10.507662835249043
AATS2pe,6.899186206896552
AATS2se,8.141251586206897
AATS3dv,8.377777777777778
AATS3pe,6.851281333333333
AATS3se,8.2029172
AATS4dv,8.226551226551226
AATS4pe,6.885416883116883
AATS4se,8.27933735064935
AATS5dv,8.588148148148148
AATS5pe,6.969198666666666
AATS5se,8.351157146666667
AATS6dv,8.907153729071537
AATS6pe,7.244790410958905
AATS6se,8.644894904109588
AATS7dv,6.828125
AATS7pe,6.946929687500001
AATS7se,8.4308349375
AATS8dv,6.627314814814814
AATS8pe,6.825616666666668
AATS8se,8.268528541666667
AATSC0Z,10.705306122448981
AATSC0c,0.034444618519274196
AATSC0d,0.713469387755102
AATSC0i,1.5778312313616725
AATSC0m,49.896478119183676
AATSC0p,0.2325112943773469
AATSC0s,3.854756896814511
AATSC0v,41.23172894360667
AATSC1Z,-0.2419856591285162
AATSC1c,-0.016516559563840457
AATSC1d,0.14367346938775513
AATSC1i,0.28285734530711304
AATSC1m,-1.032605960110312
AATSC1p,0.040325935822830734
AATSC1s,-0.33891142170977545
AATSC1v,4.3207393606468925
AATSC2Z,0.13902885292047856
AATSC2c,0.002432392616750217
AATSC2d,-0.03809992962702318
AATSC2i,-0.25377390778283176
AATSC2m,0.49455302613652635
AATSC2p,-0.020698758874337017
AATSC2s,0.5475745392050204
AATSC2v,-5.120551840739385
AATSC3Z,-0.10530612244897952
AATSC3c,-0.0007605230444907453
AATSC3d,-0.07765986394557822
AATSC3i,-0.23739974148096124
AATSC3m,-0.5812748003265298
AATSC3p,-0.036235666319065
AATSC3s,-0.22195285271554122
AATSC3v,-4.296219052919328
AATSC4Z,-0.8589239332096475
AATSC4c,-0.002000542349177544
AATSC4d,-0.023673469387755098
AATSC4i,-0.17494150167004077
AATSC4m,-3.9815311585157707
AATSC4p,-0.022060506581999997
AATSC4s,-0.0023244793615162847
AATSC4v,-1.9387928115014463
AATSC5Z,-0.9639727891156462
