DLiP-ID,P000K6
DLiP-Mol-ID,24205
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H16N2O3S2/c17-14-15-13(9-20-14)10-4-3-7-12(8-10)21(18,19)16-11-5-1-2-6-11/h3-4,7-9,11,16H,1-2,5-6H2,(H,15,17)"
Standard Inchi Key(RDKit),YNSRHWKJAMIAPD-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=c1[nH]c(-c2cccc(S(=O)(=O)NC3CCCC3)c2)cs1
SMILES(SDF),
MW(SDF),
MW(RDKit),324.427
MW Monoisotopic(RDKit),324.060234372
MolLogP(RDKit),2.3243
XLogP(SDF),
XLogP(CDK),2.258
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),79.03
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.905677397490887
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD4-1/H4
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,93451.58512964996
qed,0.9056773974908872
Chi0,14.872032720186704
Chi1,10.043643322813539
TPSA,79.03
Chi0n,11.333770192203263
Chi0v,12.966763354058715
Chi1n,6.850746229819846
Chi1v,9.213562288669134
Chi2n,5.192334985565756
Chi2v,7.748510674828486
Chi3n,3.6528759950886935
Chi3v,5.8407385201625726
Chi4n,2.5834469036720376
Chi4v,4.5226813038133615
MolMR,82.95320000000004
MolWt,324.42699999999996
fr_SH,0
Kappa1,14.495302439410576
Kappa2,5.745833088361678
Kappa3,3.2522660897782574
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,786.3004964998369
MolLogP,2.3243
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.8940276623879209
SMR_VSA1,8.417796984328938
SMR_VSA2,0.0
SMR_VSA3,9.706073385399296
SMR_VSA4,0.0
SMR_VSA5,36.620610796369775
SMR_VSA6,0.0
SMR_VSA7,39.313030825440485
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,126.63954817143971
NHOHCount,2
PEOE_VSA1,4.9839785209472085
PEOE_VSA2,4.794537184071822
PEOE_VSA3,13.139891848781026
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,36.311163260709975
PEOE_VSA7,24.974377382775238
PEOE_VSA8,16.985355091310872
PEOE_VSA9,10.589411470366237
RingCount,3
SMR_VSA10,21.36007703134232
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,324.06023437199997
NumHDonors,2
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
PEOE_VSA14,4.872962597056311
SlogP_VSA1,9.5950574615084
SlogP_VSA2,19.443616334424107
SlogP_VSA3,10.023291153407584
SlogP_VSA4,0.0
SlogP_VSA5,25.683286491704038
SlogP_VSA6,39.33555170390195
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,10.023291153407584
EState_VSA2,15.810286901722048
EState_VSA3,11.257379486545457
EState_VSA4,37.020072369638775
EState_VSA5,0.0
EState_VSA6,29.645531044312357
EState_VSA7,0.0
