DLiP-ID,I0014C
AATS6d,2.6779661016949152
AATS6i,158.86313937623754
AATS6m,51.950448110169496
AATS6p,1.267793391693466
AATS6s,2.943973634651601
AATS6v,169.4113187877196
AATS7Z,14.256637168141593
AATS7d,2.6194690265486726
AATS7i,161.8797732259741
AATS7m,50.13719856637168
AATS7p,1.197036246283841
AATS7s,3.0727630285152405
AATS7v,159.08392760858362
AATS8Z,14.151515151515152
AATS8d,2.6363636363636362
AATS8i,164.63173054853613
AATS8m,49.613839090909075
AATS8p,1.1686101703270304
AATS8s,3.273288439955106
AATS8v,156.60817424910906
AMID_C,1.642420824279892
AMID_N,0.22394159934804694
AMID_O,0.18456923915704682
AMID_X,0.0
AMID_h,0.40851083850509373
ATS0dv,404.0
ATS0pe,324.1030999999999
ATS0se,398.6165959999999
ATS1dv,408.0
ATS1pe,354.9925
ATS1se,423.48503199999993
ATS2dv,595.0
ATS2pe,610.4981999999999
ATS2se,738.886116
ATS3dv,627.0
ATS3pe,789.8538000000001
ATS3se,969.2222279999999
ATS4dv,550.0
ATS4pe,845.1830999999999
ATS4se,1037.666156
ATS5dv,486.0
ATS5pe,836.6054
ATS5se,1034.409096
ATS6dv,399.0
ATS6pe,720.4791
ATS6se,895.46718
ATS7dv,378.0
ATS7pe,685.0070999999998
ATS7se,854.756296
ATS8dv,341.0
ATS8pe,607.0587
ATS8se,757.653888
ATSC0Z,373.923076923077
ATSC0c,0.9244486228744881
ATSC0d,31.442307692307686
ATSC0i,78.52072784144767
ATSC0m,1781.1056929807694
ATSC0p,11.957933386274675
ATSC0s,97.30341880341884
ATSC0v,2613.0453600256633
ATSC1Z,19.69674556213016
ATSC1c,-0.4309814808206032
ATSC1d,13.87832840236686
ATSC1i,-13.50017990598584
ATSC1m,93.51863073187906
ATSC1p,-0.39724414700467037
ATSC1s,-2.0378040762656147
ATSC1v,15.920553279883656
ATSC2Z,21.79585798816567
ATSC2c,-0.2803381915487849
ATSC2d,0.31804733727810364
ATSC2i,9.686657702068215
ATSC2m,102.8401400931956
ATSC2p,0.8963002994483561
ATSC2s,2.860782380013152
ATSC2v,187.14216671439033
ATSC3Z,96.3032544378698
ATSC3c,0.35319178243114013
ATSC3d,-12.830251479289942
ATSC3i,1.4835346024201739
ATSC3m,444.49192029696763
ATSC3p,-0.6866872491734499
ATSC3s,38.8198553583169
ATSC3v,162.01308920069994
ATSC4Z,-129.68786982248523
ATSC4c,-0.1409612202100394
ATSC4d,-13.342825443786984
ATSC4i,-33.445573150774415
ATSC4m,-618.5543707777363
ATSC4p,-4.703255237701952
ATSC4s,-35.85404339250495
ATSC4v,-987.3434615541712
ATSC5Z,-166.68934911242604
ATSC5c,0.14579900697764608
ATSC5d,-3.2766272189349097
ATSC5i,9.911153536440269
ATSC5m,-783.1342845281063
ATSC5p,-0.3214352986886717
ATSC5s,-53.73389217619989
ATSC5v,-590.7454773309372
ATSC6Z,-74.47928994082841
ATSC6c,-0.10734442013093862
ATSC6d,-2.849852071005917
ATSC6i,-26.299689824785606
ATSC6m,-357.94821053328394
ATSC6p,-3.1231297255572965
ATSC6s,-22.177843523997378
ATSC6v,-678.5344597045703
ATSC7Z,17.090236686390533
ATSC7c,-0.09105567677986755
ATSC7d,-1.711168639053253
ATSC7i,-19.510380727340163
ATSC7m,73.53384056102058
ATSC7p,-1.8296503512900397
ATSC7s,22.534023668639055
ATSC7v,-208.4387734726227
ATSC8Z,3.3387573964497044
ATSC8c,0.10852191732304906
ATSC8d,-0.6113165680473365
ATSC8i,18.882553169203447
ATSC8m,19.581685478919965
ATSC8p,1.6389978233733322
ATSC8s,17.35930309007232
ATSC8v,256.85986027295274
AXp-0d,0.7027622210239471
AXp-1d,0.4405173578288933
AXp-2d,0.27374324269068473
AXp-3d,0.18059041461832268
AXp-4d,0.11492632034253669
AXp-5d,0.0732972889297428
AXp-6d,0.04568896996523554
AXp-7d,0.02996677375781054
GATS1Z,0.7513942136859231
GATS1c,1.5143523620229409
GATS1d,0.6488073394495414
GATS1i,1.3200796467224851
GATS1m,0.7580201918917252
GATS1p,1.0541591992501977
GATS1s,0.5007065028607476
GATS1v,0.9501625289566159
GATS2Z,0.8531584293355274
GATS2c,1.311991972746601
GATS2d,1.1911697247706423
GATS2i,1.0626533779068525
GATS2m,0.8566933148241582
GATS2p,0.9334654819313754
GATS2s,0.5472616962756376
GATS2v,0.9068692639599885
GATS3Z,0.8360703137781506
GATS3c,0.9912044220361691
GATS3d,1.3474246911796577
GATS3i,1.0248366370593238
GATS3m,0.8408693735214814
GATS3p,1.0067980422042688
GATS3s,0.6533328745431259
GATS3v,0.9466325517347154
GATS4Z,1.1347173220028057
GATS4c,1.3500900638093096
GATS4d,1.2378561081603092
GATS4i,1.1608427273250768
GATS4m,1.129881299954011
GATS4p,1.1182004395758
GATS4s,1.5766155969219455
GATS4v,1.0833886714989274
GATS5Z,1.2249420246488747
GATS5c,1.1512929602199977
GATS5d,1.0321934945788158
GATS5i,0.9213681516007588
GATS5m,1.2147370903081423
GATS5p,0.954937848611415
GATS5s,1.8334200907134495
GATS5v,1.0162231582116645
GATS6Z,1.0732176541759209
GATS6c,0.9673107113889264
GATS6d,0.9622142746073706
GATS6i,1.1052492854063414
GATS6m,1.073594322655699
GATS6p,1.1011775935502326
GATS6s,1.163384314534108
GATS6v,1.0984260141355824
GATS7Z,0.9837099689965099
GATS7c,1.0685765424727822
GATS7d,0.9545506210927988
GATS7i,1.082623261029048
GATS7m,0.9854713197177655
GATS7p,1.0341951923503627
GATS7s,0.8235650319464787
GATS7v,1.0188875529300234
GATS8Z,1.0353369115969402
GATS8c,1.1321136282423794
GATS8d,1.0158094708553427
GATS8i,0.8523374315474245
GATS8m,1.0309296217257147
GATS8p,0.8673163444994577
GATS8s,1.0181929311118119
GATS8v,0.9074659793910164
MATS1Z,0.04980269678891356
MATS1c,-0.440774522202834
MATS1d,0.4173144286905755
MATS1i,-0.16255333855719784
MATS1m,0.049641980741844074
MATS1p,-0.031408126497164304
MATS1s,-0.019800446380445494
MATS1v,0.005760389656790896
MATS2Z,0.03157357882465883
MATS2c,-0.16425991666624876
MATS2d,0.005479102956167128
MATS2i,0.06682235038899695
MATS2m,0.03127555883030673
MATS2p,0.04060032614764178
MATS2s,0.015925344401013085
MATS2v,0.03879330806410719
MATS3Z,0.10545284904599837
MATS3c,0.15643266113709808
MATS3d,-0.16707842712321516
MATS3i,0.007735938107721924
MATS3m,0.10218185955632751
MATS3p,-0.023512698561179175
MATS3s,0.16335236851597157
MATS3v,0.025386496933422053
MATS4Z,-0.13560284170619924
MATS4c,-0.059616787955572854
MATS4d,-0.1659147869674186
MATS4i,-0.1665351945913299
MATS4m,-0.1357812776484556
MATS4p,-0.1537779689915406
MATS4s,-0.1440660811411902
MATS4v,-0.14773146630670883
MATS5Z,-0.1756123256843273
MATS5c,0.062129977831701974
MATS5d,-0.04105272912612361
MATS5i,0.049724371191126444
MATS5m,-0.1732111949537708
MATS5p,-0.010589290194699098
MATS5s,-0.21754525358109178
MATS5v,-0.08906003656587953
MATS6Z,-0.08777575932970474
MATS6c,-0.051170307970798225
MATS6d,-0.03994194785673561
MATS6i,-0.14760043799510308
MATS6m,-0.0885629022517823
MATS6p,-0.1150946748800295
MATS6s,-0.10044135238887843
MATS6v,-0.11443168580494363
MATS7Z,0.02103249085642817
MATS7c,-0.045326182906127416
MATS7d,-0.025043977158940203
MATS7i,-0.11434214310183409
MATS7m,0.018998637548834206
MATS7p,-0.07041041008644573
MATS7s,0.10657014252805298
MATS7v,-0.036707639707708
MATS8Z,0.004689977329351943
MATS8c,0.06165990159835667
MATS8d,-0.010212213881938641
MATS8i,0.1263119816638257
MATS8m,0.0057746880418367555
MATS8p,0.07199302068352068
MATS8s,0.09370706493988146
MATS8v,0.05163182098111537
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.73625740991007
SpAD_D,351.4546580771199
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.384412325262318
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,936
TMWC10,138.23103950751943
TSRW10,78.68844931602379
VE1_Dt,5.3058909961395715
VE2_Dt,0.18296175848757143
VE3_Dt,2.73352844898764
VR1_Dt,183.7325881349113
VR2_Dt,6.335606487410735
VR3_Dt,6.278192112146047
Xc-3dv,0.7581579002221951
Xc-4dv,0.0
Xc-5dv,0.1492974505254879
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.43258928054836454
Xch-7d,0.6156123130563335
Xp-0dv,16.35085839103088
Xp-1dv,9.867208074611803
Xp-2dv,7.175151621633782
Xp-3dv,5.496372469865989
Xp-4dv,3.83435264793448
Xp-5dv,2.5443113336608363
Xp-6dv,1.3827260374015924
Xp-7dv,0.8678153323467014
Xpc-4d,5.060134012848833
Xpc-5d,8.028008479750168
Xpc-6d,11.90830394039073
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,55
nFRing,1
nHBAcc,3
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,6.947017307387701
AATS0dv,7.769230769230769
AATS0pe,6.232751923076922
AATS0se,7.665703769230768
AATS1dv,7.418181818181818
AATS1pe,6.454409090909091
AATS1se,7.699727854545453
AATS2dv,6.197916666666667
AATS2pe,6.3593562499999985
AATS2se,7.6967303750000005
AATS3dv,4.937007874015748
AATS3pe,6.219321259842521
AATS3se,7.631671086614172
AATS4dv,4.135338345864661
AATS4pe,6.354760150375939
AATS4se,7.80200117293233
AATS5dv,3.6818181818181817
AATS5pe,6.337919696969697
AATS5se,7.836432545454546
AATS6dv,3.3813559322033897
AATS6pe,6.105755084745763
AATS6se,7.588704915254237
AATS7dv,3.3451327433628317
AATS7pe,6.062009734513273
AATS7se,7.564215008849557
AATS8dv,3.4444444444444446
AATS8pe,6.131906060606061
AATS8se,7.653069575757576
AATSC0Z,7.190828402366866
AATSC0c,0.017777858132201695
AATSC0d,0.6046597633136094
AATSC0i,1.5100139969509168
AATSC0m,34.25203255732249
AATSC0p,0.22996025742835913
AATSC0s,1.8712195923734392
AATSC0v,50.25087230818583
AATSC1Z,0.35812264658418475
AATSC1c,-0.007836026924010968
AATSC1d,0.25233324367939747
AATSC1i,-0.24545781647246984
AATSC1m,1.7003387405796193
AATSC1p,-0.007222620854630371
AATSC1s,-0.03705098320482936
AATSC1v,0.28946460508879374
AATSC2Z,0.22704018737672574
AATSC2c,-0.002920189495299843
AATSC2d,0.003312993096646913
AATSC2i,0.10090268439654392
AATSC2m,1.071251459304121
AATSC2p,0.009336461452587043
AATSC2s,0.029799816458470334
AATSC2v,1.949397569941566
AATSC3Z,0.7582933420304708
AATSC3c,0.002781037656938111
AATSC3d,-0.1010256021991334
AATSC3i,0.011681374822206093
AATSC3m,3.499936380291084
AATSC3p,-0.005406986213964173
AATSC3s,0.30566815242769213
AATSC3v,1.2756936157535428
AATSC4Z,-0.9750967655825957
AATSC4c,-0.001059858798571725
AATSC4d,-0.10032199581794725
AATSC4i,-0.25147047481785273
AATSC4m,-4.650784742689746
AATSC4p,-0.0353628213361049
AATSC4s,-0.2695792736278568
AATSC4v,-7.423635049279483
AATSC5Z,-1.2627980993365608
AATSC5c,0.0011045379316488339
AATSC5d,-0.024822933476779618
AATSC5i,0.07508449648818386
AATSC5m,-5.93283548884929
AATSC5p,-0.002435115899156604
AATSC5s,-0.407074940728787
