DLiP-ID,T004WS
piPC1,3.4965075614664802
piPC2,4.0943445622221
piPC3,4.600157644164547
piPC4,5.122474775851791
piPC5,5.606261519554711
piPC6,5.681877639268151
piPC7,5.8981835571047565
piPC8,6.040403509730185
piPC9,6.007737668706825
AATS0Z,38.857142857142854
AATS0d,3.6857142857142855
AATS0i,157.18603159992105
AATS0m,157.43739908571433
AATS0p,1.9220335932296284
AATS0s,4.077527380408038
AATS0v,262.87192003266244
AATS1Z,30.54054054054054
AATS1d,4.27027027027027
AATS1i,144.83473356382433
AATS1m,118.5320210810811
AATS1p,2.0378122164864867
AATS1s,3.2068457346235126
AATS1v,295.8311444811059
AATS2Z,28.770491803278688
AATS2d,3.9508196721311477
AATS2i,149.06285952438841
AATS2m,111.00706055737705
AATS2p,1.8308154442851803
AATS2s,3.279582405720839
AATS2v,261.143060874222
AATS3Z,24.93243243243243
AATS3d,3.27027027027027
AATS3i,151.47741627409658
AATS3m,93.08678736486486
AATS3p,1.7308086670229457
AATS3s,2.966911355800245
AATS3v,231.70002030036605
AATS4Z,21.50632911392405
AATS4d,2.6962025316455698
AATS4i,159.07378127795693
AATS4m,78.5111920379747
AATS4p,1.465172252635291
AATS4s,2.7760587591811223
AATS4v,185.87004896192002
AATS5Z,22.516129032258064
AATS5d,2.7419354838709675
AATS5i,161.1962945426514
AATS5m,82.43568416129031
AATS5p,1.5199004317723548
AATS5s,2.733207221558476
AATS5v,186.9113438511923
AATS6Z,31.08695652173913
AATS6d,3.108695652173913
AATS6i,157.17587184729794
AATS6m,118.62954376086955
AATS6p,1.801034438639043
AATS6s,2.929091866960896
AATS6v,230.63837981243378
AATS7Z,27.695652173913043
AATS7d,3.0869565217391304
AATS7i,152.31250183734852
AATS7m,105.5248315869565
AATS7p,1.7109607968248475
AATS7s,2.9145643227768834
AATS7v,225.08289925155307
AATS8Z,20.67391304347826
AATS8d,2.9565217391304346
AATS8i,153.62213580242494
AATS8m,74.02331482608695
AATS8p,1.6347858245955653
AATS8s,2.6480139559849705
AATS8v,209.17723070396096
AMID_C,1.516132259409332
AMID_N,0.18455329516036423
AMID_O,0.17223405380785586
AMID_X,0.07991161938913485
AMID_h,0.5174637721442974
ATS0dv,292.04938271604937
ATS0pe,225.75240000000002
ATS0se,275.91446599999995
ATS1dv,303.77777777777777
ATS1pe,244.5845
ATS1se,290.8062079999999
ATS2dv,417.7777777777778
ATS2pe,399.06010000000003
ATS2se,480.349216
ATS3dv,357.55555555555554
ATS3pe,473.766
ATS3se,576.4018100000002
ATS4dv,289.44444444444446
ATS4pe,496.36640000000006
ATS4se,616.186416
ATS5dv,242.44444444444446
ATS5pe,386.4967
ATS5se,482.35891000000004
ATS6dv,211.62962962962962
ATS6pe,299.65319999999997
ATS6se,367.26429500000006
ATS7dv,205.11111111111111
ATS7pe,288.72510000000005
ATS7se,355.37465000000003
ATS8dv,185.66666666666669
ATS8pe,286.546
ATS8se,354.81866
ATSC0Z,514.7428571428571
ATSC0c,0.776462357601608
ATSC0d,22.68571428571429
ATSC0i,55.824263737322624
ATSC0m,2345.818362171429
ATSC0p,11.27010878613754
ATSC0s,39.94095412284712
ATSC0v,1791.0200429807144
ATSC1Z,-1.128163265306139
ATSC1c,-0.5366655787398221
ATSC1d,5.475102040816326
ATSC1i,-0.4957964699434627
ATSC1m,-1.4418597240815494
ATSC1p,0.19664851045140036
ATSC1s,-3.421318396585886
ATSC1v,66.66112484191491
ATSC2Z,78.10530612244897
ATSC2c,0.3055432420359947
ATSC2d,-5.93795918367347
ATSC2i,-8.629185725645812
ATSC2m,352.32045221551033
ATSC2p,-0.04367240492628602
ATSC2s,9.123607681755828
ATSC2v,91.69056945832378
ATSC3Z,-171.5420408163265
ATSC3c,-0.19973673839905753
ATSC3d,-10.764081632653063
ATSC3i,-25.128509145827362
ATSC3m,-791.7111592481632
ATSC3p,-4.983216331475373
ATSC3s,-2.2366163694558763
ATSC3v,-934.6202441226886
ATSC4Z,-88.67673469387753
ATSC4c,-0.02818253651720591
ATSC4d,1.5665306122448983
ATSC4i,-14.431351416640888
ATSC4m,-425.513548529796
ATSC4p,-0.8613802906515698
ATSC4s,-9.259692120103642
ATSC4v,-387.42602198809186
ATSC5Z,-74.91591836734693
ATSC5c,0.23368965861280902
ATSC5d,2.78530612244898
ATSC5i,8.979667543850914
ATSC5m,-301.9172973893878
ATSC5p,1.0489876944783225
ATSC5s,8.384420057918
ATSC5v,358.5899029856013
ATSC6Z,59.195102040816295
ATSC6c,-0.38048849286418585
ATSC6d,-1.358367346938776
ATSC6i,18.855404856317943
ATSC6m,259.60838123183686
ATSC6p,2.9710709750035726
ATSC6s,-10.592418838591678
ATSC6v,183.01266075637668
ATSC7Z,119.42367346938775
ATSC7c,0.3720534734786325
ATSC7d,-0.615510204081633
ATSC7i,0.4478549594209298
ATSC7m,522.7138993461225
ATSC7p,-0.39866300836688373
ATSC7s,5.462588020118884
ATSC7v,101.7025891701175
ATSC8Z,-233.06204081632654
ATSC8c,-0.22198238546474194
ATSC8d,2.098775510204081
ATSC8i,1.9196753174240175
ATSC8m,-1031.3501483395921
ATSC8p,-3.4685812636292264
ATSC8s,-6.449666209419295
ATSC8v,-395.18452782422213
AXp-0d,0.7131759075173858
AXp-1d,0.43853654763552447
AXp-2d,0.29023142031550725
AXp-3d,0.1874090396964011
AXp-4d,0.11901740651550925
AXp-5d,0.07836974983660734
AXp-6d,0.05164067178085471
AXp-7d,0.03403074350248579
GATS1Z,0.5212783831789161
GATS1c,1.7035349423244595
GATS1d,0.8101300292736059
GATS1i,1.0301284132960682
GATS1m,0.5258283576977543
GATS1p,0.6840407067512696
GATS1s,0.6194768799356584
GATS1v,0.7434988378720626
GATS2Z,0.5646938604664706
GATS2c,0.8167667099497632
GATS2d,1.2776148986249325
GATS2i,1.0734827286307174
GATS2m,0.570974346022971
GATS2p,0.7846612047536513
GATS2s,0.5394863911879136
GATS2v,0.8184893571062192
GATS3Z,1.0202417670779127
GATS3c,1.0636354694745924
GATS3d,1.1746885424467286
GATS3i,1.2286734915689403
GATS3m,1.0221223059125215
GATS3p,1.103018306323692
GATS3s,0.742777971478431
GATS3v,1.1465365335586917
GATS4Z,1.1538266969444881
GATS4c,0.9976171423258794
GATS4d,0.8442272741765773
GATS4i,1.074286813798482
GATS4m,1.1620963408754996
GATS4p,1.0232623034589927
GATS4s,1.1595373421841866
GATS4v,1.1002336407059836
GATS5Z,1.3647277688649515
GATS5c,0.8966054890518427
GATS5d,0.918582920289266
GATS5i,1.011584248850466
GATS5m,1.329665423875229
GATS5p,1.2068335233115557
GATS5s,0.768397429961919
GATS5v,0.9468293311623421
GATS6Z,1.0848388389064794
GATS6c,1.6377709243381526
GATS6d,1.0263114664330302
GATS6i,0.9051716632447863
GATS6m,1.0582205011694577
GATS6p,0.987429339502382
GATS6s,1.2591997170896563
GATS6v,0.8572411450628374
GATS7Z,0.8321166209745926
GATS7c,0.5304178153227994
GATS7d,0.977439491840981
GATS7i,0.9776765801139754
GATS7m,0.8271854450010248
GATS7p,1.0926809487160765
GATS7s,0.6804191551453878
GATS7v,0.9512985247241089
GATS8Z,1.4380755753340027
GATS8c,1.0063165763426993
GATS8d,0.8308235680648339
GATS8i,0.9950089968784075
GATS8m,1.408579370906278
GATS8p,1.378165203450613
GATS8s,0.9128462933213312
GATS8v,1.1708367816500103
MATS1Z,-0.0020732322020066553
MATS1c,-0.6538071338136151
MATS1d,0.22830008850159977
MATS1i,-0.008401304905052798
MATS1m,-0.0005814266707995053
MATS1p,0.016505507157714226
MATS1s,-0.08102916763296399
MATS1v,0.03520776947390365
MATS2Z,0.08706195585708877
MATS2c,0.22578260817649434
MATS2d,-0.15018375521327992
MATS2i,-0.08869211712245847
MATS2m,0.0861750774910483
MATS2p,-0.0022233979927158134
MATS2s,0.13106489270337082
MATS2v,0.02937395555008404
MATS3Z,-0.15762190365320913
MATS3c,-0.1216673004784586
MATS3d,-0.22441963373953297
MATS3i,-0.21290214830248522
MATS3m,-0.1596278666600862
MATS3p,-0.20913078018949086
MATS3s,-0.026485573940168948
MATS3v,-0.24681472281446368
MATS4Z,-0.07632385839872291
MATS4c,-0.016080539871366557
MATS4d,0.030593374358320317
MATS4i,-0.11453150074060826
MATS4m,-0.08036370751508007
MATS4p,-0.033861623400831736
MATS4s,-0.1027114983399265
MATS4v,-0.09583613583444123
MATS5Z,-0.08215994384919498
MATS5c,0.1699008074035444
MATS5d,0.06931014869586413
MATS5i,0.0908058041876549
MATS5m,-0.0726557463947769
MATS5p,0.0525434566716656
MATS5s,0.11850343736703148
MATS5v,0.11302485683331036
MATS6Z,0.08749951733724608
MATS6c,-0.37284758404776797
MATS6d,-0.045559084437630064
MATS6i,0.2569940512342634
MATS6m,0.08420435245114832
MATS6p,0.20058346586339607
MATS6s,-0.20178409087402271
MATS6v,0.07774830000631192
MATS7Z,0.17652666229052436
MATS7c,0.36458195536705446
MATS7d,-0.020643960135801123
MATS7i,0.0061041415585609
MATS7m,0.16954300628818547
MATS7p,-0.02691460709034776
MATS7s,0.10406153441016772
MATS7v,0.04320577265822565
MATS8Z,-0.3445017472391691
MATS8c,-0.21752457084485946
MATS8d,0.07039207096703534
MATS8i,0.02616465361728428
MATS8m,-0.33451990640385787
MATS8p,-0.23417146791208904
MATS8s,-0.12286523525363263
MATS8v,-0.16788415129394155
MAXsCl,6.0823970207237394
MAXssO,4.973444110471007
MINsCl,6.0823970207237394
MINssO,4.973444110471007
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,28.08363637632227
SpAD_D,218.6222465516026
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.3323498107049627
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,561
TMWC10,119.84272843182185
TSRW10,70.03190850744174
VE1_Dt,4.631354182764693
VE2_Dt,0.21051609921657696
VE3_Dt,2.3213066657772203
VR1_Dt,119.0207487661694
VR2_Dt,5.410034034825882
VR3_Dt,5.5677551976565445
Xc-3dv,0.8436582834963515
Xc-4dv,0.0
Xc-5dv,0.13598203140986348
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.3683905718408463
Xch-7d,0.5912955592700915
Xp-0dv,13.346343267671301
Xp-1dv,7.455863704286756
Xp-2dv,5.806594454361634
Xp-3dv,3.9874419041272096
Xp-4dv,2.5714435014650356
Xp-5dv,1.5988593018156463
Xp-6dv,0.8767199540225187
Xp-7dv,0.5026237576036527
Xpc-4d,3.6234201234922674
Xpc-5d,5.190085332721247
Xpc-6d,6.970625153588423
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,37
nFRing,1
nHBAcc,3
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,6.259581464064923
AATS0dv,8.344268077601411
AATS0pe,6.450068571428572
AATS0se,7.883270457142856
AATS1dv,8.21021021021021
AATS1pe,6.610391891891892
AATS1se,7.859627243243241
AATS2dv,6.848816029143899
AATS2pe,6.541968852459017
AATS2se,7.87457731147541
AATS3dv,4.831831831831832
AATS3pe,6.402243243243244
AATS3se,7.789213648648651
AATS4dv,3.6638537271448666
AATS4pe,6.283118987341773
AATS4se,7.799828050632912
AATS5dv,3.9103942652329753
AATS5pe,6.233817741935484
AATS5se,7.779982419354839
AATS6dv,4.600644122383253
AATS6pe,6.5142
AATS6se,7.984006413043479
AATS7dv,4.458937198067633
AATS7pe,6.276632608695653
AATS7se,7.725535869565218
AATS8dv,4.036231884057972
AATS8pe,6.229260869565217
AATS8se,7.713449130434783
AATSC0Z,14.706938775510205
AATSC0c,0.022184638788617372
AATSC0d,0.6481632653061226
AATSC0i,1.5949789639235035
AATSC0m,67.02338177632653
AATSC0p,0.32200310817535827
AATSC0s,1.141170117795632
AATSC0v,51.17200122802041
AATSC1Z,-0.030490899062328082
AATSC1c,-0.014504475101076273
AATSC1d,0.1479757308328737
AATSC1i,-0.01339990459306656
AATSC1m,-0.03896918173193377
AATSC1p,0.005314824606794604
AATSC1s,-0.09246806477259152
AATSC1v,1.801652022754457
AATSC2Z,1.2804148544663765
AATSC2c,0.005008905607147454
AATSC2d,-0.09734359317497493
AATSC2i,-0.14146206107616086
AATSC2m,5.7757451182870545
AATSC2p,-0.0007159410643653445
AATSC2s,0.14956733904517752
AATSC2v,1.5031240894807176
AATSC3Z,-2.318135686707115
AATSC3c,-0.0026991451135007774
AATSC3d,-0.14546056260341977
AATSC3i,-0.339574447916586
AATSC3m,-10.698799449299504
AATSC3p,-0.06734076123615369
AATSC3s,-0.030224545533187517
AATSC3v,-12.630003298955252
AATSC4Z,-1.1224903125807282
AATSC4c,-0.00035674096857222674
AATSC4d,0.0198295014208215
AATSC4i,-0.18267533438785935
AATSC4m,-5.386247449744253
AATSC4p,-0.010903547982931264
