DLiP-ID,C000F5
DLiP-Mol-ID,30523
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H10O3/c14-10-6-7-11(12(15)8-10)13(16)9-4-2-1-3-5-9/h1-8,14-15H"
Standard Inchi Key(RDKit),ZXDDPOHVAMWLBH-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(c1ccccc1)c1ccc(O)cc1O
SMILES(SDF),
MW(SDF),
MW(RDKit),214.22
MW Monoisotopic(RDKit),214.06299418
MolLogP(RDKit),2.3288
XLogP(SDF),
XLogP(CDK),3.193
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),57.53
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),16
QED Weighted(RDKit),0.754118269513983
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,5164.4407178844285
qed,0.7541182695139828
Chi0,11.543605595440512
Chi1,7.681540550352056
TPSA,57.53
Chi0n,8.421477634980787
Chi0v,8.421477634980787
Chi1n,4.800055214967435
Chi1v,4.800055214967435
Chi2n,3.396601551701728
Chi2v,3.396601551701728
Chi3n,2.2619188957262395
Chi3v,2.2619188957262395
Chi4n,1.457071238813888
Chi4v,1.457071238813888
MolMR,59.646100000000025
MolWt,214.22
fr_SH,0
Kappa1,10.235362076049029
Kappa2,4.063489509659619
Kappa3,1.8827300773831444
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,517.9558452490421
MolLogP,2.3288000000000006
NOCount,3
