DLiP-ID,T004RI
DLiP-Mol-ID,20957
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H24N4O6S/c27-19(26-22-23-8-1-9-24-22)7-4-14-3-6-18(33-14)21(30)25-15(11-20(28)29)13-2-5-16-17(10-13)32-12-31-16/h2-3,5-6,10,15H,1,4,7-9,11-12H2,(H,25,30)(H,28,29)(H2,23,24,26,27)"
Standard Inchi Key(RDKit),OXVBGNHXQPUFKF-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CC(NC(=O)c1ccc(CCC(=O)NC2=NCCCN2)s1)c1ccc2c(c1)OCO2
SMILES(SDF),
MW(SDF),
MW(RDKit),472.523
MW Monoisotopic(RDKit),472.141655488
MolLogP(RDKit),1.8207
XLogP(SDF),
XLogP(CDK),0.899
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),138.35
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.459687119426013
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,40852806.33621165
qed,0.45968711942601326
Chi0,23.208531534440656
Chi1,15.974366886035767
TPSA,138.35
