DLiP-ID,C002K9
DLiP-Mol-ID,31867
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H11N3OS/c13-12(17)15-14-7-10-9-4-2-1-3-8(9)5-6-11(10)16/h1-7,16H,(H3,13,15,17)/b14-7+"
Standard Inchi Key(RDKit),INVDVNVYLCEPSF-VGOFMYFVSA-N
Canonical SMILES(RDKit),NC(=S)N/N=C/c1c(O)ccc2ccccc12
SMILES(SDF),
MW(SDF),
MW(RDKit),245.307
MW Monoisotopic(RDKit),245.062282972
MolLogP(RDKit),1.7125
XLogP(SDF),
XLogP(CDK),3.195
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),70.64
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.427774680498853
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Importin subunit beta-1/Snurportin-1
Common Target Pref Name,Importin subunit beta-1/Snurportin-1
RDKit Descriptors
Ipc,8096.235559195051
qed,0.42777468049885276
Chi0,12.25071237662706
Chi1,8.181540550352056
TPSA,70.64
Chi0n,8.921477634980787
Chi0v,9.737974215908514
Chi1n,4.974920771381262
Chi1v,5.383169061845125
Chi2n,3.4537523863567805
Chi2v,3.8935787919842277
Chi3n,2.3160677219147052
Chi3v,2.407354814832233
Chi4n,1.5802168036248923
Chi4v,1.6329214312943652
MolMR,73.12790000000003
MolWt,245.30700000000002
fr_SH,0
Kappa1,11.3485115504676
Kappa2,4.796725347779976
Kappa3,2.5117151442784644
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,1
fr_NH0,1
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,595.32047699703
MolLogP,1.7125000000000001
NOCount,4
fr_Ar_N,0
