DLiP-ID,C002VF
Sare,38.97600000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,59.63426822691052
TIC1,122.85765778174378
TIC2,164.1565180845906
TIC3,195.37579903346423
TIC4,202.1306865356277
TIC5,204.13068653562766
Vabc,280.8134812586723
WPol,41
apol,47.341102
bpol,19.226898
nRot,3
ABCGG,14.726976631149986
ATS0Z,1024.0
ATS0d,148.0
ATS0i,6103.568233166987
ATS0m,4059.8034169999987
ATS0p,66.35219266788597
ATS0s,207.9722222222222
ATS0v,10041.31113435606
ATS1Z,1165.0
ATS1d,187.0
ATS1i,5992.127991053998
ATS1m,4498.401884000002
ATS1p,83.69290833000002
ATS1s,149.1388888888889
ATS1v,12543.839755535466
ATS2Z,1714.0
ATS2d,282.0
ATS2i,9997.738010028144
ATS2m,6523.258022999998
ATS2p,123.19104155484897
ATS2s,253.38888888888894
ATS2v,18159.902151573115
ATS3Z,1878.0
ATS3d,316.0
ATS3i,13421.07338026854
ATS3m,7026.956993
ATS3p,138.10115923564095
ATS3s,301.99999999999994
ATS3v,20029.30754857908
ATS4Z,1745.0
ATS4d,281.0
ATS4i,13559.512441838344
ATS4m,6399.713475000001
ATS4p,125.23058629994297
ATS4s,368.13888888888886
ATS4v,17959.28516087116
ATS5Z,1507.0
ATS5d,251.0
ATS5i,12521.778689989434
ATS5m,5548.183811
ATS5p,110.487873607037
ATS5s,282.2499999999999
ATS5v,15786.026346911689
ATS6Z,1397.0
ATS6d,219.0
ATS6i,11087.424023084488
ATS6m,5179.997489
ATS6p,94.240857246188
ATS6s,279.61111111111103
ATS6v,13972.396031394996
ATS7Z,1318.0
ATS7d,187.0
ATS7i,9093.669176433645
ATS7m,4906.095763
ATS7p,83.983025420547
ATS7s,281.05555555555554
ATS7v,12696.740382546806
ATS8Z,1060.0
ATS8d,167.0
ATS8i,8777.291285091746
ATS8m,3817.537761000001
ATS8p,78.21067001254698
ATS8s,225.44444444444446
ATS8v,11281.338723622339
C1SP1,0
C1SP2,3
C1SP3,1
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.05
GGI10,0.04132231404958678
JGI10,0.0027548209366391185
JGT10,0.37288640607128765
Kier1,18.367346938775512
Kier2,8.347140039447732
Kier3,4.135279458882165
MAXdO,12.419707420005038
MID_C,42.29105129683805
MID_N,4.03606729079333
MID_O,5.628838485469718
MID_X,0.0
MID_h,9.664905776263046
MINdO,12.178917705971276
MPC10,139
MWC01,28.0
MWC02,4.90527477843843
MWC03,5.765191102784844
MWC04,6.645090969505644
MWC05,7.523481312573497
MWC06,8.412054873292933
MWC07,9.298992069570746
MWC08,10.192830744564542
MWC09,11.085138057857572
MWC10,11.982672811378324
NaaCH,11
NaaNH,0
NaaSe,0
NaaaC,4
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.271200000000001
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.3612921657094255
SRW05,0.0
SRW06,6.894670039433482
SRW07,0.0
SRW08,8.527737405291909
SRW09,0.0
SRW10,10.21416567728217
SaaCH,20.080146364611554
SaaNH,0
SaaSe,0
SaaaC,3.149889714111847
SaasC,0.7002415782403159
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.47755810657596354
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.7073956758629376
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.063336790640709
VE1_D,4.927137297741597
VE2_A,0.16253347162562837
VE2_D,0.19708549190966387
VE3_A,2.318295237553837
VE3_D,2.511048881445446
VR1_A,520.1668636454556
VR1_D,149.0405510317163
VR2_A,20.806674545818222
VR2_D,5.961622041268652
VR3_A,7.170440383600798
VR3_D,5.920509155367553
WPath,1552
Xc-3d,1.4171102898201597
Xc-4d,0.0
Xc-5d,0.3840884087733852
Xc-6d,0.0
Xp-0d,17.225403871315226
Xp-1d,12.220346690612278
Xp-2d,10.88088886502018
Xp-3d,9.467232449865362
Xp-4d,7.990664247378032
Xp-5d,6.731159828275872
Xp-6d,4.5856231832664855
Xp-7d,3.4642809810947104
ZMIC0,76.62713050122406
ZMIC1,55.91124976448307
ZMIC2,30.85294122454725
ZMIC3,25.105214562891945
ZMIC4,23.6469433466604
ZMIC5,23.478461181590543
nAcid,0
nAtom,39
nBase,0
nRing,4
piPC1,3.7376696182833684
piPC2,4.418840607796598
piPC3,5.092983035445009
piPC4,5.759296017919446
piPC5,6.424007631944142
piPC6,6.844682350006176
piPC7,7.3537723451539945
piPC8,7.826396371593248
piPC9,8.28316838779466
AATS0Z,26.256410256410255
AATS0d,3.7948717948717947
AATS0i,156.50174956838427
AATS0m,104.09752351282047
AATS0p,1.7013382735355378
AATS0s,5.332621082621082
AATS0v,257.46951626554
AATS1Z,27.738095238095237
AATS1d,4.4523809523809526
AATS1i,142.66971407271424
AATS1m,107.1048067619048
AATS1p,1.9926882935714292
AATS1s,3.5509259259259265
AATS1v,298.662851322273
AATS2Z,25.205882352941178
AATS2d,4.147058823529412
AATS2i,147.0255589710021
AATS2m,95.93026504411762
AATS2p,1.8116329640418964
AATS2s,3.7263071895424846
AATS2v,267.0573845819576
AATS3Z,21.34090909090909
AATS3d,3.590909090909091
AATS3i,152.5121975030516
AATS3m,79.85178401136363
AATS3p,1.5693313549504653
AATS3s,3.431818181818181
AATS3v,227.60576759748955
AATS4Z,20.057471264367816
AATS4d,3.2298850574712645
AATS4i,155.8564648487166
AATS4m,73.55992500000002
AATS4p,1.439432026436126
AATS4s,4.231481481481481
AATS4v,206.4285650674846
AATS5Z,18.8375
AATS5d,3.1375
AATS5i,156.52223362486794
AATS5m,69.3522976375
AATS5p,1.3810984200879626
AATS5s,3.5281249999999984
AATS5v,197.32532933639612
AATS6Z,19.957142857142856
AATS6d,3.1285714285714286
AATS6i,158.39177175834982
AATS6m,73.99996412857143
AATS6p,1.3462979606598287
AATS6s,3.994444444444443
AATS6v,199.60565759135707
AATS7Z,22.724137931034484
AATS7d,3.2241379310344827
AATS7i,156.78739959368352
AATS7m,84.58785798275862
AATS7p,1.4479831969059827
AATS7s,4.845785440613026
AATS7v,218.9093169404622
AATS8Z,18.928571428571427
AATS8d,2.982142857142857
AATS8i,156.7373443766383
AATS8m,68.1703171607143
AATS8p,1.3966191073669105
AATS8s,4.025793650793651
AATS8v,201.45247720754176
AMID_C,1.691642051873522
AMID_N,0.1614426916317332
AMID_O,0.2251535394187887
AMID_X,0.0
AMID_h,0.3865962310505218
ATS0dv,380.0
ATS0pe,251.794
ATS0se,305.32723599999986
ATS1dv,390.0
ATS1pe,275.76400000000007
ATS1se,326.8368159999998
ATS2dv,565.0
ATS2pe,445.63270000000006
ATS2se,532.135372
ATS3dv,578.0
ATS3pe,562.0026000000001
ATS3se,681.9649159999999
ATS4dv,550.0
ATS4pe,567.1649
ATS4se,689.770988
ATS5dv,468.0
ATS5pe,505.8241
ATS5se,620.5588600000001
ATS6dv,440.0
ATS6pe,455.02699999999993
ATS6se,556.7820839999999
ATS7dv,402.0
ATS7pe,393.21369999999996
ATS7se,473.77638
ATS8dv,287.0
ATS8pe,366.85600000000005
ATS8se,447.23321999999996
ATSC0Z,265.43589743589746
ATSC0c,0.8348149022139695
ATSC0d,22.35897435897436
ATSC0i,59.55253996368585
ATSC0m,1261.6880926666668
ATSC0p,8.886040396747436
ATSC0s,68.1937321937322
ATSC0v,1856.860617351231
ATSC1Z,10.530571992110435
ATSC1c,-0.4799199330782934
ATSC1d,6.408284023668636
ATSC1i,-2.5831443314591755
ATSC1m,50.96866400000039
ATSC1p,0.020087880497844837
ATSC1s,-4.182993644532105
ATSC1v,59.30171951309005
ATSC2Z,-10.862590401051964
ATSC2c,0.13111940506352207
ATSC2d,-1.4976988823142703
ATSC2i,-3.0377364812787278
ATSC2m,-60.658667444443964
ATSC2p,-1.1173820049242655
ATSC2s,7.722751844546717
ATSC2v,-264.34956815988534
ATSC3Z,17.324128862590392
ATSC3c,-0.20612846578286528
ATSC3d,-5.374095989480607
ATSC3i,-2.2845271009874666
ATSC3m,79.63476811111131
ATSC3p,-1.255822942754442
ATSC3s,-3.5596464314413003
ATSC3v,-59.19466622456682
ATSC4Z,-68.97238658777121
ATSC4c,0.23531562291221997
ATSC4d,-2.3136094674556213
ATSC4i,-1.8938376885932426
ATSC4m,-338.9618523333332
ATSC4p,-1.5703865869856912
ATSC4s,17.976660092044703
ATSC4v,-580.5975573515955
ATSC5Z,42.00328731097963
ATSC5c,-0.11954244350817908
ATSC5d,0.7764628533859306
ATSC5i,-9.607147587209704
ATSC5m,197.0394338888888
ATSC5p,-0.8841484327026649
ATSC5s,-1.1822996566586297
ATSC5v,46.3871325866333
ATSC6Z,37.39710716633794
ATSC6c,-0.10117876918943754
ATSC6d,-4.208415516107824
ATSC6i,-4.830419881363207
ATSC6m,189.12744644444433
ATSC6p,1.2400874594121378
ATSC6s,-13.473080575644683
ATSC6v,408.3900415744978
ATSC7Z,-54.494411571334666
ATSC7c,0.2778383353410433
ATSC7d,-6.662064431295201
ATSC7i,-4.530363670568795
ATSC7m,-257.9841258888886
ATSC7p,-1.216690548634725
ATSC7s,-9.917031923442188
ATSC7v,-313.9588198947618
ATSC8Z,-126.47205785667325
ATSC8c,-0.1137777605295266
ATSC8d,-0.7975016436554889
ATSC8i,-5.605907954703268
ATSC8m,-592.0104814444444
ATSC8p,-1.1392890596557812
ATSC8s,-29.469062751114038
ATSC8v,-473.66525873829806
AXp-0d,0.689016154852609
AXp-1d,0.4364409532361528
AXp-2d,0.27899715038513284
AXp-3d,0.17862702735595024
AXp-4d,0.11415234639111474
AXp-5d,0.07237806266963304
AXp-6d,0.04585623183266486
AXp-7d,0.02986449121633371
GATS1Z,0.6493362221240891
GATS1c,1.515339988540556
GATS1d,0.6879095674967234
GATS1i,1.0410951630099214
GATS1m,0.6534199357355576
GATS1p,0.8952113042388391
GATS1s,0.5482066761363634
GATS1v,0.7952362401045308
GATS2Z,0.7989632580234567
GATS2c,0.9085739328230237
GATS2d,1.0997031840259037
GATS2i,1.039349061497726
GATS2m,0.8054409889609122
GATS2p,0.9811765854555803
GATS2s,0.5455130654785311
GATS2v,0.936959799702939
GATS3Z,0.8833668504988057
GATS3c,1.13576288006673
GATS3d,1.1877476021684734
GATS3i,1.0039243275492074
GATS3m,0.8854882036563396
GATS3p,1.0162855500448578
GATS3s,0.8226618045849539
GATS3v,0.9553923537232261
GATS4Z,1.1049705537494003
GATS4c,1.033585701497649
GATS4d,1.0353527364757986
GATS4i,1.0002251363889119
GATS4m,1.104493549989015
GATS4p,1.0342662485888352
GATS4s,1.117674430665683
GATS4v,1.0690446348719644
GATS5Z,0.9475451603554869
GATS5c,1.2278290082794918
GATS5d,1.0091026376146788
GATS5i,1.0349090913750825
GATS5m,0.9472023130725814
GATS5p,1.0372980201544917
GATS5s,1.0681323372743983
GATS5v,0.9846835524461699
GATS6Z,0.9949671561051004
GATS6c,1.4305823886030744
GATS6d,1.238237221494102
GATS6i,0.9999606729680778
GATS6m,0.982525272918798
GATS6p,0.9047926582427641
GATS6s,1.6080237776928952
GATS6v,0.8389234518660283
GATS7Z,1.129242058839205
GATS7c,1.264740291322044
GATS7d,1.2307023093957605
GATS7i,1.0755219692217628
GATS7m,1.1181868787348466
GATS7p,1.0063977596496099
GATS7s,1.9341799035934906
GATS7v,0.9625282718058523
GATS8Z,1.3446883969971295
GATS8c,1.24871876746896
GATS8d,0.9408174967234599
GATS8i,1.0422652664251035
GATS8m,1.3323418192537382
GATS8p,1.0438698903634251
GATS8s,1.9398224133403361
GATS8v,1.092259223278447
MATS1Z,0.036838982115257164
MATS1c,-0.5338188581403573
MATS1d,0.26613695937090415
MATS1i,-0.04027761072041396
MATS1m,0.03751168408257412
MATS1p,0.0020991387680032946
MATS1s,-0.056958436783804405
MATS1v,0.029655366638968523
MATS2Z,-0.023470883716701568
MATS2c,0.09008084912905095
MATS2d,-0.038417431192660625
MATS2i,-0.029255363721956442
MATS2m,-0.0275737958216858
MATS2p,-0.07211889833803287
MATS2s,0.06495062200180875
MATS2v,-0.08164977538446826
MATS3Z,0.028925021076296173
MATS3c,-0.1094283151898798
MATS3d,-0.10652105921601339
MATS3i,-0.01700113672596745
MATS3m,0.027972588096140477
MATS3p,-0.06263283422479965
MATS3s,-0.023133659455517725
MATS3v,-0.014128147023491501
MATS4Z,-0.11648257208335554
MATS4c,0.12635892512162425
MATS4d,-0.0463856374565011
MATS4i,-0.014255676130531386
MATS4m,-0.12043263104914038
MATS4p,-0.07922160710863127
MATS4s,0.11817072538262949
MATS4v,-0.14016553967749518
MATS5Z,0.07714330564142197
MATS5c,-0.06980821863108103
MATS5d,0.016929472477064222
MATS5i,-0.07864457925087061
MATS5m,0.07613349494153554
MATS5p,-0.04850555947284648
MATS5s,-0.008451965658422449
MATS5v,0.012178473130762877
MATS6Z,0.0784955288143078
MATS6c,-0.06752518240738423
MATS6d,-0.10486566186107468
MATS6i,-0.045190917726488714
MATS6m,0.08351589151759478
MATS6p,0.07775182639241637
MATS6s,-0.1100750811688312
MATS6v,0.12253563485883745
MATS7Z,-0.13804762031658055
MATS7c,0.2237889242762161
MATS7d,-0.2003519455868396
MATS7i,-0.05115279754184782
MATS7m,-0.13749205184522237
MATS7p,-0.09206794818759184
MATS7s,-0.09778536586068604
MATS7v,-0.11369202351055464
MATS8Z,-0.3318268381541179
MATS8c,-0.09491694867422357
MATS8d,-0.02484026867627782
MATS8i,-0.06555748034986796
MATS8m,-0.32677887368476694
MATS8p,-0.0892898767994232
MATS8s,-0.3009528385217724
MATS8v,-0.17765147065750975
MAXaaN,4.1413643393409805
MAXaaO,5.342054988662131
MINaaN,4.1413643393409805
MINaaO,5.342054988662131
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.54058270307092
SpAD_D,256.98113059836635
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.24274589002267577
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,940
TMWC10,128.81072671996654
TSRW10,60.040916555551526
VE1_Dt,4.959163585392176
VE2_Dt,0.19836654341568705
VE3_Dt,2.517527826413637
VR1_Dt,144.81676026214254
VR2_Dt,5.792670410485702
VR3_Dt,5.891759952794257
Xc-3dv,0.5427500452704991
Xc-4dv,0.0
Xc-5dv,0.08865946186839899
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2965065170604102
Xch-7d,0.49533100697516147
Xp-0dv,13.229918209163982
Xp-1dv,7.859468325108438
Xp-2dv,5.649794438201223
Xp-3dv,4.042766518633381
Xp-4dv,2.798590270611244
Xp-5dv,1.9592416734471807
Xp-6dv,1.0759761596528121
Xp-7dv,0.6558808268823128
Xpc-4d,3.6716523892273853
Xpc-5d,6.018952725451821
Xpc-6d,9.511315445015274
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,42
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,4
piPC10,8.478892024101063
AATS0dv,9.743589743589743
AATS0pe,6.456256410256411
AATS0se,7.828903487179484
AATS1dv,9.285714285714286
AATS1pe,6.565809523809525
AATS1se,7.781828952380948
AATS2dv,8.308823529411764
AATS2pe,6.55342205882353
AATS2se,7.8255201764705875
AATS3dv,6.568181818181818
AATS3pe,6.386393181818184
AATS3se,7.749601318181817
AATS4dv,6.32183908045977
AATS4pe,6.519136781609196
AATS4se,7.92840216091954
AATS5dv,5.85
AATS5pe,6.3228012499999995
AATS5se,7.756985750000001
AATS6dv,6.285714285714286
AATS6pe,6.500385714285713
AATS6se,7.95402977142857
AATS7dv,6.931034482758621
AATS7pe,6.779546551724137
AATS7se,8.16855827586207
AATS8dv,5.125
AATS8pe,6.551000000000001
AATS8se,7.9863075
AATSC0Z,6.806048652202499
AATSC0c,0.021405510313178704
AATSC0d,0.5733070348454964
AATSC0i,1.526988204197073
AATSC0m,32.350976735042735
AATSC0p,0.22784718966019066
AATSC0s,1.7485572357367232
AATSC0v,47.611810701313615
AATSC1Z,0.25072790457405797
AATSC1c,-0.011426665073292699
AATSC1d,0.15257819103972942
AATSC1i,-0.0615034364633137
AATSC1m,1.2135396190476282
AATSC1p,0.00047828286899630565
AATSC1s,-0.09959508677457392
AATSC1v,1.4119457026926203
AATSC2Z,-0.1597439764860583
AATSC2c,0.0019282265450517953
AATSC2d,-0.02202498356344515
AATSC2i,-0.04467259531292247
AATSC2m,-0.8920392271241759
AATSC2p,-0.016432088307709786
AATSC2s,0.11356988006686349
AATSC2v,-3.8874936494100787
AATSC3Z,0.19686510071125446
AATSC3c,-0.002342368929350742
AATSC3d,-0.061069272607734176
AATSC3i,-0.02596053523849394
AATSC3m,0.904940546717174
AATSC3p,-0.014270715258573206
AATSC3s,-0.040450527630014776
AATSC3v,-0.6726666616428048
AATSC4Z,-0.7927860527330024
AATSC4c,0.002704777274853103
AATSC4d,-0.026593212269604843
AATSC4i,-0.0217682492941752
AATSC4m,-3.896113245210726
AATSC4p,-0.018050420540065417
AATSC4s,0.20662827692005406
AATSC4v,-6.673535141972362
AATSC5Z,0.5250410913872454
AATSC5c,-0.0014942805438522386
AATSC5d,0.009705785667324131
AATSC5i,-0.1200893448401213
