DLiP-ID,T003VU
AATSC5m,-4.5119007190401685
AATSC5p,-0.029690412920566563
AATSC5s,-0.10550784988231642
AATSC5v,-6.8489398195035855
AATSC6Z,1.6226682112777477
AATSC6c,0.0011690491659490105
AATSC6d,0.0343279376311093
AATSC6i,0.0022197083086146463
AATSC6m,7.705780361852282
AATSC6p,0.02559855532905959
AATSC6s,0.06871588549004878
AATSC6v,8.01856142521661
AATSC7Z,0.09262970036632331
AATSC7c,0.0012893150438797972
AATSC7d,-0.14526127931369173
AATSC7i,0.305594508853087
AATSC7m,0.4199476375904069
AATSC7p,0.011328844291176391
AATSC7s,0.033029107569637964
AATSC7v,1.6524508718027304
AATSC8Z,-2.8075772239338708
AATSC8c,-0.0025232233655436737
AATSC8d,-0.048629547089063904
AATSC8i,-0.0763823916646461
AATSC8m,-13.34398313985101
AATSC8p,-0.0454895714690826
AATSC8s,-0.17204947895856826
AATSC8v,-14.580254287810334
ATS0are,252.3896
ATS1are,279.97
ATS2are,455.39590000000004
ATS3are,539.3149999999999
ATS4are,610.4580000000003
ATS5are,552.993
ATS6are,556.7969
ATS7are,466.5898000000001
ATS8are,406.19599999999997
ATSC0dv,160.4390243902439
ATSC0pe,3.528048780487803
ATSC0se,2.005377560975609
ATSC1dv,69.40690065437236
ATSC1pe,0.6407549672813796
ATSC1se,0.39134193456276034
ATSC2dv,13.876859012492549
ATSC2pe,0.47306192742415143
ATSC2se,0.07426365972635332
ATSC3dv,-104.22427126710292
ATSC3pe,-1.4060303390838775
ATSC3se,-0.7126094586555616
ATSC4dv,-112.90005948839976
ATSC4pe,-2.1792653182629365
ATSC4se,-1.0470245877453892
ATSC5dv,5.966091612135637
ATSC5pe,-0.9877192147531225
ATSC5se,-0.4970260392623437
ATSC6dv,71.10469958358121
ATSC6pe,1.9983796549672797
ATSC6se,0.9067489684711478
ATSC7dv,-37.52111838191553
ATSC7pe,0.44107543129089855
ATSC7se,0.39131417965496723
ATSC8dv,-51.96133254015468
ATSC8pe,-2.241274836406898
ATSC8se,-0.9516749411064834
AXp-0dv,0.5609204642866902
AXp-1dv,0.2866680548189229
AXp-2dv,0.1520965460915685
AXp-3dv,0.0796190419042084
AXp-4dv,0.042667921686433505
AXp-5dv,0.022841807980509055
AXp-6dv,0.011593944772190652
AXp-7dv,0.0062203174468778745
BertzCT,1077.6314964450496
ECIndex,563
ETA_eta,17.253127990581454
GATS1dv,0.4023052046767462
GATS1pe,0.5917254815699338
GATS1se,0.6392919932534392
GATS2dv,0.87431329837524
GATS2pe,0.7807955906794389
GATS2se,0.8540182529332293
GATS3dv,1.2050268572007703
GATS3pe,1.1011003174527496
GATS3se,1.138286065304735
GATS4dv,1.2615384615384615
GATS4pe,1.2590642239889387
GATS4se,1.2351210306726499
GATS5dv,0.9119000092535064
GATS5pe,1.034073250274275
GATS5se,0.9995012561770287
GATS6dv,0.799123073722616
GATS6pe,0.6596698382665962
GATS6se,0.6180766538688991
GATS7dv,1.1448848634203326
GATS7pe,0.9835241144686813
GATS7se,0.9323226627004033
GATS8dv,1.1572723188557064
GATS8pe,1.4075430658666568
GATS8se,1.3443495183507461
LogEE_A,4.170287303771184
LogEE_D,130.02918726485288
MATS1dv,0.40311022969125715
MATS1pe,0.1692343745090029
MATS1se,0.1818408348780345
MATS2dv,0.04857828294397676
MATS2pe,0.07530857194266737
MATS2se,0.020798939564942307
MATS3dv,-0.3061423833537777
MATS3pe,-0.187812595603339
MATS3se,-0.16746345055825893
MATS4dv,-0.2885147461234418
MATS4pe,-0.25325578983753877
MATS4se,-0.21406446812278404
MATS5dv,0.016572038547463887
MATS5pe,-0.12476562617412344
MATS5se,-0.11045338254452886
MATS6dv,0.19127074298699015
MATS6pe,0.24445767096621604
MATS6se,0.1951421881622118
MATS7dv,-0.12616416764014018
MATS7pe,0.06744481234195071
MATS7se,0.10526880637857729
MATS8dv,-0.19818889741018234
MATS8pe,-0.38874927127239695
MATS8se,-0.2904032930634037
MAXaaCH,2.123526234567901
MAXaaaC,1.0572775205761318
MAXaasC,1.1259647686234988
MAXaasN,2.1095162509448224
MAXsCH3,1.948488704278921
MDEC-11,0.25
MDEC-12,2.772903541755287
MDEC-13,4.163997198597044
MDEC-22,12.029685893439634
MDEC-23,20.725527814389324
MDEC-33,7.784039442417928
MDEN-12,0.1849000654084097
MDEN-13,0.14285714285714285
MDEN-22,0.14285714285714285
MDEN-23,0.5773502691896258
MINaaCH,1.8370477012098585
MINaaaC,0.9482918661291678
MINaasC,0.6666052007222645
MINaasN,2.1095162509448224
MINsCH3,1.9241831487233654
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.8214285714285716
SM1_Dzi,1.0741325277088927
SM1_Dzm,0.8192662930274439
SM1_Dzp,-3.1550215370664243
SM1_Dzv,-1.6762929910317408
SddssSe,0
SpAD_Dt,500.0323431996163
SpAbs_A,33.12100659888774
SpAbs_D,260.0583745297058
SpMAD_A,1.3248402639555095
SpMAD_D,10.402334981188233
SpMax_A,2.4773572307128076
SpMax_D,130.02918726485288
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,67.64
TpiPC10,9.348663099830969
VAdjMat,5.807354922057604
VE1_DzZ,4.919403398011754
VE1_Dzi,4.917210334531254
VE1_Dzm,4.919410424686648
VE1_Dzp,4.9268442807132065
VE1_Dzv,4.926182816074204
VE2_DzZ,0.19677613592047016
VE2_Dzi,0.19668841338125018
VE2_Dzm,0.1967764169874659
VE2_Dzp,0.19707377122852826
VE2_Dzv,0.19704731264296815
VE3_DzZ,2.509477994458998
VE3_Dzi,2.5090320963935735
VE3_Dzm,2.5094794228171358
VE3_Dzp,2.5109894096418626
VE3_Dzv,2.510855143363388
VR1_DzZ,150.65717006086942
VR1_Dzi,150.85984500800282
VR1_Dzm,150.6566546094038
VR1_Dzp,150.06588294718046
VR1_Dzv,150.12331710290275
VR2_DzZ,6.026286802434777
VR2_Dzi,6.034393800320113
VR2_Dzm,6.026266184376152
VR2_Dzp,6.0026353178872185
VR2_Dzv,6.00493268411611
VR3_DzZ,5.931297590482316
VR3_Dzi,5.932641958909498
VR3_Dzm,5.931294169122768
VR3_Dzp,5.927365149189566
VR3_Dzv,5.927747802239132
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.051689286688863204
Xch-6dv,0.16263421992399346
Xch-7dv,0.18724992765916365
Xpc-4dv,1.557989456364246
Xpc-5dv,2.1689705871379816
Xpc-6dv,2.5016088986460225
Zagreb1,136.0
Zagreb2,163.0
fragCpx,184.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,21
nBondsD,0
nBondsM,22
nBondsO,28
nBondsS,22
nBondsT,1
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,2
AATS0are,6.155843902439025
AATS1are,6.362954545454546
AATS2are,6.238300000000001
AATS3are,6.199022988505747
AATS4are,6.104580000000003
AATS5are,6.0107934782608705
AATS6are,5.861020000000001
AATS7are,6.1393394736842115
AATS8are,6.062626865671642
AATSC0dv,3.9131469363474123
AATSC0pe,0.08604997025580007
AATSC0se,0.04891164782867338
AATSC1dv,1.5774295603266446
AATSC1pe,0.014562612892758627
AATSC1se,0.008894134876426372
AATSC2dv,0.1900939590752404
AATSC2pe,0.006480300375673307
AATSC2se,0.0010173104072103195
AATSC3dv,-1.1979801295069301
AATSC3pe,-0.016161268265331926
AATSC3se,-0.008190913317880019
AATSC4dv,-1.1290005948839976
AATSC4pe,-0.021792653182629365
AATSC4se,-0.010470245877453892
AATSC5dv,0.06484882187103953
AATSC5pe,-0.010736078421229592
AATSC5se,-0.0054024569485037355
AATSC6dv,0.7484705219324338
AATSC6pe,0.02103557531544505
AATSC6se,0.00954472598390682
AATSC7dv,-0.4936989260778359
AATSC7pe,0.005803624095932876
AATSC7se,0.005148870784933779
AATSC8dv,-0.7755422767187266
AATSC8pe,-0.03345186322995371
AATSC8se,-0.01420410359860423
AETA_eta,0.6901251196232582
ATSC0are,3.683248780487802
ATSC1are,0.6957232599643068
ATSC2are,0.35454973230220116
ATSC3are,-1.4091718024985112
ATSC4are,-2.188440928019035
ATSC5are,-0.9949338488994639
ATSC6are,1.9685674598453278
ATSC7are,0.5607925044616301
ATSC8are,-2.142250446162997
BCUTZ-1h,8.033286187733603
BCUTZ-1l,5.682556487210557
BCUTc-1h,0.4007658911406592
BCUTc-1l,-0.46600494777522566
BCUTd-1h,3.2559913289806466
BCUTd-1l,0.9113340172622377
BCUTi-1h,14.566362463437821
BCUTi-1l,10.945836243924747
BCUTm-1h,16.01588901398783
BCUTm-1l,11.695704505476606
BCUTp-1h,2.0067191737935395
BCUTp-1l,0.7157227076649566
BCUTs-1h,6.027274532209635
BCUTs-1l,1.4043544926972493
BCUTv-1h,20.9069464586556
BCUTv-1l,14.681777144817001
BalabanJ,1.340144178085592
Diameter,13
ETA_beta,37.25
GATS1are,0.6046045824290376
GATS2are,0.8131371188489775
GATS3are,1.1083668380545924
GATS4are,1.2587691671986294
GATS5are,1.0206254356803135
GATS6are,0.6412931208383736
GATS7are,0.9801415756336117
GATS8are,1.382758830492272
HybRatio,0.15789473684210525
Lipinski,True
LogEE_Dt,250.0161715998082
MATS1are,0.1760097190781397
MATS2are,0.05406386682916847
MATS3are,-0.18030073400601865
MATS4are,-0.24360580399594214
MATS5are,-0.12038134241993703
MATS6are,0.23066383043266897
MATS7are,0.08213748690076178
MATS8are,-0.35591659853318747
MAXssCH2,0.7016498960695389
MINssCH2,0.7016498960695389
NsssssAs,0
RotRatio,0.10714285714285714
SM1_Dzpe,0.9034577723378214
SM1_Dzse,0.8095467726672786
SMR_VSA1,4.523094936973348
SMR_VSA2,5.261891554738487
SMR_VSA3,14.707741425864008
SMR_VSA4,0.0
SMR_VSA5,20.392230805293824
SMR_VSA6,0.0
SMR_VSA7,71.37296795111271
SMR_VSA8,0.0
SMR_VSA9,17.196124296186266
SpAD_DzZ,192.02632123647913
SpAD_Dzi,188.30904825838297
SpAD_Dzm,192.04581600031625
SpAD_Dzp,229.40947781988433
SpAD_Dzv,217.1969881045606
SpAbs_Dt,500.03234319961655
SpDiam_A,4.846207792242788
SpDiam_D,195.73867386577757
SpMAD_Dt,20.001293727984653
SpMax_Dt,250.0161715998082
SsssssAs,0
VE1_Dzpe,4.91898081003715
VE1_Dzse,4.919462002893412
VE2_Dzpe,0.196759232401486
VE2_Dzse,0.19677848011573648
VE3_Dzpe,2.5093920884878695
VE3_Dzse,2.509489907393929
VMcGowan,247.70999999999992
VR1_Dzpe,150.69309107245675
VR1_Dzse,150.65222574224381
VR2_Dzpe,6.02772364289827
VR2_Dzse,6.026089029689753
VR3_Dzpe,5.931535990884708
VR3_Dzse,5.9312647716011595
mZagreb1,7.25
mZagreb2,5.472222222222221
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,34
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.08983533610945858
AATSC1are,0.015811892271916064
AATSC2are,0.0048568456479753585
AATSC3are,-0.016197377040212773
AATSC4are,-0.02188440928019035
AATSC5are,-0.010814498357602868
AATSC6are,0.020721762735213978
AATSC7are,0.0073788487429161855
AATSC8are,-0.03197388725616413
AETA_beta,1.49
BCUTdv-1h,6.0332558064271895
BCUTdv-1l,0.9950380821604285
BCUTpe-1h,3.51509207327764
BCUTpe-1l,2.2291349197838057
BCUTse-1h,3.7232680697804716
BCUTse-1l,2.424652686554411
ETA_alpha,11.933333333333335
ETA_dBeta,4.75
ETA_eta_B,0.26201521918268433
ETA_eta_F,25.234917444065985
ETA_eta_L,4.77333244705023
ETA_eta_R,42.48804543464744
ETA_psi_1,0.6006711409395976
LabuteASA,144.6837176417642
LogEE_DzZ,96.0460177610967
LogEE_Dzi,94.19748943029984
LogEE_Dzm,96.05567865187922
LogEE_Dzp,114.07373460252894
LogEE_Dzv,108.26323545407399
PEOE_VSA1,9.090194584764703
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,5.261891554738487
PEOE_VSA5,0.0
PEOE_VSA6,23.355764462510276
PEOE_VSA7,49.239845656621675
PEOE_VSA8,12.10820789760957
PEOE_VSA9,34.68732230933479
SM1_Dzare,1.0283852954862724
SpAD_Dzpe,191.11766622525104
SpAD_Dzse,192.15584751748776
SpAbs_DzZ,191.2706069507649
SpAbs_Dzi,187.32084633289085
SpAbs_Dzm,191.2920910107311
SpAbs_Dzp,231.3024907421243
SpAbs_Dzv,218.2027638991798
SpDiam_Dt,352.5421390900268
SpMAD_DzZ,7.681052849459165
SpMAD_Dzi,7.532361930335319
SpMAD_Dzm,7.68183264001265
SpMAD_Dzp,9.176379112795374
SpMAD_Dzv,8.687879524182424
SpMax_DzZ,96.0460177610967
SpMax_Dzi,94.19748943029984
SpMax_Dzm,96.05567865187922
SpMax_Dzp,114.07373460252894
SpMax_Dzv,108.26323545407399
VE1_Dzare,4.9184315211413745
VE2_Dzare,0.196737260845655
VE3_Dzare,2.5092804150359793
VR1_Dzare,150.73748507295224
VR2_Dzare,6.0294994029180895
VR3_Dzare,5.931830546277091
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,20
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4773333333333334
AETA_dBeta,0.19
AETA_eta_B,0.010480608767307373
AETA_eta_F,1.0093966977626394
AETA_eta_L,0.1909332978820092
AETA_eta_R,1.6995218173858975
BCUTare-1h,3.5695107646317235
BCUTare-1l,2.179946055597902
ETA_beta_s,16.25
ETA_dPsi_A,0.11332885906040235
ETA_dPsi_B,0.0
ETA_eta_BR,0.6060152191826843
ETA_eta_FL,7.378865896140182
ETA_eta_RL,12.152198343190411
LogEE_Dzpe,95.59497142351903
LogEE_Dzse,96.11030562965058
PEOE_VSA10,5.760247418874442
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,14.707741425864008
SlogP_VSA3,6.544756405912575
SlogP_VSA4,25.178587266912007
SlogP_VSA5,22.581078397116894
SlogP_VSA6,53.31498449096916
SlogP_VSA7,0.0
SlogP_VSA8,22.160304418626517
SlogP_VSA9,0.0
SpAD_Dzare,189.85659411771636
SpAbs_Dzpe,190.28648507470038
SpAbs_Dzse,191.41106448663396
SpDiam_DzZ,145.5573448030179
SpDiam_Dzi,142.39129101301398
SpDiam_Dzm,145.57256787298485
SpDiam_Dzp,174.28970236408418
SpDiam_Dzv,165.1173645932137
SpMAD_Dzpe,7.6447066490100415
SpMAD_Dzse,7.68623390069951
SpMax_Dzpe,95.59497142351903
SpMax_Dzse,96.11030562965058
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.65
AETA_eta_BR,0.02424060876730737
AETA_eta_FL,0.29515463584560725
AETA_eta_RL,0.48608793372761644
DetourIndex,3074
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,12.10820789760957
EState_VSA4,39.17793132404641
EState_VSA5,0.0
EState_VSA6,0.0
EState_VSA7,56.57299688491545
EState_VSA8,26.84332980711789
EState_VSA9,9.784986491711834
ETA_beta_ns,21.0
ETA_shape_p,0.11731843575418992
ETA_shape_x,0.0
ETA_shape_y,0.3687150837988826
GhoseFilter,True
LogEE_Dzare,94.96943247067762
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,188.9104796458691
SpDiam_Dzpe,144.81582369202914
SpDiam_Dzse,145.66274730482434
SpMAD_Dzare,7.594263764708654
SpMax_Dzare,94.96943247067762
TopoPSA(NO),67.64
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,7.401697467652207
VSA_EState9,47.43163586568113
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.84
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.022666666666666585
FilterItLogS,-5.989898961254621
SpDiam_Dzare,143.80564496806645
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6016260162601628
ETA_epsilon_2,0.7946666666666664
ETA_epsilon_3,0.4449275362318844
ETA_epsilon_4,0.5248484848484851
ETA_epsilon_5,0.7946666666666664
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.15669848002827835
ETA_dEpsilon_B,0.07677753141167765
ETA_dEpsilon_C,-0.0799209486166007
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.84
MDEDescriptor,"0.25,2.772903541755287,4.163997198597044,0.0,12.029685893439634,20.725527814389324,0.0,7.784039442417928,0.0,0.0,0.0,0.0,0.0,0.0,0.1849000654084097,0.14285714285714285,0.14285714285714285,0.5773502691896258,0.0"
APolDescriptor,51.07068799999998
BCUTDescriptor,"11.850000000000005,15.994921701461429,-0.2564247316342087,0.15264234316626907,4.236428123743609,10.476889367833667"
BPolDescriptor,23.367312
TPSADescriptor,67.64
ALOGPDescriptor,"3.8891999999999998,15.125876639999998,97.71849999999999"
XLogPDescriptor,4.051
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,328.13241126
ChiPathDescriptor,"17.388540578131753,12.152198343190415,10.974466579025396,9.717981522555865,8.226678311702077,6.242815811572421,4.260063203329837,3.406117651500274,14.023011607167254,8.02670553492984,6.08386184366274,4.379047304731463,3.1147582831096443,1.9643954863237785,1.101424753358111,0.7339974587315892"
ChiChainDescriptor,"0.0,0.0,0.19245008972987526,0.6035045055946728,0.8014521587316668,0.0,0.0,0.051689286688863204,0.16263421992399346,0.1872499276591636"
AtomCountDescriptor,41
BondCountDescriptor,28
SmallRingDescriptor,"4,4,3,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.6268466858539605,0.0,0.3487731593071871,0.0,0.7812698061464881,0.0,0.1173186817074753,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,0,11,4,3,0,0,0"
ZagrebIndexDescriptor,136.0
LargestChainDescriptor,14
MannholdLogPDescriptor,3.1100000000000003
WeightedPathDescriptor,"51.68247582478084,2.0672990329912335,15.099374429767451,2.977943808807294,12.12143062096015"
FractionalPSADescriptor,0.20613629644285447
WienerNumbersDescriptor,"1567.0,39.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.061406484621805,6.7988165836807575,8.311054095715967,1.5579894563642462,2.1689705871379816,2.2139688347697666"
FractionalCSP3Descriptor,0.15
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,0,8,0,0,1,0,6,2,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.367346938775512,7.935,3.84"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,1336.05
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.15789473684210525
AutocorrelationDescriptorMass,"27.214390240646868,30.048827106462305,42.851893631298175,41.49218521925002,36.32600328606959"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.33085389854382796,-0.12852460575049432,-0.01079574241650921,-0.024760789440316507,0.017197514148019656"
EccentricConnectivityIndexDescriptor,563
AutocorrelationDescriptorPolarizability,"1700.5117999214506,2028.5383149197894,2905.272877804386,2758.4373158486874,2393.455144782874"
