DLiP-ID,T000SK
DLiP-Mol-ID,16481
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H26N4O4/c26-19(11-5-7-13-23-18-10-4-6-12-22-18)24-25-20(27)14-17(15-21(28)29)16-8-2-1-3-9-16/h1-4,6,8-10,12,17H,5,7,11,13-15H2,(H,22,23)(H,24,26)(H,25,27)(H,28,29)"
Standard Inchi Key(RDKit),CGJMXATZBNODMJ-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CC(CC(=O)NNC(=O)CCCCNc1ccccn1)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),398.463
MW Monoisotopic(RDKit),398.195405312
MolLogP(RDKit),2.4598
XLogP(SDF),
XLogP(CDK),2.176
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),120.42
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),11
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.340854792234671
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,2795393.9526395607
qed,0.3408547922346714
Chi0,20.899130457682155
Chi1,14.041713895658194
TPSA,120.42
Chi0n,16.13531544140705
Chi0v,16.13531544140705
Chi1n,9.536528935956321
Chi1v,9.536528935956321
Chi2n,6.604807908718015
Chi2v,6.604807908718015
Chi3n,4.266757675550342
Chi3v,4.266757675550342
Chi4n,2.8149474063335638
Chi4v,2.8149474063335638
MolMR,108.91590000000002
MolWt,398.463
fr_SH,0
Kappa1,21.875316437564297
Kappa2,12.120152839210219
Kappa3,8.873934160963975
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,783.7828072856931
MolLogP,2.4598000000000004
NOCount,8
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,1.647395282747628
SMR_VSA1,19.49013894705617
SMR_VSA2,0.0
SMR_VSA3,15.835561315167979
SMR_VSA4,0.0
SMR_VSA5,38.02201416079144
SMR_VSA6,11.861545009918906
SMR_VSA7,60.29123161100295
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,169.25608907385998
NHOHCount,4
PEOE_VSA1,10.423315998847038
PEOE_VSA2,25.235194346436234
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
