DLiP-ID,C001S5
DLiP-Mol-ID,32838
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H12N2S/c16-15-17-14(10-18-15)13-8-6-12(7-9-13)11-4-2-1-3-5-11/h1-10H,(H2,16,17)"
Standard Inchi Key(RDKit),HTAUVJPDFDVVHV-UHFFFAOYSA-N
Canonical SMILES(RDKit),Nc1nc(-c2ccc(-c3ccccc3)cc2)cs1
SMILES(SDF),
MW(SDF),
MW(RDKit),252.342
MW Monoisotopic(RDKit),252.072119384
MolLogP(RDKit),4.0593
XLogP(SDF),
XLogP(CDK),3.981
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),38.91
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.746644317107135
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,27798.504140686386
qed,0.7466443171071346
Chi0,12.372032720186704
Chi1,8.826499840494924
TPSA,38.91
Chi0n,9.706314847049708
Chi0v,10.522811427977434
Chi1n,5.696441077885909
Chi1v,6.576093889140805
Chi2n,4.014359411279413
Chi2v,4.904040378301015
Chi3n,2.8097351507324912
Chi3v,3.483625778211381
Chi4n,1.88424212448366
Chi4v,2.4564585196205995
MolMR,77.39840000000002
MolWt,252.342
fr_SH,0
Kappa1,10.988787086616048
Kappa2,4.625006209207866
Kappa3,2.1263470388691834
fr_ArN,1
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,641.7701569624078
MolLogP,4.059300000000001
NOCount,2
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.9440400742671804
