DLiP-ID,C003IH
DLiP-Mol-ID,34055
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H11N7OS/c24-15(11-4-3-5-12(8-11)23-10-18-21-22-23)20-16-19-14(9-25-16)13-6-1-2-7-17-13/h1-10H,(H,19,20,24)"
Standard Inchi Key(RDKit),LBULVQIAQUOMQZ-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1nc(-c2ccccn2)cs1)c1cccc(-n2cnnn2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),349.379
MW Monoisotopic(RDKit),349.074578972
MolLogP(RDKit),2.4331
XLogP(SDF),
XLogP(CDK),2.42
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),98.48
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.607456838902284
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,1265990.1295190197
qed,0.6074568389022835
Chi0,17.062267164498692
Chi1,12.292826335683708
TPSA,98.48
Chi0n,12.773280845823736
Chi0v,13.589777426751462
Chi1n,7.311691885336324
Chi1v,8.191344696591218
Chi2n,5.011724073126121
Chi2v,5.869826924984141
Chi3n,3.3738712076400406
Chi3v,4.131592274444701
Chi4n,2.201609793261183
Chi4v,2.9009968857520487
MolMR,92.4522
MolWt,349.3790000000001
fr_SH,0
Kappa1,15.09028564710477
Kappa2,6.5736244844559755
Kappa3,3.2596212544984424
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,6
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,998.2771329012346
MolLogP,2.4330999999999996
NOCount,8
fr_Ar_N,6
fr_COO2,0
fr_urea,0
BalabanJ,1.5297811144341193
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,30.175211976650374
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.316788604006331
SMR_VSA7,65.93224738777181
SMR_VSA8,0.0
SMR_VSA9,17.075242264380485
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
