DLiP-ID,T001CV
MWC01,37.0
MWC02,5.14166355650266
MWC03,5.937536205082426
MWC04,6.771935555839602
MWC05,7.585281078639126
MWC06,8.422662707570003
MWC07,9.243484970568485
MWC08,10.081675578048475
MWC09,10.906634649386172
MWC10,11.745076328377726
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,4
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,4
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.261000000000002
SRW02,4.31748811353631
SRW03,0.0
SRW04,5.58724865840025
SRW05,2.3978952727983707
SRW06,7.020190708311925
SRW07,4.59511985013459
SRW08,8.525756422076725
SRW09,6.580639137284949
SRW10,10.071329788065249
SaaCH,12.301905482860745
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.0522189658511802
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-2.2409340414826118
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,10.643534385843328
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.399880813657319
VE1_D,5.830352408396667
VE2_A,0.1257108803902091
VE2_D,0.16658149738276193
VE3_A,2.7343404212475475
VE3_D,3.015840414440275
VR1_A,522.3171528851885
VR1_D,231.78348720917296
VR2_A,14.923347225291101
VR2_D,6.622385348833514
VR3_A,7.511037944457505
VR3_D,6.698566659629588
WPath,4901
Xc-3d,2.1295491105128677
Xc-4d,0.0
Xc-5d,0.20118446353109126
Xc-6d,0.0
Xp-0d,25.04539482762412
Xp-1d,16.90188724096433
Xp-2d,14.898198060764662
Xp-3d,11.066846016028098
Xp-4d,8.878318919990498
Xp-5d,6.63955758652353
Xp-6d,4.23992595950649
Xp-7d,2.730061831492018
ZMIC0,117.65694865023288
ZMIC1,58.393976853977534
ZMIC2,34.17293171959882
ZMIC3,27.567385579735443
ZMIC4,26.64006245051725
ZMIC5,26.64006245051725
nAcid,1
nAtom,67
nBase,0
nRing,3
piPC1,3.8607297110405954
piPC2,4.300680995219929
piPC3,4.640778613455459
piPC4,5.060615226401277
piPC5,5.320873552261399
piPC6,5.334227316707271
piPC7,5.373830600858223
piPC8,5.408572135783628
piPC9,5.561882832361162
AATS0Z,22.567164179104477
AATS0d,3.014925373134328
AATS0i,164.84913034449207
AATS0m,88.95088470149255
AATS0p,1.3828259247039998
AATS0s,5.559701492537314
AATS0v,206.77916000292367
AATS1Z,24.08695652173913
AATS1d,3.681159420289855
AATS1i,149.01743955499495
AATS1m,90.78779410144928
AATS1p,1.7240801964637682
AATS1s,3.2218196457326895
AATS1v,254.09171556962906
AATS2Z,19.66393442622951
AATS2d,3.2131147540983607
AATS2i,154.66064287792005
AATS2m,72.10463016393443
AATS2p,1.4613149200298448
AATS2s,3.3545081967213117
AATS2v,204.9746860753624
AATS3Z,14.319767441860465
AATS3d,2.604651162790698
AATS3i,162.9876485031408
AATS3m,50.03395409883721
AATS3p,1.1729380275779826
AATS3s,2.8299418604651168
AATS3v,157.44464210941737
AATS4Z,14.308571428571428
AATS4d,2.474285714285714
AATS4i,165.4528800027243
AATS4m,50.35890825714287
AATS4p,1.1132448421954573
AATS4s,3.047619047619048
AATS4v,149.8425481025017
AATS5Z,14.928143712574851
AATS5d,2.4491017964071857
AATS5i,165.26952230506024
AATS5m,52.960949664670636
AATS5p,1.1117272701707006
AATS5s,3.2145708582834334
AATS5v,154.03482196905327
AATS6Z,15.660377358490566
AATS6d,2.389937106918239
AATS6i,164.90209937529005
AATS6m,55.33128065408805
AATS6p,1.1068924321384719
AATS6s,4.1240391334730955
AATS6v,155.4541861272973
AATS7Z,14.613333333333333
AATS7d,2.3466666666666667
AATS7i,166.44818421648108
AATS7m,51.139461106666666
AATS7p,1.07053473056376
AATS7s,3.748888888888889
AATS7v,147.22828066665292
AATS8Z,14.32824427480916
AATS8d,2.427480916030534
AATS8i,166.9823103576589
AATS8m,50.11012258015267
AATS8p,1.091757463877992
AATS8s,3.2317642069550465
AATS8v,150.45048348323263
AMID_C,1.4744156000816395
AMID_N,0.23010253822893856
AMID_O,0.3075774515690086
AMID_X,0.0
AMID_h,0.5376799897979472
ATS0dv,498.0
ATS0pe,425.4105
ATS0se,524.420588
ATS1dv,452.0
ATS1pe,452.265
ATS1se,541.0569559999999
ATS2dv,598.0
ATS2pe,778.1986999999999
ATS2se,946.0522559999999
ATS3dv,543.0
ATS3pe,1059.4902
ATS3se,1320.1993
ATS4dv,601.0
ATS4pe,1079.5676
ATS4se,1347.47562
ATS5dv,586.0
ATS5pe,1041.3147000000001
ATS5se,1298.0298000000003
ATS6dv,612.0
ATS6pe,1018.6989000000001
ATS6se,1263.465648
ATS7dv,528.0
ATS7pe,949.8596000000001
ATS7se,1183.533104
ATS8dv,431.0
ATS8pe,822.9512
ATS8se,1026.9036
ATSC0Z,518.507462686567
ATSC0c,1.831599927739384
ATSC0d,34.298507462686565
ATSC0i,95.69292571312644
ATSC0m,2455.356889791045
ATSC0p,14.631429940401198
ATSC0s,152.77197346600337
ATSC0v,3233.592057646701
ATSC1Z,5.029627979505455
ATSC1c,-1.3409644217259709
ATSC1d,4.289596792158613
ATSC1i,-6.307300335969583
ATSC1m,28.372357856983797
ATSC1p,0.13609583966468117
ATSC1s,-5.350987599316847
ATSC1v,102.52823504997227
ATSC2Z,-12.371797727779011
ATSC2c,0.7827418275842285
ATSC2d,-8.245043439518817
ATSC2i,-15.213480268602014
ATSC2m,-90.59245772399174
ATSC2p,-4.714921386857414
ATSC2s,46.34017103537042
ATSC2v,-969.7454197640551
ATSC3Z,-65.67587435954553
ATSC3c,-0.5941391656724293
ATSC3d,-2.7066161728670073
ATSC3i,-23.804272512247064
ATSC3m,-311.0987130307417
ATSC3p,-1.849360820820752
ATSC3s,-20.64803470211133
ATSC3v,-441.46914562362076
ATSC4Z,69.86856760971264
ATSC4c,0.6820436047544934
ATSC4d,-2.2871463577634215
ATSC4i,-3.1811814435845642
ATSC4m,320.3342372771218
ATSC4p,-0.7909429821264766
ATSC4s,1.0640825722135592
ATSC4v,24.168902431592358
ATSC5Z,71.16796613945198
ATSC5c,-0.6082712472056058
ATSC5d,-3.594787257741145
ATSC5i,-4.4333043262151595
ATSC5m,347.21567364023167
ATSC5p,0.2039079032608004
ATSC5s,-29.519529219573762
ATSC5v,454.87927886364497
ATSC6Z,-42.75651592782357
ATSC6c,-0.21534343363474778
ATSC6d,-1.99198039652484
ATSC6i,-14.841176472758775
ATSC6m,-203.21397429516588
ATSC6p,-1.2921364148925796
ATSC6s,20.575963466250833
ATSC6v,-282.5202063777848
ATSC7Z,-19.822677656493653
ATSC7c,0.7182342058662513
ATSC7d,6.018266874582311
ATSC7i,3.920264272613977
ATSC7m,-92.92059875607035
ATSC7p,0.566486722148431
ATSC7s,-14.79960892057127
ATSC7v,-47.76814653320946
ATSC8Z,-27.39518823791491
ATSC8c,-0.18205776935326007
ATSC8d,8.311873468478503
ATSC8i,13.67087665735557
ATSC8m,-108.3634515765205
ATSC8p,2.9972455515186653
ATSC8s,-44.34478725774115
ATSC8v,482.2958557187143
AXp-0d,0.7155827093606891
AXp-1d,0.4568077632693063
AXp-2d,0.31037912626593045
AXp-3d,0.19762225028621602
AXp-4d,0.13056351352927204
AXp-5d,0.08736259982267802
AXp-6d,0.058887860548701244
AXp-7d,0.038451575091436874
GATS1Z,0.8338314435183102
GATS1c,1.756139297599138
GATS1d,1.045805426268589
GATS1i,1.3782321661700732
GATS1m,0.8400214082618974
GATS1p,1.170711917633976
GATS1s,0.6024576710955213
GATS1v,1.03582615306428
GATS2Z,0.8972790849118041
GATS2c,0.6960102503103072
GATS2d,1.3249154646235501
GATS2i,1.2734831427078193
GATS2m,0.9108231636986888
GATS2p,1.2814491366282028
GATS2s,0.4305409472148461
GATS2v,1.2069715015642
GATS3Z,1.0157172550909752
GATS3c,1.0300177446481908
GATS3d,1.0796116946991319
GATS3i,1.1008419416003534
GATS3m,1.017473061481768
GATS3p,1.0401812346659234
GATS3s,0.8774984540765105
GATS3v,1.0466363859006962
GATS4Z,0.936115470022206
GATS4c,0.8242880970304514
GATS4d,1.0446102200671392
GATS4i,0.9948806420132127
GATS4m,0.938233540617641
GATS4p,0.9751782185205212
GATS4s,0.9109031783335823
GATS4v,0.9711045496487983
GATS5Z,0.9558065216716828
GATS5c,1.2262982038298418
GATS5d,1.0773674582948987
GATS5i,0.9808679764368774
GATS5m,0.9521724574725722
GATS5p,0.9476653348237891
GATS5s,1.1727750948280644
GATS5v,0.9073828629059061
GATS6Z,1.0799502503774674
GATS6c,1.246753886925531
GATS6d,0.9984481994186907
GATS6i,1.0141699644721036
GATS6m,1.0740394067703862
GATS6p,0.9842205064683655
GATS6s,1.3360507590519037
GATS6v,0.976948412387293
GATS7Z,1.063282671272309
GATS7c,0.9918373255547893
GATS7d,0.8851697127937338
GATS7i,0.9113972124104656
GATS7m,1.057683649133796
GATS7p,0.9133564237473869
GATS7s,1.39197288363737
GATS7v,0.9456405984234758
GATS8Z,1.0625182929240995
GATS8c,1.2744391266937507
GATS8d,0.8299384130907062
GATS8i,0.8747786493297283
GATS8m,1.0538827633404504
GATS8p,0.8207268431808179
GATS8s,1.2827204886609875
GATS8v,0.8644634360592258
MATS1Z,0.009419038321944379
MATS1c,-0.7109062781903389
MATS1d,0.12144145507750921
MATS1i,-0.06400138767557978
MATS1m,0.011220352848610919
MATS1p,0.009031997095032749
MATS1s,-0.03401073110204881
MATS1v,0.030788176237180286
MATS2Z,-0.013103664694168389
MATS2c,0.2346944914110832
MATS2d,-0.1320178630027535
MATS2i,-0.08730994501081601
MATS2m,-0.020262470128951757
MATS2p,-0.17697122452538763
MATS2s,0.16658232361164504
MATS2v,-0.16469767926227669
MATS3Z,-0.04933977989315982
MATS3c,-0.1263583424028128
MATS3d,-0.030739571315805448
MATS3i,-0.09689947774109647
MATS3m,-0.0493548622239083
MATS3p,-0.049235826930850365
MATS3s,-0.052647940680968695
MATS3v,-0.053181610184937105
MATS4Z,0.0515897688954684
MATS4c,0.14256675918445819
MATS4d,-0.025530274773094618
MATS4i,-0.012727566111335645
MATS4m,0.04994884912786669
MATS4p,-0.020696416654649115
MATS4s,0.002666664599003954
MATS4v,0.0028615968761646128
MATS5Z,0.055066550836151536
MATS5c,-0.13323704797420896
MATS5d,-0.04204906114663624
MATS5i,-0.018586860666342294
MATS5m,0.05673395064861943
MATS5p,0.005591207607137436
MATS5s,-0.07752183956744702
MATS5v,0.056437693405797844
MATS6Z,-0.034747612995731106
MATS6c,-0.04954258854252802
MATS6d,-0.024473017280544764
MATS6i,-0.06535309724424182
MATS6m,-0.034875193145328935
MATS6p,-0.037213393234898966
MATS6s,0.05675369863774039
MATS6v,-0.036816454586100306
MATS7Z,-0.017076184993283446
MATS7c,0.1751535768055057
MATS7d,0.0783753988975921
MATS7i,0.018298650209006135
MATS7m,-0.01690366654379798
MATS7p,0.01729364367827658
MATS7s,-0.04327031872762237
MATS7v,-0.006598370605957481
MATS8Z,-0.02702232945281635
MATS8c,-0.05083725665918027
MATS8d,0.12394448541380156
MATS8i,0.07306679184684238
MATS8m,-0.0225720867297723
MATS8p,0.10477051030249743
MATS8s,-0.14845758586413815
MATS8v,0.07628371021830208
MAXaaO,5.36350916315809
MAXsOH,9.192251346142045
MINaaO,5.36350916315809
MINsOH,9.192251346142045
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,9
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,11
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,44.43126328348683
SpAD_D,579.2427035537526
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,5.363879124073042
SssNH2,0
SsssAs,0
SsssCH,-0.23604709704314364
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,674
TMWC10,147.83595063001468
TSRW10,84.09566795060837
VE1_Dt,5.80467981641517
VE2_Dt,0.16584799475471915
VE3_Dt,3.0114274256064184
VR1_Dt,234.52807580661877
VR2_Dt,6.700802165903394
VR3_Dt,6.710338275469324
Xc-3dv,0.7590006359613997
Xc-4dv,0.0
Xc-5dv,0.07095369570699617
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.35549886030924205
Xch-7d,0.3434732977889658
Xp-0dv,19.54856850120483
Xp-1dv,11.884239166473591
Xp-2dv,8.633033641790929
Xp-3dv,5.9598145451749645
Xp-4dv,4.177228710440372
Xp-5dv,2.833084941113734
Xp-6dv,1.3786537036781057
Xp-7dv,0.804931043774305
Xpc-4d,3.688487256621397
Xpc-5d,5.3737627587324805
Xpc-6d,7.124358921779679
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,69
nFRing,0
nHBAcc,5
nHBDon,5
nHRing,1
nSpiro,0
naRing,2
piPC10,5.7420010833063415
AATS0dv,7.432835820895522
AATS0pe,6.349410447761194
AATS0se,7.82717295522388
AATS1dv,6.550724637681159
AATS1pe,6.554565217391304
AATS1se,7.8414051594202885
AATS2dv,4.901639344262295
AATS2pe,6.378677868852458
AATS2se,7.75452668852459
AATS3dv,3.1569767441860463
AATS3pe,6.159826744186046
AATS3se,7.675577325581395
AATS4dv,3.434285714285714
AATS4pe,6.168957714285715
AATS4se,7.6998606857142855
AATS5dv,3.5089820359281436
AATS5pe,6.235417365269462
AATS5se,7.772633532934133
AATS6dv,3.849056603773585
AATS6pe,6.406911320754718
AATS6se,7.94632483018868
AATS7dv,3.52
AATS7pe,6.332397333333334
AATS7se,7.890220693333334
AATS8dv,3.2900763358778624
AATS8pe,6.282070229007633
AATS8se,7.838958778625955
AATSC0Z,7.738917353530851
AATSC0c,0.027337312354319163
AATSC0d,0.5119180218311428
AATSC0i,1.4282526225839767
AATSC0m,36.6471177580753
AATSC0p,0.21837955134927162
AATSC0s,2.2801787084478113
AATSC0v,48.262568024577625
AATSC1Z,0.07289315912326746
AATSC1c,-0.01943426698153581
AATSC1d,0.0621680694515741
AATSC1i,-0.09141014979666062
AATSC1m,0.41119359213019996
AATSC1p,0.0019724034734011765
AATSC1s,-0.07755054491763547
AATSC1v,1.485916449999598
AATSC2Z,-0.10140817809654927
AATSC2c,0.006415916619542857
AATSC2d,-0.0675823232747444
AATSC2i,-0.12470065793936078
AATSC2m,-0.7425611288851782
AATSC2p,-0.03864689661358536
AATSC2s,0.3798374675030362
AATSC2v,-7.948732948885698
AATSC3Z,-0.38183647883456706
AATSC3c,-0.003454297474839705
AATSC3d,-0.015736140539924462
AATSC3i,-0.13839693321073873
AATSC3m,-1.8087134478531495
AATSC3p,-0.010752097795469488
AATSC3s,-0.1200467133843682
AATSC3v,-2.5666810792070973
AATSC4Z,0.3992489577697865
AATSC4c,0.003897392027168534
AATSC4d,-0.013069407758648123
AATSC4i,-0.018178179677626083
AATSC4m,1.8304813558692674
AATSC4p,-0.004519674183579866
AATSC4s,0.006080471841220338
