DLiP-ID,I000F2
SZ,38.33333333333334
Si,62.98363143077893
Sm,36.26225959537091
Sp,38.97235029940119
Sv,36.179318339100355
nB,0
nC,23
nF,0
nH,25
nI,0
nN,5
nO,2
nP,0
nS,1
nX,0
ABC,24.43750619909652
AMW,7.770944572142871
IC0,1.6332840254841
IC1,3.579352136869956
IC2,4.758621780036165
IC3,5.423251796980336
IC4,5.579589073804684
IC5,5.579589073804684
MID,63.65643619083861
Mpe,0.9685574229691879
Mse,1.0027117365518676
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,126.1376
SdO,22.50004757278538
SdS,0
Spe,54.23921568627452
SsF,0
SsI,0
Sse,56.151857246904584
StN,0
fMF,0.44642857142857145
nBr,0
nCl,0
AMID,2.053433425510923
BIC0,0.2655855588441902
BIC1,0.5820324100022908
BIC2,0.7737914563907203
BIC3,0.8818658217310796
BIC4,0.9072875624606299
BIC5,0.9072875624606299
CIC0,4.174070896573504
CIC1,2.228002785187648
CIC2,1.0487331420214385
CIC3,0.3841031250772673
CIC4,0.22776584825292012
CIC5,0.22776584825292012
GGI1,7.0
GGI2,2.666666666666668
GGI3,1.5416666666666665
GGI4,1.1066666666666667
GGI5,0.6425
GGI6,0.6285714285714286
GGI7,0.36288265306122447
GGI8,0.26381015369110605
GGI9,0.18468364197530862
JGI1,0.20588235294117646
JGI2,0.056737588652482296
JGI3,0.03670634920634921
JGI4,0.030740740740740742
JGI5,0.018357142857142857
JGI6,0.01848739495798319
JGI7,0.010996444032158319
JGI8,0.009421791203253788
JGI9,0.006840134887974395
MIC0,17.287926557367467
MIC1,33.823728729789764
MIC2,41.462391835354005
MIC3,44.2454822350463
MIC4,44.40307021008526
MIC5,44.40307021008526
MPC2,47
MPC3,56
MPC4,71
MPC5,86
MPC6,84
MPC7,94
MPC8,102
MPC9,106
Mare,0.980642857142857
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.158982242698394
RPCG,0.08618560667360947
SIC0,0.2812440512772054
SIC1,0.6163480939101541
SIC2,0.8194129416753708
SIC3,0.9338591957556512
SIC4,0.9607797609566077
SIC5,0.9607797609566077
SaaN,4.192731682704327
SaaO,0
SaaS,0
Sare,54.916
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,91.4639054271096
TIC1,200.44371966471752
TIC2,266.48281968202525
TIC3,303.7021006308988
TIC4,312.4569881330623
TIC5,312.4569881330623
Vabc,378.04697519396933
WPol,42
apol,65.08382499999999
bpol,35.156175000000005
nRot,9
ABCGG,17.11772810090218
ATS0Z,1482.0
ATS0d,187.0
ATS0i,9073.644183531327
ATS0m,5864.2362299999995
ATS0p,91.00643062122501
ATS0s,235.29946844993142
ATS0v,12764.112007811615
ATS1Z,1752.0
ATS1d,231.0
ATS1i,8691.140947861104
ATS1m,6714.407266000002
ATS1p,114.10281971000003
ATS1s,165.30092592592595
ATS1v,16142.78964840604
ATS2Z,2268.0
ATS2d,356.0
ATS2i,15280.58209785381
ATS2m,8416.041822000003
ATS2p,166.00013349909406
ATS2s,358.199074074074
ATS2v,23108.447465314297
ATS3Z,2186.0
ATS3d,385.0
ATS3i,20791.153547211896
ATS3m,7739.148645
ATS3p,182.17395623073497
ATS3s,369.716049382716
ATS3v,24393.9172183436
ATS4Z,2013.0
ATS4d,361.0
ATS4i,21032.970828171132
ATS4m,7070.19467
ATS4p,176.16727684582898
ATS4s,330.50925925925924
ATS4v,22760.671157393335
ATS5Z,1941.0
ATS5d,341.0
ATS5i,20958.537286503404
ATS5m,6893.560085
ATS5p,167.67146379516802
ATS5s,336.81790123456784
ATS5v,21321.0848850081
ATS6Z,1852.0
ATS6d,318.0
ATS6i,19357.93974092795
ATS6m,6603.930792
ATS6p,155.711970542621
ATS6s,311.1435185185184
ATS6v,20225.09066536126
ATS7Z,1738.0
ATS7d,298.0
ATS7i,17328.96477207284
ATS7m,6223.082951999999
ATS7p,142.568175598376
ATS7s,305.6604938271605
ATS7v,18706.446883025525
ATS8Z,1563.0
ATS8d,268.0
ATS8i,16041.701339865433
ATS8m,5523.906857999999
ATS8p,131.73677868643298
ATS8s,265.90740740740745
ATS8v,17159.810799110484
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,15
C2SP3,1
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.17391304347826086
GGI10,0.13549841852872155
JGI10,0.005891235588205285
JGT10,0.4000611750674665
Kier1,24.134948096885815
Kier2,11.421457673155274
Kier3,7.5
MAXdO,11.25002378639269
MID_C,48.00614758631406
MID_N,10.179179701246996
MID_O,3.360554451638776
MID_X,0.0
MID_h,15.65028860452455
MINdO,11.25002378639269
MPC10,109
MWC01,34.0
MWC02,5.093750200806762
MWC03,5.910796644040527
MWC04,6.776506992372183
MWC05,7.608374474380783
MWC06,8.473659189392508
MWC07,9.312987208936326
MWC08,10.177134086023445
MWC09,11.021428499985934
MWC10,11.884661420334265
NaaCH,12
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,3
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.010300000000003
SRW02,4.23410650459726
SRW03,0.0
SRW04,5.54907608489522
SRW05,2.3978952727983707
SRW06,7.036148493750536
SRW07,4.727387818712341
SRW08,8.597297435657898
SRW09,6.823286122355687
SRW10,10.196492931019254
SaaCH,23.80383722948661
SaaNH,3.312358123403672
SaaSe,0
SaaaC,2.436667269377569
SaasC,4.791797689685723
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.1301482297902874
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,9.227753827958288
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.5960821059482404
VE1_D,5.487295568672391
VE2_A,0.11600264857897549
VE2_D,0.17700953447330295
VE3_A,2.41124706041719
VE3_D,2.8338376351979675
VR1_A,2066.99745789393
VR1_D,200.23389096949322
VR2_A,66.6773373514171
VR2_D,6.4591577732094585
VR3_A,8.765254441319152
VR3_D,6.430888249606941
WPath,3471
Xc-3d,2.8465728495288345
Xc-4d,0.3535533905932738
Xc-5d,0.13608276348795434
Xc-6d,0.0
Xp-0d,21.683587508058327
Xp-1d,14.960440995145614
Xp-2d,14.097170541106873
Xp-3d,10.495896397279441
Xp-4d,8.627693932209183
Xp-5d,7.065292139941397
Xp-6d,4.562209668492499
Xp-7d,3.4218175272491314
ZMIC0,101.04729129957559
ZMIC1,58.361549518671104
ZMIC2,33.90461303703822
ZMIC3,26.354317751758163
ZMIC4,25.714873346149485
ZMIC5,25.714873346149485
nAcid,0
nAtom,56
nBase,0
nRing,4
piPC1,3.871201010907891
piPC2,4.513602992462601
piPC3,4.98787830697364
piPC4,5.558997521390972
piPC5,6.052824192845785
piPC6,6.192586135220944
piPC7,6.535048491184636
piPC8,6.8857532817189995
piPC9,6.976132857048243
AATS0Z,26.464285714285715
AATS0d,3.3392857142857144
AATS0i,162.02936042020227
AATS0m,104.71850410714285
AATS0p,1.6251148325218752
AATS0s,4.201776222320204
AATS0v,227.93057156806455
AATS1Z,29.694915254237287
AATS1d,3.9152542372881354
AATS1i,147.30747369256108
AATS1m,113.80351298305088
AATS1p,1.9339460967796616
AATS1s,2.801710608913999
AATS1v,273.6066042102719
AATS2Z,22.68
AATS2d,3.56
AATS2i,152.8058209785381
AATS2m,84.16041822000003
AATS2p,1.6600013349909406
AATS2s,3.58199074074074
AATS2v,231.08447465314296
AATS3Z,16.815384615384616
AATS3d,2.9615384615384617
AATS3i,159.93195036316843
AATS3m,59.531912653846156
AATS3p,1.4013381248518075
AATS3s,2.843969610636277
AATS3v,187.64551706418152
AATS4Z,15.25
AATS4d,2.734848484848485
AATS4i,159.34068809220554
AATS4m,53.56208083333333
AATS4p,1.334600582165371
AATS4s,2.503858024691358
AATS4v,172.4293269499495
AATS5Z,14.930769230769231
AATS5d,2.623076923076923
AATS5i,161.21951758848772
AATS5m,53.02738526923077
AATS5p,1.2897804907320618
AATS5s,2.5909069325735987
AATS5v,164.00834526929307
AATS6Z,15.433333333333334
AATS6d,2.65
AATS6i,161.31616450773294
AATS6m,55.0327566
AATS6p,1.2975997545218416
AATS6s,2.592862654320987
AATS6v,168.54242221134382
AATS7Z,16.09259259259259
AATS7d,2.759259259259259
AATS7i,160.45337751919294
AATS7m,57.62113844444443
AATS7p,1.320075699984963
AATS7s,2.8301897576588937
AATS7v,173.2078415094956
AATS8Z,15.787878787878787
AATS8d,2.707070707070707
AATS8i,162.037387271368
AATS8m,55.79703896969696
AATS8p,1.3306745321861917
AATS8s,2.685933408155631
AATS8v,173.3314222132372
AMID_C,1.548585406010131
AMID_N,0.32836063552409667
AMID_O,0.10840498231092827
AMID_X,0.0
AMID_h,0.504848019500792
ATS0dv,394.44444444444446
ATS0pe,347.08910000000003
ATS0se,427.8489289999999
ATS1dv,364.3333333333333
ATS1pe,383.05510000000004
ATS1se,459.0473519999998
ATS2dv,566.3333333333334
ATS2pe,641.6588000000002
ATS2se,776.4898659999998
ATS3dv,444.66666666666663
ATS3pe,810.6276000000001
ATS3se,998.5570940000002
ATS4dv,383.33333333333337
ATS4pe,796.1107999999999
ATS4se,989.7595159999998
ATS5dv,408.66666666666663
ATS5pe,771.6544999999998
ATS5se,965.6970320000001
ATS6dv,391.66666666666663
ATS6pe,717.5462
ATS6se,897.2440680000001
ATS7dv,387.6666666666667
ATS7pe,653.6387
ATS7se,813.206738
ATS8dv,314.0
ATS8pe,604.9019999999999
ATS8se,751.3588439999999
ATSC0Z,537.3571428571429
ATSC0c,0.857847503830577
ATSC0d,32.55357142857143
ATSC0i,91.76333394699947
ATSC0m,2476.730549357143
ATSC0p,15.365282824249551
ATSC0s,75.86196691896924
ATSC0v,2864.834938269473
ATSC1Z,114.57015306122449
ATSC1c,-0.4366368340131566
ATSC1d,5.113201530612239
ATSC1i,-8.240818244187034
ATSC1m,496.52007071301057
ATSC1p,-0.5067354526620251
ATSC1s,-19.873171949142318
ATSC1v,151.33665477176862
ATSC2Z,-111.2091836734693
ATSC2c,0.17843126705223586
ATSC2d,-7.577806122448984
ATSC2i,-24.500039464477958
ATSC2m,-491.988297994898
ATSC2p,-4.172766624526182
ATSC2s,44.26443511432348
ATSC2v,-432.2539427072019
ATSC3Z,-241.61479591836726
ATSC3c,-0.19903711709526947
ATSC3d,-7.106505102040819
ATSC3i,6.019865706203802
ATSC3m,-1114.6387761505102
ATSC3p,-1.09771123328941
ATSC3s,-33.47602617114232
ATSC3v,-604.962008058931
ATSC4Z,-89.2704081632653
ATSC4c,-0.205187478725135
ATSC4d,-7.322704081632654
ATSC4i,-18.10312118342234
ATSC4m,-449.52924173469376
ATSC4p,-3.0862543544668224
ATSC4s,-17.509093368571712
ATSC4v,-910.8043693532078
ATSC5Z,92.49234693877548
ATSC5c,0.46401884895677836
ATSC5d,2.0363520408163285
ATSC5i,15.036849356345737
ATSC5m,419.4404557066327
ATSC5p,0.36737827744001755
ATSC5s,26.148009322684835
ATSC5v,45.73185005814945
ATSC6Z,68.91326530612244
ATSC6c,-0.39440386495778423
ATSC6d,1.278061224489798
ATSC6i,-0.2564448715993919
ATSC6m,319.8019944489796
ATSC6p,1.082267722374188
ATSC6s,-2.1248910829764003
ATSC6v,350.31188291994255
ATSC7Z,19.454081632653057
ATSC7c,0.31669541237353666
ATSC7d,-1.9961734693877546
ATSC7i,-16.116517522721974
ATSC7m,101.35614702551021
ATSC7p,-1.0063955976226924
ATSC7s,13.346504091605771
ATSC7v,19.13172037706375
ATSC8Z,-60.93494897959184
ATSC8c,-0.3058633514205803
ATSC8d,-0.3536352040816313
ATSC8i,9.963471127439764
ATSC8m,-292.7235850063774
ATSC8p,1.5332406642324494
ATSC8s,-19.143064178153253
ATSC8v,-137.8901000708115
AXp-0d,0.699470564776075
AXp-1d,0.44001297044545923
AXp-2d,0.29993979874695476
AXp-3d,0.18742672137999003
AXp-4d,0.12151681594660822
AXp-5d,0.08215455976676042
AXp-6d,0.05431201986300594
AXp-7d,0.03640231411967161
GATS1Z,0.856120327042268
GATS1c,1.5765118011313255
GATS1d,1.002259267179263
GATS1i,1.2913335394040129
GATS1m,0.8464746111826129
GATS1p,1.1638158900292876
GATS1s,0.805805267749685
GATS1v,0.9167255126163387
GATS2Z,1.108480659311445
GATS2c,0.9462769757230829
GATS2d,1.343170597915524
GATS2i,1.2702152042222745
GATS2m,1.0938640697120638
GATS2p,1.1880965853659728
GATS2s,0.5177283306004704
GATS2v,1.0378427287023722
GATS3Z,1.0680119428624013
GATS3c,1.2525455083843648
GATS3d,1.0786953035993079
GATS3i,0.9969605506299111
GATS3m,1.0763037925447827
GATS3p,0.9271430933855256
GATS3s,1.2151347116703688
GATS3v,1.0299439528668348
GATS4Z,0.8878328680934023
GATS4c,1.088164623693152
GATS4d,0.9919546535015542
GATS4i,1.0522033757144897
GATS4m,0.9098968294956163
GATS4p,0.9722510615308888
GATS4s,0.7920464063114958
GATS4v,1.1149232733830814
GATS5Z,0.8180349492326097
GATS5c,0.6542254833064609
GATS5d,0.8447613823368074
GATS5i,0.8776371950631984
GATS5m,0.8299472547957345
GATS5p,0.924752685137524
GATS5s,0.42364949457522
GATS5v,0.9998063067641618
GATS6Z,0.8525134033408658
GATS6c,1.121291155369655
GATS6d,0.901078807825928
GATS6i,0.9525132206062594
GATS6m,0.8606575863402987
GATS6p,0.9057646442543191
GATS6s,0.7795446496489139
GATS6v,0.9388800700138591
GATS7Z,0.9050639766444631
GATS7c,0.8016361925126037
GATS7d,1.0168424046646756
GATS7i,1.059643739501352
GATS7m,0.9089318445257131
GATS7p,0.9805778125928659
GATS7s,0.7286173126488426
GATS7v,0.9838288630612442
GATS8Z,0.9387507938617867
GATS8c,1.3445625731299795
GATS8d,0.8874260986164443
GATS8i,0.9309815545470931
GATS8m,0.9522564919533171
GATS8p,0.8327503773844602
GATS8s,1.0098169569081465
GATS8v,0.983371663675252
MATS1Z,0.2023692315317771
MATS1c,-0.48311029553229706
MATS1d,0.14908374164396535
MATS1i,-0.08523876859378984
MATS1m,0.1902804031624433
MATS1p,-0.031302335837617414
MATS1s,-0.24864464298282332
MATS1v,0.050139562566770116
MATS2Z,-0.11589525455270494
MATS2c,0.11647933823094316
MATS2d,-0.13035655512890845
MATS2i,-0.14951529668736804
MATS2m,-0.11124078351948895
MATS2p,-0.15207981112113308
MATS2s,0.32675245146883874
MATS2v,-0.08449429483091012
MATS3Z,-0.19368909702553186
MATS3c,-0.09994674512987547
MATS3d,-0.0940377231106798
MATS3i,0.028259358155984668
MATS3m,-0.19386529080143164
MATS3p,-0.030774586382787097
MATS3s,-0.1900879008101198
MATS3v,-0.09096475869341773
MATS4Z,-0.07047881446392677
MATS4c,-0.10147401841217475
MATS4d,-0.0954304426602836
MATS4i,-0.08369477967796315
MATS4m,-0.07700045341261912
MATS4p,-0.08521288180269411
MATS4s,-0.09791599820901065
MATS4v,-0.13487752767299274
MATS5Z,0.07414595241260133
MATS5c,0.2330076636406605
MATS5d,0.026946284653360925
MATS5i,0.07058823771776938
MATS5m,0.07295183664817288
MATS5p,0.010299534332319761
MATS5s,0.14847700790714832
MATS5v,0.006876442900093473
MATS6Z,0.05984757853693118
MATS6c,-0.21455461041552415
MATS6d,0.01832144816236975
MATS6i,-0.0013041622210693746
MATS6m,0.060257233384388105
MATS6p,0.03287009267699276
MATS6s,-0.013071317275249385
MATS6v,0.05706397828096999
MATS7Z,0.01877206197291269
MATS7c,0.1914238082086547
MATS7d,-0.031795371894110226
MATS7i,-0.09106810345825274
MATS7m,0.02121952233037777
MATS7p,-0.03396193615774621
MATS7s,0.09122370286513526
MATS7v,0.0034627304959559024
MATS8Z,-0.06414403237479138
MATS8c,-0.20168341360464284
MATS8d,-0.006144827318716488
MATS8i,0.06141780837236258
MATS8m,-0.06685467574353746
MATS8p,0.05644462639411765
MATS8s,-0.14273819120355236
MATS8v,-0.027226155127531015
MAXaaN,4.192731682704327
MINaaN,4.192731682704327
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,-3.25113214895952
SdssSe,0
SdsssP,0
SpAD_A,40.08953359834517
SpAD_D,463.2032114137643
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.9391238571009954
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,820
TMWC10,141.25929871627272
TSRW10,80.56169066378656
VE1_Dt,5.487287494247559
VE2_Dt,0.17700927400798577
VE3_Dt,2.833836163720685
VR1_Dt,200.5281230269099
VR2_Dt,6.468649129900319
VR3_Dt,6.432356612874949
Xc-3dv,1.3938729506787972
Xc-4dv,0.10206207261596575
Xc-5dv,0.050296115882772816
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.45412414523193145
Xch-7d,0.6314154825216765
Xp-0dv,18.03797862165443
Xp-1dv,11.908563037500565
Xp-2dv,9.20076441871939
Xp-3dv,5.572714393983035
Xp-4dv,3.7857573561458193
Xp-5dv,2.60162456691773
Xp-6dv,1.43373844478587
Xp-7dv,0.9156867955181468
Xpc-4d,3.756787154411393
Xpc-5d,5.53800456165743
Xpc-6d,7.482246617895239
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,59
nFRing,1
nHBAcc,5
nHBDon,4
nHRing,2
nSpiro,0
naRing,4
piPC10,7.224938316748085
AATS0dv,7.0436507936507935
AATS0pe,6.198019642857143
AATS0se,7.640159446428569
AATS1dv,6.175141242937853
AATS1pe,6.492459322033899
AATS1se,7.780463593220336
AATS2dv,5.663333333333334
AATS2pe,6.416588000000002
AATS2se,7.764898659999997
AATS3dv,3.4205128205128204
AATS3pe,6.235596923076924
AATS3se,7.681208415384617
AATS4dv,2.9040404040404044
AATS4pe,6.031142424242423
AATS4se,7.49817815151515
AATS5dv,3.143589743589743
AATS5pe,5.935803846153845
AATS5se,7.428438707692309
AATS6dv,3.2638888888888884
AATS6pe,5.979551666666667
AATS6se,7.4770339
AATS7dv,3.5895061728395063
AATS7pe,6.052210185185185
AATS7se,7.529692018518518
AATS8dv,3.1717171717171717
AATS8pe,6.110121212121212
AATS8se,7.589483272727271
AATSC0Z,9.595663265306124
AATSC0c,0.015318705425546017
AATSC0d,0.5813137755102041
AATSC0i,1.6386309633392762
AATSC0m,44.227331238520414
AATSC0p,0.2743800504330277
AATSC0s,1.3546779806958793
AATSC0v,51.157766754812016
AATSC1Z,1.9418670010377033
AATSC1c,-0.007400624305307739
AATSC1d,0.08666443272224134
AATSC1i,-0.1396748854946955
AATSC1m,8.415594418864586
AATSC1p,-0.008588736485797036
AATSC1s,-0.33683342286681894
AATSC1v,2.5650280469791293
AATSC2Z,-1.112091836734693
AATSC2c,0.0017843126705223587
AATSC2d,-0.07577806122448984
AATSC2i,-0.24500039464477957
AATSC2m,-4.91988297994898
AATSC2p,-0.04172766624526182
AATSC2s,0.4426443511432348
AATSC2v,-4.3225394270720185
AATSC3Z,-1.8585753532182097
AATSC3c,-0.0015310547468866884
AATSC3d,-0.054665423861852455
AATSC3i,0.046306659278490786
AATSC3m,-8.574144431927001
AATSC3p,-0.00844393256376469
AATSC3s,-0.2575078936241717
AATSC3v,-4.653553908145623
AATSC4Z,-0.6762909709338281
AATSC4c,-0.0015544505964025378
AATSC4d,-0.0554750309214595
AATSC4i,-0.13714485745016924
AATSC4m,-3.4055245585961647
AATSC4p,-0.023380714806566838
AATSC4s,-0.13264464673160387
AATSC4v,-6.900033101160665
