DLiP-ID,T0000F
DLiP-Mol-ID,15268
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H21N3O2/c1-15-8-6-11-18(16(15)2)23-21(25)24-20-19(12-7-13-22-20)26-14-17-9-4-3-5-10-17/h3-13H,14H2,1-2H3,(H2,22,23,24,25)"
Standard Inchi Key(RDKit),ABLODAASGXFFPC-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1cccc(NC(=O)Nc2ncccc2OCc2ccccc2)c1C
SMILES(SDF),
MW(SDF),
MW(RDKit),347.418
MW Monoisotopic(RDKit),347.163376912
MolLogP(RDKit),4.92144
XLogP(SDF),
XLogP(CDK),4.246
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),63.25
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.688306571369709
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Cyclophilins
Common Target Pref Name,Cyclophilins
RDKit Descriptors
Ipc,918646.5060810463
qed,0.6883065713697085
Chi0,18.355160383312146
Chi1,12.631030293135236
TPSA,63.25
Chi0n,14.821669918700119
Chi0v,14.821669918700119
Chi1n,8.39232484278982
Chi1v,8.39232484278982
Chi2n,5.951014066661694
Chi2v,5.951014066661694
Chi3n,4.092618432866271
Chi3v,4.092618432866271
Chi4n,2.483831739650205
Chi4v,2.483831739650205
MolMR,103.56840000000003
MolWt,347.41800000000006
fr_SH,0
Kappa1,17.481981873183322
Kappa2,8.16001323923941
Kappa3,4.38788909307867
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,894.7678561922241
MolLogP,4.921440000000003
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,1
BalabanJ,1.673944161842353
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
