DLiP-ID,T000M0
DLiP-Mol-ID,16195
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H22N2O5S/c1-15-2-4-16(5-3-15)20-27(23,24)18-8-6-17(7-9-18)26-14-19(22)21-10-12-25-13-11-21/h2-9,20H,10-14H2,1H3"
Standard Inchi Key(RDKit),BTDKTUBPVBEYGA-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(NS(=O)(=O)c2ccc(OCC(=O)N3CCOCC3)cc2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),390.461
MW Monoisotopic(RDKit),390.124942804
MolLogP(RDKit),2.03342
XLogP(SDF),
XLogP(CDK),1.981
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),84.94
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.815865111648739
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,FKBP1A/FK506
Common Target Pref Name,FKBP1A/FK506
RDKit Descriptors
Ipc,1267304.014626015
qed,0.815865111648739
Chi0,19.277810114122513
Chi1,12.937490172930893
TPSA,84.94
Chi0n,15.051039397732884
Chi0v,15.86753597866061
Chi1n,8.618205448514264
Chi1v,10.101368696108658
