DLiP-ID,I001HB
AATSC4d,-0.12422839506172843
AATSC4i,-0.19487305773573158
AATSC4m,-2.0034244518220894
AATSC4p,-0.04596322653428441
AATSC4s,0.14245188816267249
AATSC4v,-8.997215106625553
AATSC5Z,-0.9060936262292548
AATSC5c,0.000498681416555109
AATSC5d,0.028255955486002442
AATSC5i,0.0689947471305585
AATSC5m,-4.440683869353382
AATSC5p,-0.007655188345733536
AATSC5s,-0.19794383585463401
AATSC5v,-3.8552657274842113
AATSC6Z,0.5722397677608703
AATSC6c,-0.0016327594807705654
AATSC6d,0.07328452483491243
AATSC6i,-0.020964420573260357
AATSC6m,2.7400929640165446
AATSC6p,0.020855747553531492
AATSC6s,-0.08240022968705138
AATSC6v,5.582639451749879
AATSC7Z,0.397489590541049
AATSC7c,-0.0022313651274471014
AATSC7d,-0.011826723478640899
AATSC7i,-0.14443763067652404
AATSC7m,1.961129464983988
AATSC7p,0.0017212241855028589
AATSC7s,-0.011990604173495036
AATSC7v,2.9369358385820497
AATSC8Z,-0.049568086605123796
AATSC8c,0.0010242573406904197
AATSC8d,-0.08500166833500167
AATSC8i,0.04819706645964076
AATSC8m,-0.2318038494820585
AATSC8p,-0.012093870543248406
AATSC8s,0.02160493827160492
AATSC8v,-2.3983570041535915
ATS0are,340.32959999999986
ATS1are,374.283
ATS2are,632.2239999999999
ATS3are,810.024
ATS4are,836.8439000000001
ATS5are,869.2827999999998
ATS6are,782.8589999999998
ATS7are,707.605
ATS8are,709.272
ATSC0dv,213.70370370370375
ATSC0pe,7.253399999999994
ATSC0se,4.537461333333332
ATSC1dv,47.09602194787381
ATSC1pe,-0.36525555555555156
ATSC1se,-0.39647476543210247
ATSC2dv,-17.641975308641953
ATSC2pe,-1.3526333333333271
ATSC2se,-1.0463933333333397
ATSC3dv,-36.73662551440329
ATSC3pe,-0.2514333333333291
ATSC3se,0.056673481481477495
ATSC4dv,-36.47599451303156
ATSC4pe,2.629577777777777
ATSC4se,1.9904335308641996
ATSC5dv,-62.25788751714677
ATSC5pe,-2.1507222222222215
ATSC5se,-0.9926226172839498
ATSC6dv,27.52263374485597
ATSC6pe,-0.9618000000000035
ATSC6se,-1.0068927407407382
ATSC7dv,17.620027434842257
ATSC7pe,-0.9323777777777764
ATSC7se,-1.0409661234567942
ATSC8dv,-0.983539094650201
ATSC8pe,0.9781000000000054
ATSC8se,0.6370432592592504
AXp-0dv,0.5463512950903858
AXp-1dv,0.29433553984833755
AXp-2dv,0.15446504827155497
AXp-3dv,0.08293507611447165
AXp-4dv,0.0446929472350954
AXp-5dv,0.024684307745892756
AXp-6dv,0.013542898232325242
AXp-7dv,0.007447392965550395
BertzCT,1223.411457282289
ECIndex,889
ETA_eta,24.603646114292033
GATS1dv,0.572981533496683
GATS1pe,0.754684961059879
GATS1se,0.8236005359987412
GATS2dv,0.9795021269891284
GATS2pe,0.9333333194074369
GATS2se,0.9892240148026351
GATS3dv,1.0583551650477607
GATS3pe,0.9352373749129789
GATS3se,0.9095837751790559
GATS4dv,0.9883805688653275
GATS4pe,0.7377811359054336
GATS4se,0.6857980171498508
GATS5dv,1.1396093196963406
GATS5pe,1.250898073249379
GATS5se,1.2214862511525133
GATS6dv,0.9987565998952076
GATS6pe,1.1303519140876572
GATS6se,1.153607285016145
GATS7dv,1.020559500621156
GATS7pe,1.166960090245137
GATS7se,1.2282828245975541
GATS8dv,1.083633893859197
GATS8pe,1.1913041339792938
GATS8se,1.2509631372869436
LogEE_A,4.382787141067781
LogEE_D,198.79144142355463
MATS1dv,0.2051813781151019
MATS1pe,-0.04688360179245262
MATS1se,-0.08135202727771779
MATS2dv,-0.04502914762880094
MATS2pe,-0.1017178150936109
MATS2se,-0.1257883997395321
MATS3dv,-0.07196001773406954
MATS3pe,-0.014510596794702622
MATS3se,0.005228426470866845
MATS4dv,-0.06777194413293915
MATS4pe,0.14394588176903658
MATS4se,0.1741765136977694
MATS5dv,-0.11078673078331336
MATS5pe,-0.1127581936319714
MATS5se,-0.08319105747518651
MATS6dv,0.05391157148039176
MATS6pe,-0.05550692826651969
MATS6se,-0.09289114628917089
MATS7dv,0.039401236177359245
MATS7pe,-0.061427890637067085
MATS7se,-0.10963241363704863
MATS8dv,-0.0022389807485127997
MATS8pe,0.06560129490065837
MATS8se,0.06830095380873755
MAXaaCH,2.105420158995646
MAXaaNH,3.2995339594924644
MAXaaaC,1.2042613152262878
MAXaasC,1.221955023881986
MAXssNH,3.1651517004468914
MAXsssN,2.0516100961862143
MDEC-22,18.533950809797055
MDEC-23,28.908380378858446
MDEC-33,8.350065323827675
MDEN-22,0.36396412548038803
MDEN-23,0.4932424148660941
MDEO-12,0.1111111111111111
MINaaCH,1.4774345448055763
MINaaNH,3.2995339594924644
MINaaaC,1.1131868845903599
MINaasC,-0.32401439279415434
MINssNH,3.1651517004468914
MINsssN,2.0516100961862143
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.404761904761905
SM1_Dzi,1.6009699071037353
SM1_Dzm,1.436320845043609
SM1_Dzp,-6.235520469269131
SM1_Dzv,-2.621947134390474
SddssSe,0
SpAD_Dt,814.9887765511905
SpAbs_A,41.35525911036775
SpAbs_D,397.5828828471092
SpMAD_A,1.3340406164634757
SpMAD_D,12.82525428539062
SpMax_A,2.454408772296743
SpMax_D,198.79144142355463
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,73.41
TpiPC10,8.887612235385507
VAdjMat,6.129283016944966
VE1_DzZ,5.483492041147877
VE1_Dzi,5.4818423234000235
VE1_Dzm,5.483366781577223
VE1_Dzp,5.48574112756203
VE1_Dzv,5.489294843869519
VE2_DzZ,0.1768868400370283
VE2_Dzi,0.17683362333548464
VE2_Dzm,0.17688279940571686
VE2_Dzp,0.1769593912116784
VE2_Dzv,0.1770740272215974
VE3_DzZ,2.8331442432898966
VE3_Dzi,2.8328433463531586
VE3_Dzm,2.833121399999455
VE3_Dzp,2.8335543150626594
VE3_Dzv,2.834201915023322
VR1_DzZ,207.21865115262892
VR1_Dzi,207.42304922926118
VR1_Dzm,207.2043187480006
VR1_Dzp,208.32534748787702
VR1_Dzv,207.2695771620072
VR2_DzZ,6.6844726178267395
VR2_Dzi,6.691066104169716
VR2_Dzm,6.684010282193567
VR2_Dzp,6.720172499608936
VR2_Dzv,6.686115392322813
VR3_DzZ,6.465176633040692
VR3_Dzi,6.466162535293169
VR3_Dzm,6.4651074650375895
VR3_Dzp,6.47050313976651
VR3_Dzv,6.46542236262313
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03608439182435161
Xch-6dv,0.1601316433067479
Xch-7dv,0.21417747390932626
Xpc-4dv,1.6653461956656566
Xpc-5dv,2.4266705633569385
Xpc-6dv,2.9733215584212855
Zagreb1,168.0
Zagreb2,200.0
fragCpx,295.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,22
nBondsD,0
nBondsM,22
nBondsO,35
nBondsS,36
nBondsT,0
nFARing,1
nFHRing,2
nFaRing,1
nHetero,7
naHRing,2
AATS0are,6.302399999999998
AATS1are,6.453155172413793
AATS2are,6.38610101010101
AATS3are,6.279255813953489
AATS4are,6.1532639705882355
AATS5are,6.121709859154929
AATS6are,6.068674418604649
AATS7are,6.261991150442478
AATS8are,6.389837837837838
AATSC0dv,3.9574759945130324
AATSC0pe,0.13432222222222212
AATSC0se,0.08402706172839504
AATSC1dv,0.8120003784116174
AATSC1pe,-0.006297509578543992
AATSC1se,-0.00683577181779487
AATSC2dv,-0.17820177079436317
AATSC2pe,-0.013662962962962901
AATSC2se,-0.010569629629629694
AATSC3dv,-0.28478004274731233
AATSC3pe,-0.0019490956072351095
AATSC3se,0.00043932931380990305
AATSC4dv,-0.268205842007585
AATSC4pe,0.019335130718954242
AATSC4se,0.014635540668119115
AATSC5dv,-0.4384358275855406
AATSC5pe,-0.01514593114241001
AATSC5se,-0.0069903001217179565
AATSC6dv,0.2133537499601238
AATSC6pe,-0.0074558139534884
AATSC6se,-0.007805370083261536
AATSC7dv,0.15592944632603767
AATSC7pe,-0.008251130776794482
AATSC7se,-0.009212089588113223
AATSC8dv,-0.008860712564416225
AATSC8pe,0.00881171171171176
AATSC8se,0.005739128461795049
AETA_eta,0.7936660036868398
ATSC0are,7.910333333333331
ATSC1are,-0.5274283950617226
ATSC2are,-1.625455555555547
ATSC3are,-0.12494074074073538
ATSC4are,3.1933234567901203
ATSC5are,-2.088935802469136
ATSC6are,-1.3871407407407434
ATSC7are,-1.4083382716049333
ATSC8are,1.1959703703703777
BCUTZ-1h,9.004070323243463
BCUTZ-1l,5.6761500159095615
BCUTc-1h,0.4285826572995364
BCUTc-1l,-0.5198063859843773
BCUTd-1h,3.2521683019007015
BCUTd-1l,0.9878613193322748
BCUTi-1h,17.42477320976656
BCUTi-1l,10.93708158400384
BCUTm-1h,19.000142607056045
BCUTm-1l,11.687591504864361
BCUTp-1h,2.0122977947889535
BCUTp-1l,0.5458515931666275
BCUTs-1h,8.00191952115702
BCUTs-1l,1.355854988781872
BCUTv-1h,20.91311576908671
BCUTv-1l,13.304119225630972
BalabanJ,1.1331993503901818
Diameter,17
ETA_beta,41.75
GATS1are,0.7790537693312543
GATS2are,0.9515491180823444
GATS3are,0.931632895055334
GATS4are,0.718174028386796
GATS5are,1.249728500368864
GATS6are,1.1505858297409037
GATS7are,1.2055164205887294
GATS8are,1.2126360547897777
HybRatio,0.20833333333333334
Lipinski,True
LogEE_Dt,407.49438827559527
MATS1are,-0.06207753861891623
MATS2are,-0.11208277626886143
MATS3are,-0.006611703071146967
MATS4are,0.16028872633710672
MATS5are,-0.10042358571809265
MATS6are,-0.0734057013052304
MATS7are,-0.08508000624999273
MATS8are,0.07355232692555229
MAXssCH2,0.8093717580714612
MINssCH2,-0.15022888160922587
NsssssAs,0
RotRatio,0.17142857142857143
SM1_Dzpe,1.5214751849824402
SM1_Dzse,1.3715415728862166
SMR_VSA1,14.233805396315574
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,13.027703587438928
SMR_VSA6,29.91309311119488
SMR_VSA7,77.99922401851039
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,307.9600808550325
SpAD_Dzi,298.9398983661306
SpAD_Dzm,307.8939860101683
SpAD_Dzp,414.5882784516823
SpAD_Dzv,375.35038815583994
SpAbs_Dt,814.9887765511908
SpDiam_A,4.901055124475722
SpDiam_D,302.52925753233603
SpMAD_Dt,26.289960533909372
SpMax_Dt,407.49438827559527
SsssssAs,0
VE1_Dzpe,5.483115128211083
VE1_Dzse,5.483602521120673
VE2_Dzpe,0.17687468155519623
VE2_Dzse,0.1768904039071185
VE3_Dzpe,2.833075504995341
VE3_Dzse,2.8331643908270903
VMcGowan,305.14000000000095
VR1_Dzpe,207.23660823863145
VR1_Dzse,207.22308473768436
VR2_Dzpe,6.68505187866553
VR2_Dzse,6.684615636699496
VR3_Dzpe,6.46526328695861
VR3_Dzse,6.465198028497142
mZagreb1,7.861111111111111
mZagreb2,6.805555555555555
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,48
nFAHRing,1
nFaHRing,1
nG12Ring,0
AATSC0are,0.14648765432098762
AATSC1are,-0.00909359301830556
AATSC2are,-0.016418742985409567
AATSC3are,-0.000968532873959189
AATSC4are,0.023480319535221474
AATSC5are,-0.014710815510346026
AATSC6are,-0.01075302899799026
AATSC7are,-0.012463170545176401
AATSC8are,0.010774507841174574
AETA_beta,1.346774193548387
BCUTdv-1h,7.004063751502069
BCUTdv-1l,1.8949416808577737
BCUTpe-1h,3.9886782201228734
BCUTpe-1l,2.225392873067673
BCUTse-1h,4.009960617108115
BCUTse-1l,2.4212733118193954
ETA_alpha,14.552380952380952
ETA_dBeta,0.25
ETA_eta_B,0.20637232651685622
ETA_eta_F,31.60308528834262
ETA_eta_L,6.775732253306629
ETA_eta_R,56.20673140263465
ETA_psi_1,0.5608368507983118
LabuteASA,178.85795412221535
LogEE_DzZ,154.02535532766987
LogEE_Dzi,149.5213048624842
LogEE_Dzm,153.99332593556943
LogEE_Dzp,206.26754568618122
LogEE_Dzv,187.2522993788247
PEOE_VSA1,25.044067204444772
PEOE_VSA2,4.9839785209472085
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,36.249741388469445
PEOE_VSA8,47.28250809904853
PEOE_VSA9,18.845566365273953
SM1_Dzare,1.7043434836395828
SpAD_Dzpe,305.5601597239356
SpAD_Dzse,308.35880615949696
SpAbs_DzZ,306.6981205379426
SpAbs_Dzi,297.5455052212337
SpAbs_Dzm,306.6023164441315
SpAbs_Dzp,418.77061184163153
SpAbs_Dzv,377.12654589204004
SpDiam_Dt,581.6858266032942
SpMAD_DzZ,9.934196156613952
SpMAD_Dzi,9.643222527939697
SpMAD_Dzm,9.93206406484414
SpMAD_Dzp,13.373815433925236
SpMAD_Dzv,12.10807703728516
SpMax_DzZ,154.02535532766987
SpMax_Dzi,149.5213048624842
SpMax_Dzm,153.99332593556943
SpMax_Dzp,206.26754568618122
SpMax_Dzv,187.2522993788247
VE1_Dzare,5.482627911814826
VE2_Dzare,0.17685896489725245
VE3_Dzare,2.8329866434572217
VR1_Dzare,207.25417486592553
VR2_Dzare,6.685618544062114
VR3_Dzare,6.465348049409408
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.469431643625192
AETA_dBeta,0.008064516129032258
AETA_eta_B,0.006657171823124394
AETA_eta_F,1.0194543641400844
AETA_eta_L,0.21857200817118158
AETA_eta_R,1.8131203678269243
BCUTare-1h,4.1077244289001476
BCUTare-1l,2.175582277101877
ETA_beta_s,20.75
ETA_dPsi_A,0.15316314920168816
ETA_dPsi_B,0.0
ETA_eta_BR,0.6363723265168562
ETA_eta_FL,8.432108982549611
ETA_eta_RL,15.20784123585624
LogEE_Dzpe,152.82915970664465
LogEE_Dzse,154.2236463562932
PEOE_VSA10,18.043780072480384
PEOE_VSA11,5.817220841045895
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,14.953561288656857
SlogP_VSA2,34.770879213073194
SlogP_VSA3,13.027703587438928
SlogP_VSA4,5.817220841045895
SlogP_VSA5,11.257379486545457
SlogP_VSA6,60.924623690919034
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,302.18035151245414
SpAbs_Dzpe,304.2068088456307
SpAbs_Dzse,307.1265757130286
SpDiam_DzZ,236.73847364682396
SpDiam_Dzi,229.29255663276552
SpDiam_Dzm,236.71922176592417
SpDiam_Dzp,313.89677961227244
SpDiam_Dzv,287.069208204475
SpMAD_Dzpe,9.856779345933408
SpMAD_Dzse,9.947058263209579
SpMax_Dzpe,152.82915970664465
SpMax_Dzse,154.2236463562932
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6693548387096774
AETA_eta_BR,0.020528139565059875
AETA_eta_FL,0.27200351556611646
AETA_eta_RL,0.49057552373729807
DetourIndex,6172
EState_VSA1,0.0
EState_VSA2,12.424102805558814
EState_VSA3,42.51460715383755
EState_VSA4,17.624908615225834
EState_VSA5,17.0160427746234
EState_VSA6,18.3295777085363
EState_VSA7,24.395944776997904
EState_VSA8,32.31738951367444
EState_VSA9,4.736862953800049
ETA_beta_ns,21.0
ETA_shape_p,0.04253926701570681
ETA_shape_x,0.0
ETA_shape_y,0.3367146596858639
GhoseFilter,True
LogEE_Dzare,151.14515457827994
SlogP_VSA10,21.452573871725505
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,300.7070957875245
SpDiam_Dzpe,234.8847934950825
SpDiam_Dzse,237.02994087904852
SpMAD_Dzare,9.747753274595295
SpMax_Dzare,151.14515457827994
TopoPSA(NO),73.41
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,15.128700428492994
VSA_EState9,54.87129957150701
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6774193548387096
EState_VSA10,5.106527394840706
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.030568356374807995
FilterItLogS,-6.935183628470075
SpDiam_Dzare,232.32316566982033
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6082892416225749
ETA_epsilon_2,0.8370199692780335
ETA_epsilon_3,0.44588235294117595
ETA_epsilon_4,0.5312169312169305
ETA_epsilon_5,0.7896358543417366
AETA_beta_ns_d,0.03225806451612903
ETA_dEpsilon_A,0.16240688868139896
ETA_dEpsilon_B,0.07707231040564444
ETA_dEpsilon_C,-0.08533457827575452
ETA_dEpsilon_D,0.047384114936296906
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.9032258064516129
MDEDescriptor,"0.0,0.0,0.0,0.0,18.533950809797055,28.908380378858446,0.0,8.350065323827675,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.36396412548038803,0.4932424148660941,0.0"
APolDescriptor,64.13723899999997
BCUTDescriptor,"11.988248631399376,18.998408148028815,-0.3895987480648543,0.14557211631893063,4.366414664097333,10.200463122325033"
BPolDescriptor,32.882760999999995
TPSADescriptor,73.41
ALOGPDescriptor,"4.6560000000000015,21.678336000000012,119.15530000000001"
XLogPDescriptor,3.4310000000000005
VAdjMaDescriptor,6.129283016944966
WeightDescriptor,418.18050438000006
ChiPathDescriptor,"21.20853153444066,15.20784123585624,13.508905837167097,11.762054060461661,10.455514509213875,8.26064368912356,5.775400364710354,4.251323397870578,16.93689014780196,10.301743894691816,7.568787365306193,5.5566500996696,4.0670581983936795,2.7399581597940963,1.611604889646704,1.020292836280404"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.4943877491981309,0.8152710978971487,0.0,0.0,0.036084391824351615,0.1601316433067479,0.21417747390932623"
AtomCountDescriptor,54
BondCountDescriptor,35
SmallRingDescriptor,"5,4,3,3,0,0,1,4,0,0,0"
ChiClusterDescriptor,"1.7619352373570427,0.0,0.3257612947309041,0.0,0.785538535467928,0.0,0.1036218734307451,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,15,2,4,1,0,0"
ZagrebIndexDescriptor,168.0
LargestChainDescriptor,18
MannholdLogPDescriptor,3.3299999999999996
WeightedPathDescriptor,"64.73814617306165,2.0883272959052146,21.031568303902368,5.596796661008938,12.840268816476947"
FractionalPSADescriptor,0.17554620368742113
WienerNumbersDescriptor,"2969.0,50.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.327463273406531,7.768216477405851,10.2143737802358,1.6653461956656563,2.42667056335694,2.666568423623433"
FractionalCSP3Descriptor,0.20833333333333334
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,7,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.775510204081634,10.508121615993335,5.23947427043885"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,2434.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.20833333333333334
AutocorrelationDescriptorMass,"35.49090341523046,38.07369844154685,53.81848519610678,55.93941983280056,52.10217114955677"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.5531617324255279,-0.23301967625059428,-0.21585460745098142,0.12488136700441019,0.0909172004522903"
EccentricConnectivityIndexDescriptor,889
AutocorrelationDescriptorPolarizability,"2117.5213671243628,2512.9268231511746,3535.318113658015,3515.8342905808818,3061.6779216968926"
