DLiP-ID,T0051A
DLiP-Mol-ID,21781
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H24F3N3O4/c23-22(24,25)14-28-13-17-11-18(32-9-3-8-27-19-4-1-2-7-26-19)6-5-15(17)10-16(21(28)31)12-20(29)30/h1-2,4-7,11,16H,3,8-10,12-14H2,(H,26,27)(H,29,30)"
Standard Inchi Key(RDKit),PVDGZHKJXXVONO-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CC1Cc2ccc(OCCCNc3ccccn3)cc2CN(CC(F)(F)F)C1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),451.445
MW Monoisotopic(RDKit),451.171890908
MolLogP(RDKit),3.5005
XLogP(SDF),
XLogP(CDK),3.28
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),91.76
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.567374611094003
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,10121024.987002505
qed,0.5673746110940031
Chi0,23.13961743368832
Chi1,15.2093285551201
TPSA,91.75999999999999
Chi0n,17.268828698741988
Chi0v,17.268828698741988
Chi1n,10.179116769631529
Chi1v,10.179116769631529
Chi2n,7.5826741759828415
Chi2v,7.5826741759828415
Chi3n,5.018182177492856
Chi3v,5.018182177492856
Chi4n,3.599384217483998
Chi4v,3.599384217483998
