DLiP-ID,T003BS
DLiP-Mol-ID,20041
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H30N4O4/c30-22(28-21(15-23(31)32)17-5-2-1-3-6-17)16-29-14-12-19(25(29)33)9-11-20-10-8-18-7-4-13-26-24(18)27-20/h1-3,5-6,8,10,19,21H,4,7,9,11-16H2,(H,26,27)(H,28,30)(H,31,32)/t19-,21-/m0/s1"
Standard Inchi Key(RDKit),KUGOKSJJMZIXRT-FPOVZHCZSA-N
Canonical SMILES(RDKit),O=C(O)C[C@H](NC(=O)CN1CC[C@H](CCc2ccc3c(n2)NCCC3)C1=O)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),450.539
MW Monoisotopic(RDKit),450.22670544
MolLogP(RDKit),2.553
XLogP(SDF),
XLogP(CDK),1.866
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),111.63
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.541434170737042
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,36222941.52147761
qed,0.5414341707370419
Chi0,23.208531534440656
Chi1,15.991203638441375
TPSA,111.63
Chi0n,18.626499111277028
Chi0v,18.626499111277028
Chi1n,11.569159591917703
Chi1v,11.569159591917703
Chi2n,8.753362154797431
Chi2v,8.753362154797431
Chi3n,6.359519288161756
Chi3v,6.359519288161756
Chi4n,4.5840034855939855
Chi4v,4.5840034855939855
MolMR,123.63420000000005
MolWt,450.5390000000002
fr_SH,0
Kappa1,22.762526197025153
Kappa2,10.464105424097506
Kappa3,5.884010553160897
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1010.7214340332855
MolLogP,2.553
NOCount,8
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,1.2907747920169523
SMR_VSA1,19.49013894705617
SMR_VSA2,0.0
SMR_VSA3,15.200676855804016
SMR_VSA4,5.917906046161393
SMR_VSA5,44.56677056670402
SMR_VSA6,24.951057821744058
SMR_VSA7,59.28540045747372
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,192.9440306907483
NHOHCount,3
PEOE_VSA1,20.640014333703846
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,36.39820241076966
PEOE_VSA7,49.29737816648564
PEOE_VSA8,24.701346852835005
PEOE_VSA9,19.007418857986547
RingCount,4
SMR_VSA10,23.60152752448989
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,450.22670544
NumHDonors,3
PEOE_VSA10,5.817862777835028
PEOE_VSA11,0.0
PEOE_VSA12,11.814359458703011
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,10.633577208012662
SlogP_VSA2,52.40834961103098
SlogP_VSA3,27.225254798067485
SlogP_VSA4,5.917906046161393
SlogP_VSA5,48.54595829909445
SlogP_VSA6,42.46456947923127
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
