DLiP-ID,T002TR
AATSC4p,-0.06199158875501944
AATSC4s,-0.4407139247561564
AATSC4v,-7.581678698130808
AATSC5Z,-1.0038005582617264
AATSC5c,0.001558113237665505
AATSC5d,0.04916862788024738
AATSC5i,0.3411104472061669
AATSC5m,-4.6925756746726055
AATSC5p,0.0325223965853824
AATSC5s,-0.2814188572234262
AATSC5v,-0.2024402883442185
AATSC6Z,0.34624141543475695
AATSC6c,-0.0018787899897440095
AATSC6d,0.03159818414619951
AATSC6i,-0.07675100075121218
AATSC6m,1.067777169260238
AATSC6p,-0.01816098153773448
AATSC6s,-0.4346650831994883
AATSC6v,-4.788826386742211
AATSC7Z,2.3432483441767773
AATSC7c,-0.0015111173032699408
AATSC7d,0.03819002403141667
AATSC7i,-0.159953807759396
AATSC7m,10.874087631296558
AATSC7p,0.021094496813525102
AATSC7s,0.45835851349659645
AATSC7v,7.6670022152195285
AATSC8Z,0.9165403248788829
AATSC8c,0.004095803880222311
AATSC8d,-0.02324308919920205
AATSC8i,0.5275686340811176
AATSC8m,4.58775337986878
AATSC8p,0.038184673061860984
AATSC8s,0.9158149023811395
AATSC8v,7.746682392284729
ATS0are,373.0731999999999
ATS1are,386.6708
ATS2are,688.3990000000001
ATS3are,897.4567999999999
ATS4are,1005.5006
ATS5are,1011.0699000000001
ATS6are,908.102
ATS7are,919.6947999999999
ATS8are,787.1658000000001
ATSC0dv,266.7151515151515
ATSC0pe,10.633352727272717
ATSC0se,7.298472836363634
ATSC1dv,33.73182736455462
ATSC1pe,-0.019511107438013774
ATSC1se,0.1646465755371936
ATSC2dv,46.72738292011017
ATSC2pe,1.0492194380165367
ATSC2se,0.8628869246280971
ATSC3dv,27.802460973370067
ATSC3pe,-0.04641133884297585
ATSC3se,-0.8215454469421476
ATSC4dv,-129.8006611570248
ATSC4pe,-4.494374809917346
ATSC4se,-3.17542771140497
ATSC5dv,-117.39371900826445
ATSC5pe,-2.368333851239656
ATSC5se,-0.9628402780165431
ATSC6dv,-22.729219467401258
ATSC6pe,-1.4416215867768698
ATSC6se,-0.8062934684297398
ATSC7dv,157.62115702479343
ATSC7pe,3.4111502809917256
ATSC7se,2.1816730740495864
ATSC8dv,97.9623875114784
ATSC8pe,5.095299702479346
ATSC8se,3.3750112905784992
AXp-0dv,0.5489016559741235
AXp-1dv,0.3154962051349303
AXp-2dv,0.1740856266496465
AXp-3dv,0.10023589165887481
AXp-4dv,0.05599164166057726
AXp-5dv,0.031716029347657604
AXp-6dv,0.019326528101335286
AXp-7dv,0.011017562462718853
BertzCT,1403.9415827082214
ECIndex,953
ETA_eta,28.592949709715583
GATS1dv,0.5263661614683309
GATS1pe,0.5257695633475807
GATS1se,0.5234109977253619
GATS2dv,0.7274041524665419
GATS2pe,0.6514846443163423
GATS2se,0.6427539989693289
GATS3dv,0.8712649458558962
GATS3pe,0.8447093029995518
GATS3se,0.8845386885700022
GATS4dv,1.1862892452568432
GATS4pe,1.1476393438984842
GATS4se,1.1981880777287295
GATS5dv,1.2206638227125473
GATS5pe,1.1891385025385084
GATS5se,1.1832376781555325
GATS6dv,0.9757204835996527
GATS6pe,0.9751972367649215
GATS6se,0.9543312518211902
GATS7dv,0.8340238912074014
GATS7pe,0.9073805900930653
GATS7se,0.9088763571476584
GATS8dv,0.9160295698587718
GATS8pe,0.9537620967930239
GATS8se,0.9591482523082258
LogEE_A,4.503398352982695
LogEE_D,224.26161043592785
MATS1dv,0.11789702848069734
MATS1pe,-0.0017104972401050687
MATS1se,0.021029618014750076
MATS2dv,0.09355117251408832
MATS2pe,0.05268919606803618
MATS2se,0.06313168151695947
MATS3dv,0.04184828593429818
MATS3pe,-0.0017522497178838565
MATS3se,-0.045189935290638125
MATS4dv,-0.1760955244979382
MATS4pe,-0.1529389727560844
MATS4se,-0.15743066720492466
MATS5dv,-0.16031823232621162
MATS5pe,-0.0811256975914831
MATS5se,-0.0480516157812153
MATS6dv,-0.033007389608206074
MATS6pe,-0.052511618167853324
MATS6se,-0.042789330445284504
MATS7dv,0.23052094976928766
MATS7pe,0.12513367789689522
MATS7se,0.1166007254594584
MATS8dv,0.17414715088374733
MATS8pe,0.22719784821375008
MATS8se,0.2192542065183869
MAXaaCH,1.703668667815788
MAXaasC,0.38446887037012223
MAXdssC,-0.5932638867147404
MAXsssN,1.749633012640318
MDEC-22,18.634861364549927
MDEC-23,26.225711045772147
MDEC-33,8.141846452953715
MDEN-23,0.467648930822808
MDEN-33,0.6082201995573401
MDEO-11,1.1594113810984794
MINaaCH,0.8931760728982951
MINaasC,-0.7626431687867468
MINdssC,-0.6418749978258516
MINsssN,0.9028204860915896
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.8630952380952386
SM1_Dzi,2.2140409771070866
SM1_Dzm,2.927999678591406
SM1_Dzp,-9.974175734776507
SM1_Dzv,-3.8090168806357645
SddssSe,0
SpAD_Dt,864.3351407799286
SpAbs_A,45.682700369001076
SpAbs_D,448.52322087185564
SpMAD_A,1.3052200105428877
SpMAD_D,12.814949167767308
SpMax_A,2.5187329892584014
SpMax_D,224.26161043592785
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,99.26999999999998
TpiPC10,8.695423055306936
VAdjMat,6.285402218862249
VE1_DzZ,5.812871442592056
VE1_Dzi,5.834641052787956
VE1_Dzm,5.813091294413214
VE1_Dzp,5.805087132107361
VE1_Dzv,5.825023006699092
VE2_DzZ,0.1660820412169159
VE2_Dzi,0.16670403007965587
VE2_Dzm,0.16608832269752039
VE2_Dzp,0.1658596323459246
VE2_Dzv,0.1664292287628312
VE3_DzZ,3.0128376414689217
VE3_Dzi,3.0165757161099735
VE3_Dzm,3.012875462305984
VE3_Dzp,3.0114975933701924
VE3_Dzv,3.014925917587245
VR1_DzZ,246.72690851302127
VR1_Dzi,244.26930931866892
VR1_Dzm,246.66610407668145
VR1_Dzp,249.23418790849897
VR1_Dzv,246.09146115984936
VR2_DzZ,7.049340243229179
VR2_Dzi,6.979123123390541
VR2_Dzm,7.04760297361947
VR2_Dzp,7.120976797385684
VR2_Dzv,7.031184604567125
VR3_DzZ,6.761045059909158
VR3_Dzi,6.751034311845915
VR3_Dzm,6.760798585252663
VR3_Dzp,6.7711559366429475
VR3_Dzv,6.758466228662437
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02795084971874737
Xch-6dv,0.19457405235424086
Xch-7dv,0.28430178625274616
Xpc-4dv,3.6932283881054255
Xpc-5dv,5.174617745394335
Xpc-6dv,6.947437868969729
Zagreb1,194.0
Zagreb2,236.0
fragCpx,331.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,18
nBondsD,4
nBondsM,22
nBondsO,39
nBondsS,37
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,11
naHRing,1
AATS0are,6.783149090909089
AATS1are,6.553742372881356
AATS2are,6.683485436893205
AATS3are,6.550779562043795
AATS4are,6.61513552631579
AATS5are,6.695827152317881
AATS6are,6.395084507042253
AATS7are,6.522658156028368
AATS8are,6.785912068965518
AATSC0dv,4.849366391184573
AATSC0pe,0.19333368595041303
AATSC0se,0.13269950611570244
AATSC1dv,0.571725887534824
AATSC1pe,-0.0003306967362375216
AATSC1se,0.0027906199243592136
AATSC2dv,0.45366391184572985
AATSC2pe,0.010186596485597443
AATSC2se,0.008377542957554341
AATSC3dv,0.20293767133846766
AATSC3pe,-0.00033876889666405733
AATSC3se,-0.005996682094468231
AATSC4dv,-0.853951718138321
AATSC4pe,-0.029568255328403594
AATSC4se,-0.020890971785559015
AATSC5dv,-0.7774418477368507
AATSC5pe,-0.015684330140659973
AATSC5se,-0.006376425682228763
AATSC6dv,-0.16006492582676943
AATSC6pe,-0.010152264695611759
AATSC6se,-0.005678123017110843
AATSC7dv,1.1178805462751307
AATSC7pe,0.02419255518433848
AATSC7se,0.01547285868120274
AATSC8dv,0.844503340616193
AATSC8pe,0.04392499743516677
AATSC8se,0.029094924918780164
AETA_eta,0.8169414202775881
ATSC0are,12.010538181818173
ATSC1are,-0.37564641322314096
ATSC2are,1.1827048595041385
ATSC3are,-0.15515147107438132
ATSC4are,-5.070960066115693
ATSC5are,-1.966944826446267
ATSC6are,-1.7036076694214999
ATSC7are,3.0938202975206552
ATSC8are,5.887617652892569
BCUTZ-1h,16.013124511608982
BCUTZ-1l,5.694172763298489
BCUTc-1h,0.45858741736382586
BCUTc-1l,-0.4284859848262409
BCUTd-1h,4.048616436200023
BCUTd-1l,0.9713251614205334
BCUTi-1h,17.425818267735885
BCUTi-1l,10.319757173577909
BCUTm-1h,32.066544703489754
BCUTm-1l,11.70561806545125
BCUTp-1h,2.9546294079947932
BCUTp-1l,0.5450351793859177
BCUTs-1h,8.002969170391834
BCUTs-1l,0.2975706005014339
BCUTv-1h,24.441835086436328
BCUTv-1l,13.303154012262702
BalabanJ,1.2477734399681562
Diameter,16
ETA_beta,48.5
GATS1are,0.5645478683942796
GATS2are,0.6581171990726098
GATS3are,0.8500638908066549
GATS4are,1.1487338015457624
GATS5are,1.1704219911248805
GATS6are,0.9716569198271031
GATS7are,0.922247014333757
GATS8are,0.9580853510024145
HybRatio,0.20833333333333334
Lipinski,True
LogEE_Dt,432.1675703899643
MATS1are,-0.029155967408220948
MATS2are,0.05258227568755818
MATS3are,-0.0051860362945236665
MATS4are,-0.15277307629781306
MATS5are,-0.05965068729388196
MATS6are,-0.05493909023760561
MATS7are,0.10047920564785412
MATS8are,0.2324244601204034
MAXddssS,-4.166918737402366
MAXssCH2,0.24492864660658675
MINddssS,-4.166918737402366
MINssCH2,-0.34914525090977144
NsssssAs,0
RotRatio,0.1282051282051282
SM1_Dzpe,2.409841434836361
SM1_Dzse,2.2533872774837143
SMR_VSA1,26.787701447822222
SMR_VSA2,0.0
SMR_VSA3,14.189104243093919
SMR_VSA4,0.0
SMR_VSA5,11.440239881430351
SMR_VSA6,31.07893535450078
SMR_VSA7,89.24941984810184
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,326.9603772255648
SpAD_Dzi,356.56012850812624
SpAD_Dzm,326.6893112784112
SpAD_Dzp,485.96035582689024
SpAD_Dzv,452.7793722277503
SpAbs_Dt,864.3351407799285
SpDiam_A,4.994934835412625
SpDiam_D,332.93987324652716
SpMAD_Dt,24.69528973656939
SpMax_Dt,432.1675703899643
SsssssAs,0
VE1_Dzpe,5.831698655431636
VE1_Dzse,5.829954154638506
VE2_Dzpe,0.16661996158376105
VE2_Dzse,0.16657011870395733
VE3_Dzpe,3.01607129098739
VE3_Dzse,3.0157721051284807
VMcGowan,330.6900000000011
VR1_Dzpe,244.40938051096194
VR1_Dzse,244.6554253233148
VR2_Dzpe,6.9831251574560556
VR2_Dzse,6.990155009237566
VR3_Dzpe,6.751607576852326
VR3_Dzse,6.75261376184121
mZagreb1,11.395833333333332
mZagreb2,7.472222222222221
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,13
nBondsKS,46
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.21837342148760316
AATSC1are,-0.006366888359714253
AATSC2are,0.01148257145149649
AATSC3are,-0.0011324924895940243
AATSC4are,-0.033361579382340086
AATSC5are,-0.0130261246784521
AATSC6are,-0.011997237108602113
AATSC7are,0.021941987925678405
AATSC8are,0.05075532459390146
AETA_beta,1.3857142857142857
BCUTdv-1h,7.0051599323053315
BCUTdv-1l,0.6449129061938894
BCUTpe-1h,3.9899265868872464
BCUTpe-1l,2.236591386869032
BCUTse-1h,4.011274866526078
BCUTse-1l,2.4355915720063814
ETA_alpha,16.338095238095242
ETA_dBeta,1.5
ETA_eta_B,0.6453194832642168
ETA_eta_F,44.212025859302656
ETA_eta_L,7.14214073257682
ETA_eta_R,72.80497556901824
ETA_psi_1,0.5160174462325166
LabuteASA,200.0025639152545
LogEE_DzZ,163.16597423025172
LogEE_Dzi,178.25427720681452
LogEE_Dzm,163.03606785320815
LogEE_Dzp,240.81757987596623
LogEE_Dzv,225.72051564118064
PEOE_VSA1,4.899909730850478
PEOE_VSA2,19.47296261994133
PEOE_VSA3,17.198627079678577
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,41.96165390246666
PEOE_VSA8,32.37586919526338
PEOE_VSA9,22.691077647810907
SM1_Dzare,2.641425793572752
SpAD_Dzpe,361.6406287510125
SpAD_Dzse,362.1541020612139
SpAbs_DzZ,324.64232000335335
SpAbs_Dzi,354.7082835791907
SpAbs_Dzm,324.3172792769029
SpAbs_Dzp,491.6093354867088
SpAbs_Dzv,455.25004816299725
SpDiam_Dt,629.6738935009506
SpMAD_DzZ,9.341725063587566
SpMAD_Dzi,10.18743224308932
SpMAD_Dzm,9.33398032224032
SpMAD_Dzp,13.884581595054007
SpMAD_Dzv,12.936553492221437
SpMax_DzZ,163.16597423025172
SpMax_Dzi,178.25427720681452
SpMax_Dzm,163.03606785320815
SpMax_Dzp,240.81757987596623
SpMax_Dzv,225.72051564118064
VE1_Dzare,5.8326102692902335
VE2_Dzare,0.16664600769400667
VE3_Dzare,3.016227599237855
VR1_Dzare,244.25505797541936
VR2_Dzare,6.978715942154839
VR3_Dzare,6.750975967393897
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,18
nAromBond,18
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4668027210884355
AETA_dBeta,0.04285714285714286
AETA_eta_B,0.018437699521834768
AETA_eta_F,1.2632007388372188
AETA_eta_L,0.20406116378790914
AETA_eta_R,2.080142159114807
BCUTare-1h,4.108938629205783
BCUTare-1l,2.182954517101269
ETA_beta_s,23.5
ETA_dPsi_A,0.19798255376748342
ETA_dPsi_B,0.0
ETA_eta_BR,1.0753194832642168
ETA_eta_FL,9.626753346532059
ETA_eta_RL,16.76889407910888
LogEE_Dzpe,180.84946754585977
LogEE_Dzse,181.1114553816111
PEOE_VSA10,17.32836967694025
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,11.814359458703011
SlogP_VSA1,4.899909730850478
SlogP_VSA2,60.60028630977616
SlogP_VSA3,16.56804755932016
SlogP_VSA4,11.63444168209179
SlogP_VSA5,26.409905346386093
SlogP_VSA6,65.68963066328534
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,358.9157733220267
SpAbs_Dzpe,359.5709942830167
SpAbs_Dzse,360.2110554662865
SpDiam_DzZ,243.48472487344873
SpDiam_Dzi,270.8501404449404
SpDiam_Dzm,243.35588998086894
SpDiam_Dzp,360.2980321287155
SpDiam_Dzv,342.2910725942177
SpMAD_Dzpe,10.332589392886073
SpMAD_Dzse,10.347260058891825
SpMax_Dzpe,180.84946754585977
SpMax_Dzse,181.1114553816111
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,35
AETA_beta_s,0.6714285714285714
AETA_eta_BR,0.03072341380754905
AETA_eta_FL,0.27505009561520166
AETA_eta_RL,0.47911125940311083
DetourIndex,7305
EState_VSA1,33.47209229420238
EState_VSA2,54.440096483323096
EState_VSA3,5.687386274683562
EState_VSA4,17.032643867773697
EState_VSA5,34.767527836755754
EState_VSA6,23.099010936235306
EState_VSA7,0.0
EState_VSA8,4.9839785209472085
EState_VSA9,0.0
ETA_beta_ns,25.0
ETA_shape_p,0.1165840862722238
ETA_shape_x,0.05100553774409792
ETA_shape_y,0.3488778781696298
GhoseFilter,False
LogEE_Dzare,179.48359306288648
SlogP_VSA10,14.468216370033202
SlogP_VSA11,0.0
SpAbs_Dzare,356.6565729757302
SpDiam_Dzpe,274.6280429088468
SpDiam_Dzse,274.58840646436727
SpMAD_Dzare,10.254736380629335
SpMax_Dzare,179.48359306288648
TopoPSA(NO),90.88999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,56.49160705286553
VSA_EState9,44.091978351203515
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7142857142857143
EState_VSA10,26.787701447822222
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03319727891156451
FilterItLogS,-5.70418394778921
SpDiam_Dzare,272.7773621203623
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6847619047619036
ETA_epsilon_2,0.9046258503401357
ETA_epsilon_3,0.4443298969072154
ETA_epsilon_4,0.5980549966465444
ETA_epsilon_5,0.9046258503401357
AETA_beta_ns_d,0.02857142857142857
ETA_dEpsilon_A,0.24043200785468816
ETA_dEpsilon_B,0.0867069081153592
ETA_dEpsilon_C,-0.15372509973932896
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8285714285714286
MDEDescriptor,"0.0,0.0,0.0,0.0,18.634861364549927,26.225711045772147,0.0,8.141846452953715,0.0,0.0,1.1594113810984794,0.0,0.0,0.0,0.0,0.0,0.0,0.467648930822808,0.6082201995573401"
APolDescriptor,67.19785999999998
BCUTDescriptor,"11.994272551787567,31.97207283260615,-0.27465078389117464,0.26025844377248686,4.688443083598222,13.099305347100918"
BPolDescriptor,39.92213999999999
TPSADescriptor,99.26999999999998
ALOGPDescriptor,"3.154600000000001,9.951501160000008,125.07769999999998"
XLogPDescriptor,3.0220000000000002
VAdjMaDescriptor,6.285402218862249
WeightDescriptor,498.11733272000004
ChiPathDescriptor,"24.741911729260263,16.768894079108883,15.873419996874626,13.969772378801592,11.662865604890621,9.559052022850413,6.147234786283331,4.694808606156771,18.598803149064842,11.22363010615827,8.666305929198348,6.632551665164368,4.75461698305388,3.3084244567912533,1.8985241268659205,1.2533107516242814"
ChiChainDescriptor,"0.0,0.0,0.06415002990995841,0.5824242050518483,0.9905044564830193,0.0,0.0,0.02795084971874737,0.19457405235424083,0.23892345597969852"
AtomCountDescriptor,55
BondCountDescriptor,39
SmallRingDescriptor,"5,4,4,3,0,0,1,4,0,0,0"
ChiClusterDescriptor,"2.959814261753354,0.16666666666666666,1.1579553554404889,0.15137471507731048,1.1279043623039116,0.02280752297933222,0.2798684993459595,0.017987726255499128"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,14,2,5,0,0,0"
ZagrebIndexDescriptor,194.0
LargestChainDescriptor,17
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"71.92374125946387,2.054964035984682,32.316572178638424,10.2178875726054,13.473238344327745"
FractionalPSADescriptor,0.19929039501181398
WienerNumbersDescriptor,"3789.0,64.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"7.487387875439393,12.13331577074909,17.805382381321454,2.5886053972901157,3.5796947649924236,4.278456502150667"
FractionalCSP3Descriptor,0.20833333333333334
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.600920447074294,11.00653983353151,5.30650815424478"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,18
FragmentComplexityDescriptor,2291.11
HBondAcceptorCountDescriptor,8
HybridizationRatioDescriptor,0.20833333333333334
AutocorrelationDescriptorMass,"48.66963866380502,51.3856128879995,73.48332972799598,83.27115494333201,78.41799230163042"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.8278753552798807,-0.45411811466832325,0.12732827421171633,-0.009640272618107786,-0.21126008872433355"
EccentricConnectivityIndexDescriptor,953
AutocorrelationDescriptorPolarizability,"2739.2944423318518,3314.0614990490553,4892.9155943437845,5193.894375508912,4720.2773962482015"
