DLiP-ID,P0006T
DLiP-Mol-ID,23679
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H19N3O4S/c1-24-13-18(16-10-11-22-20(16)21(24)25)17-12-14(23-29(2,26)27)8-9-19(17)28-15-6-4-3-5-7-15/h3-13,22-23H,1-2H3"
Standard Inchi Key(RDKit),JEALBKSAOZOBET-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cn1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2ccccc2)c2cc[nH]c2c1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),409.467
MW Monoisotopic(RDKit),409.109627088
MolLogP(RDKit),3.6974
XLogP(SDF),
XLogP(CDK),4.761
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),93.19
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.525627671284618
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD4-2/H4
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,4251135.472564339
qed,0.5256276712846175
Chi0,20.5956473593183
Chi1,13.81548170500275
TPSA,93.19
Chi0n,15.83930800890516
Chi0v,16.655804589832886
Chi1n,8.835173699075336
Chi1v,10.726585237133591
Chi2n,6.725459119864297
Chi2v,8.473914319048044
Chi3n,4.438133456962173
Chi3v,5.044626529256287
Chi4n,3.2061400275103233
Chi4v,3.7612593244785697
MolMR,113.95820000000005
MolWt,409.4670000000001
fr_SH,0
Kappa1,18.825316247948493
Kappa2,7.1388544553894
Kappa3,3.878061135231002
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1355.9577226068984
MolLogP,3.697400000000002
NOCount,7
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.939891727075737
SMR_VSA1,13.154659938128987
SMR_VSA2,0.0
SMR_VSA3,9.551078168738563
SMR_VSA4,7.04767198267719
SMR_VSA5,0.0
SMR_VSA6,10.977864047963493
SMR_VSA7,77.34479483850447
SMR_VSA8,0.0
SMR_VSA9,22.6259266499618
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,167.18162558628336
NHOHCount,2
PEOE_VSA1,14.287941122538612
PEOE_VSA2,9.51663204852391
PEOE_VSA3,8.417796984328938
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,36.39820241076966
PEOE_VSA8,41.64187259844569
PEOE_VSA9,6.255769183511404
RingCount,4
SMR_VSA10,26.6136023601722
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,409.109627088
NumHDonors,2
PEOE_VSA10,17.01572438418407
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,5.559266895052007
PEOE_VSA14,0.0
SlogP_VSA1,15.018224713304145
SlogP_VSA2,24.224644336578905
SlogP_VSA3,17.070963136084774
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,71.78552794345246
SlogP_VSA7,0.0
SlogP_VSA8,22.029827915475046
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,10.023291153407584
EState_VSA2,5.559266895052007
EState_VSA3,28.26656215056463
EState_VSA4,17.205444889673196
EState_VSA5,4.567099647791355
EState_VSA6,37.64046033128817
EState_VSA7,36.39820241076966
EState_VSA8,9.706073385399296
EState_VSA9,4.736862953800049
SlogP_VSA10,5.687386274683562
SlogP_VSA11,11.49902366656781
SlogP_VSA12,0.0
