DLiP-ID,I0013N
DLiP-Mol-ID,29368
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C27H36FN5O3/c1-15(29)26(35)31-24(17-6-4-3-5-7-17)27(36)32-11-10-23-25(32)21(14-33(23)16(2)34)20-13-30-22-12-18(28)8-9-19(20)22/h8-9,12-13,15,17,21,23-25,30H,3-7,10-11,14,29H2,1-2H3,(H,31,35)/t15-,21+,23+,24-,25+/m0/s1"
Standard Inchi Key(RDKit),SGPQQIZBCPHNSX-LYYGOLTESA-N
Canonical SMILES(RDKit),CC(=O)N1C[C@H](c2c[nH]c3cc(F)ccc23)[C@@H]2[C@H]1CCN2C(=O)[C@@H](NC(=O)[C@H](C)N)C1CCCCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),497.615
MW Monoisotopic(RDKit),497.280218232
MolLogP(RDKit),2.6345
XLogP(SDF),
XLogP(CDK),2.655
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),111.53
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),36
QED Weighted(RDKit),0.58965909587895
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,XIAP_Smac
Common Target Pref Name,XIAP/SMAC
RDKit Descriptors
Ipc,178955484.20818427
qed,0.5896590958789495
Chi0,25.55974897445605
Chi1,17.256927950821463
TPSA,111.52999999999999
Chi0n,21.004843745978995
Chi0v,21.004843745978995
Chi1n,13.16118302288824
Chi1v,13.16118302288824
Chi2n,10.763067184825479
Chi2v,10.763067184825479
Chi3n,8.487279925190688
Chi3v,8.487279925190688
Chi4n,6.7210124382154435
Chi4v,6.7210124382154435
MolMR,134.44579999999996
MolWt,497.61500000000046
fr_SH,0
Kappa1,24.741102886205162
Kappa2,9.841475914712959
Kappa3,4.378730662220672
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,1157.4806761820325
MolLogP,2.6345
NOCount,8
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.491066862805131
SMR_VSA1,18.774026599890284
SMR_VSA2,0.0
SMR_VSA3,20.100586586654494
SMR_VSA4,11.651573523323577
SMR_VSA5,82.45767349969056
SMR_VSA6,13.08951281182515
SMR_VSA7,35.7766171097408
SMR_VSA8,0.0
SMR_VSA9,0.0
