DLiP-ID,T0061M
DLiP-Mol-ID,23345
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H24N2O3S/c1-2-3-12-17-16(19)15-11-7-8-13-18(15)22(20,21)14-9-5-4-6-10-14/h4-6,9-10,15H,2-3,7-8,11-13H2,1H3,(H,17,19)"
Standard Inchi Key(RDKit),SVCLSFSGRLVAQK-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCCCNC(=O)C1CCCCN1S(=O)(=O)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),324.446
MW Monoisotopic(RDKit),324.150763628
MolLogP(RDKit),2.1461
XLogP(SDF),
XLogP(CDK),2.599
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),66.48
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.815416942137212
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,FKBP1A/FK506
Common Target Pref Name,FKBP1A/FK506
RDKit Descriptors
Ipc,94740.16340482328
qed,0.8154169421372117
Chi0,16.001789232183626
Chi1,10.569715438551782
TPSA,66.48
Chi0n,12.994055840799001
Chi0v,13.810552421726728
Chi1n,7.916849664757708
Chi1v,9.35691299355835
Chi2n,5.5849691009338285
Chi2v,7.475523701806229
Chi3n,3.9356934533895083
Chi3v,5.85809211423224
Chi4n,2.6887557902977277
Chi4v,4.366243714046284
MolMR,85.89050000000006
MolWt,324.44599999999997
fr_SH,0
Kappa1,16.961796982167353
Kappa2,7.739243973703434
Kappa3,3.866906494134072
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,586.6682987904668
MolLogP,2.1460999999999997
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.1727791655295463
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,9.622004595302565
SMR_VSA4,0.0
SMR_VSA5,49.96516961898642
SMR_VSA6,13.08951281182515
SMR_VSA7,30.33183534230805
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,132.3069869562041
NHOHCount,1
PEOE_VSA1,5.316788604006331
PEOE_VSA2,4.794537184071822
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,37.964481650927475
PEOE_VSA7,31.395199005701247
PEOE_VSA8,13.08951281182515
PEOE_VSA9,4.895483475517775
RingCount,2
SMR_VSA10,15.930470882759089
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,324.150763628
NumHDonors,1
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,37.76154634594978
SlogP_VSA3,14.817828337479405
SlogP_VSA4,0.0
SlogP_VSA5,39.02784531432067
SlogP_VSA6,35.227318817825825
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
