DLiP-ID,T007WL
AATSC5c,-0.003021391580073349
AATSC5d,-0.20743371479038653
AATSC5i,-0.12970400877971433
AATSC5m,7.382336213179065
AATSC5p,-0.051385694952404845
AATSC5s,-0.3696837014543271
AATSC5v,-2.52330955964524
AATSC6Z,0.036425537541110886
AATSC6c,0.006642142154149639
AATSC6d,-0.03259127043152032
AATSC6i,0.18411119814094826
AATSC6m,-0.08060253446295189
AATSC6p,0.02015881447733599
AATSC6s,1.3815368489600781
AATSC6v,-2.9731332121129026
AATSC7Z,-2.3202490239527274
AATSC7c,-0.001615979269326063
AATSC7d,-0.03111840148877187
AATSC7i,-0.13728028050118057
AATSC7m,-10.323867417553982
AATSC7p,-0.03211319578305905
AATSC7s,-0.5750510282601743
AATSC7v,-4.029022877164964
AATSC8Z,-2.8115182087702997
AATSC8c,-0.0003695570067030757
AATSC8d,0.010066817115801575
AATSC8i,0.09264520009406377
AATSC8m,-12.480758411096733
AATSC8p,0.03708714713416216
AATSC8s,-1.4435051920004955
AATSC8v,2.1680199261676387
ATS0are,352.0631999999999
ATS1are,359.20480000000003
ATS2are,614.5190000000001
ATS3are,776.2478
ATS4are,908.0005000000001
ATS5are,961.9866000000001
ATS6are,1142.7569
ATS7are,911.2330000000002
ATS8are,822.2040000000003
ATSC0dv,265.7695473251029
ATSC0pe,8.63269814814814
ATSC0se,6.102193425925923
ATSC1dv,63.49397957628412
ATSC1pe,1.7208500342935604
ATSC1se,1.7474457143347033
ATSC2dv,157.62368541380883
ATSC2pe,4.1457329218106995
ATSC2se,2.9748319465020607
ATSC3dv,107.03124523700659
ATSC3pe,1.053924622770913
ATSC3se,-0.18102438545952454
ATSC4dv,91.91449474165529
ATSC4pe,0.8043733539094696
ATSC4se,-0.25693005658436785
ATSC5dv,13.684804145709533
ATSC5pe,3.766614266117985
ATSC5se,2.350183811385443
ATSC6dv,57.56851089772908
ATSC6pe,6.117911248285361
ATSC6se,6.173574079560996
ATSC7dv,-143.20042676421278
ATSC7pe,-5.215126577503426
ATSC7se,-4.330059590877922
ATSC8dv,-255.48727328151193
ATSC8pe,-9.924427229080909
ATSC8se,-7.272159570644749
AXp-0dv,0.5951136438216467
AXp-1dv,0.35507423453053555
AXp-2dv,0.19444058011511842
AXp-3dv,0.10518257817808925
AXp-4dv,0.058675654208366464
AXp-5dv,0.03275678828404218
AXp-6dv,0.019671110525411584
AXp-7dv,0.011570794978767538
BertzCT,996.4853135350213
ECIndex,645
ETA_eta,27.649944872870737
GATS1dv,0.46068240235810143
GATS1pe,0.4071793433887643
GATS1se,0.3182650104623265
GATS2dv,0.5218641610665511
GATS2pe,0.4747903615602781
GATS2se,0.4569098411926532
GATS3dv,0.6577672945922213
GATS3pe,0.6932996229286245
GATS3se,0.7187433814311239
GATS4dv,0.8437279473827434
GATS4pe,0.9111702582935552
GATS4se,0.9495430082925753
GATS5dv,0.932148488721782
GATS5pe,0.8361738728677883
GATS5se,0.8735660240901348
GATS6dv,1.1831104884683823
GATS6pe,1.1562226098770394
GATS6se,1.1462986373583788
GATS7dv,1.2715987134478355
GATS7pe,1.3208592695987424
GATS7se,1.3798320331448428
GATS8dv,1.7175928377126952
GATS8pe,1.94101861724137
GATS8se,2.0427871733328336
LogEE_A,4.29853267211058
LogEE_D,165.4398027490471
MATS1dv,0.2345624026959384
MATS1pe,0.19571654456773735
MATS1se,0.2811569306841077
MATS2dv,0.33360979065374247
MATS2pe,0.27013278218453246
MATS2se,0.2742199162022634
MATS3dv,0.17537893810419566
MATS3pe,0.05316613259910525
MATS3se,-0.012918830102064249
MATS4dv,0.13245044894269342
MATS4pe,0.0356850054217095
MATS4se,-0.016125143568344633
MATS5dv,0.01904470604006465
MATS5pe,0.16137843348611722
MATS5se,0.14244813406465515
MATS6dv,0.07046370113944996
MATS6pe,0.23053787655850785
MATS6se,0.32910642877852153
MATS7dv,-0.20346832876639945
MATS7pe,-0.2281266487026371
MATS7se,-0.2679573202328952
MATS8dv,-0.41863557307988536
MATS8pe,-0.5006462536611386
MATS8se,-0.5189786653868569
MAXaaCH,1.6936759854436623
MAXaasC,0.9171446644061532
MAXddsN,-0.7861602418745273
MAXsCH3,1.8518346164350854
MAXssNH,2.3064836860670193
MAXsssN,1.5556218844287026
MDEC-11,0.2842183719925995
MDEC-12,5.315321139210507
MDEC-13,2.899263823319859
MDEC-22,9.301437070369191
MDEC-23,15.643370824748276
MDEC-33,4.359968411744285
MDEN-23,0.5646216173286172
MDEN-33,0.9085602964160698
MDEO-11,3.114327349038794
MINaaCH,0.8721990740740739
MINaasC,-0.615387849584278
MINddsN,-0.7861602418745277
MINsCH3,1.835396753942583
MINssNH,2.3064836860670193
MINsssN,1.5556218844287026
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.6964285714285716
SM1_Dzi,1.8529029618306065
SM1_Dzm,2.6909528909538505
SM1_Dzp,-8.142354927727702
SM1_Dzv,-3.5136865061504015
SddssSe,0
SpAD_Dt,460.5984023117429
SpAbs_A,36.403712207784594
SpAbs_D,330.8796054980943
SpMAD_A,1.2134570735928196
SpMAD_D,11.029320183269807
SpMax_A,2.491639192482344
SpMax_D,165.4398027490471
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,144.07
TpiPC10,8.390254306097908
VAdjMat,5.954196310386875
VE1_DzZ,5.341251375941068
VE1_Dzi,5.3649849810083445
VE1_Dzm,5.341245718992728
VE1_Dzp,5.338564130651928
VE1_Dzv,5.36030843654269
VE2_DzZ,0.17804171253136894
VE2_Dzi,0.17883283270027814
VE2_Dzm,0.17804152396642428
VE2_Dzp,0.1779521376883976
VE2_Dzv,0.17867694788475633
VE3_DzZ,2.7740722542507394
VE3_Dzi,2.7785058653075883
VE3_Dzm,2.774071195144748
VE3_Dzp,2.7735690160919546
VE3_Dzv,2.7776338062263193
VR1_DzZ,189.97223816512374
VR1_Dzi,187.47906355159486
VR1_Dzm,189.9755942390246
VR1_Dzp,193.78636510760526
VR1_Dzv,190.40912513019222
VR2_DzZ,6.332407938837458
VR2_Dzi,6.249302118386495
VR2_Dzm,6.332519807967486
VR2_Dzp,6.459545503586842
VR2_Dzv,6.346970837673074
VR3_DzZ,6.345490235232369
VR3_Dzi,6.332279466785854
VR3_Dzm,6.345507901204457
VR3_Dzp,6.3653686301678
VR3_Dzv,6.3477873359809065
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.048611111111111105
Xch-7dv,0.09733246806024055
Xpc-4dv,2.321059743289133
Xpc-5dv,3.140536170808089
Xpc-6dv,4.438013330556042
Zagreb1,150.0
Zagreb2,174.0
fragCpx,91.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,4
nBondsM,16
nBondsO,31
nBondsS,39
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,11
naHRing,0
AATS0are,6.519688888888886
AATS1are,6.530996363636365
AATS2are,6.401239583333335
AATS3are,6.260062903225807
AATS4are,6.439719858156029
AATS5are,6.5889493150684935
AATS6are,6.884077710843374
AATS7are,6.372258741258743
AATS8are,6.630677419354841
AATSC0dv,4.921658283798202
AATSC0pe,0.15986478052126185
AATSC0se,0.11300358196159116
AATSC1dv,1.154435992296075
AATSC1pe,0.0312881824417011
AATSC1se,0.03177174026063097
AATSC2dv,1.6419133897271754
AATSC2pe,0.04318471793552812
AATSC2se,0.030987832776063134
AATSC3dv,0.8631552035242467
AATSC3pe,0.008499392119120265
AATSC3se,-0.0014598740762864883
AATSC4dv,0.6518758492315978
AATSC4pe,0.005704775559641629
AATSC4se,-0.0018221989828678571
AATSC5dv,0.09373153524458584
AATSC5pe,0.025798727850123184
AATSC5se,0.016097149393050982
AATSC6dv,0.3467982584200547
AATSC6pe,0.03685488703786362
AATSC6se,0.03719020529856022
AATSC7dv,-1.0014015857637257
AATSC7pe,-0.03646941662589809
AATSC7se,-0.030280136999146307
AATSC8dv,-2.0603812361412253
AATSC8pe,-0.08003570346032991
AATSC8se,-0.05864644815036087
AETA_eta,0.9216648290956913
ATSC0are,9.44393333333333
ATSC1are,1.8724234567901257
ATSC2are,4.603640740740739
ATSC3are,0.7378864197530802
ATSC4are,0.40285185185185657
ATSC5are,3.568969135802479
ATSC6are,7.809938271604971
ATSC7are,-5.7908901234567836
ATSC8are,-10.837335802469113
BCUTZ-1h,16.013123511633246
BCUTZ-1l,5.692557492683905
BCUTc-1h,0.5426449954182325
BCUTc-1l,-0.4177664289566824
BCUTd-1h,4.043829678762689
BCUTd-1l,0.9704587413656425
BCUTi-1h,14.59668237154576
BCUTi-1l,10.319766942102119
BCUTm-1h,32.066544326852494
BCUTm-1l,11.704028705183925
BCUTp-1h,2.954585062194216
BCUTp-1l,0.6687740081894609
BCUTs-1h,8.002991391053651
BCUTs-1l,0.2989378185152374
BCUTv-1h,24.441832435431223
BCUTv-1l,14.650457272167657
BalabanJ,2.2134936429628023
Diameter,14
ETA_beta,38.5
GATS1are,0.4164971066883405
GATS2are,0.4705865515957333
GATS3are,0.704984413957279
GATS4are,0.9339755508170429
GATS5are,0.8700185942375416
GATS6are,1.1489408491305737
GATS7are,1.3293224046300096
GATS8are,1.9647217910160906
HybRatio,0.3684210526315789
Lipinski,True
LogEE_Dt,230.29920115587146
MATS1are,0.1946624705037516
MATS2are,0.27420226565202355
MATS3are,0.03402582621738819
MATS4are,0.01633680400926848
MATS5are,0.13977541282572598
MATS6are,0.26901739345724035
MATS7are,-0.23155285195113212
MATS8are,-0.4997372153802318
MAXddssS,-4.282655764466278
MAXssCH2,0.6144226951811554
MINddssS,-4.282655764466278
MINssCH2,0.3643185504889077
NsssssAs,0
RotRatio,0.3225806451612903
SM1_Dzpe,2.208690330477357
SM1_Dzse,2.1233768779215905
SMR_VSA1,18.264419081964277
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,38.508338320441666
SMR_VSA6,22.71151740712772
SMR_VSA7,62.190290439997796
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,227.3172531661214
SpAD_Dzi,252.82474321371558
SpAD_Dzm,227.3471479902355
SpAD_Dzp,343.77996377019576
SpAD_Dzv,318.5303362787977
SpAbs_Dt,460.5984023117431
SpDiam_A,4.983278384964688
SpDiam_D,236.90999913918714
SpMAD_Dt,15.353280077058097
SpMax_Dt,230.29920115587146
SsssssAs,0
VE1_Dzpe,5.362250342214574
VE1_Dzse,5.360924782580743
VE2_Dzpe,0.17874167807381916
VE2_Dzse,0.17869749275269145
VE3_Dzpe,2.7779960156080876
VE3_Dzse,2.777748782932102
VMcGowan,313.94000000000074
VR1_Dzpe,187.71855326926888
VR1_Dzse,187.94333064999995
VR2_Dzpe,6.257285108975629
VR2_Dzse,6.264777688333331
VR3_Dzpe,6.333556072710105
VR3_Dzse,6.334752773345321
mZagreb1,12.8125
mZagreb2,6.763888888888889
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,45
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1748876543209876
AATSC1are,0.034044062850729556
AATSC2are,0.047954591049382704
AATSC3are,0.005950696933492583
AATSC4are,0.0028571053322826705
AATSC5are,0.0244449940808389
AATSC6are,0.04704782091328296
AATSC7are,-0.040495735129068414
AATSC8are,-0.08739786937475091
AETA_beta,1.2833333333333334
BCUTdv-1h,7.005227330057215
BCUTdv-1l,0.6442295319044572
BCUTpe-1h,3.5570243442528304
BCUTpe-1l,2.2375367125694536
BCUTse-1h,3.7700825776931124
BCUTse-1l,2.4360048145496376
ETA_alpha,13.933333333333334
ETA_dBeta,1.5
ETA_eta_B,0.8136222670946225
ETA_eta_F,35.069767134180154
ETA_eta_L,6.798478482462912
ETA_eta_R,62.719712007050894
ETA_psi_1,0.5072815533980585
LabuteASA,174.41951531756334
LogEE_DzZ,113.37715473474364
LogEE_Dzi,126.47413503891882
LogEE_Dzm,113.39156118202155
LogEE_Dzp,170.2896170581768
LogEE_Dzv,158.67955372170712
PEOE_VSA1,4.899909730850478
PEOE_VSA2,24.950731401983234
PEOE_VSA3,8.417796984328938
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,31.54366002800146
PEOE_VSA7,31.898114582465862
PEOE_VSA8,30.909633223431932
PEOE_VSA9,9.846622097635342
SM1_Dzare,2.432366560123275
SpAD_Dzpe,254.8133810713556
SpAD_Dzse,254.4920238974642
SpAbs_DzZ,224.9803484042166
SpAbs_Dzi,251.09536711600708
SpAbs_Dzm,225.0149888180755
SpAbs_Dzp,348.72158904408127
SpAbs_Dzv,320.87279394956465
SpDiam_Dt,307.7117569405664
SpMAD_DzZ,7.577241772204046
SpMAD_Dzi,8.427491440457185
SpMAD_Dzm,7.578238266341184
SpMAD_Dzp,11.459332125673193
SpMAD_Dzv,10.617677875959922
SpMax_DzZ,113.37715473474364
SpMax_Dzi,126.47413503891882
SpMax_Dzm,113.39156118202155
SpMax_Dzp,170.2896170581768
SpMax_Dzv,158.67955372170712
VE1_Dzare,5.362642818494682
VE2_Dzare,0.1787547606164894
VE3_Dzare,2.7780692053871188
VR1_Dzare,187.53845374049806
VR2_Dzare,6.2512817913499354
VR3_Dzare,6.332596199667179
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46444444444444444
AETA_dBeta,0.05
AETA_eta_B,0.027120742236487416
AETA_eta_F,1.1689922378060051
AETA_eta_L,0.2266159494154304
AETA_eta_R,2.0906570669016964
BCUTare-1h,3.611084700085703
BCUTare-1l,2.18460644065634
ETA_beta_s,18.5
ETA_dPsi_A,0.2067184466019415
ETA_dPsi_B,0.0
ETA_eta_BR,0.9856222670946224
ETA_eta_FL,7.302112812815562
ETA_eta_RL,14.100591295278473
LogEE_Dzpe,127.48031354669372
LogEE_Dzse,127.31679117799617
PEOE_VSA10,4.895483475517775
PEOE_VSA11,5.687386274683562
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
SlogP_VSA1,9.622004595302567
SlogP_VSA2,31.35393189378943
SlogP_VSA3,10.023291153407584
SlogP_VSA4,27.15237373722177
SlogP_VSA5,32.25256913693026
SlogP_VSA6,41.293685886287435
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,253.2704936973218
SpAbs_Dzpe,252.75193676291
SpAbs_Dzse,252.5102054780707
SpDiam_DzZ,157.8296498490722
SpDiam_Dzi,182.34104111704278
SpDiam_Dzm,157.8444125695827
SpDiam_Dzp,231.44406703215742
SpDiam_Dzv,221.6602667874964
SpMAD_Dzpe,8.493779369045187
SpMAD_Dzse,8.483067463248807
SpMax_Dzpe,127.48031354669372
SpMax_Dzse,127.31679117799617
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.6166666666666667
AETA_eta_BR,0.03285407556982075
AETA_eta_FL,0.2434037604271854
AETA_eta_RL,0.47001970984261576
DetourIndex,3348
EState_VSA1,36.140169275927825
EState_VSA2,11.374772549367124
EState_VSA3,25.93115605767717
EState_VSA4,17.696185628620217
EState_VSA5,12.13273413692322
EState_VSA6,17.032643867773697
EState_VSA7,20.771211599071872
EState_VSA8,4.722094864452088
EState_VSA9,0.0
ETA_beta_ns,20.0
ETA_shape_p,0.2511961722488038
ETA_shape_x,0.05980861244019139
ETA_shape_y,0.3014354066985646
GhoseFilter,True
LogEE_Dzare,126.71632573399836
SlogP_VSA10,22.74954509873425
SlogP_VSA11,0.0
SpAbs_Dzare,251.00028490787327
SpDiam_Dzpe,182.87638785870706
SpDiam_Dzse,182.00565106367586
SpMAD_Dzare,8.442349789910727
SpMax_Dzare,126.71632573399836
TopoPSA(NO),135.69
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,25.59763290501386
VSA_EState9,64.10168952611909
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6666666666666666
EState_VSA10,28.646433521860082
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03555555555555555
FilterItLogS,-6.003567055522549
SpDiam_Dzare,182.26820729898884
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.6419753086419748
ETA_epsilon_2,0.9155555555555552
ETA_epsilon_3,0.43636363636363584
ETA_epsilon_4,0.5797979797979789
ETA_epsilon_5,0.8956989247311825
AETA_beta_ns_d,0.06666666666666667
ETA_dEpsilon_A,0.20561167227833899
ETA_dEpsilon_B,0.06217732884399596
ETA_dEpsilon_C,-0.14343434343434303
ETA_dEpsilon_D,0.019856630824372723
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.4666666666666667
MDEDescriptor,"0.2842183719925995,5.315321139210507,2.899263823319859,0.0,9.301437070369191,15.643370824748276,0.0,4.359968411744285,0.0,0.0,3.114327349038794,0.0,0.0,0.0,0.0,0.0,0.0,0.5646216173286172,0.9085602964160698"
APolDescriptor,61.55503199999998
BCUTDescriptor,"11.99899999999998,31.972072552557503,-0.2708815396556847,0.24525897521638312,4.399871582031257,12.387408686351723"
BPolDescriptor,37.864968
TPSADescriptor,144.07000000000002
ALOGPDescriptor,"3.8521000000000023,14.838674410000017,101.1554"
XLogPDescriptor,4.707
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,436.14165568
ChiPathDescriptor,"22.474327015758654,14.100591295278475,13.217454230895472,9.733389238210652,7.870273704575971,6.900802578536227,4.859726539615067,3.070914505261966,16.898939120974557,9.892478539984108,7.257187905883533,4.809217502490847,3.5095849598029085,2.471237022272041,1.4185275576018683,0.7244702872464235"
ChiChainDescriptor,"0.0,0.0,0.0,0.1388888888888889,0.2662617210749277,0.0,0.0,0.0,0.048611111111111105,0.09319619206739913"
AtomCountDescriptor,54
BondCountDescriptor,31
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"2.904223634196454,0.20412414523193154,0.7669046373861051,0.10206207261596577,0.9507478788310945,0.025499585890087693,0.1322347694928953,0.008499861963362563"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,11,1,5,2,0,0"
ZagrebIndexDescriptor,150.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.34
WeightedPathDescriptor,"59.19441679551494,1.9731472265171646,30.817264706128025,14.741844188647365,12.5766785094709"
FractionalPSADescriptor,0.33032845664644594
WienerNumbersDescriptor,"2382.0,49.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.524576702299317,8.076136959904378,12.826487190598582,1.7383753511914222,2.509918939936561,3.200103372579309"
FractionalCSP3Descriptor,0.3684210526315789
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,23
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.253902185223726,11.743801652892563,6.997685950413223"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2155.11
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.3684210526315789
AutocorrelationDescriptorMass,"42.214488456801604,43.10697736622876,56.260239042195266,63.042572298786084,72.78538381117164"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.38032565036096666,-0.1270031336425739,0.021924841896769985,0.024970013341442287,-0.08245745256771586"
EccentricConnectivityIndexDescriptor,645
AutocorrelationDescriptorPolarizability,"2199.7253845663613,2573.966318114931,3665.8600408602106,4029.674602671891,4036.0896845643997"
