DLiP-ID,J000DU
RNCG,0.20562721997708802
RPCG,0.13027510789311142
SIC0,0.24654963407381883
SIC1,0.5789847744692229
SIC2,0.7681947653558715
SIC3,0.8709302339884689
SIC4,0.8909569835383605
SIC5,0.8909569835383605
SaaN,4.746422367181747
SaaO,0
SaaS,0
Sare,47.083999999999996
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,67.83092821736638
TIC1,159.2907441274533
TIC2,211.34634485082785
TIC3,239.6110073573183
TIC4,245.12078236164518
TIC5,245.12078236164518
Vabc,309.2120826921201
WPol,33
apol,54.171824999999984
bpol,29.368174999999994
nRot,4
ABCGG,14.870312087091751
ATS0Z,956.0
ATS0d,153.0
ATS0i,7977.999896638726
ATS0m,3755.240168
ATS0p,71.166526621225
ATS0s,149.16666666666669
ATS0v,10193.764942389256
ATS1Z,1177.0
ATS1d,201.0
ATS1i,7580.626653250901
ATS1m,4415.537995
ATS1p,94.64597574000001
ATS1s,132.91666666666669
ATS1v,13437.268271030542
ATS2Z,1745.0
ATS2d,327.0
ATS2i,14864.531074953142
ATS2m,6345.895697
ATS2p,149.530855903641
ATS2s,231.63888888888889
ATS2v,20347.49303020357
ATS3Z,1736.0
ATS3d,360.0
ATS3i,21498.72917568477
ATS3m,6012.219873
ATS3p,165.981961617168
ATS3s,295.66666666666663
ATS3v,21315.033721258173
ATS4Z,1498.0
ATS4d,311.0
ATS4i,20611.642881195363
ATS4m,5088.285366999999
ATS4p,141.68657254086602
ATS4s,301.05555555555554
ATS4v,18122.94952952895
ATS5Z,1369.0
ATS5d,270.0
ATS5i,16281.951699313324
ATS5m,4823.183699
ATS5p,122.160225314923
ATS5s,248.80555555555554
ATS5v,16119.138481830061
ATS6Z,1292.0
ATS6d,253.0
ATS6i,14625.803824572686
ATS6m,4490.138460999999
ATS6p,121.317736921584
ATS6s,229.41666666666669
ATS6v,15882.24776652862
ATS7Z,1208.0
ATS7d,252.0
ATS7i,15476.347458397226
ATS7m,4157.574038999999
ATS7p,121.631668842376
ATS7s,209.05555555555557
ATS7v,15425.363662899104
ATS8Z,1101.0
ATS8d,232.0
ATS8i,14581.919760955128
ATS8m,3742.651664
ATS8p,113.11399107267799
ATS8s,202.69444444444446
ATS8v,14105.645352827813
C1SP1,0
C1SP2,3
C1SP3,2
C2SP1,0
C2SP2,5
C2SP3,7
C3SP2,2
C3SP3,1
C4SP3,0
FCSP3,0.5
GGI10,0.0814243444546475
JGI10,0.005428289630309833
JGT10,0.34138208470468245
Kier1,17.415637860082306
Kier2,8.131482834185537
Kier3,4.233236151603498
MAXdO,12.29399251872466
MID_C,41.769451457130735
MID_N,6.324946415904943
MID_O,1.7776664001960745
MID_X,0.0
MID_h,8.102612816101018
MINdO,12.29399251872466
MPC10,102
MWC01,27.0
MWC02,4.859812404361672
MWC03,5.707110264748875
MWC04,6.5722825426940075
MWC05,7.4342573821331355
MWC06,8.304247465078474
MWC07,9.172534657240284
MWC08,10.045464431431677
MWC09,10.917685090061873
MWC10,11.792986067665478
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.6928000000000027
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.313205979041787
SRW05,3.044522437723423
SRW06,6.803505257608338
SRW07,5.351858133476067
SRW08,8.37539918579835
SRW09,7.390798521735676
SRW10,9.991727341385536
SaaCH,10.543741990049257
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.525273716753939
SaasN,2.25680392473575
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.2232140926720656
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.1217283950617283
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.7799201005636203
VE1_D,4.832958814459667
VE2_A,0.1574966708568175
VE2_D,0.20137328393581946
VE3_A,2.2051716093449665
VE3_D,2.4509276084465554
VR1_A,630.8273292647185
VR1_D,139.37867552420607
VR2_A,26.284472052696604
VR2_D,5.807444813508586
VR3_A,7.32250091627398
VR3_D,5.812663250694686
WPath,1511
Xc-3d,1.2731597389607807
Xc-4d,0.0
Xc-5d,0.2845177968644246
Xc-6d,0.0
Xp-0d,16.355160383312146
Xp-1d,11.792826335683708
Xp-2d,10.427982375817793
Xp-3d,9.002355651304594
Xp-4d,7.453507228937891
Xp-5d,5.677137176668418
Xp-6d,3.7248743319255055
Xp-7d,2.8041530555296537
ZMIC0,81.8010508876812
ZMIC1,42.499784128197874
ZMIC2,28.956111976899358
ZMIC3,24.558967169685914
ZMIC4,23.890054772137304
ZMIC5,23.890054772137304
nAcid,0
nAtom,49
nBase,0
nRing,4
piPC1,3.5409593240373143
piPC2,4.073291153024268
piPC3,4.6064194053885235
piPC4,5.133958510128255
piPC5,5.542977761324496
piPC6,5.817854930916049
piPC7,6.2002555921977915
piPC8,6.473938920498114
piPC9,6.789657740750003
AATS0Z,19.510204081632654
AATS0d,3.122448979591837
AATS0i,162.8163244211985
AATS0m,76.63755444897959
AATS0p,1.4523780943107143
AATS0s,3.0442176870748305
AATS0v,208.0360192324338
AATS1Z,22.634615384615383
AATS1d,3.8653846153846154
AATS1i,145.78128179328655
AATS1m,84.91419221153845
AATS1p,1.8201149180769234
AATS1s,2.556089743589744
AATS1v,258.4090052121258
AATS2Z,17.989690721649485
AATS2d,3.3711340206185567
AATS2i,153.2425884015788
AATS2m,65.42160512371134
AATS2p,1.5415552155014536
AATS2s,2.388029782359679
AATS2v,209.76796938354195
AATS3Z,12.955223880597014
AATS3d,2.6865671641791047
AATS3i,160.43827743048337
AATS3m,44.86731248507463
AATS3p,1.238671355352
AATS3s,2.206467661691542
AATS3v,159.06741583028486
AATS4Z,11.984
AATS4d,2.488
AATS4i,164.8931430495629
AATS4m,40.70628293599999
AATS4p,1.1334925803269282
AATS4s,2.408444444444444
AATS4v,144.9835962362316
AATS5Z,13.69
AATS5d,2.7
AATS5i,162.81951699313325
AATS5m,48.231836990000005
AATS5p,1.2216022531492299
AATS5s,2.4880555555555555
AATS5v,161.1913848183006
AATS6Z,14.043478260869565
AATS6d,2.75
AATS6i,158.97612852796397
AATS6m,48.805852836956504
AATS6p,1.3186710534954782
AATS6s,2.4936594202898554
AATS6v,172.63312789705023
AATS7Z,12.45360824742268
AATS7d,2.597938144329897
AATS7i,159.54997379790953
AATS7m,42.86158803092783
AATS7p,1.2539347303337731
AATS7s,2.155211912943872
AATS7v,159.02436765875365
AATS8Z,11.967391304347826
AATS8d,2.5217391304347827
AATS8i,158.49912783646877
AATS8m,40.68099634782609
AATS8p,1.2294999029638911
AATS8s,2.2032004830917877
AATS8v,153.3222320959545
AMID_C,1.7403938107137806
AMID_N,0.2635394339960393
AMID_O,0.07406943334150311
AMID_X,0.0
AMID_h,0.3376088673375424
ATS0dv,272.0
ATS0pe,290.6084
ATS0se,362.72854399999994
ATS1dv,291.0
ATS1pe,327.9115
ATS1se,393.800772
ATS2dv,401.0
ATS2pe,594.6121999999999
ATS2se,727.397092
ATS3dv,335.0
ATS3pe,787.1465
ATS3se,987.4932600000001
ATS4dv,304.0
ATS4pe,740.656
ATS4se,932.927732
ATS5dv,289.0
ATS5pe,596.3185000000001
ATS5se,747.198964
ATS6dv,252.0
ATS6pe,552.5171
ATS6se,687.888692
ATS7dv,225.0
ATS7pe,563.3426
ATS7se,708.824492
ATS8dv,202.0
ATS8pe,531.2886000000001
ATS8se,669.5574399999999
ATSC0Z,338.1224489795918
ATSC0c,0.5385845321890083
ATSC0d,25.63265306122449
ATSC0i,72.56914565646727
ATSC0m,1620.2721353469385
ATSC0p,11.277003685906122
ATSC0s,41.40249433106575
ATSC0v,2538.056435074196
ATSC1Z,25.23740108288214
ATSC1c,-0.3034480615338148
ATSC1d,7.267388588088297
ATSC1i,-9.707412093808731
ATSC1m,119.84190720324823
ATSC1p,-0.08104173334782304
ATSC1s,1.3489402563746613
ATSC1v,69.36232811320629
ATSC2Z,-11.16076634735526
ATSC2c,0.06896830206640855
ATSC2d,-2.8850478967097044
ATSC2i,-7.394867423511716
ATSC2m,-60.591384482715895
ATSC2p,-1.558359966207854
ATSC2s,6.743474940996807
ATSC2v,-317.3192304699307
ATSC3Z,-18.783840066638902
ATSC3c,0.018320674378123417
ATSC3d,-4.301541024573095
ATSC3i,-19.842119643952387
ATSC3m,-92.95179770387341
ATSC3p,-2.0171512650400696
ATSC3s,-1.592762274978017
ATSC3v,-319.0021383737975
ATSC4Z,-43.577675968346526
ATSC4c,-0.06178055203669909
ATSC4d,0.6922115785089542
ATSC4i,0.6786587694304265
ATSC4m,-199.3906933748438
ATSC4p,0.5399534584406873
ATSC4s,-15.502961728909245
ATSC4v,5.681645528243145
ATSC5Z,41.28071636817994
ATSC5c,0.021007447484666132
ATSC5d,1.1170345689296128
ATSC5i,7.06504031367024
ATSC5m,204.76171176134935
ATSC5p,2.2099245038900968
ATSC5s,-2.859398861585447
ATSC5v,498.1310937704515
ATSC6Z,-79.78092461474385
ATSC6c,0.006008250567559794
ATSC6d,-1.2082465639316955
ATSC6i,8.221928121008059
ATSC6m,-377.1708083044566
ATSC6p,-0.5748986457698423
ATSC6s,-8.94674672590124
ATSC6v,-321.34550298423335
ATSC7Z,-15.50770512286547
ATSC7c,-0.03846958978413582
ATSC7d,-5.334027488546439
ATSC7i,4.296546264650332
ATSC7m,-76.77581309496045
ATSC7p,-0.7453709133815283
ATSC7s,0.22590124485168186
ATSC7v,-163.05959566870214
ATSC8Z,-32.86255726780509
ATSC8c,-0.023660168141928947
ATSC8d,-2.8613077884214912
ATSC8i,-23.005099698553533
ATSC8m,-167.71745999833396
ATSC8p,-3.2384399911957398
ATSC8s,7.584999305844784
ATSC8v,-628.5893455374705
AXp-0d,0.6814650159713395
AXp-1d,0.43677134576606325
AXp-2d,0.281837361508589
AXp-3d,0.1837215439041754
AXp-4d,0.1183096385545697
AXp-5d,0.07776900242011531
AXp-6d,0.04901150436744086
AXp-7d,0.0322316443164328
GATS1Z,0.8831575233072094
GATS1c,1.6169892825755678
GATS1d,0.8282704556589906
GATS1i,1.3525437234101036
GATS1m,0.8882697223809128
GATS1p,1.120165600320747
GATS1s,0.5205310066333699
GATS1v,1.0386465452562734
GATS2Z,0.982746519187404
GATS2c,1.064240837232807
GATS2d,1.245190097839648
GATS2i,1.1864819827591717
GATS2m,0.9873333037785207
GATS2p,1.111839243580423
GATS2s,0.5154328629315142
GATS2v,1.0812958478525887
GATS3Z,0.9969010572439589
GATS3c,0.991454930048026
GATS3d,1.104002281585702
GATS3i,1.0925800460470738
GATS3m,0.9979213944638999
GATS3p,1.0498392555222995
GATS3s,0.9419722321110715
GATS3v,1.0288593278132199
GATS4Z,1.0766277160791888
GATS4c,1.3028922404028833
GATS4d,0.9737579617834394
GATS4i,0.9641249847117471
GATS4m,1.0694131811709393
GATS4p,0.9111644904082414
GATS4s,1.731167839636334
GATS4v,0.9353142316188102
GATS5Z,0.9603621438918397
GATS5c,1.3688365341664805
GATS5d,1.067388535031847
GATS5i,0.9411653473764456
GATS5m,0.9542926092158706
GATS5p,0.8582592109381998
GATS5s,1.5361393323657475
GATS5v,0.8575567093904677
GATS6Z,1.1256534335439716
GATS6c,1.135942831367426
GATS6d,0.9973691498199945
GATS6i,0.9636775847027289
GATS6m,1.1218951179201742
GATS6p,1.0207457311003019
GATS6s,1.5347741552177603
GATS6v,1.0468955042436454
GATS7Z,0.9798195005152152
GATS7c,0.8971115877446433
GATS7d,1.100400551579224
GATS7i,0.9460451238914039
GATS7m,0.98284838279746
GATS7p,1.0398888385870102
GATS7s,0.7848523594010304
GATS7v,1.0343070701027741
GATS8Z,0.9983519828690194
GATS8c,0.7158967636760104
GATS8d,0.9770146773746884
GATS8i,1.1235707374672372
GATS8m,1.0047717588846603
GATS8p,1.1718224401358186
GATS8s,0.7147927528691225
GATS8v,1.143412511383768
MATS1Z,0.07033368309623744
MATS1c,-0.5309128382075866
MATS1d,0.2671637677609015
MATS1i,-0.1260503896752364
MATS1m,0.06969690372059932
MATS1p,-0.0067718563244813165
MATS1s,0.030701454117260513
MATS1v,0.02575224665385885
MATS2Z,-0.016674175033725418
MATS2c,0.06468744581892362
MATS2d,-0.05685698338695909
MATS2i,-0.0514757553128231
MATS2m,-0.018890665523259003
MATS2p,-0.06980690867546185
MATS2s,0.08227759475956546
MATS2v,-0.06315670493226141
MATS3Z,-0.020314290450211523
MATS3c,0.012438810768179433
MATS3d,-0.06136514877840099
MATS3i,-0.09998326976544461
MATS3m,-0.020977856578719988
MATS3p,-0.06540877660170924
MATS3s,-0.014067461525791086
MATS3v,-0.04596037899787302
MATS4Z,-0.05052148720424916
MATS4c,-0.044965970894030614
MATS4d,0.010585987261146491
MATS4i,0.0036659414302064137
MATS4m,-0.048239521064282594
MATS4p,0.018769325753904116
MATS4s,-0.1467824848700605
MATS4v,0.0008775238471031885
MATS5Z,0.05982315306615164
MATS5c,0.0191124116128051
MATS5d,0.02135350318471338
MATS5i,0.0477044303385691
MATS5m,0.06192369576335241
MATS5p,0.09602400044078181
MATS5s,-0.033841087712572195
MATS5v,0.09616974334157619
MATS6Z,-0.1256704910461235
MATS6c,0.005941586337307672
MATS6d,-0.025105580171697596
MATS6i,0.06034341968149894
MATS6m,-0.12398192122590483
MATS6p,-0.027152249514501566
MATS6s,-0.11509246437930631
MATS6v,-0.06743404395305377
MATS7Z,-0.023168497712644422
MATS7c,-0.036081785838969385
MATS7d,-0.10512016547376714
MATS7i,0.029908306875951418
MATS7m,-0.023936508760034485
MATS7p,-0.03338897328477052
MATS7s,0.002756236397734818
MATS7v,-0.032454089702571444
MATS8Z,-0.05176492662649845
MATS8c,-0.023397647982511212
MATS8d,-0.05945375242315148
MATS8i,-0.16884195112062575
MATS8m,-0.05513134223509999
MATS8p,-0.1529503179833366
MATS8s,0.09757471505231033
MATS8v,-0.13190886806178473
MAXaaN,4.746422367181747
MINaaN,4.746422367181747
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,9
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.166875391265904
SpAD_D,259.822332655377
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,9.735074970792345
SssNH2,0
SsssAs,0
SsssCH,0.22041469069517383
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,721
TMWC10,125.8063803054155
TSRW10,74.27835004200165
VE1_Dt,4.827046785136737
VE2_Dt,0.2011269493806974
VE3_Dt,2.449703586369113
VR1_Dt,140.0176642484515
VR2_Dt,5.834069343685479
VR3_Dt,5.81723732520726
Xc-3dv,0.6309950894003493
Xc-4dv,0.0
Xc-5dv,0.07984687015451752
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.5437003916594756
Xch-7d,0.6225866701551269
Xp-0dv,14.130738127280466
Xp-1dv,9.225245421188959
Xp-2dv,7.092434498356846
Xp-3dv,5.324020498750786
Xp-4dv,3.9328761816873756
Xp-5dv,2.604230069809876
Xp-6dv,1.3260295236549258
Xp-7dv,0.8527210467409314
Xpc-4d,3.204233978552535
Xpc-5d,4.819601625993957
Xpc-6d,6.403689530562796
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,52
nFRing,1
nHBAcc,3
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,6.9861186928153325
AATS0dv,5.551020408163265
AATS0pe,5.930783673469388
AATS0se,7.402623346938775
AATS1dv,5.596153846153846
AATS1pe,6.305990384615384
AATS1se,7.5730917692307695
AATS2dv,4.134020618556701
AATS2pe,6.13002268041237
AATS2se,7.498939092783505
AATS3dv,2.5
AATS3pe,5.874227611940298
AATS3se,7.369352686567165
AATS4dv,2.432
AATS4pe,5.925248
AATS4se,7.463421856
AATS5dv,2.89
AATS5pe,5.963185000000001
AATS5se,7.47198964
AATS6dv,2.739130434782609
AATS6pe,6.0056206521739135
AATS6se,7.477051
AATS7dv,2.3195876288659796
AATS7pe,5.807655670103093
AATS7se,7.3074689896907215
AATS8dv,2.1956521739130435
AATS8pe,5.774876086956523
AATS8se,7.277798260869565
AATSC0Z,6.900458142440649
AATSC0c,0.010991521065081802
AATSC0d,0.5231153685964182
AATSC0i,1.4810029725809648
AATSC0m,33.0667782723865
AATSC0p,0.23014293236543107
AATSC0s,0.8449488638993011
AATSC0v,51.79707010355502
AATSC1Z,0.4853346362092719
AATSC1c,-0.005835539644881054
AATSC1d,0.13975747284785187
AATSC1i,-0.18668100180401406
AATSC1m,2.3046520616009274
AATSC1p,-0.00155849487207352
AATSC1s,0.025941158776435793
AATSC1v,1.333890925253967
AATSC2Z,-0.11505944687995114
AATSC2c,0.0007110134233650366
AATSC2d,-0.02974276182174953
AATSC2i,-0.0762357466341414
AATSC2m,-0.6246534482754216
AATSC2p,-0.01606556666193664
AATSC2s,0.06952036021646192
AATSC2v,-3.2713322728858834
AATSC3Z,-0.14017791094506643
AATSC3c,0.00013672145058301057
AATSC3d,-0.032101052422187276
AATSC3i,-0.14807551973098795
AATSC3m,-0.6936701321184583
AATSC3p,-0.015053367649552759
AATSC3s,-0.011886285634164306
AATSC3v,-2.380612972938787
AATSC4Z,-0.3486214077467722
AATSC4c,-0.0004942444162935927
AATSC4d,0.005537692628071634
AATSC4i,0.0054292701554434115
AATSC4m,-1.5951255469987504
AATSC4p,0.004319627667525499
AATSC4s,-0.12402369383127396
AATSC4v,0.045453164225945156
AATSC5Z,0.41280716368179937
AATSC5c,0.00021007447484666132
AATSC5d,0.011170345689296129
AATSC5i,0.0706504031367024
