DLiP-ID,I0003V
DLiP-Mol-ID,27822
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H23N3O5/c1-30-17-8-9-18(31-2)20-19(17)16(14-24-20)21(27)23(29)26-12-10-25(11-13-26)22(28)15-6-4-3-5-7-15/h3-9,14,24H,10-13H2,1-2H3"
Standard Inchi Key(RDKit),BLZAFNQIOBRKRV-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(OC)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12
SMILES(SDF),
MW(SDF),
MW(RDKit),421.453
MW Monoisotopic(RDKit),421.163770836
MolLogP(RDKit),2.3524
XLogP(SDF),
XLogP(CDK),2.662
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),91.94
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.50441951177035
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,CD4_gp120
Common Target Pref Name,CD4/gp120
RDKit Descriptors
Ipc,16583706.372147579
qed,0.5044195117703503
Chi0,21.95745467888409
Chi1,15.04524385550833
TPSA,91.94
Chi0n,17.38289792158243
Chi0v,17.38289792158243
Chi1n,9.947959440890237
Chi1v,9.947959440890237
Chi2n,7.201984429575969
Chi2v,7.201984429575969
Chi3n,5.512593695127153
Chi3v,5.512593695127153
Chi4n,3.845674056485984
Chi4v,3.845674056485984
MolMR,114.65870000000001
MolWt,421.45300000000015
fr_SH,0
Kappa1,20.462277891999232
Kappa2,8.510279629391507
Kappa3,3.7193965490021608
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1130.8243852776707
MolLogP,2.3524000000000003
NOCount,8
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.498337452105567
SMR_VSA1,23.85733745981556
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,40.398620706205364
SMR_VSA7,59.788316034238335
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,178.88929425390256
NHOHCount,1
PEOE_VSA1,24.25752389024826
PEOE_VSA2,14.383611552215466
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,24.26546827384644
PEOE_VSA8,37.93932068696037
PEOE_VSA9,30.685971506333118
RingCount,4
SMR_VSA10,28.500529337149004
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,0
ExactMolWt,421.163770836
NumHDonors,1
PEOE_VSA10,11.49902366656781
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,17.59760440506795
PEOE_VSA14,0.0
SlogP_VSA1,9.473725907600098
SlogP_VSA2,72.78002309392147
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,20.715977351537635
SlogP_VSA6,48.661413050844345
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,2
fr_nitrile,0
fr_nitroso,0
