DLiP-ID,C001PM
MPC7,74
MPC8,73
MPC9,65
Mare,0.998232558139535
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,3
NssS,0
NtCH,0
NtsC,0
RNCG,0.2147897550790291
RPCG,0.10459944112739529
SIC0,0.3065291287207103
SIC1,0.6247841855530474
SIC2,0.8327705269515718
SIC3,0.9163852634757859
SIC4,0.9249568371106094
SIC5,0.9249568371106094
SaaN,0
SaaO,0
SaaS,0
Sare,42.92400000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,15.969120872447633
SssS,0
StCH,0
StsC,0
TIC0,71.52225292106951
TIC1,145.78050943055553
TIC2,194.30983444353632
TIC3,213.81960944786326
TIC4,215.81960944786326
TIC5,215.81960944786326
Vabc,301.35699705312646
WPol,36
apol,49.06906699999998
bpol,31.494932999999996
nRot,6
ABCGG,15.106498471528795
ATS0Z,1256.0
ATS0d,145.0
ATS0i,6914.7657410133315
ATS0m,4975.674927000001
ATS0p,68.694965192131
ATS0s,215.52169067215362
ATS0v,9712.423768736395
ATS1Z,1449.0
ATS1d,179.0
ATS1i,6488.8771376134955
ATS1m,5577.223426000004
ATS1p,85.16840988000004
ATS1s,127.4429012345679
ATS1v,12244.873827495123
ATS2Z,1953.0
ATS2d,274.0
ATS2i,12066.57000039787
ATS2m,7367.244465999998
ATS2p,122.51925548964097
ATS2s,311.24537037037027
ATS2v,17534.22674292829
ATS3Z,1992.0
ATS3d,292.0
ATS3i,13973.991563759108
ATS3m,7302.504480999999
ATS3p,137.11685396649005
ATS3s,301.9135802469135
ATS3v,18802.058145334337
ATS4Z,1873.0
ATS4d,272.0
ATS4i,15553.534780098467
ATS4m,6682.090786
ATS4p,133.32027659964098
ATS4s,329.16975308641975
ATS4v,17840.516927893495
ATS5Z,1715.0
ATS5d,247.0
ATS5i,14979.108844137334
ATS5m,6088.171707999999
ATS5p,125.93289050243301
ATS5s,291.6929012345677
ATS5v,16208.717936181169
ATS6Z,1547.0
ATS6d,226.0
ATS6i,15792.065274009554
ATS6m,5463.141508
ATS6p,110.325096054376
ATS6s,331.29012345679
ATS6v,14327.999683651657
ATS7Z,1402.0
ATS7d,198.0
ATS7i,12295.132089780438
ATS7m,5139.150027999999
ATS7p,95.37770417037595
ATS7s,236.97222222222226
ATS7v,12523.549837085351
ATS8Z,1236.0
ATS8d,178.0
ATS8i,10162.600334244036
ATS8m,4441.144083
ATS8p,84.80104283418798
ATS8s,250.98148148148152
ATS8v,11813.62893016775
C1SP1,0
C1SP2,0
C1SP3,4
C2SP1,0
C2SP2,10
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.29411764705882354
GGI10,0.08254259769411285
JGI10,0.006349430591854834
JGT10,0.509822529397144
Kier1,18.781065088757398
Kier2,8.131482834185537
Kier3,4.601177003168854
MAXdO,12.452768172083648
MID_C,34.88257493389899
MID_N,2.0079115515640167
MID_O,9.520465426441177
MID_X,0.0
MID_h,13.766978305243061
MINdO,12.452768172083648
MPC10,68
MWC01,26.0
MWC02,4.844187086458591
MWC03,5.68697535633982
MWC04,6.566672429803241
MWC05,7.428333194190806
MWC06,8.307705966549513
MWC07,9.17585244151751
MWC08,10.05470536427875
MWC09,10.925668659667716
MWC10,11.804183635554123
NaaCH,6
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.6009200000000003
SRW02,3.970291913552122
SRW03,0.0
SRW04,5.303304908059076
SRW05,2.3978952727983707
SRW06,6.827629234502852
SRW07,4.59511985013459
SRW08,8.43750042250699
SRW09,6.580639137284949
SRW10,10.090506393131704
SaaCH,10.168323102963255
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.775055415460117
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,3.7072103578667326
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.5964822688334595
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.534057452422518
VE1_D,4.82399781175378
VE2_A,0.1889190605176049
VE2_D,0.20099990882307417
VE3_A,2.387085960824001
VE3_D,2.4490717431621354
VR1_A,154.73923754473662
VR1_D,136.00531131447588
VR2_A,6.447468231030693
VR2_D,5.666887971436495
VR3_A,5.917210099131653
VR3_D,5.788162676110284
WPath,1482
Xc-3d,2.1346407885768035
Xc-4d,0.2041241452319315
Xc-5d,0.5496461760604292
Xc-6d,0.10206207261596575
Xp-0d,17.156489770562878
Xp-1d,11.492331727797284
Xp-2d,10.693411862944279
Xp-3d,8.706806066486301
Xp-4d,6.810484321127457
Xp-5d,5.34542145396299
Xp-6d,3.434882955408558
Xp-7d,2.473549197576264
ZMIC0,81.22171356606437
ZMIC1,47.4094532121743
ZMIC2,30.632006379424688
ZMIC3,25.98253304701118
ZMIC4,25.823171895629685
ZMIC5,25.823171895629685
nAcid,0
nAtom,43
nBase,0
nRing,3
piPC1,3.5553480614894135
piPC2,4.189654742026425
piPC3,4.677490847567717
piPC4,5.151845462647779
piPC5,5.662526358140849
piPC6,5.8077670441340965
piPC7,6.010500949556315
piPC8,5.984644468150396
piPC9,6.024884211861475
AATS0Z,29.209302325581394
AATS0d,3.372093023255814
AATS0i,160.8085056049612
AATS0m,115.71337039534886
AATS0p,1.597557330049558
AATS0s,5.012132341212875
AATS0v,225.87032020317199
AATS1Z,32.2
AATS1d,3.977777777777778
AATS1i,144.19726972474433
AATS1m,123.93829835555565
AATS1p,1.8926313306666676
AATS1s,2.8320644718792867
AATS1v,272.1083072776694
AATS2Z,25.03846153846154
AATS2d,3.5128205128205128
AATS2i,154.69961538971629
AATS2m,94.4518521282051
AATS2p,1.5707596857646278
AATS2s,3.9903252611585933
AATS2v,224.79777875549092
AATS3Z,21.89010989010989
AATS3d,3.208791208791209
AATS3i,153.5603468544957
AATS3m,80.24730198901098
AATS3p,1.5067786150163742
AATS3s,3.3177316510649835
AATS3v,206.6160235751026
AATS4Z,19.112244897959183
AATS4d,2.7755102040816326
AATS4i,158.70953857243333
AATS4m,68.18459985714286
AATS4p,1.3604109857106221
AATS4s,3.358875031494079
AATS4v,182.04609110095404
AATS5Z,18.05263157894737
AATS5d,2.6
AATS5i,157.67482993828773
AATS5m,64.08601797894735
AATS5p,1.3256093737098211
AATS5s,3.070451591942818
AATS5v,170.61808353874915
AATS6Z,16.114583333333332
AATS6d,2.3541666666666665
AATS6i,164.50067993759953
AATS6m,56.90772404166666
AATS6p,1.1492197505664168
AATS6s,3.4509387860082295
AATS6v,149.24999670470476
AATS7Z,18.44736842105263
AATS7d,2.6052631578947367
AATS7i,161.7780538129005
AATS7m,67.62039510526314
AATS7p,1.254969791715473
AATS7s,3.118055555555556
AATS7v,164.78355048796516
AATS8Z,19.3125
AATS8d,2.78125
AATS8i,158.79063022256307
AATS8m,69.392876296875
AATS8p,1.3250162942841872
AATS8s,3.921585648148149
AATS8v,184.5879520338711
AMID_C,1.4534406222457912
AMID_N,0.08366298131516736
AMID_O,0.39668605943504903
AMID_X,0.0
AMID_h,0.5736240960517942
ATS0dv,360.44444444444446
ATS0pe,277.5684999999999
ATS0se,341.5436529999999
ATS1dv,289.3333333333333
ATS1pe,297.76210000000003
ATS1se,357.6523279999997
ATS2dv,526.3333333333333
ATS2pe,519.3689
ATS2se,630.7421179999999
ATS3dv,404.33333333333337
ATS3pe,585.599
ATS3se,719.0254259999997
ATS4dv,347.33333333333337
ATS4pe,633.3299999999998
ATS4se,781.6424319999998
ATS5dv,293.66666666666663
ATS5pe,586.8883000000003
ATS5se,732.3161939999998
ATS6dv,326.0
ATS6pe,600.7870999999999
ATS6se,753.5754740000002
ATS7dv,314.0
ATS7pe,466.58190000000013
ATS7se,586.1527220000003
ATS8dv,311.0
ATS8pe,414.6291999999998
ATS8se,512.442524
ATSC0Z,468.65116279069775
ATSC0c,1.0816493255820931
ATSC0d,27.767441860465112
ATSC0i,63.37051133576982
ATSC0m,2136.5805362790697
ATSC0p,12.70023644211963
ATSC0s,78.26731026892523
ATSC0v,2173.5425065163913
ATSC1Z,116.31855056787454
ATSC1c,-0.5602397802139127
ATSC1d,9.42942130881558
ATSC1i,-10.703668063082317
ATSC1m,503.84947626609016
ATSC1p,-1.7337269039994692
ATSC1s,-19.771694288834443
ATSC1v,0.5091850623831178
ATSC2Z,69.21416982152519
ATSC2c,0.012147695306317752
ATSC2d,-0.43861546782044436
ATSC2i,18.234019817768363
ATSC2m,332.9992239123851
ATSC2p,3.130056311276744
ATSC2s,35.32009693075485
ATSC2v,457.9500955869853
ATSC3Z,-120.16873985938341
ATSC3c,0.1717821529755164
ATSC3d,-9.740400216333157
ATSC3i,-24.504966307975863
ATSC3m,-526.1253824045431
ATSC3p,-3.2317530381955826
ATSC3s,-1.25090027531287
ATSC3v,-384.5891583813441
ATSC4Z,-188.0189291508923
ATSC4c,-0.2917023500340866
ATSC4d,-10.65603028664143
ATSC4i,-10.52738784313144
ATSC4m,-878.920398542996
ATSC4p,-0.49361828586998846
ATSC4s,-41.90769827200554
ATSC4v,-795.38976921326
ATSC5Z,-109.97349918875068
ATSC5c,-0.010499154714804986
ATSC5d,-5.8583017847485115
ATSC5i,-31.895184169750394
ATSC5m,-502.3319964770145
ATSC5p,-6.61178992021943
ATSC5s,5.481560909355964
ATSC5v,-790.8083819411842
ATSC6Z,48.429962141698184
ATSC6c,0.21792181209824063
ATSC6d,10.542455381287185
ATSC6i,18.408963621056547
ATSC6m,208.74401507463492
ATSC6p,2.5473140929430853
ATSC6s,-12.242274120664337
ATSC6v,168.4622868706948
ATSC7Z,183.36073553272038
ATSC7c,-0.12966528708195282
ATSC7d,2.3180097349918882
ATSC7i,13.703119837142964
ATSC7m,857.3785303439698
ATSC7p,2.61852365681268
ATSC7s,15.424183474031487
ATSC7v,835.5804697530834
ATSC8Z,-125.3412655489453
ATSC8c,0.13702838580749888
ATSC8d,-4.1654948620876135
ATSC8i,-0.5237814379694465
ATSC8m,-533.5729323455922
ATSC8p,-2.3513247752123534
ATSC8s,10.187029367819036
ATSC8v,26.659393691653015
AXp-0d,0.71485374044012
AXp-1d,0.442012758761434
AXp-2d,0.28901113143092644
AXp-3d,0.18525119290396386
AXp-4d,0.11948218107241153
AXp-5d,0.0786091390288675
AXp-6d,0.04978091239722548
AXp-7d,0.03342634050778735
GATS1Z,0.8165277226412596
GATS1c,1.4995283776159496
GATS1d,0.8907314349525407
GATS1i,1.3462658245866488
GATS1m,0.8062568334852905
GATS1p,1.348709809174941
GATS1s,0.8096100842133758
GATS1v,1.0017984799568136
GATS2Z,0.8651670382019726
GATS2c,1.1952533741312485
GATS2d,1.1732057724520037
GATS2i,0.9072961851030154
GATS2m,0.8568690736247668
GATS2p,0.8642129469936705
GATS2s,0.6249566058632016
GATS2v,0.8225655644467808
GATS3Z,1.217733685528445
GATS3c,0.9568243842039789
GATS3d,1.3214147661383844
GATS3i,1.2378862200288316
GATS3m,1.1965744089198072
GATS3p,1.2526704679214222
GATS3s,0.9393095566678352
GATS3v,1.07341611665983
GATS4Z,1.1645884137696363
GATS4c,1.0689305318110702
GATS4d,1.1498564249820533
GATS4i,1.0937075645551069
GATS4m,1.165327285823644
GATS4p,0.9981807044702558
GATS4s,1.547480741750772
GATS4v,1.0992909707728673
GATS5Z,1.2834369319487682
GATS5c,0.683616662842094
GATS5d,1.1463633959270036
GATS5i,1.2650472749866137
GATS5m,1.2648352627985187
GATS5p,1.3911275843709743
GATS5s,1.0012527071992428
GATS5v,1.1883627651603361
GATS6Z,0.9582687202262802
GATS6c,0.6747769872341134
GATS6d,0.7641593383584592
GATS6i,0.810952503055156
GATS6m,0.9628291550333369
GATS6p,0.8428961913238673
GATS6s,1.5565495446378144
GATS6v,0.9293324173762749
GATS7Z,0.9032641399051419
GATS7c,0.8351589818270185
GATS7d,0.9951071145199685
GATS7i,0.8452049154908625
GATS7m,0.8883411539130519
GATS7p,0.9536121176499073
GATS7s,0.9500635001883512
GATS7v,0.8045759122206148
GATS8Z,1.3470840363239378
GATS8c,0.9104913941730672
GATS8d,1.2053234924623117
GATS8i,1.0192696345958134
GATS8m,1.3170171234338441
GATS8p,1.2369351112121438
GATS8s,1.3491534802200105
GATS8v,0.9633524566524584
MATS1Z,0.23716752679634776
MATS1c,-0.4949295689141512
MATS1d,0.32449283454308603
MATS1i,-0.16139919446614376
MATS1m,0.22533958258755477
MATS1p,-0.13044421515166157
MATS1s,-0.24139008042471266
MATS1v,0.00022385327809664398
MATS2Z,0.0814177634592482
MATS2c,0.006191291602953008
MATS2d,-0.008708070265859229
MATS2i,0.15862406088213088
MATS2m,0.08592069997672809
MATS2p,0.1358670660796758
MATS2s,0.24877992383492187
MATS2v,0.11615124494833559
MATS3Z,-0.12116268011464514
MATS3c,0.07504445724788443
MATS3d,-0.16575551751431158
MATS3i,-0.18272331325410537
MATS3m,-0.11635821489468846
MATS3p,-0.12024123345507355
MATS3s,-0.007552128001416585
MATS3v,-0.08360956476653744
MATS4Z,-0.17603306705770827
MATS4c,-0.1183302614228107
MATS4d,-0.16838443920281687
MATS4i,-0.07289131608093771
MATS4m,-0.18049810889464465
MATS4p,-0.017053825431971297
MATS4s,-0.23493935881528089
MATS4v,-0.16056624186154284
MATS5Z,-0.10621434988821794
MATS5c,-0.00439352095339906
MATS5d,-0.09549501895442124
MATS5i,-0.2278152293119074
MATS5m,-0.10641832632115528
MATS5p,-0.23564166894815247
MATS5s,0.031700687821938016
MATS5v,-0.16468269909132893
MATS6Z,0.0462872791782453
MATS6c,0.09024256693958925
MATS6d,0.17006037130094925
MATS6i,0.13011859062082806
MATS6m,0.04376147860154165
MATS6p,0.08983962170027628
MATS6s,-0.07006141641646155
MATS6v,0.034716167624024484
MATS7Z,0.22136630032803323
MATS7c,-0.06782535965963782
MATS7d,0.04723177289958567
MATS7i,0.12234524855589282
MATS7m,0.227043043402552
MATS7p,0.11665397950421444
MATS7s,0.11150045427389402
MATS7v,0.21750788530016596
MATS8Z,-0.17969370285827696
MATS8c,0.08511626137691873
MATS8d,-0.10079041038525961
MATS8i,-0.0055533030461296165
MATS8m,-0.16778881386986014
MATS8p,-0.12439109622451539
MATS8s,0.08744915767497478
MATS8v,0.008240823486487584
MAXssO,5.435261738601593
MINssO,5.239646436774638
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,-3.6043706301965215
SdssSe,0
SdsssP,0
SpAD_A,30.725670872311053
SpAD_D,255.88890095866438
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.8993089351246991
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,608
TMWC10,124.79428413436007
TSRW10,72.20288713197064
VE1_Dt,4.8222839753714775
VE2_Dt,0.20092849897381157
VE3_Dt,2.448716406994655
VR1_Dt,136.08358874247958
VR2_Dt,5.670149530936649
VR3_Dt,5.788738057392996
Xc-3dv,1.0972136832556643
Xc-4dv,0.05103103630798288
Xc-5dv,0.16526360396619938
Xc-6dv,0.017010345435994292
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.30274943015462097
Xch-7d,0.4604758149760678
Xp-0dv,14.351408282408304
Xp-1dv,9.093424016670088
Xp-2dv,7.139433945424312
Xp-3dv,5.058746210738754
Xp-4dv,3.5215595465411917
Xp-5dv,2.48876185352406
Xp-6dv,1.4655569120624194
Xp-7dv,0.9553234645384844
Xpc-4d,4.417751682531423
Xpc-5d,5.99254584033771
Xpc-6d,8.386268312373929
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,45
nFRing,1
nHBAcc,5
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,6.2378362245413985
AATS0dv,8.382428940568476
AATS0pe,6.455081395348835
AATS0se,7.9428756511627885
AATS1dv,6.42962962962963
AATS1pe,6.616935555555556
AATS1se,7.947829511111105
AATS2dv,6.747863247863247
AATS2pe,6.658575641025641
AATS2se,8.086437410256408
AATS3dv,4.443223443223443
AATS3pe,6.435153846153846
AATS3se,7.901378307692305
AATS4dv,3.5442176870748305
AATS4pe,6.462551020408162
AATS4se,7.975943183673467
AATS5dv,3.091228070175438
AATS5pe,6.177771578947372
AATS5se,7.708591515789471
AATS6dv,3.3958333333333335
AATS6pe,6.258198958333332
AATS6se,7.849744520833336
AATS7dv,4.131578947368421
AATS7pe,6.139235526315791
AATS7se,7.712535815789477
AATS8dv,4.859375
AATS8pe,6.478581249999997
AATS8se,8.0069144375
AATSC0Z,10.89886425094646
AATSC0c,0.02515463547865333
AATSC0d,0.6457544618712817
AATSC0i,1.4737328217620889
AATSC0m,49.687919448350456
AATSC0p,0.2953543358632472
AATSC0s,1.820170006254075
AATSC0v,50.547500151543986
AATSC1Z,2.584856679286101
AATSC1c,-0.012449772893642505
AATSC1d,0.20954269575145734
AATSC1i,-0.23785929029071815
AATSC1m,11.196655028135337
AATSC1p,-0.03852726453332154
AATSC1s,-0.4393709841963209
AATSC1v,0.011315223608513728
AATSC2Z,0.8873611515580152
AATSC2c,0.00015573968341433015
AATSC2d,-0.005623275228467235
AATSC2i,0.23376948484318413
AATSC2m,4.2692208193895524
AATSC2p,0.04012892706765057
AATSC2s,0.4528217555224981
AATSC2v,5.871155071628016
AATSC3Z,-1.3205356028503672
AATSC3c,0.0018877159667639166
AATSC3d,-0.10703736501465008
AATSC3i,-0.2692853440436908
AATSC3m,-5.781597608841133
AATSC3p,-0.03551376965050091
AATSC3s,-0.01374615687157
AATSC3v,-4.226254487707077
AATSC4Z,-1.9185605015397174
AATSC4c,-0.002976554592184557
AATSC4d,-0.10873500292491255
AATSC4i,-0.10742232492991265
AATSC4m,-8.968575495336694
AATSC4p,-0.005036921284387637
AATSC4s,-0.42762957420413816
AATSC4v,-8.116222134829185
AATSC5Z,-1.1576157809342176
