DLiP-ID,C001KN
DLiP-Mol-ID,32511
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H31NO4S/c1-16-10-11-19-18(13-16)22-20(25)14-17(15-21(22)28-23(19,2)3)9-7-5-6-8-12-24-29(4,26)27/h10,14-15,18-19,24-25H,6,8-9,11-13H2,1-4H3/t18-,19-/m1/s1"
Standard Inchi Key(RDKit),DJTGGIYZQHHLGJ-RTBURBONSA-N
Canonical SMILES(RDKit),CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(CC#CCCCNS(C)(=O)=O)cc1OC2(C)C
SMILES(SDF),
MW(SDF),
MW(RDKit),417.571
MW Monoisotopic(RDKit),417.197379472
MolLogP(RDKit),3.8784
XLogP(SDF),
XLogP(CDK),4.065
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),75.63
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.433102883565176
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1760745.633043092
qed,0.43310288356517646
Chi0,21.2338400397525
Chi1,13.566298692132577
TPSA,75.63000000000001
Chi0n,17.709598790422827
Chi0v,18.526095371350554
Chi1n,10.174131957097954
Chi1v,12.06554349515621
Chi2n,8.7359441065686
Chi2v,10.56895029511523
Chi3n,5.8249235151240635
Chi3v,6.553425055346323
Chi4n,4.409396028117647
Chi4v,4.924524407313651
MolMR,115.59630000000004
MolWt,417.57100000000014
fr_SH,0
Kappa1,21.732030719050186
Kappa2,8.411985131955074
Kappa3,5.344886108500345
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,966.5724701036467
MolLogP,3.8784000000000027
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.6984095066641003
SMR_VSA1,18.26118733296969
SMR_VSA2,0.0
SMR_VSA3,4.722094864452088
SMR_VSA4,5.917906046161393
SMR_VSA5,64.394276570847
SMR_VSA6,12.80052558942398
SMR_VSA7,34.90876175722036
SMR_VSA8,0.0
SMR_VSA9,23.339892304279097
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,174.15179617458193
NHOHCount,2
PEOE_VSA1,9.843390348640755
PEOE_VSA2,0.0
PEOE_VSA3,13.139891848781026
PEOE_VSA4,0.0
PEOE_VSA5,5.920434318855644
PEOE_VSA6,17.569558955758794
PEOE_VSA7,57.729862096470114
PEOE_VSA8,36.78566323578438
PEOE_VSA9,6.255769183511404
RingCount,3
SMR_VSA10,10.023291153407584
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,1
ExactMolWt,417.19737947199997
NumHDonors,2
PEOE_VSA10,17.100074477551498
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,9.458957818252138
SlogP_VSA2,31.92590077957731
SlogP_VSA3,16.444112776333593
SlogP_VSA4,17.75877468387268
SlogP_VSA5,63.499307120331295
SlogP_VSA6,23.781858773826368
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,10.023291153407584
EState_VSA2,11.518956857145081
EState_VSA3,37.4746391541359
EState_VSA4,35.97382724604132
EState_VSA5,5.573104530069267
EState_VSA6,0.0
EState_VSA7,12.13273413692322
EState_VSA8,43.410195208069126
EState_VSA9,4.736862953800049
SlogP_VSA10,0.0
