DLiP-ID,C001UU
AATSC6c,-0.00029651211997515494
AATSC6d,-0.33664035467128023
AATSC6i,-0.11390141425090328
AATSC6m,-14.382230212802767
AATSC6p,-0.045651687708687515
AATSC6s,-0.29842563557285656
AATSC6v,-13.650552636612444
AATSC7Z,-3.5374167226152973
AATSC7c,-0.001404465288275666
AATSC7d,-0.11342508908743479
AATSC7i,-0.015274755222287679
AATSC7m,-16.655070860520063
AATSC7p,-0.03250735832000374
AATSC7s,-0.5535632822048923
AATSC7v,-13.910300236223133
AATSC8Z,0.001134494299165538
AATSC8c,0.00022139991375426008
AATSC8d,0.10092744908956836
AATSC8i,-0.259439770664685
AATSC8m,-0.12516593194452366
AATSC8p,-0.0384093971892172
AATSC8s,0.05101088169115287
AATSC8v,-5.645849663866981
ATS0are,222.04450000000003
ATS1are,237.6749
ATS2are,397.5847
ATS3are,474.1396
ATS4are,487.7179
ATS5are,421.47090000000003
ATS6are,416.32300000000004
ATS7are,423.20400000000006
ATS8are,352.20599999999996
ATSC0dv,155.76470588235298
ATSC0pe,4.374188235294115
ATSC0se,2.8366702352941164
ATSC1dv,74.95501730103805
ATSC1pe,0.27255951557093233
ATSC1se,0.018551868512110988
ATSC2dv,99.00346020761245
ATSC2pe,2.070714878892731
ATSC2se,1.2827795847750871
ATSC3dv,51.55709342560553
ATSC3pe,1.8052955017301002
ATSC3se,0.6685055017301047
ATSC4dv,-75.0968858131488
ATSC4pe,-0.9799989619377206
ATSC4se,-0.21944407958477025
ATSC5dv,-99.26989619377164
ATSC5pe,-0.541219377162632
ATSC5se,-0.01948202422145108
ATSC6dv,-176.91003460207608
ATSC6pe,-3.2670837370242216
ATSC6se,-1.789432207612455
ATSC7dv,-124.41868512110727
ATSC7pe,-3.899129757785465
ATSC7se,-2.045157581314878
ATSC8dv,52.36332179930797
ATSC8pe,0.5052505190311475
ATSC8se,0.23312081314878422
AXp-0dv,0.5545915564553426
AXp-1dv,0.28384062685608696
AXp-2dv,0.13781694983834564
AXp-3dv,0.06992696992469735
AXp-4dv,0.03429401891083277
AXp-5dv,0.017340133054895138
AXp-6dv,0.008739734730253145
AXp-7dv,0.00457600915426218
BertzCT,882.2229099916078
ECIndex,343
ETA_eta,13.566389232456304
GATS1dv,0.303074647532729
GATS1pe,0.5844389166213924
GATS1se,0.6405255749246243
GATS2dv,0.5472998489425981
GATS2pe,0.5833408081096056
GATS2se,0.5656495351612953
GATS3dv,0.806237411883182
GATS3pe,0.734092874823609
GATS3se,0.8122245657367048
GATS4dv,1.317398727713714
GATS4pe,1.3388877817016949
GATS4se,1.3609937463541415
GATS5dv,1.3115019421665943
GATS5pe,1.0238993684110225
GATS5se,0.9616052364641983
GATS6dv,1.5310051217900298
GATS6pe,1.3673258449971224
GATS6se,1.3593447793201783
GATS7dv,1.3660098300040577
GATS7pe,1.5035929305453068
GATS7se,1.4694264482330752
GATS8dv,0.738029939081769
GATS8pe,0.7610176442271188
GATS8se,0.6930304047511687
LogEE_A,3.9836985443644113
LogEE_D,84.91751666708623
MATS1dv,0.45447297750923116
MATS1pe,0.05884916387100284
MATS1se,0.006176681706716035
MATS2dv,0.3601711983887209
MATS2pe,0.26825665355947265
MATS2se,0.2562541187651235
MATS3dv,0.15630245048674046
MATS3pe,0.19489345399362962
MATS3se,0.11128651813912394
MATS4dv,-0.23087315433385808
MATS4pe,-0.10728739878202476
MATS4se,-0.03704551059846779
MATS5dv,-0.3439433175082722
MATS5pe,-0.0667750522567285
MATS5se,-0.0037064965039545145
MATS6dv,-0.6033681080060419
MATS6pe,-0.3967909339817004
MATS6se,-0.3351238534765925
MATS7dv,-0.4053411191775262
MATS7pe,-0.45234972884671604
MATS7se,-0.36586598884647736
MATS8dv,0.18737308701896882
MATS8pe,0.06438109844522377
MATS8se,0.04580588512499961
MAXaaCH,1.8915799440758856
MAXaasC,0.8007898715041573
MAXaasN,1.5212962962962961
MAXsCH3,1.8659183673469388
MDEC-11,0.14285714285714285
MDEC-12,1.984501268804217
MDEC-13,3.170577944207847
MDEC-22,6.0105062942569765
MDEC-23,8.96876941421128
MDEC-33,6.163605629150888
MDEN-22,1.1447142425533319
MDEN-23,2.525064635825322
MDEN-33,0.25
MDEO-11,0.25
MINaaCH,1.8621420697908793
MINaasC,0.14611394557823143
MINaasN,0.9485185185185183
MINsCH3,1.3865986394557823
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.2142857142857144
SM1_Dzi,1.472516299044842
SM1_Dzm,1.2110320506083252
SM1_Dzp,-4.755497619587395
SM1_Dzv,-2.3946120973331952
SddssSe,0
SpAD_Dt,382.49605941177583
SpAbs_A,27.546604889849537
SpAbs_D,169.83503333417252
SpMAD_A,1.311743089992835
SpMAD_D,8.087382539722501
SpMax_A,2.490167644649594
SpMax_D,84.91751666708623
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,82.67
TpiPC10,9.22255762399513
VAdjMat,5.523561956057013
VE1_DzZ,4.5057249646395725
VE1_Dzi,4.5028248074377
VE1_Dzm,4.505735685094807
VE1_Dzp,4.511778383192412
VE1_Dzv,4.5130075797296705
VE2_DzZ,0.21455833164950344
VE2_Dzi,0.21442022892560478
VE2_Dzm,0.21455884214737178
VE2_Dzp,0.21484658967582912
VE2_Dzv,0.21490512284427002
VE3_DzZ,2.247286147291024
VE3_Dzi,2.246642279548615
VE3_Dzm,2.247288526584604
VE3_Dzp,2.2486287405185825
VE3_Dzv,2.24890114510522
VR1_DzZ,114.80717988046815
VR1_Dzi,115.09415984040008
VR1_Dzm,114.80689572315322
VR1_Dzp,114.82596603967208
VR1_Dzv,114.48837932680813
VR2_DzZ,5.467008565736579
VR2_Dzi,5.480674278114289
VR2_Dzm,5.466995034435867
VR2_Dzp,5.467903144746289
VR2_Dzv,5.451827586990864
VR3_DzZ,5.485191369171931
VR3_Dzi,5.487687919295013
VR3_Dzm,5.485188894085731
VR3_Dzp,5.485354988053435
VR3_Dzv,5.482410671977591
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.05575535484247815
Xch-7dv,0.07401008866450502
Xpc-4dv,1.0952877630938533
Xpc-5dv,1.3275243688939407
Xpc-6dv,1.6990782491577894
Zagreb1,112.0
Zagreb2,135.0
fragCpx,109.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,2
nBondsM,18
nBondsO,23
nBondsS,18
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,2
AATS0are,6.530720588235295
AATS1are,6.602080555555556
AATS2are,6.626411666666667
AATS3are,6.585272222222222
AATS4are,6.869266197183099
AATS5are,6.690014285714287
AATS6are,6.505046875000001
AATS7are,6.316477611940299
AATS8are,5.773868852459016
AATSC0dv,4.5813148788927345
AATSC0pe,0.12865259515570926
AATSC0se,0.08343147750865049
AATSC1dv,2.082083813917724
AATSC1pe,0.00757109765474812
AATSC1se,0.0005153296808919718
AATSC2dv,1.650057670126874
AATSC2pe,0.03451191464821219
AATSC2se,0.021379659746251452
AATSC3dv,0.716070742022299
AATSC3pe,0.02507354863514028
AATSC3se,0.009284798635140343
AATSC4dv,-1.0577026170866028
AATSC4pe,-0.013802802280812966
AATSC4se,-0.003090761684292539
AATSC5dv,-1.5757126379963753
AATSC5pe,-0.008590783764486222
AATSC5se,-0.0003092384797055727
AATSC6dv,-2.7642192906574388
AATSC6pe,-0.05104818339100346
AATSC6se,-0.027959878243944608
AATSC7dv,-1.856995300315034
AATSC7pe,-0.05819596653411142
AATSC7se,-0.030524740019625046
AATSC8dv,0.858415111464065
AATSC8pe,0.008282795393953237
AATSC8se,0.003821652674570233
AETA_eta,0.6460185348788716
ATSC0are,4.767955882352939
ATSC1are,0.21497612456747417
ATSC2are,2.2816160899653974
ATSC3are,1.72241401384083
ATSC4are,-0.8981843425605506
ATSC5are,-0.441738840830448
ATSC6are,-3.420814013840827
ATSC7are,-3.9622954152249106
ATSC8are,0.5299762110726618
BCUTZ-1h,8.023855112232253
BCUTZ-1l,5.694142402315866
BCUTc-1h,0.5136752404207985
BCUTc-1l,-0.4230620450636686
BCUTd-1h,3.2790236087895726
BCUTd-1l,0.9772142372278111
BCUTi-1h,14.692848972032872
BCUTi-1l,10.955046517880284
BCUTm-1h,16.01126212705315
BCUTm-1l,11.705571620285925
BCUTp-1h,1.9829282606296674
BCUTp-1l,0.743842707743524
BCUTs-1h,7.009374686256375
BCUTs-1l,1.4391244601784359
BCUTv-1h,20.889695338292267
BCUTv-1l,14.701775877473896
BalabanJ,1.7403904551383977
Diameter,10
ETA_beta,30.5
GATS1are,0.6170446495857248
GATS2are,0.5919418236326456
GATS3are,0.7686911345450582
GATS4are,1.3577308313999525
GATS5are,1.0269420285193476
GATS6are,1.3667811751089536
GATS7are,1.47594696210301
GATS8are,0.7186366554972293
HybRatio,0.21428571428571427
Lipinski,True
LogEE_Dt,191.24802970588792
MATS1are,0.04258281988040398
MATS2are,0.27116773229782576
MATS3are,0.17058928255041403
MATS4are,-0.09020982080080892
MATS5are,-0.050000198277453424
MATS6are,-0.38115022237917945
MATS7are,-0.4217146982892219
MATS8are,0.06195455326186357
MAXssCH2,0.4845845143612999
MINssCH2,0.4845845143612999
NsssssAs,0
RotRatio,0.08695652173913043
SM1_Dzpe,1.3233629130966955
SM1_Dzse,1.1983045659983018
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,24.315541433131994
SMR_VSA4,7.04767198267719
SMR_VSA5,13.4684936056032
SMR_VSA6,0.0
SMR_VSA7,51.169920003707176
SMR_VSA8,0.0
SMR_VSA9,22.90618848254531
SpAD_DzZ,112.84210997457235
SpAD_Dzi,107.34599737610782
SpAD_Dzm,112.87043713946892
SpAD_Dzp,165.30411967934327
SpAD_Dzv,148.59821129078273
SpAbs_Dt,382.49605941177583
SpDiam_A,4.980335289299188
SpDiam_D,121.93708101135056
SpMAD_Dt,18.21409806722742
SpMax_Dt,191.24802970588792
SsssssAs,0
VE1_Dzpe,4.505152109897125
VE1_Dzse,4.505803541462369
VE2_Dzpe,0.21453105285224405
VE2_Dzse,0.21456207340296998
VE3_Dzpe,2.247158999902711
VE3_Dzse,2.2473035864685724
VMcGowan,202.77999999999977
VR1_Dzpe,114.84582387720282
VR1_Dzse,114.80206104891529
VR2_Dzpe,5.468848756057277
VR2_Dzse,5.466764811853109
VR3_Dzpe,5.485527911664013
VR3_Dzse,5.485146781841447
mZagreb1,7.1388888888888875
mZagreb2,4.666666666666667
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,2
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,28
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.14023399653979232
AATSC1are,0.0059715590157631716
AATSC2are,0.038026934832756626
AATSC3are,0.023922416858900414
AATSC4are,-0.012650483698035923
AATSC5are,-0.007011727632229334
AATSC6are,-0.053450218966262925
AATSC7are,-0.059138737540670304
AATSC8are,0.008688134607748555
AETA_beta,1.4523809523809523
BCUTdv-1h,6.023845324491086
BCUTdv-1l,0.9879322391487309
BCUTpe-1h,3.4974284621315808
BCUTpe-1l,2.2432843762325163
BCUTse-1h,3.7091792110629958
BCUTse-1l,2.4391295855480126
ETA_alpha,9.666666666666668
ETA_dBeta,1.5
ETA_eta_B,0.300821359442903
ETA_eta_F,21.797267110649052
ETA_eta_L,4.132595153227876
ETA_eta_R,35.363656343105355
ETA_psi_1,0.530164533820841
LabuteASA,119.42912340136587
LogEE_DzZ,56.47887811653788
LogEE_Dzi,53.73682577812217
LogEE_Dzm,56.49288676262058
LogEE_Dzp,81.91693600243164
LogEE_Dzv,73.95338377255555
PEOE_VSA1,0.0
PEOE_VSA2,9.361636831863176
PEOE_VSA3,14.460318640164214
PEOE_VSA4,10.082660329248245
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,6.923737199690624
PEOE_VSA8,19.15587988028676
PEOE_VSA9,0.0
SM1_Dzare,1.4997673336435549
SpAD_Dzpe,111.50400577532346
SpAD_Dzse,113.03311294538905
SpAbs_DzZ,111.78566970703329
SpAbs_Dzi,106.15396037211912
SpAbs_Dzm,111.81657838734142
SpAbs_Dzp,168.58936962445074
SpAbs_Dzv,150.30137964244437
SpDiam_Dt,253.349990238484
SpMAD_DzZ,5.373433808312969
SpMAD_Dzi,5.111714160767039
SpMAD_Dzm,5.374782720927091
SpMAD_Dzp,7.871624746635394
SpMAD_Dzv,7.076105299561083
SpMax_DzZ,56.47887811653788
SpMax_Dzi,53.73682577812217
SpMax_Dzm,56.49288676262058
SpMax_Dzp,81.91693600243164
SpMax_Dzv,73.95338377255555
VE1_Dzare,4.504340483763415
VE2_Dzare,0.21449240398873406
VE3_Dzare,2.2469788285717582
VR1_Dzare,114.88748891732531
VR2_Dzare,5.4708328055869195
VR3_Dzare,5.485890636948148
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46031746031746035
AETA_dBeta,0.07142857142857142
AETA_eta_B,0.014324826640138238
AETA_eta_F,1.0379651005070978
AETA_eta_L,0.19679024539180362
AETA_eta_R,1.6839836353859692
BCUTare-1h,3.550461932024129
BCUTare-1l,2.193518558158511
ETA_beta_s,14.5
ETA_dPsi_A,0.1838354661791589
ETA_dPsi_B,0.0
ETA_eta_BR,0.558821359442903
ETA_eta_FL,5.980797049702317
ETA_eta_RL,10.113392202930193
LogEE_Dzpe,55.81502016923777
LogEE_Dzse,56.57361859488492
PEOE_VSA10,0.0
PEOE_VSA11,17.342736990848316
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052007
SlogP_VSA1,11.24901029325548
SlogP_VSA2,24.315541433131994
SlogP_VSA3,13.592428388589765
SlogP_VSA4,0.0
SlogP_VSA5,6.923737199690624
SlogP_VSA6,39.920909710451696
SlogP_VSA7,0.0
SlogP_VSA8,22.90618848254531
SlogP_VSA9,0.0
SpAD_Dzare,109.66732815557016
SpAbs_Dzpe,110.3689801258453
SpAbs_Dzse,111.98852867975481
SpDiam_DzZ,81.05437689706045
SpDiam_Dzi,77.1244382419709
SpDiam_Dzm,81.07380056983457
SpDiam_Dzp,116.38787176185093
SpDiam_Dzv,105.42983237920134
SpMAD_Dzpe,5.309714560729689
SpMAD_Dzse,5.382529187875669
SpMax_Dzpe,55.81502016923777
SpMax_Dzse,56.57361859488492
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6904761904761905
AETA_eta_BR,0.026610540925852525
AETA_eta_FL,0.28479985950963416
AETA_eta_RL,0.4815901049014378
DetourIndex,1986
EState_VSA1,11.24901029325548
EState_VSA2,11.518332492848387
EState_VSA3,12.369160903912501
EState_VSA4,10.13055113948835
EState_VSA5,11.729474917822374
EState_VSA6,0.0
EState_VSA7,37.255572541998674
EState_VSA8,15.066638850195453
EState_VSA9,0.0
ETA_beta_ns,16.0
ETA_shape_p,0.17241379310344823
ETA_shape_x,0.0
ETA_shape_y,0.393103448275862
GhoseFilter,True
LogEE_Dzare,54.90508156986334
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,108.40392357747635
SpDiam_Dzpe,80.11730538625832
SpDiam_Dzse,81.18814396816815
SpMAD_Dzare,5.222253721693817
SpMax_Dzare,54.90508156986334
TopoPSA(NO),82.67
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.4698148148148142
VSA_EState9,50.03018518518519
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7619047619047619
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.039682539682539625
FilterItLogS,-3.310612384694112
SpDiam_Dzare,78.84751645938812
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.650980392156863
ETA_epsilon_2,0.8682539682539682
ETA_epsilon_3,0.4423728813559325
ETA_epsilon_4,0.5983333333333336
ETA_epsilon_5,0.8682539682539682
AETA_beta_ns_d,0.047619047619047616
ETA_dEpsilon_A,0.20860751080093048
ETA_dEpsilon_B,0.05264705882352938
ETA_dEpsilon_C,-0.1559604519774011
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7619047619047619
MDEDescriptor,"0.14285714285714285,1.984501268804217,3.170577944207847,0.0,6.0105062942569765,8.96876941421128,0.0,6.163605629150888,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.1447142425533319,2.525064635825322,0.25"
APolDescriptor,40.412309
BCUTDescriptor,"11.899999999999995,15.995926739210837,-0.2724277030429271,0.330446328748898,4.777494888207356,10.364468851264208"
BPolDescriptor,22.727690999999997
TPSADescriptor,82.67
ALOGPDescriptor,"2.433800000000001,5.9233824400000055,70.56960000000001"
XLogPDescriptor,3.5180000000000002
VAdjMaDescriptor,5.523561956057013
WeightDescriptor,283.10692476
ChiPathDescriptor,"14.982763184195939,10.113392202930195,9.056831096805002,8.222939804855468,6.51761338710465,5.537148128137824,3.8943500592490445,2.8019640172905804,11.646422685562195,6.528334417689999,4.547959344665408,3.21664061653608,2.057641134649968,1.4045507774465065,0.7778363909925303,0.45302490627195596"
ChiChainDescriptor,"0.0,0.0,0.0,0.20297854933417278,0.39598993362755575,0.0,0.0,0.0,0.05575535484247815,0.07401008866450502"
AtomCountDescriptor,34
BondCountDescriptor,23
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.3927679668311752,0.0,0.53269156536377,0.0,0.5082174852696224,0.0,0.09709878986917916,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,6,1,2,0,0,0"
ZagrebIndexDescriptor,112.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.23
WeightedPathDescriptor,"42.85474238427305,2.040702018298717,21.13321372108321,5.0883026920809815,16.044911029002222"
FractionalPSADescriptor,0.29200981244129703
WienerNumbersDescriptor,"862.0,37.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.981061717987912,6.130931041595851,9.375891484244637,1.095287763093853,1.3275243688939418,1.5791128010818312"
FractionalCSP3Descriptor,0.21428571428571427
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,18
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.879017013232515,6.629935720844812,3.062381852551985"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,876.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.21428571428571427
AutocorrelationDescriptorMass,"24.348839577464293,25.68598358734607,37.900418937146746,43.14629979631369,37.785565146808636"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.5760986565347166,-0.38602809334222227,0.20566423394102318,-0.14623577267735602,-0.05513727048404264"
EccentricConnectivityIndexDescriptor,343
AutocorrelationDescriptorPolarizability,"1390.5773373459365,1654.8007355802854,2371.833796804759,2530.640864927141,2122.397319844226"
