DLiP-ID,C100EA
MPC4,83
MPC5,114
MPC6,130
MPC7,154
MPC8,173
MPC9,170
Mare,0.9949433962264153
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,2
NsLi,0
NsOH,2
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.17309084527464205
RPCG,0.11009640613366135
SIC0,0.2892838312036955
SIC1,0.6438968534771529
SIC2,0.8525761929897722
SIC3,0.9448089484868525
SIC4,0.9645731103790841
SIC5,0.9645731103790841
SaaN,0
SaaO,0
SaaS,0
Sare,52.732000000000006
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,12.246683663491922
SsLi,0
SsOH,19.28197496116598
SsSH,0
SssO,6.071964364449483
SssS,0
StCH,0
StsC,0
TIC0,87.82072301808093
TIC1,195.47406775601533
TIC2,258.8248965896861
TIC3,286.8248965896861
TIC4,292.8248965896861
TIC5,292.8248965896861
Vabc,394.47711686242764
WPol,51
apol,61.546238999999986
bpol,29.275760999999996
nRot,7
ABCGG,19.287983916140778
ATS0Z,1762.0
ATS0d,177.0
ATS0i,8517.397177994028
ATS0m,7186.621188000002
ATS0p,85.51271681152699
ATS0s,279.39948178631306
ATS0v,12365.507935266302
ATS1Z,1516.0
ATS1d,227.0
ATS1i,7951.697290611199
ATS1m,5825.327438
ATS1p,103.84910648200002
ATS1s,175.7633744855967
ATS1v,15170.751113337472
ATS2Z,2344.0
ATS2d,364.0
ATS2i,14526.451160019291
ATS2m,8883.614133000001
ATS2p,158.20084606309402
ATS2s,308.87654320987644
ATS2v,22495.37708643167
ATS3Z,2797.0
ATS3d,451.0
ATS3i,21341.14023961939
ATS3m,10306.856403000002
ATS3p,194.54659176213102
ATS3s,398.0329218106995
ATS3v,27033.94404418045
ATS4Z,3000.0
ATS4d,485.0
ATS4i,23665.661096029195
ATS4m,11017.472911
ATS4p,210.756667601829
ATS4s,473.9876543209877
ATS4v,29604.199400479843
ATS5Z,3420.0
ATS5d,532.0
ATS5i,27410.715929377257
ATS5m,12588.965794999996
ATS5p,240.56919903977197
ATS5s,633.1008230452675
ATS5v,33811.110429869426
ATS6Z,3569.0
ATS6d,535.0
ATS6i,30319.484898161503
ATS6m,12950.067003999999
ATS6p,268.498611678923
ATS6s,600.2942386831276
ATS6v,36556.25268769388
ATS7Z,3610.0
ATS7d,474.0
ATS7i,32657.887044013587
ATS7m,13091.010133
ATS7p,266.504474554809
ATS7s,624.9526748971193
ATS7v,35007.55820018833
ATS8Z,3274.0
ATS8d,353.0
ATS8i,30303.171163981442
ATS8m,11868.860933000002
ATS8p,215.30058745445
ATS8s,632.2345679012345
ATS8v,27302.827295515523
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,10
C2SP3,6
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.36363636363636365
GGI10,0.07009488827670646
JGI10,0.014018977655341292
JGT10,0.47589275148292953
Kier1,24.638671875
Kier2,11.227654320987654
Kier3,5.88
MAXdO,13.28906947243918
MID_C,45.585322158003855
MID_N,2.2636514482998917
MID_O,9.027826385501658
MID_X,3.5312461935237014
MID_h,14.822724027325249
MINdO,11.379076872535567
MPC10,147
MWC01,32.0
MWC02,5.043425116919247
MWC03,5.8998973535824915
MWC04,6.799055862058796
MWC05,7.68937110752969
MWC06,8.600982717145921
MWC07,9.507254695741542
MWC08,10.425164091606355
MWC09,11.339488324609803
MWC10,12.260584504776437
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,4.248800000000003
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.501258210544727
SRW05,0.0
SRW06,7.0326242610280065
SRW07,0.0
SRW08,8.666474894131992
SRW09,0.0
SRW10,10.3610706149064
SaaCH,14.106058782859979
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.5190147237856495
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.6003129493473391
SdssS,0
SsCH3,1.8642314919795078
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.561424792139078
SsssP,0
VE1_A,4.482044206532325
VE1_D,5.379317718334445
VE2_A,0.1494014735510775
VE2_D,0.17931059061114815
VE3_A,2.59869152712456
VE3_D,2.7811738366462517
VR1_A,273.086289357685
VR1_D,194.01571848030673
VR2_A,9.102876311922834
VR2_D,6.467190616010225
VR3_A,6.7084001121441466
VR3_D,6.366551467543609
WPath,2169
Xc-3d,2.2030203017602075
Xc-4d,0.0
Xc-5d,0.4219255258296728
Xc-6d,0.0
Xp-0d,21.836134335324452
Xp-1d,14.349774308148644
Xp-2d,12.931388368278938
Xp-3d,10.418979565551233
Xp-4d,8.875782826219163
Xp-5d,7.663803309443635
Xp-6d,5.378470768245418
Xp-7d,4.053158418629325
ZMIC0,101.19980625030188
ZMIC1,53.761741962514435
ZMIC2,33.800630724703254
ZMIC3,28.979633726388386
ZMIC4,26.306785098588364
ZMIC5,26.306785098588364
nAcid,1
nAtom,53
nBase,0
nRing,3
piPC1,3.713572066704308
piPC2,4.23410650459726
piPC3,4.686750172980514
piPC4,5.181783550292085
piPC5,5.70169696816518
piPC6,5.825446857020557
piPC7,6.149002341324198
piPC8,6.517855893978063
piPC9,6.779424624756786
AATS0Z,33.24528301886792
AATS0d,3.339622641509434
AATS0i,160.70560713196278
AATS0m,135.5966261886793
AATS0p,1.6134474870099431
AATS0s,5.271688335590812
AATS0v,233.31147047672266
AATS1Z,27.563636363636363
AATS1d,4.127272727272727
AATS1i,144.57631437474907
AATS1m,105.91504432727274
AATS1p,1.8881655724000004
AATS1s,3.19569771791994
AATS1v,275.83183842431765
AATS2Z,24.416666666666668
AATS2d,3.7916666666666665
AATS2i,151.3171995835343
AATS2m,92.53764721875001
AATS2p,1.647925479823896
AATS2s,3.2174639917695464
AATS2v,234.3268446503299
AATS3Z,20.71851851851852
AATS3d,3.3407407407407406
AATS3i,158.082520293477
AATS3m,76.34708446666667
AATS3p,1.4410858649046743
AATS3s,2.948392013412589
AATS3v,200.25143736429965
AATS4Z,20.0
AATS4d,3.2333333333333334
AATS4i,157.77107397352796
AATS4m,73.44981940666668
AATS4p,1.40504445067886
AATS4s,3.1599176954732515
AATS4v,197.3613293365323
AATS5Z,19.655172413793103
AATS5d,3.057471264367816
AATS5i,157.5328501688348
AATS5m,72.35037813218389
AATS5p,1.3825816036768503
AATS5s,3.638510477271652
AATS5v,194.31672660844498
AATS6Z,18.396907216494846
AATS6d,2.7577319587628866
AATS6i,156.28600462969848
AATS6m,66.75292270103093
AATS6p,1.3840134622624898
AATS6s,3.0943001993975647
AATS6v,188.43429220460763
AATS7Z,17.524271844660195
AATS7d,2.3009708737864076
AATS7i,158.53343225249313
AATS7m,63.548592878640775
AATS7p,1.2937110415281992
AATS7s,3.033750849015142
AATS7v,169.9396029135356
AATS8Z,17.697297297297297
AATS8d,1.9081081081081082
AATS8i,163.8009252107105
AATS8m,64.15600504324325
AATS8p,1.1637869592132433
AATS8s,3.417484150817484
AATS8v,147.58285024602986
AMID_C,1.5195107386001285
AMID_N,0.07545504827666306
AMID_O,0.30092754618338863
AMID_X,0.11770820645079004
AMID_h,0.4940908009108416
ATS0dv,401.2098765432099
ATS0pe,342.7557999999999
ATS0se,421.5274899999999
ATS1dv,375.22222222222223
ATS1pe,361.5025
ATS1se,432.3636199999999
ATS2dv,534.3333333333334
ATS2pe,624.0021999999999
ATS2se,755.7108999999999
ATS3dv,630.1111111111112
ATS3pe,868.0593000000001
ATS3se,1066.0881160000001
ATS4dv,710.7777777777778
ATS4pe,963.1586999999998
ATS4se,1182.6170299999999
ATS5dv,792.3333333333334
ATS5pe,1113.0119
ATS5se,1369.182242
ATS6dv,684.5555555555555
ATS6pe,1217.6283999999998
ATS6se,1505.2080459999997
ATS7dv,571.8888888888889
ATS7pe,1266.8229
ATS7se,1582.1971660000002
ATS8dv,425.3333333333333
ATS8pe,1144.0065000000002
ATS8se,1442.3514440000004
ATSC0Z,711.1320754716982
ATSC0c,1.2077300277317626
ATSC0d,34.188679245283026
ATSC0i,71.57762323819294
ATSC0m,3326.2321392452836
ATSC0p,14.042159546524713
ATSC0s,109.0279352261649
ATSC0v,2718.9633698786415
ATSC1Z,-2.835172659309345
ATSC1c,-0.6698291866644653
ATSC1d,10.785332858668559
ATSC1i,-3.826555911637545
ATSC1m,-8.116507782840511
ATSC1p,0.3544601223019711
ATSC1s,-9.64981197078717
ATSC1v,81.19326710207139
ATSC2Z,21.723033107867586
ATSC2c,0.005940817942785629
ATSC2d,3.828052687789244
ATSC2i,-13.059841300340409
ATSC2m,100.13914432929909
ATSC2p,-0.23684841835543252
ATSC2s,12.27545941911949
ATSC2v,-176.05965340513123
ATSC3Z,-110.11000355998576
ATSC3c,0.11012793189759879
ATSC3d,5.500533997864005
ATSC3i,10.692665487197683
ATSC3m,-503.5845713794944
ATSC3p,1.0371375094145312
ATSC3s,-14.735344955891936
ATSC3v,64.17616367839247
ATSC4Z,-90.6002135991456
ATSC4c,-0.2899994834839171
ATSC4d,-7.081167675329304
ATSC4i,1.2764038773059752
ATSC4m,-418.8760074677823
ATSC4p,-0.49989911170425616
ATSC4s,-5.862417293815042
ATSC4v,-89.18264780640729
ATSC5Z,30.47205411178356
ATSC5c,0.42169509259276666
ATSC5d,-15.242079031683875
ATSC5i,17.764608000030165
ATSC5m,136.05470389284443
ATSC5p,1.393581493048815
ATSC5s,53.22213380587112
ATSC5v,204.8647112714311
ATSC6Z,-118.61552153791385
ATSC6c,-0.13801703156533135
ATSC6d,-22.369882520469922
ATSC6i,-10.531038930336782
ATSC6m,-566.2090839544322
ATSC6p,-2.819081118413285
ATSC6s,-27.09616977871061
ATSC6v,-865.3700203072777
ATSC7Z,84.61872552509791
ATSC7c,-0.198582751858481
ATSC7d,-16.563545745817013
ATSC7i,-36.517401993596025
ATSC7m,389.4782207636166
ATSC7p,-2.754521503892634
ATSC7s,-24.910818938342892
ATSC7v,-662.2082519319232
ATSC8Z,164.91634033463865
ATSC8c,0.3114185855100478
ATSC8d,-2.092559629761472
ATSC8i,-25.196888163165127
ATSC8m,773.4663618985397
ATSC8p,-0.1235935909616131
ATSC8s,11.528033409280777
ATSC8v,-6.377588788489888
AXp-0d,0.727871144510815
AXp-1d,0.44843044712964514
AXp-2d,0.28736418596175417
AXp-3d,0.1736496594258539
AXp-4d,0.10693714248456823
AXp-5d,0.06722634481968101
AXp-6d,0.04137285206342629
AXp-7d,0.026319210510580032
GATS1Z,0.592959791601341
GATS1c,1.4937594543271382
GATS1d,0.9125827814569534
GATS1i,1.2293635127106908
GATS1m,0.5966232812972005
GATS1p,0.9152435948249883
GATS1s,0.7415988267429968
GATS1v,0.901077485445765
GATS2Z,0.6721969797470594
GATS2c,0.9549113124661387
GATS2d,1.1961805555555554
GATS2i,1.2316999534287687
GATS2m,0.6763937180527992
GATS2p,0.9350433581288711
GATS2s,0.5858721396434993
GATS2v,0.9691066700418137
GATS3Z,0.9170146320371845
GATS3c,0.9787180465413464
GATS3d,1.132278636252146
GATS3i,1.0100178833189664
GATS3m,0.9170707902666938
GATS3p,0.9070462405822878
GATS3s,0.8546758691787084
GATS3v,0.9343615023001031
GATS4Z,0.798013973644645
GATS4c,1.1386189563971896
GATS4d,1.2776158940397349
GATS4i,1.061149178606077
GATS4m,0.8004211163217523
GATS4p,0.9207690501723873
GATS4s,0.9412994575868171
GATS4v,0.9467028040282663
GATS5Z,0.6883633269594972
GATS5c,0.9012491095279039
GATS5d,1.2805879069295372
GATS5i,0.9627208048457337
GATS5m,0.6927338919212329
GATS5p,0.873682460888275
GATS5s,0.8621614998560345
GATS5v,0.9190226515506933
GATS6Z,0.7809821304018403
GATS6c,0.8990167273675365
GATS6d,1.1289683894312827
GATS6i,1.0563126993175003
GATS6m,0.7860659178430348
GATS6p,0.9859457095571393
GATS6s,0.981444360498726
GATS6v,1.0554814462125255
GATS7Z,0.8347008168322569
GATS7c,0.8651409893058879
GATS7d,0.9118444458732503
GATS7i,1.0888517565887053
GATS7m,0.8383097206348809
GATS7p,1.0172766078404492
GATS7s,0.9940955588220133
GATS7v,1.066470091750959
GATS8Z,1.1011905086301477
GATS8c,0.8895483948402807
GATS8d,0.7810393174631584
GATS8i,0.9785278963897172
GATS8m,1.098844451118152
GATS8p,1.0253915961993603
GATS8s,1.1771208664079642
GATS8v,1.020758453856947
MATS1Z,-0.0038418678694613715
MATS1c,-0.5344503712531754
MATS1d,0.3039935781657634
MATS1i,-0.05151621773848001
MATS1m,-0.0023514179762141696
MATS1p,0.024324653353885818
MATS1s,-0.08528923984494953
MATS1v,0.028775961283173987
MATS2Z,0.016864552931812164
MATS2c,0.0027156951448324977
MATS2d,0.06181590323767466
MATS2i,-0.10073149109607532
MATS2m,0.0166209543664055
MATS2p,-0.009311962584327479
MATS2s,0.062159083727003996
MATS2v,-0.0357487715333784
MATS3Z,-0.06078810569656947
MATS3c,0.03579890315531791
MATS3d,0.0631632736489248
MATS3i,0.05864767612323216
MATS3m,-0.059437695323443
MATS3p,0.028996430523882354
MATS3s,-0.053059679310440575
MATS3v,0.009266431008326248
MATS4Z,-0.04501565401963385
MATS4c,-0.08484220960934426
MATS4d,-0.07318248712288453
MATS4i,0.006300796481426968
MATS4m,-0.044495648462326315
MATS4p,-0.012578622175856955
MATS4s,-0.01899868542422465
MATS4v,-0.011589417707505581
MATS5Z,0.013052030631009782
MATS5c,0.10635436135589647
MATS5d,-0.13579647814062062
MATS5i,0.07559707229483142
MATS5m,0.012459127415481375
MATS5p,0.030229091026964406
MATS5s,0.14868977912777165
MATS5v,0.02295040852378379
MATS6Z,-0.04556856942009284
MATS6c,-0.031220291799869664
MATS6d,-0.1787538972713411
MATS6i,-0.0401946345609894
MATS6m,-0.04650486808435097
MATS6p,-0.05484635991508438
MATS6s,-0.06789601060870731
MATS6v,-0.08695060905595586
MATS7Z,0.030614337196392647
MATS7c,-0.04230389052441331
MATS7d,-0.12464637047514943
MATS7i,-0.13125965191256228
MATS7m,0.030125847342546457
MATS7p,-0.05046855998479558
MATS7s,-0.0587839637573596
MATS7v,-0.06266136926208844
MATS8Z,0.06643815479050288
MATS8c,0.0738718209705557
MATS8d,-0.01753475329634262
MATS8i,-0.10084950622398395
MATS8m,0.06661821880119158
MATS8p,-0.002521541897421582
MATS8s,0.03029155583541773
MATS8v,-0.0006719814707734098
MAXsCl,6.193799524439404
MAXsOH,9.980697226421434
MAXssO,6.071964364449483
MINsCl,6.0528841390525185
MINsOH,9.301277734744545
MINssO,6.071964364449483
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,4
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,37.8526081728476
SpAD_D,300.7257959017791
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.23177203185800965
SssNH2,0
SsssAs,0
SsssCH,-2.9318585880854426
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1138
TMWC10,139.5652237739703
TSRW10,65.73581525050676
VE1_Dt,5.405206200243967
VE2_Dt,0.18017354000813224
VE3_Dt,2.785974888937969
VR1_Dt,188.72983715586776
VR2_Dt,6.290994571862258
VR3_Dt,6.338928848075989
Xc-3dv,1.117214271296243
Xc-4dv,0.0
Xc-5dv,0.15430727429758354
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.21202758782931808
Xch-7d,0.41889506778107355
Xp-0dv,17.883696069781983
Xp-1dv,10.420883561674717
Xp-2dv,8.057607335008635
Xp-3dv,5.738462233396787
Xp-4dv,4.138160122474558
Xp-5dv,3.063919136084107
Xp-6dv,1.966779114911945
Xp-7dv,1.257307671826768
Xpc-4d,4.663559777887024
Xpc-5d,7.890424002130782
Xpc-6d,13.776272485313251
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,55
nFRing,0
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,6.914668825251205
AATS0dv,7.569997670626601
AATS0pe,6.467090566037734
AATS0se,7.953348867924526
AATS1dv,6.822222222222222
AATS1pe,6.572772727272727
AATS1se,7.861156727272726
AATS2dv,5.565972222222222
AATS2pe,6.500022916666666
AATS2se,7.871988541666666
AATS3dv,4.667489711934157
AATS3pe,6.43006888888889
AATS3se,7.896949007407408
AATS4dv,4.738518518518519
AATS4pe,6.421057999999999
AATS4se,7.884113533333332
AATS5dv,4.5536398467432955
AATS5pe,6.396620114942529
AATS5se,7.8688634597701155
AATS6dv,3.5286368843069873
AATS6pe,6.2764350515463905
AATS6se,7.758804360824741
AATS7dv,2.7761596548004315
AATS7pe,6.149625728155339
AATS7se,7.680568766990292
AATS8dv,2.299099099099099
AATS8pe,6.18381891891892
AATS8se,7.796494291891894
AATSC0Z,13.417586329654682
AATSC0c,0.02278735901380684
AATSC0d,0.6450694197223212
AATSC0i,1.3505211931734518
AATSC0m,62.759096966892145
AATSC0p,0.2649464065382021
AATSC0s,2.057130853323866
AATSC0v,51.30119565808758
AATSC1Z,-0.05154859380562445
AATSC1c,-0.01217871248480846
AATSC1d,0.19609696106670108
AATSC1i,-0.06957374384795537
AATSC1m,-0.14757286877891837
AATSC1p,0.006444729496399474
AATSC1s,-0.1754511267415849
AATSC1v,1.4762412200376616
AATSC2Z,0.22628159487362068
AATSC2c,6.18835202373503e-05
AATSC2d,0.039875548831137954
AATSC2i,-0.13604001354521258
AATSC2m,1.043116086763532
AATSC2p,-0.0024671710245357556
AATSC2s,0.12786936894916137
AATSC2v,-1.833954722970117
AATSC3Z,-0.8156296559998945
AATSC3c,0.0008157624585007318
AATSC3d,0.040744696280474106
AATSC3i,0.07920492953479766
AATSC3m,-3.730256084292551
AATSC3p,0.007682500069737268
AATSC3s,-0.1091507033769773
AATSC3v,0.4753789902103146
AATSC4Z,-0.604001423994304
