DLiP-ID,C001RX
AATSC4v,-8.788239791421438
AATSC5Z,-2.2897295012679626
AATSC5c,-0.007291130990920984
AATSC5d,-0.016131304592843062
AATSC5i,0.07722731857469715
AATSC5m,-10.121283386827562
AATSC5p,-0.011725923767483944
AATSC5s,-0.5045236037045152
AATSC5v,0.32785061323397313
AATSC6Z,0.15017918159846608
AATSC6c,0.004477836916835989
AATSC6d,-0.0028335694641219962
AATSC6i,0.008598810341751681
AATSC6m,0.8991066375309354
AATSC6p,0.012055175324990345
AATSC6s,-0.08146985055237378
AATSC6v,1.666060505972908
AATSC7Z,-2.0618691263487645
AATSC7c,-0.0037844478666667356
AATSC7d,-0.07048381482770624
AATSC7i,-0.03071888146765429
AATSC7m,-9.012780359677361
AATSC7p,0.012643564642207361
AATSC7s,-0.8089219889247358
AATSC7v,0.6735914344371897
AATSC8Z,-1.2367866813759905
AATSC8c,0.004587949148440017
AATSC8d,-0.166081636746565
AATSC8i,-0.2024082575118578
AATSC8m,-5.508459281491235
AATSC8p,-0.04423179416014079
AATSC8s,0.5556883213108902
AATSC8v,-9.218664736971968
ATS0are,252.6285
ATS1are,261.754
ATS2are,443.08580000000006
ATS3are,599.2589999999999
ATS4are,634.023
ATS5are,539.493
ATS6are,472.37700000000007
ATS7are,443.7540000000001
ATS8are,386.058
ATSC0dv,171.21937321937327
ATSC0pe,6.597574358974357
ATSC0se,4.549513897435896
ATSC1dv,42.23091533347946
ATSC1pe,-0.4339935568704807
ATSC1se,-0.31488668704799483
ATSC2dv,63.953904594930236
ATSC2pe,1.7979595003287305
ATSC2se,1.4264133918474677
ATSC3dv,79.55416757980859
ATSC3pe,0.9602310979618668
ATSC3se,-0.08804592176199942
ATSC4dv,3.9759661041712366
ATSC4pe,3.0818529257067713
ATSC4se,2.3091654424720574
ATSC5dv,-31.73175542406311
ATSC5pe,-2.954842209072979
ATSC5se,-2.4090382662721885
ATSC6dv,-43.26831762729198
ATSC6pe,-0.7359969099276816
ATSC6se,-0.2413341466140689
ATSC7dv,-64.6075681203886
ATSC7pe,-3.1745860618014463
ATSC7se,-2.397518513477974
ATSC8dv,-50.83329680765577
ATSC8pe,1.486400328731097
ATSC8se,1.1598513346482582
AXp-0dv,0.5744067175443367
AXp-1dv,0.3332015698594487
AXp-2dv,0.1889391662471304
AXp-3dv,0.11038188163709643
AXp-4dv,0.06586007787708102
AXp-5dv,0.04062018608123985
AXp-6dv,0.025319495952132506
AXp-7dv,0.014835085593368087
BertzCT,769.1941270761743
ECIndex,423
ETA_eta,20.03926180228812
GATS1dv,0.4525961255153167
GATS1pe,0.6224260941354175
GATS1se,0.6476916570763085
GATS2dv,0.564395056150072
GATS2pe,0.45096364744051554
GATS2se,0.4209421702394328
GATS3dv,0.7123640231159851
GATS3pe,0.6971960922225307
GATS3se,0.7293375044122834
GATS4dv,0.9810870578055839
GATS4pe,0.7686828103879669
GATS4se,0.749138790832328
GATS5dv,1.1503466956352242
GATS5pe,1.2834789209354223
GATS5se,1.3509868166537784
GATS6dv,1.224476781819741
GATS6pe,1.2339492346777436
GATS6se,1.2994828708213637
GATS7dv,1.3386965505360848
GATS7pe,1.4730413741802544
GATS7se,1.5838487494499083
GATS8dv,1.2497045785668714
GATS8pe,1.028251556190044
GATS8se,1.061761737310767
LogEE_A,4.066252373474001
LogEE_D,104.47779494951031
MATS1dv,0.23461638673094115
MATS1pe,-0.06257195705579605
MATS1se,-0.06583700316188607
MATS2dv,0.20517309989927243
MATS2pe,0.14969313004789386
MATS2se,0.17222122334532672
MATS3dv,0.18490496135224024
MATS3pe,0.05792019355765006
MATS3se,-0.007701632293052501
MATS4dv,0.009056374588172657
MATS4pe,0.18217644480061437
MATS4se,0.19794961458886096
MATS5dv,-0.0860451738351169
MATS5pe,-0.20793869852712007
MATS5se,-0.2458464964417798
MATS6dv,-0.13881083432271885
MATS6pe,-0.06127706499090154
MATS6se,-0.02913802001749565
MATS7dv,-0.21641441527857427
MATS7pe,-0.27596785993700607
MATS7se,-0.3022405060692287
MATS8dv,-0.19624923359642518
MATS8pe,0.14892379487632004
MATS8se,0.16851940844313001
MAXaaCH,1.5691588439018092
MAXaasC,1.0173459414630048
MAXdssC,-0.6231394085411945
MAXssNH,2.5853618669690097
MDEC-22,8.678178466613778
MDEC-23,17.675833019237377
MDEC-33,10.716265853807473
MDEO-11,0.7211247851537042
MINaaCH,1.2049921772351426
MINaasC,-0.6250051440329216
MINdssC,-1.0479318363147725
MINssNH,2.5853618669690097
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.8511904761904763
SM1_Dzi,1.0114548413393005
SM1_Dzm,1.8834445911286783
SM1_Dzp,-5.339131348028346
SM1_Dzv,-1.9053888525467453
SddssSe,0
SpAD_Dt,451.2566001897243
SpAbs_A,29.169807183753413
SpAbs_D,208.9555898990206
SpMAD_A,1.2682524862501483
SpMAD_D,9.085025647783505
SpMax_A,2.47425949387483
SpMax_D,104.47779494951031
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,94.64
TpiPC10,8.04058781853594
VAdjMat,5.643856189774724
VE1_DzZ,4.7177070030353665
VE1_Dzi,4.7229847033582555
VE1_Dzm,4.717863257398144
VE1_Dzp,4.710322944973996
VE1_Dzv,4.727468739076839
VE2_DzZ,0.20511769578414638
VE2_Dzi,0.20534716101557632
VE2_Dzm,0.20512448945209322
VE2_Dzp,0.20479664978147807
VE2_Dzv,0.20554211909029735
VE3_DzZ,2.3842320000496993
VE3_Dzi,2.3853500750884415
VE3_Dzm,2.3842651203293386
VE3_Dzp,2.3826655944247914
VE3_Dzv,2.3862990318940365
VR1_DzZ,129.96836955846817
VR1_Dzi,129.37131646488294
VR1_Dzm,129.94177247107035
VR1_Dzp,131.0862559172054
VR1_Dzv,129.4006112884731
VR2_DzZ,5.650798676455138
VR2_Dzi,5.624839846299258
VR2_Dzm,5.649642281350885
VR2_Dzp,5.699402431182843
VR2_Dzv,5.626113534281439
VR3_DzZ,5.700200232697035
VR3_Dzi,5.695595814780388
VR3_Dzm,5.699995568983007
VR3_Dzp,5.708764671574425
VR3_Dzv,5.69582222901295
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.07654655446197432
Xch-6dv,0.21257750771280692
Xch-7dv,0.36266969017123324
Xpc-4dv,1.7797938303393297
Xpc-5dv,2.8604306935765247
Xpc-6dv,3.8624412183384815
Zagreb1,120.0
Zagreb2,142.0
fragCpx,119.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,1
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,2
nBondsM,13
nBondsO,25
nBondsS,28
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,6
naHRing,1
AATS0are,6.477653846153847
AATS1are,6.3842439024390245
AATS2are,6.240645070422536
AATS3are,6.11488775510204
AATS4are,6.34023
AATS5are,6.422535714285715
AATS6are,6.653197183098593
AATS7are,6.5257941176470595
AATS8are,6.54335593220339
AATSC0dv,4.3902403389582885
AATSC0pe,0.16916857330703478
AATSC0se,0.11665420249835631
AATSC1dv,1.0300223252068161
AATSC1pe,-0.010585208704158066
AATSC1se,-0.007680163098731581
AATSC2dv,0.9007592196469048
AATSC2pe,0.025323373244066628
AATSC2se,0.020090329462640392
AATSC3dv,0.8117772202021285
AATSC3pe,0.009798276509814968
AATSC3se,-0.0008984277730816267
AATSC4dv,0.039759661041712364
AATSC4pe,0.03081852925706771
AATSC4se,0.023091654424720574
AATSC5dv,-0.37775899314360845
AATSC5pe,-0.035176692965154514
AATSC5se,-0.028679026979430818
AATSC6dv,-0.609412924328056
AATSC6pe,-0.010366153660953262
AATSC6se,-0.0033990724875220973
AATSC7dv,-0.9501112958880678
AATSC7pe,-0.046685089144138915
AATSC7se,-0.0352576251982055
AATSC8dv,-0.8615813018246741
AATSC8pe,0.02519322591069656
AATSC8se,0.019658497197428106
AETA_eta,0.8712722522733966
ATSC0are,7.326035897435896
ATSC1are,-0.48740696909927766
ATSC2are,1.9987115713346493
ATSC3are,0.7344662064431324
ATSC4are,3.361354109138722
ATSC5are,-3.2579696252465498
ATSC6are,-0.9121499671268951
ATSC7are,-3.4621292570677213
ATSC8are,1.9129226166995366
BCUTZ-1h,16.004503822874028
BCUTZ-1l,5.693785430634974
BCUTc-1h,0.4672327421253918
BCUTc-1l,-0.35308591338563616
BCUTd-1h,3.276012527683379
BCUTd-1l,0.9727409458302727
BCUTi-1h,17.424771206978967
BCUTi-1l,10.311338513793192
BCUTm-1h,32.06224604614604
BCUTm-1l,11.705426213314288
BCUTp-1h,2.93648622599175
BCUTp-1l,0.5458584753457318
BCUTs-1h,8.001919783785432
BCUTs-1l,0.6047931672732734
BCUTv-1h,24.440721178805468
BCUTv-1l,13.30412056442061
BalabanJ,1.6545227505050033
Diameter,11
ETA_beta,28.0
GATS1are,0.627744738380886
GATS2are,0.44390318990431976
GATS3are,0.7024043927657252
GATS4are,0.7728392379269718
GATS5are,1.286500657647435
GATS6are,1.2569220881447012
GATS7are,1.4837279355198747
GATS8are,1.02366364499992
HybRatio,0.29411764705882354
Lipinski,True
LogEE_Dt,225.62830009486217
MATS1are,-0.06328538733333099
MATS2are,0.1498605570931232
MATS3are,0.03989709797274665
MATS4are,0.17894098813014617
MATS5are,-0.2064730197552231
MATS6are,-0.06839171003289463
MATS7are,-0.27103784148183024
MATS8are,0.17260006499533947
MAXssCH2,1.0807322371224788
MINssCH2,0.7113444822373394
NsssssAs,0
RotRatio,0.12
SM1_Dzpe,1.308271390612795
SM1_Dzse,1.2706034979285206
SMR_VSA1,19.086016810659167
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,32.10410811463005
SMR_VSA6,5.316788604006331
SMR_VSA7,51.65019078368462
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,158.8683043033396
SpAD_Dzi,165.33808505287305
SpAD_Dzm,158.73123001322966
SpAD_Dzp,215.4530015348413
SpAD_Dzv,195.3690044298944
SpAbs_Dt,451.2566001897244
SpDiam_A,4.8000705299199495
SpDiam_D,153.83194600760922
SpMAD_Dt,19.619852182161925
SpMax_Dt,225.62830009486217
SsssssAs,0
VE1_Dzpe,4.7239443544011195
VE1_Dzse,4.724051193514111
VE2_Dzpe,0.2053888849739617
VE2_Dzse,0.2053935301527874
VE3_Dzpe,2.3855532418615373
VE3_Dzse,2.385575858111186
VMcGowan,233.4099999999998
VR1_Dzpe,129.15636765058667
VR1_Dzse,129.18455934308858
VR2_Dzpe,5.615494245677682
VR2_Dzse,5.616719971438634
VR3_Dzpe,5.693932945563408
VR3_Dzse,5.6941511974133325
mZagreb1,7.638888888888888
mZagreb2,5.083333333333333
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,34
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.1878470742932281
AATSC1are,-0.011887974856079944
AATSC2are,0.028150867201896468
AATSC3are,0.007494553126970739
AATSC4are,0.03361354109138722
AATSC5are,-0.03878535268150655
AATSC6are,-0.012847182635590072
AATSC7are,-0.05091366554511355
AATSC8are,0.032422417232195536
AETA_beta,1.2173913043478262
BCUTdv-1h,7.0040612107040685
BCUTdv-1l,0.6531872140773914
BCUTpe-1h,3.9886681166398383
BCUTpe-1l,2.2425577453679666
BCUTse-1h,4.009949931580924
BCUTse-1l,2.4384208493239328
ETA_alpha,11.019047619047619
ETA_dBeta,0.0
ETA_eta_B,0.33882616190368786
ETA_eta_F,19.715620120017544
ETA_eta_L,5.913555922097801
ETA_eta_R,39.754881922305664
ETA_psi_1,0.5460122699386505
LabuteASA,136.51029978203735
LogEE_DzZ,79.32722451256981
LogEE_Dzi,82.71301882388607
LogEE_Dzm,79.2610455587667
LogEE_Dzp,106.58363912538142
LogEE_Dzv,97.43597323418024
PEOE_VSA1,10.423315998847038
PEOE_VSA2,4.794537184071822
PEOE_VSA3,9.184952231746642
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,18.55355575984923
PEOE_VSA7,43.37947212032425
PEOE_VSA8,4.8771471937013
PEOE_VSA9,11.126902983393991
SM1_Dzare,1.408464348090452
SpAD_Dzpe,166.44785344913365
SpAD_Dzse,166.8724286987984
SpAbs_DzZ,157.33905999692143
SpAbs_Dzi,164.41458280643286
SpAbs_Dzm,157.1753410031668
SpAbs_Dzp,218.56266683152165
SpAbs_Dzv,196.77733532090718
SpDiam_Dt,323.28682184797884
SpMAD_DzZ,6.9073175784060705
SpMAD_Dzi,7.188612393603177
SpMAD_Dzm,6.901357826662159
SpMAD_Dzp,9.367521805862665
SpMAD_Dzv,8.494304540430191
SpMax_DzZ,79.32722451256981
SpMax_Dzi,82.71301882388607
SpMax_Dzm,79.2610455587667
SpMax_Dzp,106.58363912538142
SpMax_Dzv,97.43597323418024
VE1_Dzare,4.723713793076606
VE2_Dzare,0.2053788605685481
VE3_Dzare,2.3855044337186175
VR1_Dzare,129.13863591660552
VR2_Dzare,5.6147233007219794
VR3_Dzare,5.6937956472512905
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47908902691511385
AETA_dBeta,0.0
AETA_eta_B,0.01473157225668208
AETA_eta_F,0.8572008747833715
AETA_eta_L,0.2571111270477305
AETA_eta_R,1.728473127056768
BCUTare-1h,4.1077159079976475
BCUTare-1l,2.1927840015820776
ETA_beta_s,14.0
ETA_dPsi_A,0.16798773006134948
ETA_dPsi_B,0.0
ETA_eta_BR,0.5968261619036879
ETA_eta_FL,5.161831478371607
ETA_eta_RL,11.075387400469408
LogEE_Dzpe,83.28080808937608
LogEE_Dzse,83.4914579797439
PEOE_VSA10,10.818302817733763
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,16.983012412144063
SlogP_VSA3,12.841643245852019
SlogP_VSA4,5.817220841045895
SlogP_VSA5,50.419040905713956
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,165.42167406593126
SpAbs_Dzpe,165.25334478813937
SpAbs_Dzse,165.71231246155926
SpDiam_DzZ,116.18481917612289
SpDiam_Dzi,121.60726849691483
SpDiam_Dzm,116.11357737993552
SpDiam_Dzp,159.03766956761203
SpDiam_Dzv,146.39550440541578
SpMAD_Dzpe,7.236863193440593
SpMAD_Dzse,7.255322986904278
SpMax_Dzpe,83.28080808937608
SpMax_Dzse,83.4914579797439
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6086956521739131
AETA_eta_BR,0.02594896356102991
AETA_eta_FL,0.2244274555813742
AETA_eta_RL,0.4815385826291047
DetourIndex,2546
EState_VSA1,17.69370585834925
EState_VSA2,11.126902983393991
EState_VSA3,11.421903599613877
EState_VSA4,36.12388517710234
EState_VSA5,29.535887083319565
EState_VSA6,6.06636706846161
EState_VSA7,0.0
EState_VSA8,5.316788604006331
EState_VSA9,0.0
ETA_beta_ns,14.0
ETA_shape_p,0.11668107173725151
ETA_shape_x,0.0
ETA_shape_y,0.3630077787381158
GhoseFilter,True
LogEE_Dzare,82.77207461331739
SlogP_VSA10,9.391497024362685
SlogP_VSA11,0.0
SpAbs_Dzare,164.13568487854434
SpDiam_Dzpe,123.03147741857846
SpDiam_Dzse,123.35565671779
SpMAD_Dzare,7.19224669851875
SpMax_Dzare,82.77207461331739
TopoPSA(NO),66.4
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,13.708689876241284
VSA_EState9,46.16073401831654
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6086956521739131
EState_VSA10,19.086016810659167
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.020910973084886132
FilterItLogS,-4.591035603948499
SpDiam_Dzare,122.18475447405424
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6405372405372406
ETA_epsilon_2,0.8774327122153206
ETA_epsilon_3,0.44153846153846193
ETA_epsilon_4,0.5710398445092325
ETA_epsilon_5,0.831238095238095
AETA_beta_ns_d,0.043478260869565216
ETA_dEpsilon_A,0.19899877899877866
ETA_dEpsilon_B,0.06949739602800808
ETA_dEpsilon_C,-0.12950138297077057
ETA_dEpsilon_D,0.0461946169772256
PetitjeanIndex,0.45454545454545453
TopoShapeIndex,0.8333333333333334
CDK Descriptors
FMFDescriptor,0.782608695652174
MDEDescriptor,"0.0,0.0,0.0,0.0,8.678178466613778,17.675833019237377,0.0,10.716265853807473,0.0,0.0,0.7211247851537042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,47.551687999999984
BCUTDescriptor,"11.997391243592887,31.97207217384721,-0.3277158981932545,0.2931278501505093,4.6300801548738715,12.238932823421726"
BPolDescriptor,23.550311999999995
TPSADescriptor,94.64
ALOGPDescriptor,"1.6470999999999996,2.7129384099999987,81.39049999999999"
XLogPDescriptor,3.719
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,333.08349272
ChiPathDescriptor,"16.396976746569035,11.07538740046941,10.0176755173815,8.215150758040522,7.242791148217831,5.397626891653958,3.943859450010821,2.5241124837058795,13.211354503519745,8.33003924648622,6.612870818649561,5.187948436943533,4.149184906256106,2.96527358393051,2.050879172122733,1.2313121042495516"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.29536092116265145,0.5468863082406185,0.0,0.0,0.07654655446197431,0.21257750771280692,0.318475516347074"
AtomCountDescriptor,39
BondCountDescriptor,25
SmallRingDescriptor,"3,2,2,2,0,0,1,1,1,0,0"
ChiClusterDescriptor,"1.521347825544718,0.0,0.4725190593031706,0.0,0.743885646492825,0.0,0.17880771620316957,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,6,3,0,5,0,0"
ZagrebIndexDescriptor,120.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"46.82865946675958,2.036028672467808,16.254228493171066,7.450597402382959,3.095425965904026"
FractionalPSADescriptor,0.2841329638618784
WienerNumbersDescriptor,"1165.0,39.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.6349261484656616,6.399362154371877,8.426076996278752,1.7797938303393297,2.8604306935765256,3.463560353266257"
FractionalCSP3Descriptor,0.29411764705882354
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,17
PetitjeanNumberDescriptor,0.45454545454545453
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"17.8112,7.92,3.9837030330466274"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1175.06
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.29411764705882354
AutocorrelationDescriptorMass,"33.31318458539198,30.249995318389704,45.94295153809754,50.58004965861755,54.30836632276865"
PetitjeanShapeIndexDescriptor,"0.8333333333333334,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.44152836429889386,-0.21111654720305478,0.0698003634904394,-0.20251350438541355,0.23864986890320272"
EccentricConnectivityIndexDescriptor,423
AutocorrelationDescriptorPolarizability,"1743.759133664966,2074.9412948219237,2930.833854313094,3084.7883349577314,2509.2886904460433"
