DLiP-ID,C0015B
DLiP-Mol-ID,31847
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H17ClN2O3S/c1-23-15-8-3-12(9-16(15)24-2)10-20-11-17(22)21(18(20)25)14-6-4-13(19)5-7-14/h3-9H,10-11H2,1-2H3"
Standard Inchi Key(RDKit),RBHCFUIZQUMLGP-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(CN2CC(=O)N(c3ccc(Cl)cc3)C2=S)cc1OC
SMILES(SDF),
MW(SDF),
MW(RDKit),376.865
MW Monoisotopic(RDKit),376.064841084
MolLogP(RDKit),3.4909
XLogP(SDF),
XLogP(CDK),3.48
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),42.01
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.747087236781891
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,536833.8972621285
qed,0.7470872367818914
Chi0,17.974327015758657
Chi1,12.028407103102724
TPSA,42.010000000000005
Chi0n,13.861050272565073
Chi0v,15.433475799511255
Chi1n,7.615365979338709
Chi1v,8.4015787428118
Chi2n,5.533537723897582
Chi2v,6.335121876039677
Chi3n,3.9435407431419947
Chi3v,4.636290134063697
Chi4n,2.7172096611297105
Chi4v,3.1795240410737646
