DLiP-ID,J000EZ
AATSC4p,-0.028140389869561872
AATSC4s,-0.10918319616039722
AATSC4v,-7.068833785337757
AATSC5Z,0.3563479987341715
AATSC5c,0.002138469926309856
AATSC5d,-0.008607198748043823
AATSC5i,0.02674140683409626
AATSC5m,1.6643141204552656
AATSC5p,0.0069535237315840204
AATSC5s,0.04593582664896049
AATSC5v,1.628608639009619
AATSC6Z,0.19853436994119153
AATSC6c,0.0006094754002969971
AATSC6d,-0.0008481764206955184
AATSC6i,-0.10787163250469059
AATSC6m,0.913259542278422
AATSC6p,-0.01046324733064972
AATSC6s,-0.0004047699416092413
AATSC6v,-0.8405008338906029
AATSC7Z,-1.2921458350821229
AATSC7c,-0.0016937906773000885
AATSC7d,0.005050505050505048
AATSC7i,0.16955745718171075
AATSC7m,-6.038935058045836
AATSC7p,0.004492574089822357
AATSC7s,-0.2459453336069218
AATSC7v,-2.8797174260541496
AATSC8Z,-0.15292003979757637
AATSC8c,0.00037863687631174735
AATSC8d,-0.0981912144702842
AATSC8i,-0.008138887591272992
AATSC8m,-0.7514646336117733
AATSC8p,-0.006795854849429366
AATSC8s,0.06384413252179365
AATSC8v,-1.4566346072469336
ATS0are,339.7047
ATS1are,379.72900000000004
ATS2are,673.4409000000002
ATS3are,854.326
ATS4are,893.4990000000003
ATS5are,838.018
ATS6are,774.8018999999999
ATS7are,799.9019
ATS8are,755.6779999999999
ATSC0dv,204.56140350877195
ATSC0pe,4.937614035087716
ATSC0se,2.8738982456140336
ATSC1dv,82.96060326254229
ATSC1pe,0.23912357648507715
ATSC1se,-0.012648157586950612
ATSC2dv,40.10957217605418
ATSC2pe,0.5784448445675652
ATSC2se,0.27029229793782594
ATSC3dv,-54.952293013234836
ATSC3pe,-0.4930667897814675
ATSC3se,-0.3925803004001235
ATSC4dv,-77.97630040012311
ATSC4pe,-2.195727916281927
ATSC4se,-1.154584115727917
ATSC5dv,26.022468451831337
ATSC5pe,1.2671966143428748
ATSC5se,0.9463606512773155
ATSC6dv,-38.500769467528464
ATSC6pe,0.40601335795629523
ATSC6se,0.0315050846414278
ATSC7dv,-105.03693444136655
ATSC7pe,-3.011400923361027
ATSC7se,-1.5076603582640822
ATSC8dv,-31.744228993536474
ATSC8pe,0.03375420129270545
ATSC8se,0.08981456694367512
AXp-0dv,0.5857455537521313
AXp-1dv,0.31674093672946124
AXp-2dv,0.17052220507056243
AXp-3dv,0.09397215235782952
AXp-4dv,0.05227955930204721
AXp-5dv,0.028570413145708462
AXp-6dv,0.015575131921209783
AXp-7dv,0.008625611796571774
BertzCT,1094.0766829606907
ECIndex,773
ETA_eta,27.48155354129338
GATS1dv,0.49365914011753786
GATS1pe,0.7388343160483141
GATS1se,0.7758098923395307
GATS2dv,0.9170840480274443
GATS2pe,0.8906900387740627
GATS2se,0.9141063312966701
GATS3dv,1.1103407741486644
GATS3pe,0.9586431334189325
GATS3se,0.949863841608901
GATS4dv,1.1795411376011604
GATS4pe,1.2805173969067865
GATS4se,1.3223776256013713
GATS5dv,0.980317928152103
GATS5pe,0.9217453010440521
GATS5se,0.9135238701975646
GATS6dv,1.082487266442329
GATS6pe,0.9386181905290828
GATS6se,0.9893180859097905
GATS7dv,1.2961952284422265
GATS7pe,1.510706344294554
GATS7se,1.5869489973607251
GATS8dv,1.0451553711755555
GATS8pe,0.9205481829092027
GATS8se,0.888294832684609
LogEE_A,4.357851037479287
LogEE_D,177.97383199754702
MATS1dv,0.37895987402637554
MATS1pe,0.04525330258169847
MATS1se,-0.004112452562381717
MATS2dv,0.10160299391860285
MATS2pe,0.060705352655332716
MATS2se,0.04873539089274164
MATS3dv,-0.10707817054300758
MATS3pe,-0.03980406540773763
MATS3se,-0.05444975549905471
MATS4dv,-0.14582350029355218
MATS4pe,-0.17011788390628582
MATS4se,-0.1536889977194299
MATS5dv,0.05106358563042061
MATS5pe,0.10301806218273536
MATS5se,0.1321818416558116
MATS6dv,-0.08189347020543908
MATS6pe,0.035778880150360994
MATS6se,0.004769938981793021
MATS7dv,-0.22172735069390292
MATS7pe,-0.2633615471380706
MATS7se,-0.2265338223781981
MATS8dv,-0.0685687502493119
MATS8pe,0.0030206182534391595
MATS8se,0.013808946222962153
MAXaaCH,2.229388752414546
MAXaasC,1.322719408751155
MAXaasN,2.2627164871628396
MAXdssC,-0.05785072214274933
MAXsCH3,1.9773890879570528
MAXssNH,3.2596365583270344
MDEC-11,0.25
MDEC-12,3.1496698202695095
MDEC-13,3.3977488676094167
MDEC-22,15.517387799301245
MDEC-23,30.06093633238779
MDEC-33,11.28899641874033
MDEN-22,0.16666666666666669
MDEN-23,0.5345224838248487
MDEO-12,0.19999999999999996
MINaaCH,1.8169395965434996
MINaasC,0.6307912175940678
MINaasN,2.2627164871628396
MINdssC,-0.05785072214274933
MINsCH3,1.6336390879570528
MINssNH,3.2596365583270344
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.9285714285714287
SM1_Dzi,1.022017128129546
SM1_Dzm,0.9260316936439501
SM1_Dzp,-3.719133983223758
SM1_Dzv,-1.7559628408463377
SddssSe,0
SpAD_Dt,719.4868181422887
SpAbs_A,39.62415234408268
SpAbs_D,355.9476639950941
SpMAD_A,1.3208050781360894
SpMAD_D,11.864922133169804
SpMax_A,2.473092820713648
SpMax_D,177.97383199754702
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,56.15
TpiPC10,8.89509652273281
VAdjMat,6.087462841250339
VE1_DzZ,5.398159807620079
VE1_Dzi,5.396452208738479
VE1_Dzm,5.398151083367348
VE1_Dzp,5.376682058398094
VE1_Dzv,5.3897937652940175
VE2_DzZ,0.17993866025400262
VE2_Dzi,0.17988174029128262
VE2_Dzm,0.17993836944557826
VE2_Dzp,0.17922273527993646
VE2_Dzv,0.17965979217646724
VE3_DzZ,2.7846704077942257
VE3_Dzi,2.7843540279385612
VE3_Dzm,2.7846687916398154
VE3_Dzp,2.780683754823304
VE3_Dzv,2.783119410388346
VR1_DzZ,197.95767626356744
VR1_Dzi,198.2433403426321
VR1_Dzm,197.9590509529615
VR1_Dzp,200.33710279531817
VR1_Dzv,198.97974248102167
VR2_DzZ,6.598589208785581
VR2_Dzi,6.608111344754404
VR2_Dzm,6.598635031765383
VR2_Dzp,6.677903426510606
VR2_Dzv,6.632658082700723
VR3_DzZ,6.386665540268914
VR3_Dzi,6.388107556400082
VR3_Dzm,6.386672484604929
VR3_Dzp,6.398613750308197
VR3_Dzv,6.391815311633199
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10792445496369077
Xch-6dv,0.23540103003466983
Xch-7dv,0.3145659761880227
Xpc-4dv,2.094766089512204
Xpc-5dv,2.883405412223154
Xpc-6dv,3.6274682353878718
Zagreb1,166.0
Zagreb2,200.0
fragCpx,286.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,1
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,34
nBondsS,43
nBondsT,0
nFARing,2
nFHRing,1
nFaRing,0
nHetero,5
naHRing,1
AATS0are,5.959731578947369
AATS1are,6.225065573770492
AATS2are,6.122190000000002
AATS3are,5.9743076923076925
AATS4are,5.996637583892619
AATS5are,5.901535211267606
AATS6are,5.914518320610687
AATS7are,6.059862878787879
AATS8are,5.857968992248061
AATSC0dv,3.588796552785473
AATSC0pe,0.08662480763311782
AATSC0se,0.05041926746691287
AATSC1dv,1.3600098895498736
AATSC1pe,0.003920058630902904
AATSC1se,-0.00020734684568771494
AATSC2dv,0.36463247432776524
AATSC2pe,0.005258589496068775
AATSC2se,0.0024572027085256903
AATSC3dv,-0.38428176932332053
AATSC3pe,-0.003448019508961311
AATSC3se,-0.0027453167860148494
AATSC4dv,-0.5233308751686114
AATSC4pe,-0.01473642896833508
AATSC4se,-0.007748886682737699
AATSC5dv,0.18325682008331928
AATSC5pe,0.00892391981931602
AATSC5se,0.00666451162871349
AATSC6dv,-0.29389900356891957
AATSC6pe,0.0030993386103533986
AATSC6se,0.00024049682932387635
AATSC7dv,-0.7957343518285345
AATSC7pe,-0.022813643358795658
AATSC7se,-0.011421669380788502
AATSC8dv,-0.24607929452353855
AATSC8pe,0.0002616604751372515
AATSC8se,0.0006962369530517451
AETA_eta,0.9160517847097793
ATSC0are,5.066592982456138
ATSC1are,0.14924435210834427
ATSC2are,0.5982258233302591
ATSC3are,-0.6076315173899633
ATSC4are,-2.218527269929204
ATSC5are,1.3948894121268083
ATSC6are,0.3457178824253619
ATSC7are,-2.9928697137580738
ATSC8are,0.08239833795013833
BCUTZ-1h,8.022170717203327
BCUTZ-1l,5.680627926241996
BCUTc-1h,0.40555138736946866
BCUTc-1l,-0.5291520922266646
BCUTd-1h,3.2098348930354876
BCUTd-1l,0.9779400344702328
BCUTi-1h,14.55790417525693
BCUTi-1l,10.94143522884885
BCUTm-1h,16.010284855972465
BCUTm-1l,11.69198051618222
BCUTp-1h,2.0049957747327243
BCUTp-1l,0.7518494926006754
BCUTs-1h,7.008271954957678
BCUTs-1l,1.2448012653102434
BCUTv-1h,20.911156110407223
BCUTv-1l,14.702491775615432
BalabanJ,1.187776011238846
Diameter,15
ETA_beta,37.5
GATS1are,0.7584027464002332
GATS2are,0.9036461560225408
GATS3are,0.9669686080174041
GATS4are,1.3022266386582404
GATS5are,0.9203200928295658
GATS6are,0.9464480751023164
GATS7are,1.5471480981623442
GATS8are,0.9089722154530462
HybRatio,0.36
Lipinski,True
LogEE_Dt,359.7434090711443
MATS1are,0.027524973428670545
MATS2are,0.061183076258538284
MATS3are,-0.04780387402433826
MATS4are,-0.16750868967023885
MATS5are,0.11051221200604841
MATS6are,0.02968994458267722
MATS7are,-0.25507783291232666
MATS8are,0.007186006071047502
MAXssCH2,1.1852211374403243
MAXsssCH,0.016629556143444635
MINssCH2,0.9492857930209121
MINsssCH,0.016629556143444635
NsssssAs,0
RotRatio,0.11764705882352941
SM1_Dzpe,1.0009944920440637
SM1_Dzse,0.9177785797741316
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
SMR_VSA3,14.867866772744893
SMR_VSA4,0.0
SMR_VSA5,51.61444254938121
SMR_VSA6,7.109797541277533
SMR_VSA7,70.67325644717064
SMR_VSA8,0.0
SMR_VSA9,17.00689131982936
SpAD_DzZ,282.3697074833076
SpAD_Dzi,276.67575746479815
SpAD_Dzm,282.4109896712704
SpAD_Dzp,360.33846566560555
SpAD_Dzv,331.64264618261814
SpAbs_Dt,719.4868181422887
SpDiam_A,4.9027034698891505
SpDiam_D,266.26866887724043
SpMAD_Dt,23.98289393807629
SpMax_Dt,359.7434090711443
SsssssAs,0
VE1_Dzpe,5.398185680043214
VE1_Dzse,5.398151940195011
VE2_Dzpe,0.17993952266810714
VE2_Dzse,0.17993839800650038
VE3_Dzpe,2.7846752006054905
VE3_Dzse,2.7846689503659388
VMcGowan,311.790000000001
VR1_Dzpe,197.9566697173766
VR1_Dzse,197.95849053095506
VR2_Dzpe,6.598555657245886
VR2_Dzse,6.598616351031835
VR3_Dzpe,6.38666045560249
VR3_Dzse,6.38666965360126
mZagreb1,8.222222222222221
mZagreb2,6.5
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,1
n8FHRing,1
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,52
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.08888759618344101
AATSC1are,0.0024466287230876112
AATSC2are,0.005438416575729628
AATSC3are,-0.004249171450279464
AATSC4are,-0.01488944476462553
AATSC5are,0.009823164874132453
AATSC6are,0.0026390678047737547
AATSC7are,-0.022673255407258133
AATSC8are,0.0006387468058150259
AETA_beta,1.25
BCUTdv-1h,6.022057014281532
BCUTdv-1l,0.9955209889422736
BCUTpe-1h,3.4891561472351182
BCUTpe-1l,2.230041670861231
BCUTse-1h,3.7020782974984425
BCUTse-1l,2.425951853509329
ETA_alpha,14.366666666666667
ETA_dBeta,-1.5
ETA_eta_B,0.2956887239938979
ETA_eta_F,27.400968311841297
ETA_eta_L,7.613098174007694
ETA_eta_R,54.882521853134676
ETA_psi_1,0.6053370786516857
LabuteASA,176.64705977024747
LogEE_DzZ,141.21580612260618
LogEE_Dzi,138.37194597000337
LogEE_Dzm,141.23636255875664
LogEE_Dzp,179.54937716893212
LogEE_Dzv,165.52866261783473
PEOE_VSA1,14.620751205597735
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,67.49647937187048
PEOE_VSA8,30.289324583845655
PEOE_VSA9,18.845566365273957
SM1_Dzare,1.1284318287575617
SpAD_Dzpe,280.6998243381907
SpAD_Dzse,282.61031314888146
SpAbs_DzZ,281.5030408166411
SpAbs_Dzi,275.7218748118772
SpAbs_Dzm,281.5466934238692
SpAbs_Dzp,362.81788832108805
SpAbs_Dzv,332.8132880765156
SpDiam_Dt,508.3978751518314
SpMAD_DzZ,9.412323582776919
SpMAD_Dzi,9.222525248826605
SpMAD_Dzm,9.413699655709014
SpMAD_Dzp,12.011282188853519
SpMAD_Dzv,11.054754872753938
SpMax_DzZ,141.21580612260618
SpMax_Dzi,138.37194597000337
SpMax_Dzm,141.23636255875664
SpMax_Dzp,179.54937716893212
SpMax_Dzv,165.52866261783473
VE1_Dzare,5.398433761936988
VE2_Dzare,0.17994779206456626
VE3_Dzare,2.7847211560816745
VR1_Dzare,197.91879970291893
VR2_Dzare,6.597293323430631
VR3_Dzare,6.386469132737102
n10AHRing,0
n10FARing,1
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,1
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4788888888888889
AETA_dBeta,-0.05
AETA_eta_B,0.009856290799796597
AETA_eta_F,0.9133656103947099
AETA_eta_L,0.2537699391335898
AETA_eta_R,1.8294173951044892
BCUTare-1h,3.543927580475964
BCUTare-1l,2.180186196440822
ETA_beta_s,19.5
ETA_dPsi_A,0.10866292134831423
ETA_dPsi_B,0.0
ETA_eta_BR,0.7256887239938978
ETA_eta_FL,7.0054266643715035
ETA_eta_RL,14.618524838379198
LogEE_Dzpe,140.38327865216348
LogEE_Dzse,141.33574919376656
PEOE_VSA10,11.573916331283833
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,10.05365155780638
SlogP_VSA2,22.5680554393676
SlogP_VSA3,19.386399651764595
SlogP_VSA4,6.923737199690624
SlogP_VSA5,58.177053346785726
SlogP_VSA6,42.595045982382736
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,278.232731201192
SpAbs_Dzpe,279.76556281228284
SpAbs_Dzse,281.7537198077589
SpDiam_DzZ,213.1904594247734
SpDiam_Dzi,208.23682575965273
SpDiam_Dzm,213.22113080787636
SpDiam_Dzp,270.7425545443061
SpDiam_Dzv,250.52630312598865
SpMAD_Dzpe,9.356660811273024
SpMAD_Dzse,9.420343771629382
SpMax_Dzpe,140.38327865216348
SpMax_Dzse,141.33574919376656
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.65
AETA_eta_BR,0.024189624133129927
AETA_eta_FL,0.2335142221457168
AETA_eta_RL,0.48728416127930657
DetourIndex,5279
EState_VSA1,0.0
EState_VSA2,11.949020558499466
EState_VSA3,5.563451491696996
EState_VSA4,54.79838570914297
EState_VSA5,23.372129104319928
EState_VSA6,7.109797541277533
EState_VSA7,25.122838405075456
EState_VSA8,34.27983302879559
EState_VSA9,9.720841474747257
ETA_beta_ns,18.0
ETA_shape_p,0.09280742459396751
ETA_shape_x,0.0
ETA_shape_y,0.37587006960556846
GhoseFilter,True
LogEE_Dzare,139.1539799948879
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,277.17952816101825
SpDiam_Dzpe,211.86437139358958
SpDiam_Dzse,213.38056838008987
SpMAD_Dzare,9.274424373373067
SpMax_Dzare,139.1539799948879
TopoPSA(NO),56.15
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.2627164871628396
VSA_EState9,59.0706168461705
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.021111111111111094
FilterItLogS,-6.528850610337974
SpDiam_Dzare,209.9637281387945
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5584795321637428
ETA_epsilon_2,0.7911111111111107
ETA_epsilon_3,0.4463414634146338
ETA_epsilon_4,0.5075117370892015
ETA_epsilon_5,0.7752688172043006
AETA_beta_ns_d,0.016666666666666666
ETA_dEpsilon_A,0.11213806874910898
ETA_dEpsilon_B,0.0509677950745413
ETA_dEpsilon_C,-0.06117027367456768
ETA_dEpsilon_D,0.015842293906810023
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.8666666666666667
MDEDescriptor,"0.25,3.1496698202695095,3.3977488676094167,0.0,15.517387799301245,30.06093633238779,0.0,11.28899641874033,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.16666666666666669,0.5345224838248487,0.0"
APolDescriptor,66.90741099999997
BCUTDescriptor,"11.889999999999999,15.995930288701063,-0.34846493584163685,0.2316983825628567,5.003913847890599,11.03208949272524"
BPolDescriptor,36.35058899999999
TPSADescriptor,56.15
ALOGPDescriptor,"2.4651000000000023,6.076718010000011,113.55599999999998"
XLogPDescriptor,4.876000000000001
VAdjMaDescriptor,6.08746284125034
WeightDescriptor,401.21032732000003
ChiPathDescriptor,"20.664561460070647,14.6185248383792,13.302327072379589,11.944837548099946,10.015628231935105,7.970031894841592,5.911172623926254,4.226614632524252,17.57236661256394,10.769191848801684,8.35558804845756,6.39010636033241,4.705160337184249,3.2284566854650567,1.9936168859148549,1.2679649340960517"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.5624291309421081,0.8830781416289795,0.0,0.0,0.10792445496369077,0.23540103003466986,0.31456597618802273"
AtomCountDescriptor,57
BondCountDescriptor,34
SmallRingDescriptor,"5,3,3,3,0,0,2,3,0,0,0"
ChiClusterDescriptor,"1.9408206176123195,0.0,0.5384516905501369,0.0,0.9349658074091726,0.0,0.164898597334489,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,8,5,2,6,0,0"
ZagrebIndexDescriptor,166.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.66
WeightedPathDescriptor,"62.46344482178838,2.082114827392946,15.085592592360587,5.356310193583596,9.729282398776975"
FractionalPSADescriptor,0.1399515320930797
WienerNumbersDescriptor,"2581.0,49.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.1343056188196545,7.870573257498641,10.470367718474085,2.094766089512204,2.883405412223155,3.2968739981008177"
FractionalCSP3Descriptor,0.36
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,6,0,0,7,1,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.825259515570934,9.46938775510204,4.577854671280277"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2851.05
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.36
AutocorrelationDescriptorMass,"32.62887897491133,36.159549463660824,52.405355228364776,52.65437119459982,45.48818926141938"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.4658431743975593,-0.27533483754674454,0.07935096554404202,-0.03639941351673107,-0.09839250524641477"
EccentricConnectivityIndexDescriptor,773
AutocorrelationDescriptorPolarizability,"2200.318467424833,2634.0769152273983,3786.8559877029793,3706.39078581794,3178.004867571455"
